combination_id,cost_level,delivery_speed,quality_level,carbon_level,alternative_id,membership_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_B,0.79,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d62d65a99e31fa1c9b02fc12efd4ff27e1532cc61559a5f26078b39acbf56af0
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_C,0.82,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b933fd4d6a819b56a5d156c8ac021b5470e5aff317a779b87dff34924bae355a
HSC-006,LOW,NORMAL,HIGH,HIGH,PLAN_D,0.85,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a0d5d672ea850872ec5639ca726aacbb0c2c502e638b9a3056e87f780fbb3ff3
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_A,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fd26a902d19eb5018c05f5df214361ec24644b06ab3f9491f034e2d3e754bab7
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_B,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b48da40293bd63b4018988020ce8e5fb9eba4f60ac87b759af04c57f20f3c1fe
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_C,0.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fbeb6dac83f7c996fb0f116c8cbb06d759f2048fce1ac075a82627102143fb22
HSC-007,LOW,NORMAL,MEDIUM,LOW,PLAN_D,0.81,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7304bfbf4f5e730255eb43076072cbc5d9d8a1fafd4b1f238d629d27a06b6225
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_A,0.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7508111da3057609ced3bf5d7fae7477df14eef25c8d2051cbafeff29686b45a
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_B,0.67,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,10bd6b17489033cb673222d4333429ab5c3925bfe863f7ad4fe6c464e4166dfb
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_C,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f66a4687b188f73b48abdc88732b9da23185da5e0761b9d0491ba6814ce24004
HSC-008,LOW,NORMAL,MEDIUM,HIGH,PLAN_D,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e17d739a401d68a5dea8f11ba5064a955512f388c07df15b198f7cbf9b2eca0e
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_A,0.74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,125726d823bdec0cf749dc32580ebdf830925bb469c06b8261addb058fe7f737
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_B,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4cc1e73bdbb504045c84ecf548aeb02be59b709dfdc82c6e8467b3a8370ddcfd
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_C,0.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c23237a4420f6a3cbaca404ea2113aa56014c90bd5cfb01c2c38f7b19845d5ac
HSC-009,LOW,SLOW,HIGH,LOW,PLAN_D,0.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e75635ca785baa4f3d388b160be22e21fea71a9c66e308012dce4d5313d4257c
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_A,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,43236b020c358936c8556c6b3633c1b75fd89276a73afce3d9be22e64475bb96
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_B,0.69,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,12a88cf893e8e82d8b6fb5bfaa4369493d5d2316da04c321c353d678d3313692
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_C,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,523ce5b3f8688950706a6c256cbb7204e3ed189c98ba2e685c85e41e4533c5c7
HSC-010,LOW,SLOW,HIGH,HIGH,PLAN_D,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,74eece93f422e9d8ec491e04cd1927567c1f6f4d20e265891641bb7922db8072
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9e6725ed1523e5bf0d2f0ac05d811c2ff84f19b17318e7d651122045bfe7ea3e
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6cd7364290846fb583ca3493e7af5d3bd564b3d4d09871b0845909993310f6a
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22d8d0f88cf06accd8b4da842f3404887273da390751350dba1f910fd4ea7da3
HSC-011,LOW,SLOW,MEDIUM,LOW,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46cfc06b1c0a2bf54a16df36ef19d6569a1450973d00a6e419d8f6202fd46c65
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_A,0.54,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,94839a1794d021eaf03f2667b82eb96becfee271676253cc9450020f72cefd47
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_B,0.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e97b49c88061a150ab7b21716f069e49d702c8fcd047d98b9c8b4a66e41b9542
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_C,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f1310ac7a557bea883deccd40e6c41e1c65e7e39fc330d2419309ee2348f73a2
HSC-012,LOW,SLOW,MEDIUM,HIGH,PLAN_D,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f1913211f52f9785992b6fb7192fd0b2b51b6df5158b6b6e88c9a668bf7f890
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_A,0.82,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f6b3126e342bfeab68a7f2edf66868cbfe62e827772975c93a494ba70d9dbba
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_B,0.85,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d15406524a710fd1446cb22735567b299cd9198f3dba854930aea682fc79de7
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_C,0.88,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f765839d4b1e5ba26630cc13ff85b436117c93bbda9dbb7c09bd361977ece260
HSC-013,MEDIUM,FAST,HIGH,LOW,PLAN_D,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6199425f07527be0a56401cb56f9c92570d8aaed2dda1447d67089c44994aed
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_A,0.74,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,93d716ec8abbd45a6362926a56f5b0628631e2c5ddbbd8e9f18887b12ccf1b8f
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_B,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ed8f7664dd489c27177f8194237aa53f8abeefec0db0ca63e339f597f55dc60f
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_C,0.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b74cc386cba99e3474971551902c1e93275852b6eda2ca8671ecf4bffd061a3
HSC-014,MEDIUM,FAST,HIGH,HIGH,PLAN_D,0.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a9fafad9871b4391daf3567d467619ce929dc1b66a7078561aa71866d0e15cbf
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_A,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9abe5fc0d71bcde3e382781dd1d772284e1f1a5befcb27ad4535f64e95b1c33e
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_B,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6817bf7a15753d3a1563d9239d15ba3fbb44239c9731941b25bc96a7d838e0dc
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_C,0.76,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,02cfcfad408cd688109ff2a4bde4dd1d14b5a602c237ff908016774f4df216f4
HSC-015,MEDIUM,FAST,MEDIUM,LOW,PLAN_D,0.79,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85949fc48b09483b4ec55c0035c8fe5867b6263b1f9923df9d671dc57f180621
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ed6d97fd4654743f2311eaefc24977ea7c101b438e8e7ff874ef55d6dd7ade1e
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6276ea44b637d38a4cc13f5c4c84f2b558ac38f3a6d4574bd3297b9b4131e5b6
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,faac32e4dd9f949d221a8efb87435e4a61fda1f7cd8166e61d3fa34811a12407
HSC-016,MEDIUM,FAST,MEDIUM,HIGH,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,879927ae351846676334c7145c80bab4c9314ff850dff0352e6c707852cbe4bc
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_A,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,885e87284c31fd26ee4ad6d319056623b9a1dde2df07c8c459ad9f58acc406c9
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_B,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f8d4bb941fa6a967d10b2ee07dc6209d700c1889e83ca9dad458b6f7e1dcdd48
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_C,0.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab5ce9d304e9d48b5e858a641145997a49983176529409bec3620916f1878d3d
HSC-017,MEDIUM,NORMAL,HIGH,LOW,PLAN_D,0.81,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19926b5382bceeae656b35e9f692713655f702acd66bca3ab9749b0ed076df9c
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_A,0.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82ebbac4cacf1b7f98869024be571e05629182aad3895e2ad125588d8396fd95
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_B,0.67,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,62292f0adb87aa99b3ae6c46d7919eb5980e64318cc027b047f44c5a51b51828
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_C,0.7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a7a73771a70be5f37bc4db186774c5101aa2fcb0f8b2e727b58f07430cb8e82
HSC-018,MEDIUM,NORMAL,HIGH,HIGH,PLAN_D,0.73,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15b2517db3f1dc6501eddb5e1be045fc3c0d8eb7d766e8afb811f6825a520577
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_A,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ee9de6c5c2948cd27753286103fc4e37325cdd3eab6d00652eeed4cf8728015c
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_B,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ebac58755f5736f0f69feab83ecd05c4ff1adff4537728b420001ec72625ce54
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_C,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ce77fa7b4a4099f81d0802a4eb4c286460cb7128f4c48cc7b4695233dc21b3a
HSC-019,MEDIUM,NORMAL,MEDIUM,LOW,PLAN_D,0.69,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6d3580243609af2ccd6eb9f4d0ff65fbef5bdf8d261f7706d1dfc891dbda6610
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_A,0.52,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4fc5f284e15d760e77c49a2218d2e3c3a13daf60b42b7df80abb8b8c04b2c0eb
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_B,0.55,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c5ae4e5be6497ae1196d5437d79df35f2f9cab2c0da4c0450877bfdf61b100d2
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_C,0.58,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f5a05b55b53be29cad51912ac0ab7387a499f09cfa6293689dc125a3f826768
HSC-020,MEDIUM,NORMAL,MEDIUM,HIGH,PLAN_D,0.61,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96b3fb489e6b33ab1d6a4150fa9885318beda9655aa563fc6ecd7f95f141b190
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_A,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d61cd6d14b0399f7a6fd7725ed309f0514d6b5c93f49ecf638855d18628154d8
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_B,0.65,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d92c8a4ed0ada543c0f599c8ecb04ac5d6969e005b6ef375b861e458ddcdf68
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_C,0.68,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07bcc81b12768cbf2e2cb73ecb6a8d9e7ee85c7bf89e05afc389df7b140ef784
HSC-021,MEDIUM,SLOW,HIGH,LOW,PLAN_D,0.71,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ebc5282b320c5b69df3248e65046c4addc1534d2f845241b6a87cd24f0bf47b
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_A,0.54,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9b9b76f90f82c10268a38067a3cfbe3f557f3f030aeb91ed0c1c7e7457d6b52
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_B,0.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85927f95f25ecf5cd3e5ec32b08e449276507cc35e0b82cd769beea097a22570
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_C,0.6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3439a8e397c19cf3c74a2b8a2a32a1c972050aabf970c9f5591d0142b98d8567
HSC-022,MEDIUM,SLOW,HIGH,HIGH,PLAN_D,0.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1b3756330a64976fb39f9128d7751deb5f2c49fb111c1f79405c550158fdf122
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_A,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59c030f6114bf5b5756d0cd94c2c4d66bac9f7afff2060f4b5463f96e1b73133
HSC-023,MEDIUM,SLOW,MEDIUM,LOW,PLAN_B,0.53,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e2e2d129b6e4a77a32c7e2a4305e6873e189b816c3b99b1dd335077727abcd20
