alternative_id,attribute,attribute_value,appurtenance_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
SUPPLIER_B,SCHEDULE,SLOW,0.82763,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,40f8eb0d84e3f40168366f5c2cd4bd76fdaf5bfdcba2b4c271353c9f71ff6414
SUPPLIER_B,QUALITY,HIGH,0.54304,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b99bf0daebc78a3615eb207098be96a99c20a122d18ec9bc34b9c2203e979706
SUPPLIER_B,QUALITY,MEDIUM,0.169643,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2721afd2769fe182cf042973e1074f5505af60073fac9e4f29a869f6baf7e744
SUPPLIER_B,QUALITY,LOW,0.821528,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b94da2812355490ef44f71319cd7d1b1b31e44e91547c10d9b43fbecd3897fa0
SUPPLIER_B,RISK,LOW,0.525508,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4788f097b20eb7bacb2cf6618949116d8364e590818daee913f356cfdad3ad13
SUPPLIER_B,RISK,MEDIUM,0.199011,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1495dfebf022382c4d74fbf633a76d9741a6dc83b017cc475605b5c61f564c0f
SUPPLIER_B,RISK,HIGH,0.895037,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aedb5212134a56f3d9f8e85215fe8b7909dc1255be651709003f79258b776928
SUPPLIER_C,COST,LOW,0.162701,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7197d3b04b27ff16c0b2b1b6bd6815acd5d7c9d5f09d22903164ecc2740a2941
SUPPLIER_C,COST,MEDIUM,0.77297,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b845988e7b71d5c75a9c3b7d32a4055ee2a9abf26b9221fa7dcbb065a50812f2
SUPPLIER_C,COST,HIGH,0.49806,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,01fe79e51ba50809d92aed7b44c8922a456f62956f5fe7a45101a964ad34611c
SUPPLIER_C,SCHEDULE,FAST,0.084944,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31a4fd8ef81a6a00ff4a8dfcacf70e68dc7d9bd870cb8f440108ac2ea99814de
SUPPLIER_C,SCHEDULE,NORMAL,0.842537,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,042a1c1d3ad94833b84a0372bbe335503d0d4f45f2c3b98fdfe8d9c612928850
SUPPLIER_C,SCHEDULE,SLOW,0.464288,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,df597ad6d8e2be3a457c5d8f5e3deeeb099595ed480711731865bebee8a293cf
SUPPLIER_C,QUALITY,HIGH,0.150093,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,84e61f98a4a7dc6b13adfce03aa816bacada42e69a0ea781bc27ce408dac9d1c
SUPPLIER_C,QUALITY,MEDIUM,0.843596,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b37888fe42a48235c88171997936ddf2f587ccdc9b6be4afadf74fa7a8416c56
SUPPLIER_C,QUALITY,LOW,0.56743,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4052da40ec5f2eedfe4bfaea9e819ae5d12c6e149f97e84a851c8a6c8f65509
SUPPLIER_C,RISK,LOW,0.185789,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,99ff392dc89fd266019d68f5d78b22c7ad41c46b553b80452a49e8560d52f321
SUPPLIER_C,RISK,MEDIUM,0.854236,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f765d67272afe57b5ef7de3be7df210e55abce95932a0a66f261658dc82da694
SUPPLIER_C,RISK,HIGH,0.446912,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2eeca96c025c1be2fa76ca5fa3f1533354fcbbd74b5930d7e7ea9b3d253954a5
SUPPLIER_D,COST,LOW,0.831465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,89c2021b74f2447bda1362fa0595e154f43fd44170bfbc703c7fa146b552bf3d
SUPPLIER_D,COST,MEDIUM,0.507483,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c15216cb44973067290ead20eb16b9990e8ea812c8aec71bc657dc01eaa843b1
SUPPLIER_D,COST,HIGH,0.144346,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59b3fc77e3dca337c5d82c12f8f9d8dbc71ffbbd08e45213f0cfd941fbc29939
SUPPLIER_D,SCHEDULE,FAST,0.894166,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2424bf871fd5ce9f932d69cb32ce97293e654b3bf51a8268ead57eaa675a414a
SUPPLIER_D,SCHEDULE,NORMAL,0.408137,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5f6237d63ac293cc9082ee14caa8389d665498cb43dcc9f665724f85f4b12559
SUPPLIER_D,SCHEDULE,SLOW,0.171667,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6bd60fc21bd6630346be0bb0f959eed52f61eb1d0497c0327a5b8c40af5ec8e2
SUPPLIER_D,QUALITY,HIGH,0.744069,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b49dac68a9466d3bd8b3dd878efabd7a6a8d0cf40261cb12e73fb58d4109e4da
SUPPLIER_D,QUALITY,MEDIUM,0.483279,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cfe8b7187f220de2b0f7d9a56e77fc1c5be69c34420b77fe40f40fa3b4a9707f
SUPPLIER_D,QUALITY,LOW,0.184125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f8f1a7e4e708b7de4421c30c3ebccff2dceef14fd456f1f9af21f9d0dba34e0
SUPPLIER_D,RISK,LOW,0.85452,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59f5be5fe649198164463385538120f1e336938a0b196642d2845ee42610ee0b
SUPPLIER_D,RISK,MEDIUM,0.487725,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e8b76c4ea510d175df7209f8cabb73b154f869ec90b30cde2175c28d1604525a
SUPPLIER_D,RISK,HIGH,0.08527,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24cf62d3dc0ff99239e5cb9e8a0bc066b5fef82345039c6d312106ef481c016d
