synthetic_respondent_id,question_order,response_a_yes,response_b_yes,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
Q-0019,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63402405cea03f8cd101957afa3b55110f3da0adeb8b0cc79e3dd232a6cfad7d
Q-0020,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6efb395d11efd4444476084befe05aa047407feadb8a974e34e49bc9cb966d5f
Q-0021,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,beb976f83b2a015b789e96f048f9159eef9273a51866be463e941226b8d093f6
Q-0022,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6fc2fb96140d85bdd4ada3a40151f5f481fbaa36b7f58b2b33e6603226afef6
Q-0023,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,975bc79d16338f7c64cbb067fbaf18ddb7b98391f941c91d496ae17bec91f4db
Q-0024,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,799d4014b836a12ac63cd1b9dede51b9db3306063fd80cf19351fdf7a35564d5
Q-0025,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,afb6d6ec9f493fb1625f5a96275bca1652d1275c6b54e65086a6c01872cf3be0
Q-0026,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1c755a3d1697a513acee80617037f3aaac96396153172e989282248190282865
Q-0027,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,23c5b2e30ffcba7549f9a41e2d5ff01d70ebe74b3f621d285158db3a7200010a
Q-0028,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4138fec9775f5f8b581d48f2eb06225231adef4d337987bfc0078caae634167e
Q-0029,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,310eb19aab184096f0762eb40a91e0d920f86a1916c36160a6cbb522d5b935c4
Q-0030,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d7e617be9964e4911889a3b4016b454c6e1c8c73b03eb52376f24d3b1a90544
Q-0031,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,86e14e309df426f26befc78578df0e619c1d8d8c55cda9a37bed0e45123787a9
Q-0032,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,27eedf8bf8c13bb4273c8dca6035acdc5b828968d3ad8059f6de29287358a282
Q-0033,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f95462e94389437d26b94758898afb74374a776545fafdef081eb0593f7e7a6a
Q-0034,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,679ec7fbf129a05a7157099386b451dd1747d63e72bffdae8952c64e6cf34f48
Q-0035,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3e50ce0f35d744b99bdf7a46d8583f40d39641d41e4f03d0390e997daf393c16
Q-0036,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0985b9be7c0fd428c35df47ab15ae70675402c53c053d53a8744f0e134ffa510
Q-0037,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,09b8b827a269cee5c35137293eba9d4561f9e19019f892a32af90729345e361f
Q-0038,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b26ea9158a157bd392aec838019d569ca4af3abf326791ddbc7454331bee548d
Q-0039,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,51dee6a600e2aa2741e178085074edd053c63a68cafddf81a1fe8b80b3fe7cb4
Q-0040,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ba50d638016044df9800f5b44e01c1d4eef3478ff321db8f5d93e46d1faea235
Q-0041,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7a666e2e330f1bbd4bda17864b84db824dd03a6154cec6c61e187ed2f90e41de
Q-0042,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5186458c850b033223a506d1566d96bde39e988fd3001b14a443baf0bb683883
Q-0043,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f62f5f270f63707425fa26f8f11ee62e5b8ccfc5e88af205b6909963b682a64f
Q-0044,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07fa95a345803170a2b9e21add272aa9f56a55b5e5edd0f134fc6771ecdd7225
Q-0045,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,34c3e3d4c87b15fe47adc0b224e390144c298cedc221d8e2d2c6d33f41ee61fe
Q-0046,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c1d93d69632c36bfdc362fe5fc3de2bdd48973cfa69c89bf984c2e20b283bac4
Q-0047,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f5489e625a66832bb556485d4857ea5651a5c3d5e2b1fcc0e469264401811c7c
Q-0048,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7040904656ae63fd02de7901489ad3cf94bf331dcf05da4b0457046cddd4de2d
Q-0049,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fdbdecec1b663f3ba0c3a6dddb99d504ab7e2724a4b0e8700d616cfbd1d2dccd
Q-0050,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac8efae6867192daf23aff5101097afc1d7b57c47c5ae9592ff6e0f1d9cfc66d
Q-0051,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d1ebb36f696d20b47e14f40419bb99d395206f84e536af93f0f56eb817bd21b
Q-0052,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d551252696619492f176cf8e30646af9c7dcc7f62a3903b8b2cd59569f4db1d
Q-0053,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,363483230b42ca2ee6f2c59edb3e4e7f0f2cd6ed3f63755d464fa9530a5e0577
Q-0054,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46b68432217233cdbd50684e4c9dc952abd8cb20cc3a8656b6983b1195ead455
Q-0055,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b38119f34c3ae9c19b2cc36ca8cd68c12fe343239034dbfa2fa92b56e613d28
Q-0056,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46bc1a4e79957e7498018443e96a59126cc085be0b2272eca6825ab027a49ead
Q-0057,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,877b1cd8579249480ee9094f3a4aaaf22f1a1637eb7b05cf8b95ed1829a71706
Q-0058,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,719c6915d0e5965e8ea9ecf8d1db3447363d27f6c6b3156c61abeff8c1d26c7f
Q-0059,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,50d9a7045d8e78e333622dde90f6138a7d894ca935e7ad2cf1c1cddeea4ee6d9
Q-0060,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f1107eba582b6aa5e23feeabd66ef8e83f103521f2f277b1c09699d9866903a
Q-0061,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,abb6888547a3519d84d9acb28ee7519b8df3dee5cb6ef80c358a1e10da2b9e95
Q-0062,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,43c74ee5708adbf641ff1f0348631b2ca6c79e8d1ad83715d8a58691faf59cad
Q-0063,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c338a13e81e9f2069276cf8b754fe029911cca56589d1b7820d39e34da084c03
Q-0064,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7e54aff45bae836757708a87d0e7ad54a51596d922ff7c1ab3a44e1d9b446431
Q-0065,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a2cb6643ce1907722b1d74b2069c55c92a9204c1cbca1192cb61159af1c15a61
Q-0066,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3df907cd651e8d5de8e9c52dc902bf823a3e3f5107fcac480cbb3afe128d95d
Q-0067,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b88769ebb5c3d5f04597ed2d5eb2ccfdfad3536741ba4b9a457fd13ca3c46218
Q-0068,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4031f48d361be668679e7f4cf905d8245931700fb81e07caf72290def4774fbe
Q-0069,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d549fa5ec5e1cc95a89b47fc4e63eb0438a7b37da147f129fdfe00c617f98d5
Q-0070,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c54859c42570597e238fb559c760b121e353a0430294731d3dc1b49758921908
Q-0071,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,03f727d6913553e28c9b4e5fc2a25d9108345fafb61032fde4d62de375a3b765
Q-0072,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0631866f965e5dceb5bd6eb4c8fe8e67d4aeb73771dcaa8ba7880c6ca8642763
Q-0073,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4769de1331f47564edc6255c0efaf004496f9f752942e5e09ef8105ba82ca0df
Q-0074,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63124abcac6682ae9980d0b3dcd2ff3ab2d0bf8c5e9d0602422263d71148c487
Q-0075,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87946f289c4aefae9a423c2e62c8dbc7d9f4c3f398ce1da25d4f90d8506ba397
Q-0076,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,01e2895e924d18b49d6654e66946a881b68446db57ad01c0f9883b52ee56a364
Q-0077,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d8b60b772816a2f0b77611219c750565199a906bc6e7d248894825df498250a
Q-0078,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a00ee40d86dc130e9f5d4a954f6320ebe36e3e118bb91c8e6659c98cd035b830
Q-0079,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e7a31659e83f518373eee946553fe38b0ee218ff8150b5091a2801988ce2cac9
Q-0080,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f4b100540db04f0071ef44e3f2141590352444f0e6a97f3a89d0816d488237ca
Q-0081,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30d2b49709374c073f28e42750c31ff81a949aa166052bbd25dda8e4144cf06b
Q-0082,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95a45dda2709d8750a732233464c935a2b7bc3940232659979cf2b18e1b85a84
Q-0083,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8e181144aa4716ab3345a6b3328a1ddd18da85991a544ee26c826d84c01df4ae
Q-0084,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,551984cf85b2dfac74bf1552eddaf0b910dda8b793e8b573510bc5f9098f1ae0
Q-0085,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,70a0dbb37b62d737a0b1f8e6a76a12156be70b529669c5dd5ec580c973deaf3b
Q-0086,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f88a1d1e7f7982be67735bb2663fe8caf10e47951d3364ab2f6a4a5e840fb305
Q-0087,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b143c732e8b76be5eb6f7688388c990d66c539733ea6cac788baf68cd761b69d
Q-0088,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8cdd526b3b1897d89f7f245c546fd99620cea5b0b1791eaba51f4cb2593fa993
Q-0089,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8a126af4f6ddfaaae9085e3cc7a5cdfd8fb83f13ab6f976bfd92f07ac7a128e8
Q-0090,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59778db414debfd2efa2df21b0c47739fb565cb24bc65fc47919e937e6b869ff
Q-0091,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b61b80ac41a2e4960cda99646c73caa5dbdae9ab717c47aa910522fdacf80b6
Q-0092,B_THEN_A,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31094123702351fd752869606e80a43480c5fb7893c3e8b0313210a966760b37
Q-0093,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e0a5822759f4356a0414caf4bb4a308a1cd8cb1aebbbed80e204db2981fa2c7
Q-0094,B_THEN_A,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76de4860abee554b2eeaad08a3e2c52088c8f93459c66e8fefc27cdb64df37ee
Q-0095,A_THEN_B,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17fb72cf241e2c4eb7d313ea4a2ce1c2db7c28cd0f4e3b5108553dbbf132aebe
Q-0096,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,721544968080b3089979d6461ae4ffafd752b6a307b426c47c2ac418a4b9ff61
Q-0097,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1451d7513ffd577e68315c307310763c0abc79cd64911ac1ca1379d2146d7147
Q-0098,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,94df66dd64a60f73869164118ac7483206516b8a79fc6f118c7c4b0e881c0289
Q-0099,A_THEN_B,False,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6501a6353319957a5c987adeb20a968409352ba7bf0ef1b0443dfac7be71e295
Q-0100,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7260abbf9ff72e708e9e1be2f889a5043d90b44f002a6bf33a1bce7273bdfd69
Q-0101,A_THEN_B,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,21eb6ceff4dfb20edbac2ddff8ad5291bb1dedfa0cbf573ea2142fcc211a5227
Q-0102,B_THEN_A,False,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5317feef3456a0d5648c94fd5256eae045c8c4026fe42ea136c5354d5634cbdb
Q-0103,A_THEN_B,True,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c55d85866749c2cb32a82465458d34e1ee43d7a36c56cd1628d308a1fb7c2907
Q-0104,B_THEN_A,True,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,C-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85ea0d2ef1e347451085d05cb887443ae9a0b8b5abbdc0051702ce13920275c7
