expert_id,scenario_id,severity_score,picture_positive,picture_neutral,picture_negative,hesitant_memberships_json,type2_lower_membership,type2_upper_membership,pythagorean_membership,pythagorean_nonmembership,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
EXP-01,ESC-11,0.220706,0.671859,0.137863,0.190279,"[0.138724, 0.220706, 0.302687]",0.056742,0.384669,0.220706,0.97534,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e31ca0a9082d27faf99cac7780c862beca313995b6b52cced1e525e21d92eb3
EXP-01,ESC-12,0.516831,0.411764,0.147784,0.440452,"[0.432149, 0.516831, 0.601514]",0.347467,0.686196,0.516831,0.856087,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,40be0c35eda24f04295a7954d59970745d16869668db0af802c1306f45137b32
EXP-01,ESC-13,0.374394,0.509443,0.185681,0.304877,"[0.278791, 0.374394, 0.469998]",0.183187,0.565602,0.374394,0.92727,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,313c5493a09e1ea0962870a65b08db44452f2262c5b83bd5eb7e59a9f4bce87f
EXP-01,ESC-14,0.50735,0.417771,0.151991,0.430238,"[0.421504, 0.50735, 0.593197]",0.335657,0.679044,0.50735,0.86174,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2b0b8f9e815589240a48d54b608814d8dc406e034a1f3b8d9b00cac6e85887e7
EXP-01,ESC-15,0.552138,0.380515,0.150375,0.469111,"[0.46674, 0.552138, 0.637536]",0.381342,0.722934,0.552138,0.833753,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3d0f6cef9bb0c53a9e03ea73cbf2a0a00cf921f892cd10b6a797b6c755791364
EXP-01,ESC-16,0.502769,0.419693,0.155941,0.424366,"[0.415818, 0.502769, 0.589719]",0.328868,0.676669,0.502769,0.864421,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d29e4db22ae413033a07c35217a23b8b9e7383b63d3f4122e6217b7c0965f957
EXP-01,ESC-17,0.772418,0.18654,0.180341,0.633119,"[0.678414, 0.772418, 0.866422]",0.58441,0.960425,0.772418,0.635115,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b85e5640ae7218c7d0300d5d2dbb7b14466a5883591d3e8834ac7fb299c4104
EXP-01,ESC-18,0.573201,0.369936,0.133231,0.496833,"[0.492459, 0.573201, 0.653943]",0.411717,0.734685,0.573201,0.819415,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48618ba727199963a1a0ca5464e01a4afc90463162150911de28076dbeb19a1d
EXP-01,ESC-19,0.837307,0.133244,0.18101,0.685746,"[0.743104, 0.837307, 0.931511]",0.648901,1.0,0.837307,0.546732,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,089bb203f706be506451c986ea284688d9e4eecfaf18dfdbd8a7256ff76a8e7e
EXP-01,ESC-20,0.597451,0.343597,0.146446,0.509957,"[0.513137, 0.597451, 0.681766]",0.428823,0.76608,0.597451,0.801905,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b460caec3c7159d4b2e34459c1425784df46c2b83a8581ba9f98e377d8adbb2
EXP-01,ESC-21,0.892462,0.089535,0.167408,0.743057,"[0.802248, 0.892462, 0.982676]",0.712035,1.0,0.892462,0.451122,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7ad5705b993a8ca983db3c43b524339e7a16fbc8489a4a9db284a2d9a7fc292
EXP-01,ESC-22,0.801851,0.163717,0.173767,0.662516,"[0.709789, 0.801851, 0.893914]",0.617726,0.985976,0.801851,0.597524,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f7901f02b50bd4c72fca6734151aa8a874f4153b9df58178e67c454896380643
EXP-01,ESC-23,0.85159,0.127754,0.139185,0.733061,"[0.769252, 0.85159, 0.933928]",0.686914,1.0,0.85159,0.524209,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b1c8b1e10dbc7cc380781a0932cecefc14ecfab3e7cacdff279f13ca610b0e4
EXP-01,ESC-24,0.594173,0.325918,0.196902,0.47718,"[0.495138, 0.594173, 0.693209]",0.396102,0.792245,0.594173,0.804337,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d38d917b8a1b35e088cf5dba9fb33760e6358552e84e7412b6b9538f8edfeec
EXP-02,ESC-01,0.0,0.846003,0.153997,0.0,"[0.0, 0.0, 0.086406]",0.0,0.172812,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d3dbb165c5d23df8619248afb15785ecb4acaa34592739f85e24562a0e82c6a3
EXP-02,ESC-02,0.0,0.799573,0.200427,0.0,"[0.0, 0.0, 0.100133]",0.0,0.200267,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d0b7bbc66e6ca98ccc579d6afb68c4f18c1b147bb0437b654fdd22259e21546
EXP-02,ESC-03,0.05109,0.79098,0.166434,0.042587,"[0.0, 0.05109, 0.141023]",0.0,0.230956,0.05109,0.998694,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,87bbcc37d6fd8a7486ff3636b7323c81673e04ad02ed66e703f482487a049c97
EXP-02,ESC-04,0.199971,0.676954,0.153839,0.169207,"[0.113609, 0.199971, 0.286332]",0.027247,0.372694,0.199971,0.979802,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,742f68425356fa989ed31d7d381f1508a69f073e000fc144bf545e7d7800d5d9
EXP-02,ESC-05,0.154454,0.681661,0.193822,0.124517,"[0.05637, 0.154454, 0.252538]",0.0,0.350622,0.154454,0.988,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,46a2b6b68cfa8ca7c0a5c71966fe3bbfe5eb9d5633ca525d34b02dd03c53f18a
EXP-02,ESC-06,0.04118,0.78187,0.18455,0.03358,"[0.0, 0.04118, 0.136443]",0.0,0.231707,0.04118,0.999152,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d7091a81791fa40e4f0d3357f863aca7bbc2a82b39a16fb9fa337bc7d625eb2
EXP-02,ESC-07,0.401209,0.486252,0.187943,0.325805,"[0.304921, 0.401209, 0.497498]",0.208633,0.593786,0.401209,0.915986,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1915be2c4a67cf19b71c4f5493a48dce16abd44edc0c4600d3cf0bd2a9f9df66
EXP-02,ESC-08,0.133781,0.718577,0.170444,0.110979,"[0.042688, 0.133781, 0.224874]",0.0,0.315967,0.133781,0.991011,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3cd48215151ea1d710181a92c0d38bf3da79805eee7d98ece85afdeff4f825ce
EXP-02,ESC-09,0.192258,0.682965,0.154476,0.162559,"[0.105718, 0.192258, 0.278798]",0.019179,0.365338,0.192258,0.981344,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ffc57796e8d1f0575807d42dfb304e29813a3d95741bc363631480f5bc921b5
EXP-02,ESC-10,0.255346,0.606269,0.185837,0.207893,"[0.159695, 0.255346, 0.350997]",0.064044,0.446649,0.255346,0.96685,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,333d8f3f4fbc7bf9bd103ddf8d055f78a7185f09fa4653b4356d477fab40a45a
EXP-02,ESC-11,0.155992,0.733043,0.131474,0.135483,"[0.075717, 0.155992, 0.236267]",0.0,0.316542,0.155992,0.987758,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,29c1fd184b6be48136578cccb16ad92fd1f6cda3bdb3ea31edfddf6a7e3ea91c
EXP-02,ESC-12,0.495014,0.433361,0.141835,0.424804,"[0.411959, 0.495014, 0.57807]",0.328903,0.661125,0.495014,0.868885,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,744c22a072d345689aef547d3aa6534476ee6055d0ed8f17df2e0b3c38b440e3
EXP-02,ESC-13,0.570131,0.351921,0.181328,0.46675,"[0.475833, 0.570131, 0.66443]",0.381535,0.758728,0.570131,0.821554,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0d777ca1fe2e3b1fffc32a72f8f47dc383dc2805c99449b0e600037ca595dc4d
EXP-02,ESC-14,0.552742,0.381857,0.146225,0.471918,"[0.468489, 0.552742, 0.636996]",0.384235,0.72125,0.552742,0.833352,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0afeb82da1f1a5d89af217addb63d8d94f785d883864f76b062402dd3c27bd43
EXP-02,ESC-15,0.495594,0.4315,0.144539,0.423961,"[0.411802, 0.495594, 0.579386]",0.32801,0.663178,0.495594,0.868554,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b88fbfc2908100f4c305377ddf91f8b8721bd54e2684550c8741023af6e538fd
EXP-02,ESC-16,0.423365,0.48994,0.150346,0.359714,"[0.337975, 0.423365, 0.508755]",0.252585,0.594145,0.423365,0.905959,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b2c6af59b11a3ecb30d5c78657db80da4a9549a79d83c1221bab1d0d55b60d12
EXP-02,ESC-17,0.898233,0.083879,0.175771,0.74035,"[0.805582, 0.898233, 0.990884]",0.712931,1.0,0.898233,0.439519,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d006decb7558fb54b219fc7f85ee7f1ee3f4106f7c63fe4c2d2763829ed9f9a
EXP-02,ESC-18,0.783235,0.189315,0.126634,0.684051,"[0.704236, 0.783235, 0.862234]",0.625237,0.941233,0.783235,0.621726,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b9ce92e633ead986e449595c97c4f3414966ea0404577bcf5ff3043637018ea
EXP-02,ESC-19,0.672755,0.269497,0.176468,0.554035,"[0.579898, 0.672755, 0.765611]",0.487042,0.858467,0.672755,0.739866,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b31b2fa0f92bc093faa02b61c8df4d31797056dc028c8b05b5d370c54b99b868
EXP-02,ESC-20,0.644865,0.305261,0.140438,0.554302,"[0.562188, 0.644865, 0.727542]",0.479512,0.810218,0.644865,0.764297,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84f5bc1cbf89139f66b96ee66b61cd4f9ce77c6657b1c6a598ed8ce8555ce263
EXP-02,ESC-21,0.847727,0.127559,0.162301,0.710139,"[0.758977, 0.847727, 0.936476]",0.670228,1.0,0.847727,0.530433,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6ab964981c77f7caf0af768496bc0819d59ad6cdc1fefca0120bfeccd986d76
EXP-02,ESC-22,0.859334,0.116904,0.168926,0.71417,"[0.768682, 0.859334, 0.949987]",0.678029,1.0,0.859334,0.511414,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ba5e4b9939241d29debf86f3fc0a144fc5cb0e98dbfde47a12af87e880dc1d0
EXP-02,ESC-23,0.880817,0.103349,0.132855,0.763796,"[0.800175, 0.880817, 0.961459]",0.719533,1.0,0.880817,0.473457,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84632d28ee2901e29e8da529dcbdac769370037f4b26e4d580aa998f14769558
EXP-02,ESC-24,0.9891,0.008796,0.192998,0.798206,"[0.891269, 0.9891, 1.0]",0.793438,1.0,0.9891,0.147246,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d55c1795542baf63a36e58f3bfc7e21d40cb16eb6aa062e41ffe0325a2b28890
EXP-03,ESC-01,0.027747,0.827891,0.148481,0.023627,"[0.0, 0.027747, 0.112622]",0.0,0.197496,0.027747,0.999615,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,95a26c288074e1373cca03bdf96412adb68d5e5bb72497177dfa97cb0a28ad3d
EXP-03,ESC-02,0.0,0.803231,0.196769,0.0,"[0.0, 0.0, 0.098994]",0.0,0.197989,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8fa23e50ff497a10268b9f1fa76efb4da17af454dfb9a4de3448ee7b1c56118e
EXP-03,ESC-03,0.192231,0.677368,0.161434,0.161198,"[0.103728, 0.192231, 0.280733]",0.015226,0.369236,0.192231,0.98135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac7868b8c6f0cb4f9b2d6ab63357abcf79389428acf331bc38ae35fe73958aa0
EXP-03,ESC-04,0.214187,0.669264,0.148317,0.182419,"[0.129358, 0.214187, 0.299016]",0.044529,0.383845,0.214187,0.976793,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fc8c6587739d903ca216a55248b7fb4d35f01d81b3c9b28a52785c83bd41857d
EXP-03,ESC-05,0.186565,0.658954,0.189911,0.151135,"[0.089679, 0.186565, 0.283452]",0.0,0.380338,0.186565,0.982443,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3bf812d57647cafb31a5cc7a9167348e78da73ff56640d131e22bbfc1d26d300
EXP-03,ESC-06,0.471085,0.433563,0.180278,0.386159,"[0.3771, 0.471085, 0.56507]",0.283115,0.659055,0.471085,0.882088,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c7c27ecf3a9a70183209952e695239f0ed686f4f7d7b4b9ff7b474f0682655bf
EXP-03,ESC-07,0.133627,0.707129,0.183805,0.109066,"[0.038588, 0.133627, 0.228667]",0.0,0.323706,0.133627,0.991032,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c8162d64f4999586b6ee7f490f570fb34a9d037ef1a35e5a336441af3a85e712
EXP-03,ESC-08,0.271783,0.607619,0.165608,0.226773,"[0.182087, 0.271783, 0.361478]",0.092392,0.451173,0.271783,0.962359,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8885508c469134f6586c1c6aee5f39d8b34c1ce6425fe69e20690b568db32a36
EXP-03,ESC-09,0.392548,0.516953,0.148981,0.334066,"[0.307536, 0.392548, 0.47756]",0.222523,0.562573,0.392548,0.919732,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,64735988c490a387e06f6b42d1837102b3a8148badfff114ddb7702007d32aca
EXP-03,ESC-10,0.367308,0.517785,0.181616,0.300599,"[0.272924, 0.367308, 0.461692]",0.17854,0.556076,0.367308,0.930099,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b9fff062098965e82601683ed3ecc9235117c18f92b17765f3e550e6b40cee5
EXP-03,ESC-11,0.344181,0.573848,0.12499,0.301162,"[0.265612, 0.344181, 0.42275]",0.187044,0.501319,0.344181,0.938903,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cf7b26db555a036e2a7b1c3182d97bb37b41481a9c811f99de5e85a0a963740d
EXP-03,ESC-12,0.3211,0.586704,0.135802,0.277494,"[0.239672, 0.3211, 0.402528]",0.158243,0.483957,0.3211,0.947045,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f47552d7d5a54bfb6909337cc3b56fa06923a9eb01b38782f6485f3299f89be
EXP-03,ESC-13,0.71263,0.236526,0.176929,0.586545,"[0.619637, 0.71263, 0.805622]",0.526645,0.898615,0.71263,0.70154,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8e3a3030eaa10ec7909bbade2885395e693fabf9e43480960e8da70fe9adb0ad
EXP-03,ESC-14,0.600866,0.343103,0.14038,0.516516,"[0.518205, 0.600866, 0.683527]",0.435544,0.766188,0.600866,0.79935,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65cc059bd0cccfa386c8c5e5da66e1a84ea70a1fc47a72328b94e13f3328545a
EXP-03,ESC-15,0.647353,0.303762,0.138622,0.557616,"[0.565167, 0.647353, 0.729539]",0.482981,0.811725,0.647353,0.76219,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d19cbc4430ccee4f6b6b8bbb52a5bedf5e71abce53c55f25e414b332559d59c2
EXP-03,ESC-16,0.480907,0.443993,0.144677,0.411331,"[0.397077, 0.480907, 0.564736]",0.313247,0.648566,0.480907,0.876772,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9f81497c2716eff88cdd9f7c357be254df843d346a0934e275ce6dd3a15ca4da
EXP-03,ESC-17,0.648495,0.291345,0.17115,0.537505,"[0.557197, 0.648495, 0.739793]",0.465899,0.831091,0.648495,0.761219,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7504d86837530f537961630b5c9e7237c9453b2d7696b6d749f815cdd2cb8cf2
EXP-03,ESC-18,0.716667,0.249351,0.119936,0.630713,"[0.639411, 0.716667, 0.793924]",0.562155,0.87118,0.716667,0.697415,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,92182c99655d9d20a09144f99a36c063e0edd6fe063413976c3b1b3a45786df5
EXP-03,ESC-19,0.605207,0.326938,0.171875,0.501187,"[0.513698, 0.605207, 0.696716]",0.422188,0.788226,0.605207,0.796068,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1fdeee03b8eb9e1f1482eae4cd79b53c9028340623cb1da852fd11c4ee7d644d
EXP-03,ESC-20,0.682606,0.274754,0.134344,0.590902,"[0.601568, 0.682606, 0.763645]",0.520529,0.844684,0.682606,0.730786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dc477f4337b06e2cb3a99eba6426127206751d8b3621819bb45990c6bad0c1b3
EXP-03,ESC-21,0.760393,0.201957,0.157132,0.640911,"[0.673108, 0.760393, 0.847678]",0.585823,0.934963,0.760393,0.649463,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3f4d6f9ac839871207ca2758af06e8cd217a5b932d3be9538e09ed5eccb786ea
EXP-03,ESC-22,0.688487,0.260416,0.164029,0.575556,"[0.599245, 0.688487, 0.77773]",0.510002,0.866973,0.688487,0.725248,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e8bd5de86eb574af165c6d4549ba1861ed228a4537e2bf58d1f9e70fd3676544
EXP-03,ESC-23,0.830188,0.148342,0.126432,0.725226,"[0.751242, 0.830188, 0.909134]",0.672296,0.98808,0.830188,0.557483,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1c77323e8657b5df129ca27c2b859efcf167e1c46235116b2e980dcbe7e08fb
EXP-03,ESC-24,0.734593,0.21523,0.189055,0.595714,"[0.637967, 0.734593, 0.831219]",0.541341,0.927845,0.734593,0.678508,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c61a98552112db911b9ac41ea6d25fadbdb57dfaae282c8c83f65c385fb2965d
EXP-04,ESC-01,0.0,0.857106,0.142894,0.0,"[0.0, 0.0, 0.083343]",0.0,0.166686,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d5e48ff353030bd02d28451db5bd899bd247aee6961a0c79f71431c51f0741a
EXP-04,ESC-02,0.042408,0.772702,0.193078,0.03422,"[0.0, 0.042408, 0.140263]",0.0,0.238119,0.042408,0.9991,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ebca1eaff407317048c2ab09ebef25be1e4b8ca0365f964f800c7a3028044911
EXP-04,ESC-03,0.090661,0.767141,0.156374,0.076484,"[0.003589, 0.090661, 0.177733]",0.0,0.264805,0.090661,0.995882,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,82320635002e4d5230783d29be01764ce4727b36d789881c78748a3032f76e2d
