expert_id,scenario_id,p_green,p_yellow,p_amber,p_red,probability_sum,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
EXP-01,ESC-11,0.49856,0.474848,0.026505,8.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,065116a029afdfbfcd511415441b3ecd5e3dc307228bd28df554dbc03c2dbe81
EXP-01,ESC-12,0.014535,0.35909,0.568654,0.057722,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b48e52845cb6779fb6113391e11195a729a24b2e20bddc42ef6dc090f1e2fde
EXP-01,ESC-13,0.144542,0.615699,0.232024,0.007735,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,88df7607d4261654e6627b64bec04782b03af9f04e5e5b5753eb70d3cad1acee
EXP-01,ESC-14,0.018014,0.384459,0.545945,0.051582,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a6206b04c144afe5b1c6a3eb40ac8a493c5fc064dc85e7559e7a92e83bdbb89a
EXP-01,ESC-15,0.007652,0.270388,0.626689,0.095272,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bbac99a411a86f1b891692b6b970f92c944360e5a2f7cf98250148cc67852d89
EXP-01,ESC-16,0.020291,0.396509,0.533714,0.049486,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a38b80c60e17991ec8f3b866fcc978ad948b42a64e4aba683a8a0836023dab1b
EXP-01,ESC-17,9e-05,0.020008,0.377296,0.602606,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d2b7675929a092be437e7782cff609af23fd147ccee9dcfbec57d8ecc409ec3
EXP-01,ESC-18,0.003892,0.214753,0.665523,0.115832,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8bd26d3fcb96fb707c2c88049dbecd6cbb1b66df6a8417ab5c3e2754829d9a58
EXP-01,ESC-19,1.7e-05,0.006951,0.246788,0.746245,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,13b555fc1f97206f111ccb755fc2c5dee982ba85cce818859c46d5dd5c751773
EXP-01,ESC-20,0.002815,0.171675,0.663227,0.162283,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2c37fb21202affc444aea220e820109eae314c59d36b8dcf7099badf7844a3c8
EXP-01,ESC-21,2e-06,0.002041,0.150799,0.847158,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c2f0f385f38f28cf4e7e145fa4ce7ed061143d7ea1a25ced6fbaeda59cff588
EXP-01,ESC-22,3.4e-05,0.011509,0.311628,0.676829,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ebf43a015c9678b77efa9a4911de7c7b4a87ce1535f21a1b391b967a3e6d6e67
EXP-01,ESC-23,2e-06,0.002732,0.19251,0.804756,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2da59e26b0d9a9fcc332acbc24bbdea560b2aefa875136865d0becc7ad28c01e
EXP-01,ESC-24,0.006391,0.201082,0.612186,0.180341,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c7087942bd57959f64a428c0ae6730330d86f6dd77df80c07a73ca5696775804
EXP-02,ESC-01,0.918125,0.081386,0.000489,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ff54dc4db7b8bba1c59ac7cf5e43c4dec4f53ead534f6c7764b7e61674caa7b7
EXP-02,ESC-02,0.887425,0.111188,0.001386,2e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aa98861ab7d3c5c11c2dde0b494fe50a106fb12c0ee061266f1ae59c5cdf5cf9
EXP-02,ESC-03,0.856403,0.141824,0.001771,2e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f89bf5688abd074caa3380bfe1f9466b14a1fe6343d94d9f8e62d2f88465dbda
EXP-02,ESC-04,0.554574,0.423481,0.021869,7.6e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d5354177ef90c4343453bb8441c81bd0039347f45b42e1b8c8aaf7ae4058b149
EXP-02,ESC-05,0.649836,0.333889,0.016201,7.4e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,847c96f59ba70487a9bb0172a1038746f20d44f8c3ccac6feef1c98bfc51d2f9
EXP-02,ESC-06,0.855119,0.142788,0.00209,3e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6c57eef4b141c514c916512cda85de63719d31c3004ac3e029772820b8dd373f
EXP-02,ESC-07,0.108066,0.589434,0.289674,0.012827,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb913c586b012b150b88071801d2f15e94d3733e880484d61b26d39d32cbad80
EXP-02,ESC-08,0.711035,0.280323,0.008621,2.1e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,51559abed8e7109d2c2393b807c003018b6c76798af5464059aee8b8c2eed9ce
EXP-02,ESC-09,0.575712,0.404862,0.019362,6.3e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d398f44842dbf151e4c9a2d557e5ee94b6eb06dba8479ee74d98e561efaa52cc
EXP-02,ESC-10,0.399472,0.536122,0.063735,0.000671,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f1adfe2da3f209afdeef306f3623323ea7f44bf74b180375d52640126b5dd5bb
EXP-02,ESC-11,0.68455,0.307793,0.007647,1e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b2c3616c2f81593952ca718378ab2965ffcc563eee5edd24701fc8387c01c5d3
EXP-02,ESC-12,0.020274,0.417527,0.522473,0.039726,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f9ab466f2e4fda5e014bd15d5593aadca067e2125b26a08e3f5620845aff129
EXP-02,ESC-13,0.008088,0.241576,0.616149,0.134187,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1dcd4793f9628e7f34860f069ed8fa1bd150a78d9c9b70203a2f573bc2f46778
EXP-02,ESC-14,0.007164,0.26746,0.631211,0.094165,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9eba12290029cd3496eb6726273c7bdb5d51ee0efbbd3f811a86d0c949fdc6b4
EXP-02,ESC-15,0.020597,0.415821,0.522676,0.040906,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,13aa77d46bfc6aa919abb0e3b2ac67e2f1db0905fb27750628360ca55b37ffea
EXP-02,ESC-16,0.067474,0.586151,0.333902,0.012473,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,830c4d87a98fff5a82c608abc583062693f6235c91091931e1bb9b261c8ea597
EXP-02,ESC-17,3e-06,0.002146,0.149403,0.848449,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fab431c19d39139195a12b3bbbde3d3fa417c38c96401047e31875f10e076670
EXP-02,ESC-18,1.2e-05,0.008842,0.332159,0.658987,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2c0691a8651c35df72c1ebb5b6e2d49ab272c10553ed507fb87ae11d609c5b73
EXP-02,ESC-19,0.000906,0.079832,0.577068,0.342194,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a4b2a23191eabcefb3d23f65fef62b25b92c547c4051a660fb666bd700f704fd
EXP-02,ESC-20,0.000843,0.095075,0.643096,0.260986,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ed77131bd6994cd63e2976a1dc7d4c332fecc87fdb74f7817a4471bf6172aed1
EXP-02,ESC-21,6e-06,0.004335,0.215542,0.780117,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1aa508a410f072cde71d39df348c94b857e496391373affc95d96941c1cb7bd8
EXP-02,ESC-22,6e-06,0.003896,0.200609,0.795489,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2a18f4566a67bd857697778366e5423c7e06d17264564ed7a7d9a2d27978acd3
EXP-02,ESC-23,1e-06,0.001318,0.142044,0.856637,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7778c34e9e184a712c3bdfe1f72d2ebf15e1276c633b0a13d4a5baea4c861439
EXP-02,ESC-24,0.0,0.000584,0.075824,0.923592,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6c772ed7ca04e06d75b3d5d3dac9768bfeacdc553d4add29591ef0fbbecf12c8
EXP-03,ESC-01,0.896171,0.103064,0.000764,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,97c88def088ce2c5f5daaa0f241269bb0d50351bc9373b06f3ccefaf97a91155
EXP-03,ESC-02,0.89004,0.108676,0.001283,1e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eaaa7c0fbd29d01d1d77fdd16348a708cc9c4c47df3ae86836c425124d46a87d
EXP-03,ESC-03,0.573054,0.40608,0.020789,7.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,86e7c4f55b9a27b7280d6a253beccf4125e32b76912630e6d7c32db1e9db3a71
EXP-03,ESC-04,0.515695,0.458011,0.026198,9.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8ed2dedfec0b70f42ae8d326834fb72d135f1a58fe6e50ee6d4a4942747ae9c5
EXP-03,ESC-05,0.575859,0.398724,0.025271,0.000147,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5751aa368469f88dc280a4054a69f0274b34d3bddb737224ddf43f0a3cfc2862
EXP-03,ESC-06,0.041342,0.469832,0.452013,0.036814,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a0dac11d88d12dce7c90203172fc5371e6750ff69b08d07114d7a3dcaa4d615b
EXP-03,ESC-07,0.701976,0.287717,0.010275,3.2e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5257aa0d3e1c7dd095294317e81577d48d6273488be8b1be0f40a2f4a3cd859b
EXP-03,ESC-08,0.354165,0.575241,0.069958,0.000637,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30936df355b312b782515b5714a58fd1b4a4a6b3559d2b6455c9c4d756771cc7
EXP-03,ESC-09,0.101373,0.634545,0.257322,0.00676,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1b42af8c33d849704fb7b23287d4050125d56a39f647dfc1ddb6c800647ebffc
EXP-03,ESC-10,0.153858,0.62348,0.216243,0.006419,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62d96981688f6e34fd33e8dd2bb1c035a4de8e78d0e5ad324b837400dc19abbc
EXP-03,ESC-11,0.167369,0.685167,0.14585,0.001614,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e4edc19482f1b88b3546c3b1dc702d9c466c401975d8c69bacba99be093da919
EXP-03,ESC-12,0.221272,0.66326,0.114334,0.001133,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,528edaa82d94a6f84a3e5d74a2a335392b0c1c30260a5b3a333111fabe7e9ba5
EXP-03,ESC-13,0.000362,0.047115,0.505644,0.44688,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ee7d659053b3997cdd5ae85a2e3d3665268f799e5bee3165782ae119cf212634
EXP-03,ESC-14,0.002362,0.162393,0.669654,0.165591,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d0eb3ecb0f6c145916a421c03feef76f7432b4f57109857ff5b55ef6f521f16
EXP-03,ESC-15,0.000765,0.091193,0.641628,0.266414,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0779097dbed8032980608249561bef6818364d833da348a618de9ade47abdcfa
EXP-03,ESC-16,0.026571,0.45512,0.485961,0.032348,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3cf6ac846c71a5225a87f0d315fd439ef6d9d78223b44f066b77df8a081bcc90
EXP-03,ESC-17,0.001406,0.104755,0.612661,0.281178,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b3372ae19e526cd56f09d09bef59ce144c11ecd190cf394ddd60d7fc5cadb42a
EXP-03,ESC-18,7.6e-05,0.027954,0.510299,0.461671,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,929d549b48c9fbb34e45a4c7e2c3748c31f1e159e34a307bb311345bdddb071e
EXP-03,ESC-19,0.003576,0.169929,0.637609,0.188886,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd88c2080d1864aca0c7b46af43144a893d47b78541ae4ba7b775d00b9009585
EXP-03,ESC-20,0.000283,0.054056,0.585641,0.360019,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,09aceefcb189329674a3790847a1bcb2aa7ec7151ff1bc6816c858ffd7175c21
EXP-03,ESC-21,6.3e-05,0.019044,0.39901,0.581883,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5c652cb0c99d30a7b3b9c74552b718446ac28bcd1a1ba6ac0563bde7e3aa3dfa
EXP-03,ESC-22,0.000481,0.060297,0.557896,0.381325,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8d4ca0ad94842dabad09dc1239c1773a8489e393a933bf8fc6ecfed4f9e5333
EXP-03,ESC-23,3e-06,0.003422,0.22397,0.772605,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6e3c5b741171df9815e39fc3696ee509f18114f5670b440f3a68d58cd8e48f90
EXP-03,ESC-24,0.000287,0.038037,0.458732,0.502944,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,08e7d26877558d000fa04b1bdbcf62de09c1a89c345448aecbe798f9e1985635
EXP-04,ESC-01,0.92464,0.074987,0.000373,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,44be45464e54e310c3141f24edba4b506b2245bb5313a2f8eac385e329bfe871
EXP-04,ESC-02,0.847005,0.150481,0.00251,4e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c414dbb249ec63a738e7f76659741e837095f26f308f2e41140f10c0354243be
EXP-04,ESC-03,0.805219,0.191625,0.003153,4e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ad097f7169dd9d6e53e3ae6004dbd4595b0f89b6c46a7de26b5fd3e254cb65c9
EXP-04,ESC-04,0.744907,0.249949,0.005137,6e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6e5b744d2c194e2800bf439623d7359e5972a324ac0d1b0e1a9b51f82a4fb9aa
EXP-04,ESC-05,0.886311,0.112424,0.001264,1e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0eb0828c232690f5aa4d9a9ec3f658ff781b531481c183c4e88813668c860e9d
EXP-04,ESC-06,0.138075,0.624343,0.230623,0.006959,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,451a29900d9edbe48ba7102c7ecf48d83ee99a65159646dd296bee193b75c9f1
EXP-04,ESC-07,0.009659,0.264152,0.608256,0.117933,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76718c830875c140e2b907a0bad38833d982df5785a6f3846193acb843ecb013
EXP-04,ESC-08,0.616426,0.367771,0.015754,4.8e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b0829b67ba633f4f9ead5ed9107744b3962e13a2d82e01100383a890b3f6a25
EXP-04,ESC-09,0.21067,0.660267,0.127545,0.001519,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,658497cb747baa3297c45af07fcca83ee87200a8d306a0054f2f71bf6efd3c37
EXP-04,ESC-10,0.624196,0.358703,0.017034,6.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,637bf8905206d96048e14d22ca786bfdc59c0f617fe9b30fdbb34225de7712d3
EXP-04,ESC-11,0.191334,0.687118,0.120516,0.001032,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a2dbd857d0876fa80d9ab85598b55ae90b4f02e1a625063d01379cc2affd8b37
EXP-04,ESC-12,0.019723,0.432234,0.514733,0.03331,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b7c4f70deb16fcc9babb1f20bb79d91525ae632c14302d6bb21702bd415b4106
EXP-04,ESC-13,0.047782,0.503413,0.420882,0.027923,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3addaa0a0d64aecc5a88dd2604a67733ade9c0ab2fe5ffcdbfb8da7326cd3c05
EXP-04,ESC-14,0.002626,0.176598,0.674463,0.146312,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d4da5604356dffae35a2cc740865033042bbc6c0fc7e61151ae5ff80900a093e
EXP-04,ESC-15,0.00178,0.146898,0.677052,0.17427,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42009399d93f4e0d17e95b44e76dbc73b535f23d1b932896269156d7afa24e5e
EXP-04,ESC-16,0.022144,0.435659,0.507246,0.034951,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17124f858aab6801d34a3f43369fc284a65cd1ed0678ac394c5a13d74239d2d8
EXP-04,ESC-17,1.1e-05,0.005791,0.240533,0.753665,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f9ec04ccb02640cce6ad59579909dc0ce96a401414633989e64815c6189fc1a
EXP-04,ESC-18,0.006017,0.288045,0.639949,0.065989,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a9c43d8c958b8cb9bacb3ed35dcea292d1c90de6cf23a45772e02d724feada0
EXP-04,ESC-19,2.2e-05,0.009297,0.292428,0.698252,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3c305abec4ce8754f6006bff0252cc3bc8b79a2e73433ac72a76996c227a0286
EXP-04,ESC-20,0.000408,0.069032,0.62622,0.30434,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0422372ae9c815e5fdae1ae06fb34436151d27d4054452f089624487bb7bde63
EXP-04,ESC-21,7e-06,0.004956,0.237629,0.757407,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B2-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d7f923b39a6db68de0ed22bf481cb32c1f39b7f70183f1a4b229159f70258c35
