project_id,claim_id,notice_id,claim_type,claim_value_usd,submitted_day,current_stage,unresolved_age_days,adjudication_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-WTR,PRJ-WTR-CLM-01,PRJ-WTR-CLM-01-N,DIFFERING_SITE,612500.0,65,NOTICE,195,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3a1cef0657f976287d8763e02341fa635dbae268ef024e5e006fd0bcfc117554
PRJ-WTR,PRJ-WTR-CLM-02,PRJ-WTR-CLM-02-N,DELAY,875000.0,91,NOTICE,169,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d24bfd9a2027f72d5f5341da19c2601b911b20874d0d7eab54969d9efd2274a
PRJ-WTR,PRJ-WTR-CLM-03,PRJ-WTR-CLM-03-N,PAYMENT,1137500.0,117,CLAIM_SUBMITTED,143,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1272bd73d8dfc25dee92534e59b6929490643415acd0a1dab310d513f4958b92
PRJ-WTR,PRJ-WTR-CLM-04,PRJ-WTR-CLM-04-N,DESIGN_CHANGE,1400000.0,143,NEGOTIATION,117,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,911293069348370eadea9e45c4b0095c0839479c871f05d656acf050be94bb44
PRJ-WTR,PRJ-WTR-CLM-05,PRJ-WTR-CLM-05-N,DIFFERING_SITE,1662500.0,169,MEDIATION,91,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75783ffd11c2f60ad4ce143f69dd73b205124ee1a451d4a015c7713cd3a3759c
PRJ-WTR,PRJ-WTR-CLM-06,PRJ-WTR-CLM-06-N,DELAY,1925000.0,195,ADJUDICATION,65,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6442a07456ecda455a86c7c3ac92db07fc9c165a18c06d7d9d298fe8c40bf53c
PRJ-RAL,PRJ-RAL-CLM-01,PRJ-RAL-CLM-01-N,DIFFERING_SITE,1096200.0,78,NOTICE,236,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,86f63c821502fe5be2d0235ce4c526c4689b8f040ebe5ef009be9686a3c59e5e
PRJ-RAL,PRJ-RAL-CLM-02,PRJ-RAL-CLM-02-N,DELAY,1566000.0,109,CLAIM_SUBMITTED,205,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f7004a24e7cc9ab78cd2b992fb914d16ea54ef6b032e39714e8b244966bd8052
PRJ-RAL,PRJ-RAL-CLM-03,PRJ-RAL-CLM-03-N,PAYMENT,2035800.0,141,NEGOTIATION,173,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,659e050104f86f4e42d02837f1155eb5130bf2d22089527f75c6400ed8a55f46
PRJ-RAL,PRJ-RAL-CLM-04,PRJ-RAL-CLM-04-N,DESIGN_CHANGE,2505600.0,172,MEDIATION,142,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,784105643b082819deb17e4105677b33b6d9b052451f1be85f89ada0d7cb9a8b
PRJ-RAL,PRJ-RAL-CLM-05,PRJ-RAL-CLM-05-N,DIFFERING_SITE,2975400.0,204,ADJUDICATION,110,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,798e03ba15b89af81013e5872d154d4c9bd2d4d5f11019180861ef507e1b870a
PRJ-RAL,PRJ-RAL-CLM-06,PRJ-RAL-CLM-06-N,DELAY,3445200.0,235,ADJUDICATION,79,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1050c926e8b11817b43653b4159f85a02cb4e7b782382b31ae8d159fbb06d6fe
PRJ-DCT,PRJ-DCT-CLM-01,PRJ-DCT-CLM-01-N,DIFFERING_SITE,848400.0,66,NOTICE,201,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e3be45bbc0805575c066e4eefdfea356f17aa7b6fc77268c20380c0f37f03688
PRJ-DCT,PRJ-DCT-CLM-02,PRJ-DCT-CLM-02-N,DELAY,1212000.0,93,NOTICE,174,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,47079ca4969d72033622637f76da5ed962f08d4f0351e8165a4de09b456c4619
PRJ-DCT,PRJ-DCT-CLM-03,PRJ-DCT-CLM-03-N,PAYMENT,1575600.0,120,CLAIM_SUBMITTED,147,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c643bbf2f1c25a7e68739e17009984eced7ca7b6562b4638572658a1dae1f701
PRJ-DCT,PRJ-DCT-CLM-04,PRJ-DCT-CLM-04-N,DESIGN_CHANGE,1939200.0,146,NEGOTIATION,121,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e5d4c2fea62d43af65db9e3b11d6f95b6f999a1b0c6403df6f8a8a3ab34fea4c
PRJ-DCT,PRJ-DCT-CLM-05,PRJ-DCT-CLM-05-N,DIFFERING_SITE,2302800.0,173,MEDIATION,94,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d6301c7b073d8eed0d1c914ed8da230bc087519f62e020f6c7000517ebebc2cf
PRJ-DCT,PRJ-DCT-CLM-06,PRJ-DCT-CLM-06-N,DELAY,2666400.0,200,ADJUDICATION,67,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f90c9bf07f0f0f89005bd2dc147c5bb91b053394518e1a579590b759c4a3d8f
