project_id,weather_event_id,affected_activity_id,critical_at_event,productivity_loss_fraction,ground_truth_schedule_impact_days,excusable_flag,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-WX-11,PRJ-AIR-A05,True,0.12291,1.64,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,af4019daf27c031ac053c022444391be345292f152c3c87ddf3a2fefadb78813
PRJ-AIR,PRJ-AIR-WX-12,PRJ-AIR-A05,True,0.20326,1.63,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a94dad468364be109468a63dcc104f3acda5449c0c63bdde0b9e493d63ea0ec
PRJ-HWY,PRJ-HWY-WX-01,PRJ-HWY-A07,False,0.057665,0.186,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5c12c90075ef535b8c66cbd6bd91f8cf50a09e1038048ff90cdfa9acd1267e7b
PRJ-HWY,PRJ-HWY-WX-02,PRJ-HWY-A05,True,0.212183,2.83,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dc55cd0ca318d96cb9f49933895233431dd7b4fef61b7909c554d82a519df807
PRJ-HWY,PRJ-HWY-WX-03,PRJ-HWY-A06,True,0.239979,1.92,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a05e7927c3a8df1f236f58de6acd40ed1ab7ab4c823dc54d75d138c8287a3bdb
PRJ-HWY,PRJ-HWY-WX-04,PRJ-HWY-A07,False,0.202149,0.648,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,56120c91f05e9a9e8af5d71bb66732bfdb31544134bf702d1e59fcb7341c6f27
PRJ-HWY,PRJ-HWY-WX-05,PRJ-HWY-A05,True,0.194125,2.59,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3b6d5474d51260d94c444a0bb9b63325c07bdade6bdb20be0e3f680c2e970660
PRJ-HWY,PRJ-HWY-WX-06,PRJ-HWY-A09,True,0.211262,1.69,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b90ce4006d0cef4060da7a523c06b330d3233e130faf2e0b957cc2dcf475c02e
PRJ-HWY,PRJ-HWY-WX-07,PRJ-HWY-A06,True,0.228252,2.43,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6686bec95fbf90b3111f70ba4f25b631d08fb5a8d02ca092a801f5892635d1e1
PRJ-HWY,PRJ-HWY-WX-08,PRJ-HWY-A05,True,0.190374,2.54,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f49c31e0d2d6226926645ccf250fc20c6792a357d19f71d5201246df8e3260ec
PRJ-HWY,PRJ-HWY-WX-09,PRJ-HWY-A10,True,0.237148,1.9,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a9aaed92ed3852bf3a936ce37df12080ebf306a241b352fb11f90236d9088184
PRJ-HWY,PRJ-HWY-WX-10,PRJ-HWY-A10,True,0.202181,2.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,973f534e7798b6413625134d278b83a930d41dccc962640c4f5150d5ddc97aa7
PRJ-HWY,PRJ-HWY-WX-11,PRJ-HWY-A07,False,0.170254,0.681,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,394686c5f4ef7f76890e1d7386b0c2535e7247e12c299eac7e53cffb207a862f
PRJ-HWY,PRJ-HWY-WX-12,PRJ-HWY-A07,False,0.13842,0.333,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,74c4395bd9b3deeb0272a18879c9286d8f2e6868c7e266862bd0eecc34cad3fb
PRJ-HSP,PRJ-HSP-WX-01,PRJ-HSP-A09,True,0.163906,1.75,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0d70cb0c4faf2f90989eaf25e6ec47c40294a3ccf366b64c3175f90f45cd3e28
PRJ-HSP,PRJ-HSP-WX-02,PRJ-HSP-A06,True,0.06813,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7c6747494e12b6f4a06d206a4c949963ac6520d11ff10794720336cf50762ca
PRJ-HSP,PRJ-HSP-WX-03,PRJ-HSP-A09,True,0.195741,1.57,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,332e1c1f4e9f56309076b706ab711acff32ba8ad3bc6b9a947ff2e3c5877deda
PRJ-HSP,PRJ-HSP-WX-04,PRJ-HSP-A06,True,0.132234,1.41,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c68d88a2ed2ab4199528022920f5501f4000cb9db0dba30eaff4c52e782c2e3
PRJ-HSP,PRJ-HSP-WX-05,PRJ-HSP-A05,True,0.168386,2.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6fa7f165859edbb6af58bd0c606586116a05d0c24a72ceb54f1a012d1c5cd674
PRJ-HSP,PRJ-HSP-WX-06,PRJ-HSP-A10,True,0.219023,1.75,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8bf729326616b72879e570a3fb03448d6a7067c42419f9767f2641fb998aadfa
PRJ-HSP,PRJ-HSP-WX-07,PRJ-HSP-A04,True,0.1236,1.32,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53a10eccbdd967d32466fa2e7116c089212d3e4fdccc4008422c2b7b499d1b4a
PRJ-HSP,PRJ-HSP-WX-08,PRJ-HSP-A06,True,0.161592,2.15,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ac4b37bb54751f4b703c4c2d0835afdb9cf00bbc43f74cd0865de9e68e3302b
PRJ-HSP,PRJ-HSP-WX-09,PRJ-HSP-A08,True,0.044732,0.36,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,69db86ca5c41f36e113c69ac17d8927479b450ca71a8cafd1e3454e628c4ea1f
PRJ-HSP,PRJ-HSP-WX-10,PRJ-HSP-A04,True,0.157959,1.68,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ad3eb9c5824ff80cb6c4e07fe15894aab124df45e9c9f776686580a14dd3ed6b
PRJ-HSP,PRJ-HSP-WX-11,PRJ-HSP-A07,False,0.052615,0.21,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,33f639276c445f936f3317aef612242e83770978c90aafbc0c3a574cf04e6594
PRJ-HSP,PRJ-HSP-WX-12,PRJ-HSP-A07,False,0.186085,0.447,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb088f6b13653f5197740221d59a71d9bc39d4b3c679c2f691c2f3d8e032cdd9
PRJ-WTR,PRJ-WTR-WX-01,PRJ-WTR-A09,True,0.083664,0.89,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,73ff3a89d7503a6d2c9e8f6f8bb2c973abf23462998e33707a4a59eb24c60747
PRJ-WTR,PRJ-WTR-WX-02,PRJ-WTR-A06,True,0.154791,2.06,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c68977dc29464279e10870f3d9588cc70842f33a357d0405330a8e651f7a093
PRJ-WTR,PRJ-WTR-WX-03,PRJ-WTR-A09,True,0.230628,1.85,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b463bed8513c7e8750e071c6b89f25d01029589fac671204c4dd4ab68590c01
PRJ-WTR,PRJ-WTR-WX-04,PRJ-WTR-A05,True,0.189821,2.02,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb61ad1c41260b3bde44632ee9bfa1ed70c371d13c419c5a15a4222994ceb1e4
PRJ-WTR,PRJ-WTR-WX-05,PRJ-WTR-A08,True,0.06315,0.84,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,18a92811ac8e23b2c3a837389ebb9cb32afce0d181a4d28388151fdf1170a2ad
PRJ-WTR,PRJ-WTR-WX-06,PRJ-WTR-A10,True,0.166048,1.33,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f6d32b197a35a733d0040256a41a4755353e9120e85d7908904a54e3539aa07
PRJ-WTR,PRJ-WTR-WX-07,PRJ-WTR-A09,True,0.109285,1.17,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7822dfe8d92e75b10df10a62255d9c1bc4075c8ccae9bc808d05127d44a58c06
PRJ-WTR,PRJ-WTR-WX-08,PRJ-WTR-A04,True,0.121607,1.62,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,afd576e251eb2e7ae6f8ca4c7bd4f6019252705ae25257fbe564be981836e85c
PRJ-WTR,PRJ-WTR-WX-09,PRJ-WTR-A10,True,0.122514,0.98,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,85edd06b0f3ac4ee5f8f77a0349d1299c4d2b11620c295c369b83c28ef7eaad3
PRJ-WTR,PRJ-WTR-WX-10,PRJ-WTR-A04,True,0.07075,0.75,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,15b1b649eb1850bd863b64d3fd03faafaff8470fc43a35719a03bccd9fc9a06c
PRJ-WTR,PRJ-WTR-WX-11,PRJ-WTR-A07,False,0.074113,0.297,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,26f02c2aba47669748e4cc50887cf61fbab288e5c60710d286eaf799200becaa
PRJ-WTR,PRJ-WTR-WX-12,PRJ-WTR-A07,False,0.128796,0.309,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,46f4e840540f65eae5baea8ced9366cd920800d3aee4ff676254664c0a81048d
PRJ-RAL,PRJ-RAL-WX-01,PRJ-RAL-A05,True,0.227662,2.43,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5fe8ac75a5e8726f9c0cc921d4fdcd8594b1c6a0aeb9eaee82bad6025117a79a
PRJ-RAL,PRJ-RAL-WX-02,PRJ-RAL-A09,True,0.054274,0.72,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c618a7d712cf47338ae96c5c5c0ba03badd1bb16ab27516ae0a9538bcc54c2b
PRJ-RAL,PRJ-RAL-WX-03,PRJ-RAL-A09,True,0.096285,0.77,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,68338835f5240cabed0e3d28b71fef47f77562eece1f3272b7d417eeb5bc5979
PRJ-RAL,PRJ-RAL-WX-04,PRJ-RAL-A09,True,0.190648,2.03,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c1f86650c8787ec5620e617beaba0f751152c9b89a721b6353f676858db0f53
PRJ-RAL,PRJ-RAL-WX-05,PRJ-RAL-A05,True,0.112838,1.5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5125096d4d1b14b3b3b226cf580636c62cdce8ede4a906bbef7e4233b4b46c74
PRJ-RAL,PRJ-RAL-WX-06,PRJ-RAL-A05,True,0.050656,0.41,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,755dbd89e0a2348c1931196ac5f44e65d214da6d40ecfb67c9af8d4fb55e4b0c
PRJ-RAL,PRJ-RAL-WX-07,PRJ-RAL-A08,True,0.148783,1.59,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d01c4349622d7ef8f9f65bc5e42f28ed6b27130d8d891585b50107cb13da9e4c
PRJ-RAL,PRJ-RAL-WX-08,PRJ-RAL-A06,True,0.068195,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fa486785b5f7ca943607662177782591d27ad4287d5194b23d49f68fae619f05
PRJ-RAL,PRJ-RAL-WX-09,PRJ-RAL-A08,True,0.156688,1.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fa5fccb9bb8e94f9e0a6913583e176b008fdfad6886fdb7373e288387e74d715
PRJ-RAL,PRJ-RAL-WX-10,PRJ-RAL-A10,True,0.189979,2.03,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b596098fee6c2e9a423859ab1da7336961554ff6b78d9a811cd654364252a18
PRJ-RAL,PRJ-RAL-WX-11,PRJ-RAL-A07,False,0.178736,0.714,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c2a59fc4b7d9304dfbb13fa162ea2f1e1f60c7b6a9ece6812600dd5045ece28c
PRJ-RAL,PRJ-RAL-WX-12,PRJ-RAL-A10,True,0.113426,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec9f22eed00a13aa16eab4129e4589e357b64f5da7e05122a50e0f65e2bd6ee1
PRJ-DCT,PRJ-DCT-WX-01,PRJ-DCT-A10,True,0.085656,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8f55f7e50c1d5761ff520e74af6f71f9769c789635e0a2de37ca02ee38f467e
PRJ-DCT,PRJ-DCT-WX-02,PRJ-DCT-A08,True,0.225856,3.01,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,60a6010ae4bc0a6be23a7f44ff4248653751a0c704ece674b68ef66091cdad09
PRJ-DCT,PRJ-DCT-WX-03,PRJ-DCT-A08,True,0.176125,1.41,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a698b74165e9635d22aaf7a8a9e7a0b989f36d56ea17db1e8429b67658687fd
PRJ-DCT,PRJ-DCT-WX-04,PRJ-DCT-A06,True,0.166602,1.78,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c61252d83bf62901ff0bbd7facf0d0317cd6431e7b0831fd699bcc27f0a8aa10
PRJ-DCT,PRJ-DCT-WX-05,PRJ-DCT-A04,True,0.147554,1.97,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f799d9ec87450edcd7834ea5ad1fdb7ca37c9d5771c6555869094484ed340eab
PRJ-DCT,PRJ-DCT-WX-06,PRJ-DCT-A05,True,0.082665,0.66,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65f8b6aa880a3649c5e7b3f1dca5e00fe9d4116a54817ec8e8ec09932f7a4c75
PRJ-DCT,PRJ-DCT-WX-07,PRJ-DCT-A06,True,0.125346,1.34,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0e63d0e9ef6d5732eaa272c681d49b0f588b2507964218550311c705bbf4c42
PRJ-DCT,PRJ-DCT-WX-08,PRJ-DCT-A09,True,0.122938,1.64,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ee663d82c4a13ee73fa79c8d20cca5095991338f0dc1893668c38ab058a65b8
PRJ-DCT,PRJ-DCT-WX-09,PRJ-DCT-A07,False,0.050927,0.123,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1dc66fec6cd96d6ee8ac6a2a6a9aacfe11b1f6491931311dfea581e9426d64ab
PRJ-DCT,PRJ-DCT-WX-10,PRJ-DCT-A07,False,0.096771,0.309,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6e25a1ba98c67531901c711532c754e811d9267243d0e4bd68f3ed10cf7236c
PRJ-DCT,PRJ-DCT-WX-11,PRJ-DCT-A08,True,0.102001,1.36,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a309af100e91a33e721ac6ebf453e8e4bff86ffb4ddcbf2f8c6bbb40454ad9f6
PRJ-DCT,PRJ-DCT-WX-12,PRJ-DCT-A10,True,0.22455,1.8,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,959b14a99759d5c919da84f31f4f8b9f1a004244e68fa20db8105a490ed4735d
