project_id,time_step,backlog_start,new_work,work_completed,rework_generated,backlog_end,cumulative_rework,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-RAL,7,44.567242,12.195366,21.221493,1.49424,37.035354,14.342824,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d643fc909be9f500248782a3b7dc612e6f651653416a58df2d3ac1ac7873b318
PRJ-RAL,8,37.035354,11.542096,21.185707,1.483641,28.875385,15.826465,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,895148723037652ae408333a599615b56f65cee49b670c238b0cc47d209fbb6e
PRJ-RAL,9,28.875385,7.62924,21.14992,1.470898,16.825603,17.297363,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d4b0765d465028bdaef0a6f4e0105fc6bf98678c85696872256ecd9f4447b6a
PRJ-RAL,10,16.825603,10.437796,21.114133,1.259374,7.408639,18.556736,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d0a651b8a5b3b93f124fbd9c7ff0a9621401b24fa4837d79887ec3a5ee61c75
PRJ-RAL,11,7.408639,8.874822,16.283461,1.392272,1.392272,19.949008,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f3d6a8a94a10e8210623dfe6f55baf97bb116f602c53fa4bd2689cd2931d197
PRJ-RAL,12,1.392272,8.502902,9.895174,0.20949,0.20949,20.158498,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5ab7db7546153e082e9bbcbc0a4171850f08349875304ad26b1928fa01b8307d
PRJ-DCT,1,75.0,16.077174,21.897443,1.936737,71.116468,1.936737,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5bbf8fa23f17dd52790ba8081bbc6ced2919d4dc39f0877fa81e8751d308a6de
PRJ-DCT,2,71.116468,16.319566,21.860887,2.533661,68.108807,4.470398,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aaa99d35e5d06cbca852c347b2b3d005faa5916bf94579586c29b42fcd817b7e
PRJ-DCT,3,68.108807,16.194327,21.82433,2.114383,64.593187,6.584781,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,69f73340281c70cee4bcbaa15a1e1ace6ff74129ca0ab719e873e4182c0c0077
PRJ-DCT,4,64.593187,16.105739,21.787773,1.421053,60.332206,8.005833,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da449db11cd8a34f2b5de4f001470b792492bac6e9aca1927a6c1766b27107c2
PRJ-DCT,5,60.332206,14.668489,21.751217,1.478965,54.728444,9.484799,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,38b4cff9e160fa651a6985d4eb97992f6bc194b405f5ac804f4df746044e4a3d
PRJ-DCT,6,54.728444,13.45696,21.71466,1.858897,48.329641,11.343695,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,05561ff5ec10ed4b84aafcaa6de1e4978f47d01c155f411648d4f2f9cc708ded
PRJ-DCT,7,48.329641,12.162636,21.678103,1.335619,40.149792,12.679314,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,640904c4f939ca73c068b8aebd09dc4aa7a0cfc952937f41286161ba70972c0a
PRJ-DCT,8,40.149792,11.340973,21.641547,1.434792,31.284011,14.114106,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3cd9b279db4a8b6864fb89d15221ce4da12542de8fda3cd2ba5067d23603a39b
PRJ-DCT,9,31.284011,11.142622,21.60499,1.29398,22.115623,15.408086,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,66c70a87bfcdaa8771270c4e2c5b3e2ffb4aff2ca748d5268dadbe7df0ed868a
PRJ-DCT,10,22.115623,10.90375,21.568433,0.641853,12.092793,16.04994,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e3f4a427287c27818fed8378d2b7eab07a179faf59f4677037a9ff86d6e78c12
PRJ-DCT,11,12.092793,12.012172,21.531877,0.497042,3.070131,16.546982,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7260c4e12a5f1ad01751254dcb0157b6e5d84bfbb884996e033c75cd69d85adb
PRJ-DCT,12,3.070131,9.610835,12.680966,0.536621,0.536621,17.083603,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53118bf0a8c7d3525c2e09b15b68b8b25670b0ebc40bb2f15110656c70a43852
