project_id,cost_element_id_a,cost_element_id_b,correlation,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-01,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,371c8d655a3c1a48439fa1a9a14920af2a4d7ffc1848e26948bccc4df21dac91
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-02,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c6dfac0ccdb342a7da60a9d4e13e784eeeccca146b81fcb37a2779046a068059
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-03,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0a3636e5eacb8e25c8906b54a8b4ed716b0de0a81930f467c8e3977beddfa9ac
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cc451a544b88b37be90084e2a793a7f0874e2fe369e82f9dee00ecf2283a595b
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,57820e6366a55fb7685f2eea63b107cf276704e31a919a17ebfa29076ae1c549
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4bd78516f140408d15735e279f5e53b188b2f508690f4cb5bee3ae7fbcdeb475
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c156ec26c9363bbf845ef134607e80cf31b83c04f4a87dadd2559d440b2c8e20
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c327e9fbfdc649fb110b6c5141888d769bc78f72aaee9b6ebd0ed7a7b93baf1e
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f406868c017bd44ce5be81115671678caa50d12428fb690d53f02a0195b97b8c
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dc0cbe77ffdf1627a02c6dc3e3a3e05b16324a3e05292c24e231487159fe8ad3
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-01,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e379814f7f7cdeb29ab4e0656bdce3ee499ede4bca89fe860db7b152771439a0
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-02,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,25afe517cabbfde05ca019dc82ae079045f3b1323f613f6b1613681a0ac80206
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-03,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bccd55f0548eac904c7ac95ec33756e3feba7a86dd4214e8d26a92b000314c44
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,64a008175d845c6f3171b058816ac4992ec32ebf28fb85316a70c633aad2eafc
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aabab0cb9a9832446678b1b7a78e0fa787820f735f951b4a203ac9ba142507dc
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84ea5f7e97c7a31de9417a6f0453edc1e82572e4a011a4d6afb3eff9a4f38499
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d15ce5ee56b09f1f4f5c1740270161f5be9c32247206c7d550af3c4fa5b465f7
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b97d25c92adb600d70ef57a002beb9e023594d42aabc9bd67addf553a75b732d
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,06c9a8a00d532f6198d1a5d46e7184ad8b17121290d327e450eecfe42155e25c
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3e6e94c96daca231bb8a8ac33e099bef2a482add72f7226c9d7fb7576a2bdaac
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd9181bb2247ccc4b554286c20a0f854bd1213d85362e95f119d37b50be6ebfc
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a10ab8aa7c0e270ea6878c7aba27b47b51e4c9d6d4d59ae8b4c7aca62083327f
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,001ae1015febbfb24fbc0176686e08b103e8ff36f5e799ef67dbd7e2328632d8
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-04,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f66088e36f8dc2ded19b742bb3e372514a5df4fadf4484762751fcf39fcccae1
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-05,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd61505955872f7506b624903210a3e140dcf4aa67d2a15ad02f79b745e8767c
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-06,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b9472aef1aaa056e384ec9371f99c285c6c71770c94cfac6d2297778516a83d
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8f7c597fef34144838eb24579baf328363d97f51504b5c53198900a6e13a3cf9
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d14cae00be31f16f0c9e7cee3f04f1d7897267d6f62010e5718a516ea2679c4
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5df903da5316afb6b5133b8d79e03264803c5b07c306703b8b704b6262ada972
PRJ-AIR,PRJ-AIR-CE-04,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,41612b1401911e03d838a5e82be973b8c12040aa4e6691993960e36d7f1585bf
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,387159bc970e5e8ff5865226913f7f92f354cf9bd926d848461a759bc75fcb63
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f9087e76c8cd1fc7e5d4c09c3edbb590934ca64063eafb34246fedbb439defc
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ee33174049b4b2de1563dee1ec2a7087505ae90ff8662a3f11b4b907946b1191
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-04,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2a3270650ed570fa26bae3eb09362279ba0e541bc6f8f15ad45ba8137515d8f7
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d055c7365ecb242880eb40df807d735867978541d2e184926fc127140cd5681f
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-06,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0facfcf33fb2c4100dbb3f6a0ee977a32ede63b9b93ee04ee0c424a34d5d3af2
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3d41a29b9c878131fb9536cd1e263876260e9b25e81284a5d43bf99f3cf2befc
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b17ee27f9ac43bba2fb6d259e53fc38bc12a6c11239fd86c65bd86ff3c100b2
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b87c5472ed552f7fbf090f3dbc9ce0f83820e2ae9e03067dffcdf19d66ac3aab
PRJ-AIR,PRJ-AIR-CE-05,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c5d47eb5b41c2cfcdba39432be062ca4eab5fd3883dd4da042863f4d6ca2e8fa
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b3f089e964e49ffacbc04f4e0dd864cad30cdf0f52bfa76d797981581708e28
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c02c518dab1b932c9e60a2fcc7f9563dfa43f3bb51feef37c8cb559b4111999f
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f95b394739eab2b078fdc15afb6a74fcb8687d1ec50209629a4eea7ee62c1b37
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-04,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6dd979f5f742d9ac4240a8089a9c078c9f4fc4107a8cc6fe9d8c392c8e7f3e79
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-05,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,02e1b23c2e371a781667ffb728916489e984d0db9fc42f88c2692b0faab5a0d1
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75ba4a139da1e0d8d160a141cd23076381877de39f57c9f47d1399738a6c8e1b
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3dab5a9ad87628c539e37ed6a8f5a87eee821e158e18cf5a80d566a35f59da78
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7f1cee1a3fe19b9c7bc18f90f420baf4c973266cfd8300cec54d9624134d4bde
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da6dbe3dbdd933aae0b1bfc423d44b2bcce5475385a3ae0568bd8ff2a40a8362
PRJ-AIR,PRJ-AIR-CE-06,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c08d334c5e9d72871f34ce9dc5478bb13f690aa452d45a56b4e39820b6361455
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48a264ff7e624157ed09cb7d4503781178980c1c659048eea4fdd90e7a2585b6
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e87b1c8b2ba6afc091d3cab976dcebb4d269a5fd59147808e1833397f0bc9f11
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cd56d05c4591d819c278f0c967416b260962de56e6d33e052f9e2f67174e7255
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac790eb525702bf62fc1c7e2c595240795c004b2bb8a6d7666b0e3a3897d7f9e
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d0e467bacce43917cc8ecc8d00d4f61ee3e2f6b87f34c87d38ec00fad2f762c7
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,93586db0b09b78e87d57a28e16b4100ad3f371a356c1e7463a237bc63a9360a0
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-07,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aab1519aa1099c669f65024d9638ab87cddb66e7dd2796a0439d23af3aaf82d4
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-08,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7318811f9902884f5c3a6bf393db62a1bf5039d1c36e9c11c82a6238ccdd5b38
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-09,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6bce5f632b5167b6e0cde8e4245d4c5d9467ab7e959dbd21b1afd90cc530a774
PRJ-AIR,PRJ-AIR-CE-07,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,27fb09ab3b8df0d8a683343eb65064f7e7aae7bd33cf5b8274d5856a2093c8c3
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c2956342422a2d1e1536153ac49be28a32a3057c0a807b8285f02c889e74c55
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fc9fa19bf992dadbdbbe7385dc8c567b9bf1e4517c9d8427b180af42a1ff29fa
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6b0e502ab5d67daa007dabaf15156e62964e70fc210549aa4c0a9a6b9a08f537
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d11b0a0ee3502735921a944b6d9ba53c99c32fdbf975b3da91f244d95e2da34
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,57002c8980db663cdbc504b639e1d44dde6ca80db4e03a9f8851332915f6817d
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ddb053c76514dd5266c61fd34b77748a21f999be43c9fec7c6937c1137167ffd
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-07,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6793d41cb80f9b6471696c78f2312c81aab63c5e6616c54f4d81f36feb0f3107
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-08,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4c6b74830f55bc7319a9e2273759972c6db67bc60da347f550c16cce511e45de
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-09,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a89a9fa978449b5188db9e5c05d1512b8af459e76bf9a2f85186d5217c8d0b86
PRJ-AIR,PRJ-AIR-CE-08,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63c0422c44aea63d8d606b2f9afb069af3d4d58adf6ffa561c51537133957b58
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d41cc4eaf2f23c749239ca2e6a2a903244aefa06446b8268e8ccc9793d1fc24b
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-02,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e28649be499ec6ef6bea8c6b759dd9ece8065a8628ded80dca0bb0f540420d72
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-03,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a779cfb1d5508f3c6c5f46552ba4e344bc1422712ecbd20a3dd9dad3f4823571
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b805892df8f3fe6a10f69b0d020449d6bc52aaf93bf1c8ac66b55758b5050377
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df281ae68be4068c3e4f6c8e461d4dcb5d0fc6eb6d5638909d03c43ef9c3e2f6
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d15078b4340fe78dedb9adf11202954f17a46ddbd31bc5b092dcd79dd236f22d
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-07,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5ac58fd65e9d07f7441a6b85bb8bb006a5c2d65d84c3110a1803e63952a16921
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-08,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b5f7ecd7520b158ba6f8b885cc776a6333e92e0cb9d111e6f1905b356dcd09ef
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-09,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,64fcd507f3460d098b98f97595e253279121325a9c1db90c2c9564e827dfb38e
PRJ-AIR,PRJ-AIR-CE-09,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,868091e887426626e4db0c9402db1b8114d54134c243f5a3c3370d454c551a9a
PRJ-AIR,PRJ-AIR-CE-10,PRJ-AIR-CE-01,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8df51cc762e745402819c436ecbc956f7ffd16615aa65ccced1380880eaaea58
