project_id,period_id,buffer_id,buffer_type,chain_id,original_buffer_days,remaining_buffer_days,chain_progress_fraction,buffer_sizing_method,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,P01,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,11.101397,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,71a866e59bfa3b03cdb06b83d63ea5f45f0aecb819d19c00ba0eefeda32b0af2
PRJ-HSP,P01,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,12.706747,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2a6ed5b625ba28eebe68d68f48ac169c7119e56f96b1fee6eb6da1e96934d70a
PRJ-HSP,P02,PRJ-HSP-PB,PROJECT,PRJ-HSP-CC,46.8,26.801719,0.333333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,abaae95ecd3de9d13fb77b7089f4990b57981dac3d24311034dc613d0737eec9
PRJ-HSP,P02,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,10.040344,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f284d4aa2816905957f8a62d6d2f04c4e9662d6e8f734c53b77dcdc771ccee0d
PRJ-HSP,P02,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,11.38043,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,134ac17df0aff2b3d3289fed59f3d5c65c00b2a32bccef6976fc7513ca2c0e6c
PRJ-HSP,P03,PRJ-HSP-PB,PROJECT,PRJ-HSP-CC,46.8,22.501987,0.5,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,08719182c053a539176cfdb9f82875f33928bb5795587df54602f814c47c0d68
PRJ-HSP,P03,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,9.180397,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a3b40b3a7fd7db62ae464162b8ee9b3c4744117cfe7d32bf4488c31f7d662999
PRJ-HSP,P03,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,10.305497,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c138949863ab9371d111b8ff480a2b76b4a1ef08e8c7b06041a8ccbc2f1b988e
PRJ-HSP,P04,PRJ-HSP-PB,PROJECT,PRJ-HSP-CC,46.8,18.217211,0.666667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac5ce5a2e1f092782816bdebc35a997c0a0a64e6401a880c6adf4e0648e794e3
PRJ-HSP,P04,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,8.323442,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,797dcfc15fd7b1e5344a7edca6eec905f56398e6e67c751eafed8ea3aad6712e
PRJ-HSP,P04,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,9.234303,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d99878d145495f1648700059fba89babe807098f0c9d21631b7d947b97a3fb4
PRJ-HSP,P05,PRJ-HSP-PB,PROJECT,PRJ-HSP-CC,46.8,9.556191,0.833333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5e19af2428ca37fe4d0e0426b55567ac76bd8d0d1aec5e5f72fb9878c4b859d9
PRJ-HSP,P05,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,6.591238,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6b39d8b48edb85fbc87f5cf14c46fb413110393cb916cbedf4f21e06b8966097
PRJ-HSP,P05,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,7.069048,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,255fb1a2814fb42a9bb0fbfc2e2f484fd37a3ae02cb28f3c6326a8f1ef92eadc
PRJ-HSP,P06,PRJ-HSP-PB,PROJECT,PRJ-HSP-CC,46.8,5.44618,0.98,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5e3e2160b1903b9e909af87477d07e4c3ae747d5dba6fce310df56234848ba32
PRJ-HSP,P06,PRJ-HSP-FB1,FEEDING,PRJ-HSP-FC1,14.04,5.769236,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ae06a5295961a34cba6107f74ffd35e95364405525feb6828bd352101b66e6ce
PRJ-HSP,P06,PRJ-HSP-FB2,FEEDING,PRJ-HSP-FC2,16.38,6.041545,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48a1476dd54dca929487f5bef5888d068ed4823887f421262d91fcf2b84ba7f9
PRJ-WTR,P01,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,31.86,0.166667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,773d6836e9cc31da1c629a2af7b965a6eba6cda6ee0c867fba254955c605aaa5
PRJ-WTR,P01,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,9.912,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b04e410c0a05d176bab239d9d8edc6d645d65e4b2bab16da8ae2a92e4bb3651
PRJ-WTR,P01,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,11.505,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6ddd2dcbf10e053937efd1a248e0d543233ec35325794c121d888ac69d9e1449
PRJ-WTR,P02,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,28.32,0.333333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9632434b251989687e86cd14f4b7e4100a205132e4d5e58b2a17a7407d47b54c
PRJ-WTR,P02,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,9.204,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c77069cd9208fa875669334c59ced2d86e6d2849b6a53777d0008881e5ca1156
PRJ-WTR,P02,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,10.62,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,77afb795d96199d8912d0cbcb06e30da488790e70ae07206b94a09aed395d85a
PRJ-WTR,P03,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,24.78,0.5,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d792e4eaa53156210f55a32fc367599b3403c7986fd41527ef28f082c3dc756
PRJ-WTR,P03,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,8.496,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a08e7f04cc207f50e8c46e350b8a820db683e094dadf56da59626407ceb985e5
PRJ-WTR,P03,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,9.735,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,07e6339408a750f2700eae6683bad34b1c25c9a0f9150f115284ffb1b566cad0
PRJ-WTR,P04,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,21.24,0.666667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42fab22ff01e2ef4f0a28c4817efd9248a48014da3b4b76c0859d85972f93671
PRJ-WTR,P04,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,7.788,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,549cbc7930f9f0a2215e1c4bc4f209207e14f5e7282c8199e16a493f44ed86f7
PRJ-WTR,P04,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,8.85,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b6ac79913552b0c947cf94d53f08b9b06eadb63297fcb86d09d39b02297d701
PRJ-WTR,P05,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,16.99298,0.833333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,70867f6a7ace047fbf7218a7fc686bbb62242a87a88ee8444c075fa6f32a13bb
PRJ-WTR,P05,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,6.938596,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,133291684b17e659ae5e2a246bcec0153dd60a6cd397e7206c94f022b8168f06
PRJ-WTR,P05,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,7.788245,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e958eb97195a1625f5333896405f9fb3f0af56dbc1fd43c56fd089abbe2fb888
PRJ-WTR,P06,PRJ-WTR-PB,PROJECT,PRJ-WTR-CC,35.4,14.5848,0.98,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3a69ed41abf86fff071351911bd19ef81f8cbe223ba3f98d5fc8b2993a435fd4
PRJ-WTR,P06,PRJ-WTR-FB1,FEEDING,PRJ-WTR-FC1,10.62,6.45696,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d7ee7e26d8ce3d2bf5cc4c31a0197b4d25236864a3686492651830520e80048b
PRJ-WTR,P06,PRJ-WTR-FB2,FEEDING,PRJ-WTR-FC2,12.39,7.1862,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca88c35bbee8d9226428f4b67b484f760df74f3cdb418a717acd44cf13d39a48
