project_id,period_id,activity_id,progress_fraction,actual_start_day,actual_finish_day,current_remaining_duration_days,forecast_start_day,forecast_finish_day,current_total_float_days,current_critical_flag,schedule_version,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P03,PRJ-AIR-A01,0.984963,0.0,,0.087491,150.0,150.087491,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5fde285029be0514b713194faa1f3d6f0a17e7dd7bd328c039cb9524355036ab
PRJ-AIR,P03,PRJ-AIR-A02,0.953256,5.4,,1.149031,150.087491,151.236522,1.440952,False,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c0908498f93ff29d3d015f18bd2cc3350fa0cbc1ae15fea43b3847c1c8014522
PRJ-AIR,P03,PRJ-AIR-A03,0.938133,5.4,,2.589983,150.087491,152.677474,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a197d36a2bf324e728cd237692f0c22fa28d85bc34a27b95369b5fe669016758
PRJ-AIR,P03,PRJ-AIR-A04,0.957822,43.199999999999996,,1.008435,152.677474,153.685909,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,02df2a36758a4b906e4f6389501de910b9a22e1b9031eeaff3bcdfe45dc2a0e2
PRJ-AIR,P03,PRJ-AIR-A05,0.944413,64.5,,2.006471,153.685909,155.69238,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ccf67b884e522f1a15a59a2842589fa4a8e206c2829df23f1b931a1b898b346c
PRJ-AIR,P03,PRJ-AIR-A06,0.992378,98.0,,0.402218,155.69238,156.094598,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,983c73c9d85efa2d0608541ec233855fd9db3beebd2817c1d53238889e9a29b7
PRJ-AIR,P03,PRJ-AIR-A07,0.09464,146.3,,36.096712,156.094598,192.19131,50.411439,False,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,59b2305271bcfcdbae09cba65c48882c72f141a4ccfccbb280bee773c18968df
PRJ-AIR,P03,PRJ-AIR-A08,0.10049,146.3,,48.364651,156.094598,204.459249,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ac7119f828b368b2b40a6c1f2da43808cadb920e9d5ff5bf4cc54029ef7f26d
PRJ-AIR,P03,PRJ-AIR-A09,0.0,,,38.1435,204.459249,242.602749,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f196c1815489b6da2ae3ffa7979bb55db76a5f28f8b36e2e14422ccda0632748
PRJ-AIR,P03,PRJ-AIR-A10,0.027775,229.60000000000002,,47.053479,242.602749,289.656227,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,345445622e92f32ae509d816487a79e5c76ba7849db2cffc1e19072110429c73
PRJ-AIR,P03,PRJ-AIR-A11,0.005345,273.90000000000003,,33.377878,289.656227,323.034106,-0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fb43d49647ebcc1fc10eca9b0558dc3628342f3093b1ab34fac793572182d153
PRJ-AIR,P03,PRJ-AIR-A12,0.0,,,15.4905,323.034106,338.524606,0.0,True,PRJ-AIR-P03-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e8a6e75841614a6d3732357670e9669387282048c67a67e73320073edd243f1f
PRJ-AIR,P04,PRJ-AIR-A01,0.909435,0.0,,0.526955,201.0,201.526955,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f6be02aa9ec3a6e22c814df145f9d0905014ca63ee5bf09b9a12ed3991c217f2
PRJ-AIR,P04,PRJ-AIR-A02,0.980581,5.4,,0.477354,201.526955,202.004309,2.254203,False,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b61a4e6648cb7e9f23ff04505a22a3fdc79ec7aa75b4d1e1dfc9d14fbbac876f
PRJ-AIR,P04,PRJ-AIR-A03,0.934751,5.4,,2.731557,201.526955,204.258512,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ee7e15aa269e825dc8db12ef9133867cc85e9d238230ae2b71b6632b67cb1ac1
PRJ-AIR,P04,PRJ-AIR-A04,0.969365,43.199999999999996,,0.732466,204.258512,204.990977,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,430d8b5ef31392d0be16b57015713e2594c221b71616bd1fcfd83735a893252e
PRJ-AIR,P04,PRJ-AIR-A05,0.916579,64.5,,3.011194,204.990977,208.002171,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7939de6e93c724614d1604c60adb0ffea170a1de877d2b2eef839e6c0a308451
PRJ-AIR,P04,PRJ-AIR-A06,0.936321,98.0,,3.360188,208.002171,211.362359,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fdb981634a91e3680d84969138536d148d36e62c1b1dc574cae714a1942c684f
PRJ-AIR,P04,PRJ-AIR-A07,0.912313,146.3,,3.496091,211.362359,214.85845,32.378057,False,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42b0bcb026bb8a8571151afc02fc6e17509d925eb10d58a0697cd22cfd33c851
PRJ-AIR,P04,PRJ-AIR-A08,0.923279,146.3,,4.125139,211.362359,215.487498,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9942f93224f74c26ee6b833e164409680665d44eac59f44970f75172e9e2cba5
PRJ-AIR,P04,PRJ-AIR-A09,0.167643,194.20000000000002,,31.749009,215.487498,247.236507,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5fa5e87867150793e131567c60181c1c9e5241c145e14141970d94d4375c8d19
PRJ-AIR,P04,PRJ-AIR-A10,0.0,,,48.39775,247.236507,295.634257,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,56acdb0a398cea2c21069c08ffae3d6dac29cf511ac8668ca8db8be777ca767d
PRJ-AIR,P04,PRJ-AIR-A11,0.0,,,33.55725,295.634257,329.191507,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,60d8963ae294230398a12fb97b3300e8ec1cc3728061e85e3a5c0119f45d583a
PRJ-AIR,P04,PRJ-AIR-A12,0.019199,304.20000000000005,,15.193099,329.191507,344.384606,0.0,True,PRJ-AIR-P04-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9883ee36988f80274c59e937e0a3c52f54470c8c9082b0946130fce375e0a54c
PRJ-AIR,P05,PRJ-AIR-A01,0.910407,0.0,,0.521297,251.0,251.521297,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b797b67470b6f546b49064a1f9c74782e440fa54d3c5b9c56fb066be97600c58
PRJ-AIR,P05,PRJ-AIR-A02,0.932881,5.4,,1.649858,251.521297,253.171156,2.298412,False,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,33b8b2728c7db43bdb4e604d0544427a3bfece68007ac9b0108ac8aff970b1b8
PRJ-AIR,P05,PRJ-AIR-A03,0.905687,5.4,,3.94827,251.521297,255.469567,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,781560bf81c8288d1f4bd9327c4f6e44235a43965ddad337f2dfd3d4693bff9c
PRJ-AIR,P05,PRJ-AIR-A04,0.97041,43.199999999999996,,0.707475,255.469567,256.177042,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a86a437c83da22bf69d97eeb4a2f88ed6bcc3c44683f68d9bacdabd7725a7b10
PRJ-AIR,P05,PRJ-AIR-A05,0.949533,64.5,,1.821671,256.177042,257.998713,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,493dbad309be49a8d8f9a0283c7f8a03aa5eccbb3656f283ae5a06d287c02320
PRJ-AIR,P05,PRJ-AIR-A06,0.954839,98.0,,2.383026,257.998713,260.381739,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1bf81c5ec560e5e21f4b6d554e371cb056bacde894d14c76c196a4695c77b0c3
PRJ-AIR,P05,PRJ-AIR-A07,0.977266,146.3,,0.906402,260.381739,261.288141,8.019228,False,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c9350fe1582ae3855e959f69d7e1b6f2edf36dfeff4a65072da646f51a9590c
PRJ-AIR,P05,PRJ-AIR-A08,0.882564,146.3,,6.314287,260.381739,266.696026,-0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94cfd43c3231a127ae082b5348a5c2e7eec2b9e661f879c778b294ca1a42f155
PRJ-AIR,P05,PRJ-AIR-A09,0.931539,194.20000000000002,,2.611343,266.696026,269.307369,0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f69dfdc56af78a477d0acb3c74b194e5150686eb802a7e513e9e36ec866e0d51
PRJ-AIR,P05,PRJ-AIR-A10,0.489821,229.60000000000002,,24.691539,269.307369,293.998908,0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7520037b0055a7458be6bf7b532f133942a5aa3eeed834cd156f28d411b7e951
PRJ-AIR,P05,PRJ-AIR-A11,0.0,,,33.55725,293.998908,327.556158,0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a5d88e930c0462715184baea2adbca09c005cf5119cffebb97d6f0b4fb7fb302
PRJ-AIR,P05,PRJ-AIR-A12,0.029982,304.20000000000005,,15.026071,327.556158,342.582228,0.0,True,PRJ-AIR-P05-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,642d3ad2f0f0421609a685dd57ccf49f57b2e56e8a0887160ce7a7f741c1a7b2
PRJ-AIR,P06,PRJ-AIR-A01,0.94426,0.0,,0.324321,301.0,301.324321,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8e0087629960525a793c928a092419e3ba5a7b8f30bcb49b8179d90bd169cf4
PRJ-AIR,P06,PRJ-AIR-A02,0.915379,5.4,,2.080081,301.324321,303.404402,0.848808,False,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fb88f345f603de9725839663589816751acc99aaa6c9b062b534d9df1d2e04ff
PRJ-AIR,P06,PRJ-AIR-A03,0.930037,5.4,,2.928889,301.324321,304.25321,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,868945f04bd57926f575260bec84ca7441a9baffdab7f8a561b955028bf40ef7
PRJ-AIR,P06,PRJ-AIR-A04,0.907325,43.199999999999996,,2.215798,304.25321,306.469008,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,27a769f25fe19572f2d5dabc373449930085fcdc9782798b0b30b7ec89ff5489
PRJ-AIR,P06,PRJ-AIR-A05,0.934064,64.5,,2.380045,306.469008,308.849054,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,55b0f8220e8550ed85789a757fd1bc587fd22b97a5dab0a55b7e243858c1bc3c
PRJ-AIR,P06,PRJ-AIR-A06,0.864291,98.0,,7.161068,308.849054,316.010121,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bed5f3764e76dc8bae881bdca31df63a5f64022ffe179d427e59682bf2bcfe58
PRJ-AIR,P06,PRJ-AIR-A07,0.88726,146.3,,4.494947,316.010121,320.505069,3.030669,False,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63978644bf702573c15efe0b98febf91147697366da03d2f9a897711b311b8af
PRJ-AIR,P06,PRJ-AIR-A08,0.892076,146.3,,5.802816,316.010121,321.812937,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4982eb69a0ce4cd6fb89ed79347d289270ad1eb1e7641e016ebf7fb10ac04cb2
PRJ-AIR,P06,PRJ-AIR-A09,0.954834,194.20000000000002,,1.722801,321.812937,323.535738,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,78d1239cd2aa8d70350ebd9b9e7468a8982cd4d38b83aa82bf01fbbb76bb3952
PRJ-AIR,P06,PRJ-AIR-A10,0.896061,229.60000000000002,,5.030393,323.535738,328.566131,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76ca34df24c13a0c4cfeec7bc5ee6c01bba74171fbfc927e83bfa383db599242
PRJ-AIR,P06,PRJ-AIR-A11,0.824948,273.90000000000003,,5.874254,328.566131,334.440385,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,272602539a7880cfda1f4f0c80e1fab72bb6790804279134c663da56d2f03936
PRJ-AIR,P06,PRJ-AIR-A12,0.008442,304.20000000000005,,15.35973,334.440385,349.800115,0.0,True,PRJ-AIR-P06-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4a125e22037b087fd643a08a3afbaecdcb261643dbb44104d6a6cae797525214
PRJ-HWY,P01,PRJ-HWY-A01,0.983194,0.0,,0.10602,44.0,44.10602,-0.0,True,PRJ-HWY-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3b347dc8ff59621f65888516667791403787113eab5f922e4f08d94ebf82290f
PRJ-HWY,P01,PRJ-HWY-A02,0.961122,6.2,,0.875093,44.10602,44.981113,-0.0,True,PRJ-HWY-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,02a22e8e3bd7fbab4e745292df1d7854bec9d3dcc3aab48b4e6f2dadfaa26b29
PRJ-HWY,P01,PRJ-HWY-A03,0.983038,6.2,,0.554336,44.10602,44.660356,0.320757,False,PRJ-HWY-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,348f2319cd7df133433f6478e683408209e8fe9f9aa29bfef288b8adb2ddd2cf
