project_id,conflict_id,document_a_id,document_b_id,clause_a,clause_b,discipline,conflict_type,review_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,49e455585a0dd08dd7a86ef6bc0eec7a7f81b634fad3fa5768710fd66123ea0c
PRJ-HWY,PRJ-HWY-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2f37e7c8644d157b64ce3572d9ce0ea2e9d6d6651921e0011ff41c5098282404
PRJ-HWY,PRJ-HWY-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,468e0a7c5022b82d8a2f5257fb4d4e23be4a35ad3403a15f1d69c0790c50d945
PRJ-HWY,PRJ-HWY-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65e48359db83d877610362bce5ba8904107ba098e4862df74c0e8e48626cbd0c
PRJ-HWY,PRJ-HWY-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4448a6298f320bdae89b70505e6ee9b37d9adcd0922c525a372f9b53b4cec843
PRJ-HWY,PRJ-HWY-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,36a69fd44193e5a143d95069571062804c35591f197a4f1e24955f55c7ee8af6
PRJ-HWY,PRJ-HWY-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a71b32e60b34389a0dcaf042810aa280ea9b3603840def9f5490595406d2a76c
PRJ-HWY,PRJ-HWY-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3546a730d881fa8bdcb4676f0371fb8a26caf47e526b3897530729d85c868b2c
PRJ-HWY,PRJ-HWY-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,39960bd4ef4ce60af9340dd505447d54cd3626fe0df0c684183d470171e21541
PRJ-HWY,PRJ-HWY-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f3adb98c7f8b9914fc71180e3d2dc32692b4155d17e03d3e3b576185473c5d5a
PRJ-HWY,PRJ-HWY-SC-10,SPEC-1,DRAW-4,3.10,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,631ce264f90c48df343658a0008aa4358697dd996ed524e0d200697fba31619f
PRJ-HWY,PRJ-HWY-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ce00ecbf29bca9551bd6042c0be3d67de6f27ee9b469a9771623c3131fe3dd8
PRJ-HWY,PRJ-HWY-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e53277afdedc809108b6ba8efe8d1ba8a6a020ee7f8232f3395c20f6bbecfb87
PRJ-HSP,PRJ-HSP-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0dfe93b24be78058b7f0d1345580be75558ae886a1fc508d44d6cb0b3afb76b7
PRJ-HSP,PRJ-HSP-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a315206f29e40f0c40ecf66b1317f07d78677b0386e4895772c6d9412cd1b738
PRJ-HSP,PRJ-HSP-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,888fb9aaa89d464b770e070236d40d853f9eda84c0310462afc0ab4083caa320
PRJ-HSP,PRJ-HSP-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,81996b0713c0a0373d3b95a53977831f82e235f5f1d34a545da5b204e5ff9443
PRJ-HSP,PRJ-HSP-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d46f65266cd88de1984136e7ff8030181425d884e030fc33083064ddadbfbde1
PRJ-HSP,PRJ-HSP-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a343cda020af705d105e9be9704a4bf8f38eb827863e519b4648ca529d3effa
PRJ-HSP,PRJ-HSP-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b78201b22492b2b0ab18d1d0a90098d9f9de99062d43c20381ee0aad66de9e0e
PRJ-HSP,PRJ-HSP-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0237c272e2de9f26c456e8d4a5b78f726ebd11c739752731bfeb939bedc34456
PRJ-HSP,PRJ-HSP-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b9fc43abb10fb6b41cb39b2bab495580c01c1ceeb36cc1df3c38d7dbd2a37df
PRJ-HSP,PRJ-HSP-SC-10,SPEC-1,DRAW-4,3.10,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7c25d14a4c4ae6bda5a329cfe0f1c5969928535c8ea61e5742ab078df82c941f
PRJ-HSP,PRJ-HSP-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,80d07b286a65311e71383565d779ea84a941ad57db80418ef10928d4bfa2cd72
PRJ-HSP,PRJ-HSP-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2aed20851716451928f7c2c3072cc40fa3b52001fcedeed471da99243458705f
PRJ-WTR,PRJ-WTR-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6db6e6962dbc7b95b587ecf5779a0de2d06acdfc497cab157355d775cd3afc23
PRJ-WTR,PRJ-WTR-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,05d369bc884162b6645d4859fbd8f70a62f50b8b1726d7ef0b4151bae5a4a75c
PRJ-WTR,PRJ-WTR-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a11b0b01f375e62e88792d26788cf9c8ae49c0d188f257b1f293ebbce17d5782
PRJ-WTR,PRJ-WTR-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e31c79f50acf26fb770aaa6e3d045ea9c41dbb00d767a48c686567d19e3c57ca
PRJ-WTR,PRJ-WTR-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ef5c42d758449f378484a697291b0b2fd654b99a14457e909e6d290c538724f
PRJ-WTR,PRJ-WTR-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75fe115ee6824e0aca6b2140aa29d24c3d5a8c7a9960119660469a24ed890711
PRJ-WTR,PRJ-WTR-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,93840bbd5f5e0b1003eb06b91ccfb03ad3426562e319e7b92100830cb8443d76
PRJ-WTR,PRJ-WTR-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f8ea4ea15dcd5ab0b23aad133b94b9a92eb628ffadba931c5e83f1f327671203
PRJ-WTR,PRJ-WTR-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f6c6bc3b2d0031a0a9ce4aafae5bd5999992d3d929f039a55e12fbaf0a73b74
PRJ-WTR,PRJ-WTR-SC-10,SPEC-1,DRAW-4,3.10,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,546504332b1f63f94b3138c9761069021a78f2e9bada49c72775771d767f0a99
PRJ-WTR,PRJ-WTR-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0f17a440cfbe7982220c847b3390d1bb1506a81f8e98873a2a416eb61d53260
PRJ-WTR,PRJ-WTR-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,051e37a38ed11901bbe2920748ceff38f670c951fa1b24fddb2cc35444d09911
PRJ-RAL,PRJ-RAL-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac4402b9df505e025ee94c7abd8d3b3095e164676508095979dae571e5d5411f
PRJ-RAL,PRJ-RAL-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ad02f17938afbcb7fd5e7fb5fa0d3b5ed87ba10eae971e1294338d9d39f45253
PRJ-RAL,PRJ-RAL-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3959284c9a466f4f013be161c04bd7a38c31328b36945f4281ce1abf13a09fbb
PRJ-RAL,PRJ-RAL-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c566335ea5f785caa2789984f5bf158eef02a46fae6b5a1d7ca63b1e4c021bda
PRJ-RAL,PRJ-RAL-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd14a6d941879e7d8e629f1065924608094f82271fb74b9e13c5682493324b4f
PRJ-RAL,PRJ-RAL-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,29787e2d8c24bd7d120b8d6f10e75bd077e3fcc71b4cc67a3c18f9f187787d91
PRJ-RAL,PRJ-RAL-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8f55303078fa5126bb9afb7dfd1ae7c61384161dcb538999ffdebe0fd448d184
PRJ-RAL,PRJ-RAL-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd99e99fea34b543fb73e0c00d185bf588e2bcc94decc9864113e17e66046863
PRJ-RAL,PRJ-RAL-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,42bd60a34a0b01d9cd51ccd90832ed3df29dbdb4dad71aca81676c7c68c9b8b7
PRJ-RAL,PRJ-RAL-SC-10,SPEC-1,DRAW-4,3.10,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31168133edc37ae82010851540e16a916c2cf26e0af3dd0b44d26c3fb8490746
PRJ-RAL,PRJ-RAL-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,23525047476a0dfb30afa30ffa81ca55d33e326e23a09109138a2958cc8510e5
PRJ-RAL,PRJ-RAL-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0860d827dca3325b8a6edd2c23a8e6e05361f2b1ffbd15d5c52abbcb29a3b1a6
PRJ-DCT,PRJ-DCT-SC-01,SPEC-2,DRAW-2,2.1,D-2-001,CIVIL,MATERIAL,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2fb8aac2ffc97d295986e69a0d0134a12ad703025d89bfd9ba3b60e83fc2ab09
PRJ-DCT,PRJ-DCT-SC-02,SPEC-3,DRAW-3,3.2,D-3-002,MEP,SEQUENCE,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b50fabe56323c5a86b9255b138dc3543da0dda8727268775c00a8528a4671781
PRJ-DCT,PRJ-DCT-SC-03,SPEC-4,DRAW-4,4.3,D-4-003,STRUCT,RESPONSIBILITY,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fe65d4270e8e67d447428c3f94c94157edb80fd06b9278ec43f0e54c01479a34
PRJ-DCT,PRJ-DCT-SC-04,SPEC-5,DRAW-5,5.4,D-5-004,ARCH,DIMENSION,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,67b25eaeecca1d39a336753fe53c982a43ac54550673f277227da30d30090d55
PRJ-DCT,PRJ-DCT-SC-05,SPEC-1,DRAW-6,6.5,D-6-005,CIVIL,MATERIAL,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,931496cc7e8a546f81c4bd7a309d9a5794cac1a1a20c6ee9a4da4e4c2745cbf3
PRJ-DCT,PRJ-DCT-SC-06,SPEC-2,DRAW-7,7.6,D-1-006,MEP,SEQUENCE,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,80cc09e20015815c9c807b9ee851bb3bbcdfe0aa6324367d01f1efb04d82b6ae
PRJ-DCT,PRJ-DCT-SC-07,SPEC-3,DRAW-1,8.7,D-2-007,STRUCT,RESPONSIBILITY,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d8549c7172c13d9bcdc0f183318a77d0a22afeaa41cdc9ad5f603b12729e929f
PRJ-DCT,PRJ-DCT-SC-08,SPEC-4,DRAW-2,1.8,D-3-008,ARCH,DIMENSION,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a309d60febdca2ae57fac9e0682e9d9faae73ca50e04f2ca888aa4a1eaf1bb2
PRJ-DCT,PRJ-DCT-SC-09,SPEC-5,DRAW-3,2.9,D-4-009,CIVIL,MATERIAL,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4fec8cfc554f0e76073d93af75b38ae4f6420a72e06c13a84136170395765cf7
PRJ-DCT,PRJ-DCT-SC-10,SPEC-1,DRAW-4,3.10,D-5-010,MEP,SEQUENCE,REJECTED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2c454ae278f1914d11680f0db3771738babd263d6ed2b196e53728a6626b1fbf
PRJ-DCT,PRJ-DCT-SC-11,SPEC-2,DRAW-5,4.11,D-6-011,STRUCT,RESPONSIBILITY,PENDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd2fc04da3c875fe0f7d2d11ea18935f0df499482ed3242ac12a849da3e75ac4
PRJ-DCT,PRJ-DCT-SC-12,SPEC-3,DRAW-6,5.12,D-1-012,ARCH,DIMENSION,CONFIRMED,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0e070cc087c1cc36f83e1fd21c214918b2747028125b8294ad076e0d589398c0
