project_id,period_id,status_day,baseline_finish_day,current_forecast_finish_day,required_finish_day,schedule_margin_days,p50_finish_day,p80_finish_day,p80_overrun_days,probability_finish_by_required_date,critical_path_activity_ids,schedule_compression_index,monte_carlo_iterations,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P05,219,279,286.167929,307,20.832071,286.501842,289.146676,0.0,1.0,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A07|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.957887,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c4cab437884dd2bf2ef3bb515c7cca63560628490b94e62f6fe9af473ee99245
PRJ-HWY,P06,263,279,292.14412,307,14.85588,292.158467,293.442914,0.0,1.0,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.953128,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2a13f21f989ce3c5c48c4df56af9559a68d2d634f6db9d1f84a8e5d9fd7158f7
PRJ-HSP,P01,49,312,340.608609,343,2.391391,344.242386,353.377509,10.377509,0.4544,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.884772,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,15641e36e03fd07e00aa86adaa2d5b626e7ce5674154f90e70b5f64c818116bf
PRJ-HSP,P02,98,312,342.39509,343,0.60491,345.368145,353.77225,10.77225,0.4008,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.884281,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1db7ba01ee91fbefabdd9386b8fbb253574d9e748eb649a4065ca2a407aa2df1
PRJ-HSP,P03,147,312,341.308608,343,1.691392,343.184435,350.425188,7.425188,0.492,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.88225,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8ca9c392c88b9be68055091c7a9b7876a1fdbe1fdd5af4d1f83fd000b09282c7
PRJ-HSP,P04,196,312,340.179397,343,2.820603,342.585871,347.83974,4.83974,0.5236,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.887533,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,398e2862eb194a69b06e802fdb20727fa6804b4ea6baee75f3da8ee8a6d72c89
PRJ-HSP,P05,245,312,351.553741,343,-8.553741,352.36834,356.259181,13.259181,0.014,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.882956,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1459fe2bd51326f48bbe459cc6c556dab4504129a944db2919f2c4c157a3aa08
PRJ-HSP,P06,294,312,351.529771,343,-8.529771,351.888825,353.612448,10.612448,0.0,PRJ-HSP-A01|PRJ-HSP-A03|PRJ-HSP-A04|PRJ-HSP-A05|PRJ-HSP-A06|PRJ-HSP-A08|PRJ-HSP-A09|PRJ-HSP-A10|PRJ-HSP-A11|PRJ-HSP-A12,0.880594,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,86a339923b0a8d9839a81456003f9b4f707817dddc7ac02b3941afe8878a0dda
PRJ-WTR,P01,37,236,227.790779,260,32.209221,229.807333,235.231482,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.021067,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f055477c55d6d393bdd4b4775b467cea2f359f7ca5c4bcbe84de7ae7ed01b639
PRJ-WTR,P02,74,236,231.47034,260,28.52966,232.193764,237.488187,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.018478,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0562ba9ea5030c7e2fcb2e5834b4199a28ff30b3f1f70b2a2d1be035bc2217e2
PRJ-WTR,P03,111,236,232.569648,260,27.430352,232.771407,236.993696,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.0165,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,974d6c45f0f352a52d63851040c3a9fc6c25cb5488a74a523d754a9ef219611d
PRJ-WTR,P04,149,236,231.261018,260,28.738982,232.30724,235.734462,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.025271,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b57f88f347e331bc739943fc2195a14b57bf310018fad98ea55c1931b12f825c
PRJ-WTR,P05,186,236,238.020056,260,21.979944,238.128252,240.340691,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.015583,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ae453d6a070ace484781c9ebb4ae1e60fbf633665e2c9ed16b239c0b0331f32
PRJ-WTR,P06,223,236,235.453469,260,24.546531,235.348004,236.212781,0.0,1.0,PRJ-WTR-A01|PRJ-WTR-A02|PRJ-WTR-A03|PRJ-WTR-A04|PRJ-WTR-A05|PRJ-WTR-A06|PRJ-WTR-A08|PRJ-WTR-A09|PRJ-WTR-A10|PRJ-WTR-A11|PRJ-WTR-A12,1.002254,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ffd12c72e13de63d4b5f1ffa1ccd1ecca24910dafa2d9aa6c64e9ea0858bd79
PRJ-RAL,P01,45,285,301.112779,314,12.887221,305.142261,313.579066,0.0,0.814,PRJ-RAL-A01|PRJ-RAL-A02|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.926062,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76df3e3ff23497d1ec45cd372293c97da46cfff9affc309478849a9173023557
PRJ-RAL,P02,90,285,301.198834,314,12.801166,304.788271,311.774762,0.0,0.8568,PRJ-RAL-A01|PRJ-RAL-A02|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.925164,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,32ea6266cae5e541ec396a062331fb44225dafa98060f431f868b0d9aec8ab01
PRJ-RAL,P03,135,285,298.604471,314,15.395529,300.41061,306.916303,0.0,0.97,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.92317,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,200372ddc1322c178ffd32afb50af62f9ab50d640a289407949b346cead85f00
PRJ-RAL,P04,179,285,301.417781,314,12.582219,303.670782,308.701653,0.0,0.9656,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.929407,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ac39fcfd3c13326a5e803dd3bfe23a0f4054b6bc9cad983f95871ed42124e04
PRJ-RAL,P05,224,285,302.021111,314,11.978889,303.150481,306.531864,0.0,0.9956,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.924233,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f809d05280a3cd54b1d9a760987c6dc5a2c100653b6cac85b7613fce7c0d3ac7
PRJ-RAL,P06,269,285,308.359724,314,5.640276,308.610611,309.929561,0.0,1.0,PRJ-RAL-A01|PRJ-RAL-A03|PRJ-RAL-A04|PRJ-RAL-A05|PRJ-RAL-A06|PRJ-RAL-A08|PRJ-RAL-A09|PRJ-RAL-A10|PRJ-RAL-A11|PRJ-RAL-A12,0.920348,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2faf4c1c92775594a5e69cdf918db85501ef20a2cf4f017e6fced33fd35853ad
PRJ-DCT,P01,38,243,241.367978,267,25.632022,243.600643,249.852773,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A02|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.98986,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e66e644bf686da7fdc502d26e5e3e34e881e825f7d3836961a19d18e97a34df5
PRJ-DCT,P02,76,243,244.399421,267,22.600579,245.814571,251.602325,0.0,0.9984,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.988826,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e699f4db7a70e080ef72f175c55e051aa8a57808f72a5bc1881a6f82a3ca9e66
PRJ-DCT,P03,114,243,244.575069,267,22.424931,245.532847,250.589195,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.986898,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a5286d531cafeb49fa73bf94f12482c1f32eff6abdd6dc1d859ac42e048f41fe
PRJ-DCT,P04,153,243,247.291481,267,19.708519,248.461401,252.370113,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A08|PRJ-DCT-A09|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.993248,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ccb56d68c4eb3447a3b93482c582fe8b0267e0451d1a42616036bf97174fc25e
PRJ-DCT,P05,191,243,247.295785,267,19.704215,247.566714,250.118385,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A03|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A07|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.984851,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e31b47882b455d38adbc6caaa21e51e38f1cdc82dc8d298967a3449d597dd196
PRJ-DCT,P06,229,243,245.591527,267,21.408473,245.464706,246.551368,0.0,1.0,PRJ-DCT-A01|PRJ-DCT-A02|PRJ-DCT-A04|PRJ-DCT-A05|PRJ-DCT-A06|PRJ-DCT-A07|PRJ-DCT-A10|PRJ-DCT-A11|PRJ-DCT-A12,0.972134,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,de86b1acbd19b03a1bb4bceed14c7978ff5016b73aa458845e287ef9011fb79a
