project_id,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-A04,PRJ-HWY-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb98cff5cd2117d6cb54540112fbc3b1520dfc76d0cee7bb3ea3e72d4440affe
PRJ-HWY,PRJ-HWY-A05,PRJ-HWY-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b68b0e95f3bd0f40cde93bb18cbaeb16d006cf93293c1e826591400432416017
PRJ-HWY,PRJ-HWY-A06,PRJ-HWY-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6931955b5f0749e4f140267fc7b1505a3305fbc45b4bcd69b4a1cbc3a59b67ad
PRJ-HWY,PRJ-HWY-A06,PRJ-HWY-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d2f2bf121972244168a414a966aadfc48dd987165e5f07d43bd7f5b31440f58
PRJ-HWY,PRJ-HWY-A07,PRJ-HWY-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f5ac13b202727cb58060b00c0818966c30713b9c142153c3109da711b4fd1212
PRJ-HWY,PRJ-HWY-A08,PRJ-HWY-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d689ef9810880a8434fc781e62d516ef9e0d2b96ddaa39a7e5ca3aefc051bdd
PRJ-HWY,PRJ-HWY-A09,PRJ-HWY-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4eb8bdc260bbe762329f25bd01c0ec82a59b19778e21ca3d6583f8d223b58866
PRJ-HWY,PRJ-HWY-A10,PRJ-HWY-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4406611daea99c5b49b9359e5219416bfacae88a07522c412244c67d0cf35c09
PRJ-HWY,PRJ-HWY-A11,PRJ-HWY-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f7d09994a1a39882c528dee780fb853e480b70f4489ce54987d7d3167a33d42
PRJ-HSP,PRJ-HSP-A01,PRJ-HSP-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bbeda33ab4ce274eb57a827c4eff0bca77fb16a5a642f15489bc6a44d8b75917
PRJ-HSP,PRJ-HSP-A01,PRJ-HSP-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e83e393fb2015ce6c96cbbd33782402f3b4084cbb203189e2b771516af32ac7
PRJ-HSP,PRJ-HSP-A02,PRJ-HSP-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a46f518afd82714650d195d362472854376450e6973a8f05a67cfc004ff24160
PRJ-HSP,PRJ-HSP-A03,PRJ-HSP-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cc973fa69676e5e87d69d1b13f1396b6c55708066df45d11cf815b02db8174c0
PRJ-HSP,PRJ-HSP-A04,PRJ-HSP-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f40e4f278dcccd5134cff8c4e30794119889b06bd4605d2a69b4b9ee9237474f
PRJ-HSP,PRJ-HSP-A05,PRJ-HSP-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c45797db20b5d020ce452c0bbfb7b738fec3ec17d82551622e57a0f12996d4e
PRJ-HSP,PRJ-HSP-A06,PRJ-HSP-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd7afb5ba8a4b1e6453bd0b856a9bcdaebfd47dde1ee5af39d6ed896cb4b76f0
PRJ-HSP,PRJ-HSP-A06,PRJ-HSP-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10f0af2d63db87a34dbf51e3b89c3b13f47d8cfcfa89aa7cabc274adfc2a1553
PRJ-HSP,PRJ-HSP-A07,PRJ-HSP-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eadb4cc3e115c355db74ef8206be34efbd7364608f55b718ec428f9af807a0a6
PRJ-HSP,PRJ-HSP-A08,PRJ-HSP-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0e26206eed7525ef68050bdca3cf8fe2bb5348fef4ab722406dba8a67fa0da61
PRJ-HSP,PRJ-HSP-A09,PRJ-HSP-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c6398112685bad65873968d736e866cfc4a4fc25c386ad69938e408d260f6bf1
PRJ-HSP,PRJ-HSP-A10,PRJ-HSP-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e60c5720990fec651e13baf525164762695c5433f42504b46e72622ce8b77c0a
PRJ-HSP,PRJ-HSP-A11,PRJ-HSP-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d0325a84807e01a3bf40aea73101eb8e714840cb48c6ca22277747e852bc60f3
PRJ-WTR,PRJ-WTR-A01,PRJ-WTR-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,500b79925c413ae02c0a300e69cd4af1d844485d6ca92febb580b798e6eeded4
PRJ-WTR,PRJ-WTR-A01,PRJ-WTR-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7577fd8dcfde5cb44f79bf236f452824703349c751742aec637acad0e80d4055
PRJ-WTR,PRJ-WTR-A02,PRJ-WTR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d9907d753476672d454b4ecbe952eb3b01f30ea706b7abed4c17d49a4b8efd9
PRJ-WTR,PRJ-WTR-A03,PRJ-WTR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,444a2af24d4c59045eea5d8c83bd8bbb1b6808d65a0ebcce73d1838d52956182
PRJ-WTR,PRJ-WTR-A04,PRJ-WTR-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec1a0d0358c716f7c061538febaddb498cbc6ba31ab633c82b1b0c6c016b0a4c
PRJ-WTR,PRJ-WTR-A05,PRJ-WTR-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ba275af77687468f90852759fbc2121fc9553e427f7d5b8c2cc545724d2e847
PRJ-WTR,PRJ-WTR-A06,PRJ-WTR-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48840a572e5569df343939c49e9576c1ae801d9d36024f7c661335e1eff517b1
PRJ-WTR,PRJ-WTR-A06,PRJ-WTR-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a14b5465b6b15e2043da79d570c1d58e5a0b3bc0ba40b83f29b72f428da39945
PRJ-WTR,PRJ-WTR-A07,PRJ-WTR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,14fe45757530f810c89bb4a5e69fe2bcd9a56fb708a4cd523de0ab81691cebbe
PRJ-WTR,PRJ-WTR-A08,PRJ-WTR-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d08adf1dc92b603bd3e54e42d7d36db775efa487964f7df50f1365f51b4cbac
PRJ-WTR,PRJ-WTR-A09,PRJ-WTR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c0383a6461ea39651de1029601f16e16a0bf9335a4c66523a4a073e7066c2a5d
PRJ-WTR,PRJ-WTR-A10,PRJ-WTR-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c7f3c64e4e81f523bb82e6d616fa9522f26fee5a1c7524f5daefea6ec913788
PRJ-WTR,PRJ-WTR-A11,PRJ-WTR-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5a9d8cbc951936e2ea95a2490c1c085000adf2bf5e8e8d21ee7d322b235f7701
PRJ-RAL,PRJ-RAL-A01,PRJ-RAL-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e539960eb6c365f89b341df82b609e5deecab3363f3047d315f23e3206a46f84
PRJ-RAL,PRJ-RAL-A01,PRJ-RAL-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fbf47532430f9c26b6e388386b77706a5328fdc636752b4c2625a4abc1c0175f
PRJ-RAL,PRJ-RAL-A02,PRJ-RAL-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,21e07601c6140e928c4dacb5606ecbe17f193f82f000991984096ebc338c923b
PRJ-RAL,PRJ-RAL-A03,PRJ-RAL-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ab7855ae7db640fd308cf234222d4200cde9e2b3e3ec0e2c462f393c54deb8dc
PRJ-RAL,PRJ-RAL-A04,PRJ-RAL-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,36b7f088c2f7812822f862506b3870ebfceeec999ea5427d49165d46784c0e55
PRJ-RAL,PRJ-RAL-A05,PRJ-RAL-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a1cc9f39839af90424da08109bc8a6ccfd9ea4570933a779fa95bc8356bfcc19
PRJ-RAL,PRJ-RAL-A06,PRJ-RAL-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,354d1baad81d533035b5dbd1e6c26597904e1b1007aebbcb2dffaca46c792800
PRJ-RAL,PRJ-RAL-A06,PRJ-RAL-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4bca338168e158118bb5d274c7eec4d7f408460cf348c70572c2bf390d5f939c
PRJ-RAL,PRJ-RAL-A07,PRJ-RAL-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7df5c7d4a14508fddf105b5fdbd05cc9dfccc971e30fd582e44fd3303cd0106
PRJ-RAL,PRJ-RAL-A08,PRJ-RAL-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,79b29449491832bd7a259691d35616bf052df30bcb53acd1269e1071f6fcf897
PRJ-RAL,PRJ-RAL-A09,PRJ-RAL-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8815b887687bdf99f74c8661b443b5c06a2d1551aaa27f3a2acdf9756152a6fd
PRJ-RAL,PRJ-RAL-A10,PRJ-RAL-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10ce83a64478b6d0920497bee57e11160b2f257ff40abffdc584442029db3b00
PRJ-RAL,PRJ-RAL-A11,PRJ-RAL-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6d03a34ddeec4a9968ce43aaf37be27fb3e5a1df6d6d2ad0cf17e5e1ffbd9b1c
PRJ-DCT,PRJ-DCT-A01,PRJ-DCT-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d78dd5b155bf3a534b453238f2b0c480b7f91a07d8aacf4ee8dda20d43980e9f
PRJ-DCT,PRJ-DCT-A01,PRJ-DCT-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,deb8aef0ef84e3a773988b0dc18ac220c18eb41f43b50e96adfbc8049acd734d
PRJ-DCT,PRJ-DCT-A02,PRJ-DCT-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,894ecda48dbaebe3e632606eb5f799479338ab822f3471ac5eeb48da29d9f25b
PRJ-DCT,PRJ-DCT-A03,PRJ-DCT-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8de018ed4aec9b5afe18c0b77005931120333b227f173da1b0556a1d92dcd55e
PRJ-DCT,PRJ-DCT-A04,PRJ-DCT-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35203d7de4aeb08d5e054d71c35ea4a219787d525b80acbcfcd626fffffdda28
PRJ-DCT,PRJ-DCT-A05,PRJ-DCT-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,808974a62797a7dc8708373e3c32017df51e6c606a7cce41bf62c9b0c826b32c
PRJ-DCT,PRJ-DCT-A06,PRJ-DCT-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a137e9ef03022d0b686c5e623f7ceab5b3e850b7258510ec45bb1dd6aec63b49
PRJ-DCT,PRJ-DCT-A06,PRJ-DCT-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c4dc92b2cf5e4d77f66dd066b4218ca656e0e6cb454943c49d588b8141c288a8
PRJ-DCT,PRJ-DCT-A07,PRJ-DCT-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b0dd52d2a18f39ed526c17b1004b6160dadb2ae23d9dc3bc331774c8cb4d0d4c
PRJ-DCT,PRJ-DCT-A08,PRJ-DCT-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,665f562b3f2d721d6f526f6c9893b6a240689338dc79ee48bac565be83da8f8c
PRJ-DCT,PRJ-DCT-A09,PRJ-DCT-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d770c6949de568251b352032387180cf4ee141d21228c3431dc006c95f5c4ec
PRJ-DCT,PRJ-DCT-A10,PRJ-DCT-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,186ccc2a94fd8ac87a87426caef48b588f5ce1482e858c3e304432df0328bd8b
PRJ-DCT,PRJ-DCT-A11,PRJ-DCT-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94046da8c62b6727a3b583ddb7c66cfef2c23023f38b42060f2d01f7ec659333
