project_id,weather_event_id,event_day,weather_type,threshold_exceedance_index,normal_allowance_days,lost_work_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-WTR,PRJ-WTR-WX-11,250,SNOW_ICE,0.494087,0.5,0.99,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,69360169a2d9987ea719e2a564e1c549c145e1da4be21f3b23172a1389dbe9d2
PRJ-WTR,PRJ-WTR-WX-12,90,HEAVY_RAIN,0.858642,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,303b6a4082c1776e305c27af86820add17560df5abb3b455a49e8d14f84d06b4
PRJ-RAL,PRJ-RAL-WX-01,140,HIGH_WIND,1.517747,0.5,2.43,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dfd9fdc7335639e728d5a048a97b02657f726154677f259db6cf4ac0046b32f7
PRJ-RAL,PRJ-RAL-WX-02,184,EXTREME_HEAT,0.361825,0.5,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a10a52c36516fd788ed58198ea464d60611df9f40531775d8737c29663dd3d29
PRJ-RAL,PRJ-RAL-WX-03,32,SNOW_ICE,0.641897,0.5,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1a4037df3a8466267a90f6bcdac29ead8f91170e35a8750ec3f8c9a9a2dbb8b
PRJ-RAL,PRJ-RAL-WX-04,311,HEAVY_RAIN,1.270989,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,795fdbc1e38ef1d6612a521cf43a02bf68dc7f7ebffaf50227904e4f36fb0dd5
PRJ-RAL,PRJ-RAL-WX-05,256,HIGH_WIND,0.752253,0.5,1.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bee637d77a23b0a41ba6a5d33b4bbc5dc9b9d487a837530e44974fded3ecacbc
PRJ-RAL,PRJ-RAL-WX-06,267,EXTREME_HEAT,0.337705,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bbf8c1d4b16290b1b93a84f4e71256f79e34adaace15715fe8fe9fab81ef5115
PRJ-RAL,PRJ-RAL-WX-07,307,SNOW_ICE,0.991886,0.5,1.59,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e017cde3d0801fd4a13cf5c4d2dd4f4d09dc5e75713c576aaa992fe1583c36ff
PRJ-RAL,PRJ-RAL-WX-08,288,HEAVY_RAIN,0.454637,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,041017466913e477aaded93771493f1c3ed9a4d21acaa1994e41ba7dd80891e8
PRJ-RAL,PRJ-RAL-WX-09,204,HIGH_WIND,1.04459,0.5,1.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b66e59a83d96ea6d54cbbc13f9a4ad0bc0c6cf8d34a5530ba4b5e70a1208a1e5
PRJ-RAL,PRJ-RAL-WX-10,230,EXTREME_HEAT,1.266526,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6fe367553d05e96104ede1b1c72f6116c5e83b3118d83af23f6b1e347a90f79c
PRJ-RAL,PRJ-RAL-WX-11,69,SNOW_ICE,1.191573,0.5,2.38,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,809373aaf2e731d9c852fb78c1179e4ee2646f3c6db1d6fc2497fde8240aafb5
PRJ-RAL,PRJ-RAL-WX-12,36,HEAVY_RAIN,0.756175,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0864ef496877ca95c5704d160e34a10b84d4cee1d1f56d380057597e528a323c
PRJ-DCT,PRJ-DCT-WX-01,75,HIGH_WIND,0.571041,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ad5c7d60b8f66a818acd016ab61c3ae7083e909dd098f93160ba846266c5d9c6
PRJ-DCT,PRJ-DCT-WX-02,244,EXTREME_HEAT,1.505705,0.5,3.01,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bca77a9bd8bf448b33be8c1a62f9e6f8ad80daf8845732869486d112a5b9d9aa
PRJ-DCT,PRJ-DCT-WX-03,98,SNOW_ICE,1.174168,0.5,1.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f4c2cbf787d513b0011f6edf5045cd3013944f11975b86f2dc72017233124605
PRJ-DCT,PRJ-DCT-WX-04,50,HEAVY_RAIN,1.110677,0.5,1.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd930990c7254120c231f6e9811beebf830d25bc7207bd2236309f59fac5c8c5
PRJ-DCT,PRJ-DCT-WX-05,85,HIGH_WIND,0.983697,0.5,1.97,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,475c875e237414245795414184ea65d48a4ffba9d3d2ca98dfac21161f2eedbd
PRJ-DCT,PRJ-DCT-WX-06,266,EXTREME_HEAT,0.551103,0.5,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0da93ebbfd2ecff499260e878153a423d316a8845b0868d3d19a1e178c2410a1
PRJ-DCT,PRJ-DCT-WX-07,42,SNOW_ICE,0.835638,0.5,1.34,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3eaa105c0a81281296f44fa3485a30ab48797ef50009019f3edab1320eb11770
PRJ-DCT,PRJ-DCT-WX-08,76,HEAVY_RAIN,0.819585,0.5,1.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cf8db5d96beafd0d049554273cb0112cd4d03e073018cd3f0a33685f934f5cbe
PRJ-DCT,PRJ-DCT-WX-09,202,HIGH_WIND,0.339512,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e1362706431c83fd00634966d4f57027f9a76ce16aa6e7de6b1ca4f185d2a493
PRJ-DCT,PRJ-DCT-WX-10,30,EXTREME_HEAT,0.645142,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7c161c6285694e7e762fb4176821a60f46f6c0bbef2a17cc6e954481dc0d7c52
PRJ-DCT,PRJ-DCT-WX-11,174,SNOW_ICE,0.680004,0.5,1.36,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3734bac35f9bd0b5323250333dc77537c6ecd1776348217b609fe31caf6b44bc
PRJ-DCT,PRJ-DCT-WX-12,146,HEAVY_RAIN,1.496999,0.5,1.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30b02c30b9881668ecfede95b12ff1e0c8fc114c2736751c99d179b7d80adadc
