project_id,agent_id,agent_type,base_capacity_units,base_lead_time_steps,reliability,decision_rule_id,network_group,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-WTR,PRJ-WTR-SUP-07,SUPPLIER,8,4,0.86,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,25754b35f31aa09ae98a79283222bbc82845fad58b095304fce476fa280083cf
PRJ-WTR,PRJ-WTR-SUP-08,SUPPLIER,10,5,0.88,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,50fb44755a80aca6ca9e92f22ab9dac3c5ba7e5f77fd902fa7996f934a994b3a
PRJ-RAL,PRJ-RAL-SUP-01,SUPPLIER,8,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,32ac45d5d62affda8d4762b7d3f6ae36f781ee275e5925f30c7e4b15b9f88ba0
PRJ-RAL,PRJ-RAL-SUP-02,SUPPLIER,10,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a094a3d4134e46e4a2b16255e232d25920df4719b1f7010c5dc1c88a2233fd2e
PRJ-RAL,PRJ-RAL-SUP-03,SUPPLIER,12,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17cf42b058bec69f5d00cd003dd6cb31e49f06cfd3629757d16ca532c302d208
PRJ-RAL,PRJ-RAL-SUP-04,SUPPLIER,8,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,58bfef615c8c8985908674d7fafbed196718092ca7d792efd9c18e6cefc23c09
PRJ-RAL,PRJ-RAL-SUP-05,SUPPLIER,10,2,0.808,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e08bda3a517a91e38a1691440b943d2b3934bc4de9786c9efe8f52e6c4c38be4
PRJ-RAL,PRJ-RAL-SUP-06,SUPPLIER,12,3,0.828,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ef01a4adfeef8d7a67c84bc0b64fddae13b8c5c1401d88d97088e5c01857d78c
PRJ-RAL,PRJ-RAL-SUP-07,SUPPLIER,8,4,0.848,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4efdfc0122e692325048fa7a04f1dc111613b96e8720fb4affa3734b53af6d40
PRJ-RAL,PRJ-RAL-SUP-08,SUPPLIER,10,5,0.868,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a9d548922a01e72a6989a52f3acb34d09a7f1abf5c56a638d70a36de7fc2617
PRJ-DCT,PRJ-DCT-SUP-01,SUPPLIER,8,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9dd50df7aacd5e14f04c2141fbb19bfc401fe02c6bc75670affc0eead486beb9
PRJ-DCT,PRJ-DCT-SUP-02,SUPPLIER,10,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a293df26d4e4af2cdb3cd3fa9974bd2290b12efbc95493498e4dc7f7a1cb5f3c
PRJ-DCT,PRJ-DCT-SUP-03,SUPPLIER,12,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,981f608f07b0024f5aaab4bb55170dac5fc020f7b712796ec025721559146210
PRJ-DCT,PRJ-DCT-SUP-04,SUPPLIER,8,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5c8457138ecd697e5e3c1edc964836868db047cf1804bb95a93eec607b128d03
PRJ-DCT,PRJ-DCT-SUP-05,SUPPLIER,10,2,0.8185,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b109ed000bde9eab61b73d77c8b5620895a608d7e8951710cee23326d5e66f12
PRJ-DCT,PRJ-DCT-SUP-06,SUPPLIER,12,3,0.8385,RESTOCK_AND_PRIORITIZE_CRITICAL,G3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,37305708285dd449ce5d3f0c37e32bdf1dbcd0260a5733981e6ab710aa258efb
PRJ-DCT,PRJ-DCT-SUP-07,SUPPLIER,8,4,0.8585,RESTOCK_AND_PRIORITIZE_CRITICAL,G1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,917211a59bb5370d337e00d92093c9fbf514b43ca1367b221c89f2e5737d0fc5
PRJ-DCT,PRJ-DCT-SUP-08,SUPPLIER,10,5,0.8785,RESTOCK_AND_PRIORITIZE_CRITICAL,G2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,855183521d5674213aa8090ea876d168a42e7af44fca8fa4f29bf2c0151eb74a
