project_id,period_id,seed_node_id,propagation_steps,total_propagated_rework,impacted_node_count,cumulative_impact_vector,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,P06,PRJ-HSP-DSM-02,3,1.085783,5,"{""PRJ-HSP-DSM-01"": 0.0, ""PRJ-HSP-DSM-02"": 1.9, ""PRJ-HSP-DSM-03"": 0.090406, ""PRJ-HSP-DSM-04"": 0.023839, ""PRJ-HSP-DSM-05"": 0.652511, ""PRJ-HSP-DSM-06"": 0.232323, ""PRJ-HSP-DSM-07"": 0.086704, ""PRJ-HSP-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5696550471c4ca865280770090c20e1196850d4f391b27270e1ed1754c18ab00
PRJ-WTR,P01,PRJ-WTR-DSM-01,3,0.648358,4,"{""PRJ-WTR-DSM-01"": 1.15, ""PRJ-WTR-DSM-02"": 0.246857, ""PRJ-WTR-DSM-03"": 0.241545, ""PRJ-WTR-DSM-04"": 0.04839, ""PRJ-WTR-DSM-05"": 0.088153, ""PRJ-WTR-DSM-06"": 0.023412, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d2537921171b037c2d8aae6f1eff1ec90f23c1b6dfdd64f75bef6cabbd9a6c75
PRJ-WTR,P02,PRJ-WTR-DSM-02,3,0.630832,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 1.3, ""PRJ-WTR-DSM-03"": 0.047935, ""PRJ-WTR-DSM-04"": 0.009979, ""PRJ-WTR-DSM-05"": 0.400146, ""PRJ-WTR-DSM-06"": 0.123294, ""PRJ-WTR-DSM-07"": 0.049478, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0998b62513494e41b60106af49e2727e3f41049212cfd4fc96900aba941b828b
PRJ-WTR,P03,PRJ-WTR-DSM-03,3,0.41026,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 0.0, ""PRJ-WTR-DSM-03"": 1.459094, ""PRJ-WTR-DSM-04"": 0.301863, ""PRJ-WTR-DSM-05"": 0.075913, ""PRJ-WTR-DSM-06"": 0.02339, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,db753fbbbe3ed480df9e96595ab4388e5c247dfe03c2729d99cd985935ecf53f
PRJ-WTR,P04,PRJ-WTR-DSM-04,3,0.634335,3,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 0.0, ""PRJ-WTR-DSM-03"": 0.048201, ""PRJ-WTR-DSM-04"": 1.610035, ""PRJ-WTR-DSM-05"": 0.402368, ""PRJ-WTR-DSM-06"": 0.123979, ""PRJ-WTR-DSM-07"": 0.049753, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d6822e4def5a7035d657fc2d894ee0018b35f254d7f028436d86e2190da04083
PRJ-WTR,P05,PRJ-WTR-DSM-01,3,0.986632,5,"{""PRJ-WTR-DSM-01"": 1.75, ""PRJ-WTR-DSM-02"": 0.375653, ""PRJ-WTR-DSM-03"": 0.367568, ""PRJ-WTR-DSM-04"": 0.073637, ""PRJ-WTR-DSM-05"": 0.134146, ""PRJ-WTR-DSM-06"": 0.035628, ""PRJ-WTR-DSM-07"": 0.0, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1435e9c937d2cc44b2f26d8cf2d84f52e5dc560954c9f90d77c52520ae7e8f69
PRJ-WTR,P06,PRJ-WTR-DSM-02,3,0.921986,5,"{""PRJ-WTR-DSM-01"": 0.0, ""PRJ-WTR-DSM-02"": 1.9, ""PRJ-WTR-DSM-03"": 0.070059, ""PRJ-WTR-DSM-04"": 0.014585, ""PRJ-WTR-DSM-05"": 0.584829, ""PRJ-WTR-DSM-06"": 0.180199, ""PRJ-WTR-DSM-07"": 0.072314, ""PRJ-WTR-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,864db3acbd029a7ba7c1838ba44441602b15e3371af8f96f060198758b5e8640
PRJ-RAL,P01,PRJ-RAL-DSM-01,3,0.690281,5,"{""PRJ-RAL-DSM-01"": 1.15, ""PRJ-RAL-DSM-02"": 0.278192, ""PRJ-RAL-DSM-03"": 0.232298, ""PRJ-RAL-DSM-04"": 0.062683, ""PRJ-RAL-DSM-05"": 0.0871, ""PRJ-RAL-DSM-06"": 0.030009, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d0a65b189102c4cbed1c638c506028a9600bf8d10e325a2adf390728c0a46ae
PRJ-RAL,P02,PRJ-RAL-DSM-02,3,0.594763,4,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 1.3, ""PRJ-RAL-DSM-03"": 0.048972, ""PRJ-RAL-DSM-04"": 0.013839, ""PRJ-RAL-DSM-05"": 0.336574, ""PRJ-RAL-DSM-06"": 0.140232, ""PRJ-RAL-DSM-07"": 0.055147, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e090ef4d2a33d22d5b79573aa2c4f3e05e851a7a9288ce8b841e998b98236d0
PRJ-RAL,P03,PRJ-RAL-DSM-03,3,0.563697,3,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 0.0, ""PRJ-RAL-DSM-03"": 1.464339, ""PRJ-RAL-DSM-04"": 0.40975, ""PRJ-RAL-DSM-05"": 0.098548, ""PRJ-RAL-DSM-06"": 0.04106, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c08053736822d91d254ff6b0ba2ef3b566463ae69ff021505ad3de27597311aa
PRJ-RAL,P04,PRJ-RAL-DSM-04,3,0.680009,5,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 0.0, ""PRJ-RAL-DSM-03"": 0.055991, ""PRJ-RAL-DSM-04"": 1.615822, ""PRJ-RAL-DSM-05"": 0.384814, ""PRJ-RAL-DSM-06"": 0.160331, ""PRJ-RAL-DSM-07"": 0.063051, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,529a6d760b8b6bc5edf374a7c07582c1e4459262c655e73e17fb8c86d7db0245
PRJ-RAL,P05,PRJ-RAL-DSM-01,3,1.050428,5,"{""PRJ-RAL-DSM-01"": 1.75, ""PRJ-RAL-DSM-02"": 0.423335, ""PRJ-RAL-DSM-03"": 0.353496, ""PRJ-RAL-DSM-04"": 0.095387, ""PRJ-RAL-DSM-05"": 0.132544, ""PRJ-RAL-DSM-06"": 0.045665, ""PRJ-RAL-DSM-07"": 0.0, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb6add6e76ce7ab73a6ec0e598bb90150ff581fb3e6869a433b70ee15663f98a
PRJ-RAL,P06,PRJ-RAL-DSM-02,3,0.86927,5,"{""PRJ-RAL-DSM-01"": 0.0, ""PRJ-RAL-DSM-02"": 1.9, ""PRJ-RAL-DSM-03"": 0.071574, ""PRJ-RAL-DSM-04"": 0.020226, ""PRJ-RAL-DSM-05"": 0.491916, ""PRJ-RAL-DSM-06"": 0.204954, ""PRJ-RAL-DSM-07"": 0.0806, ""PRJ-RAL-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2349e5cd57604d518b413202ee65f5472f463a71fb7161709658a064729f080f
PRJ-DCT,P01,PRJ-DCT-DSM-01,3,0.72556,5,"{""PRJ-DCT-DSM-01"": 1.15, ""PRJ-DCT-DSM-02"": 0.263237, ""PRJ-DCT-DSM-03"": 0.259977, ""PRJ-DCT-DSM-04"": 0.072853, ""PRJ-DCT-DSM-05"": 0.101392, ""PRJ-DCT-DSM-06"": 0.0281, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,52ca686b007c859f73620488601413f12ed009d46b0cdc565ebb179faa541065
PRJ-DCT,P02,PRJ-DCT-DSM-02,3,0.643383,4,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 1.3, ""PRJ-DCT-DSM-03"": 0.03438, ""PRJ-DCT-DSM-04"": 0.009899, ""PRJ-DCT-DSM-05"": 0.401065, ""PRJ-DCT-DSM-06"": 0.138771, ""PRJ-DCT-DSM-07"": 0.059268, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0aefbb33445a9fe325cc94ad0b30a1b8797deb66565d139aaf25ddc2e2a5b08c
PRJ-DCT,P03,PRJ-DCT-DSM-03,3,0.583096,3,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 0.0, ""PRJ-DCT-DSM-03"": 1.459914, ""PRJ-DCT-DSM-04"": 0.417512, ""PRJ-DCT-DSM-05"": 0.115653, ""PRJ-DCT-DSM-06"": 0.040017, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,33c64d2aaf0eb81fd3777ce575c9c58212bd30fa81d59e9a8c071724bb30668b
PRJ-DCT,P04,PRJ-DCT-DSM-04,3,0.71099,4,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 0.0, ""PRJ-DCT-DSM-03"": 0.037992, ""PRJ-DCT-DSM-04"": 1.61094, ""PRJ-DCT-DSM-05"": 0.443209, ""PRJ-DCT-DSM-06"": 0.153354, ""PRJ-DCT-DSM-07"": 0.065495, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,738ec96cb4d2ffaff2d1af26a61b6c90ef7f0dba2ac6ef9842e16b1e17a2e185
PRJ-DCT,P05,PRJ-DCT-DSM-01,3,1.104113,5,"{""PRJ-DCT-DSM-01"": 1.75, ""PRJ-DCT-DSM-02"": 0.400578, ""PRJ-DCT-DSM-03"": 0.395618, ""PRJ-DCT-DSM-04"": 0.110864, ""PRJ-DCT-DSM-05"": 0.154293, ""PRJ-DCT-DSM-06"": 0.042761, ""PRJ-DCT-DSM-07"": 0.0, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62ef7543adf7518dd9148bb280cd7d6fee51e9284246ab7fb6d4a50c687681dd
PRJ-DCT,P06,PRJ-DCT-DSM-02,3,0.94033,5,"{""PRJ-DCT-DSM-01"": 0.0, ""PRJ-DCT-DSM-02"": 1.9, ""PRJ-DCT-DSM-03"": 0.050247, ""PRJ-DCT-DSM-04"": 0.014468, ""PRJ-DCT-DSM-05"": 0.586172, ""PRJ-DCT-DSM-06"": 0.20282, ""PRJ-DCT-DSM-07"": 0.086622, ""PRJ-DCT-DSM-08"": 0.0}",SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,12f904ff4a2d06790dd13de45f6a99a8db443778abfea25c1c193dc9004731c8
