project_id,source_node_id,target_node_id,dependency_type,dependency_strength,propagation_delay_periods,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-DSM-01,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.189416,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,09363ec1676e02cd694ae4a34267a3afe17df32236efd25417e97073596295fd
PRJ-HWY,PRJ-HWY-DSM-02,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.282134,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f4e3ade595847da671577eefe257c3816d4b60da6dddc50448a18e6ab67f688
PRJ-HWY,PRJ-HWY-DSM-03,PRJ-HWY-DSM-04,REWORK_PROPAGATION,0.256281,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fc512159c07b3f4b8d8971df6d1d1f8e464a51c913514c95c5a1d5dc97240e83
PRJ-HWY,PRJ-HWY-DSM-04,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.261288,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec35163e83da89867b2cb007a7ad82b181ae3a84b4e59307e6f31bac8143551a
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-06,REWORK_PROPAGATION,0.375571,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9bae18d95bcba9079d1d21ecd25d9ffb32db84ce6c831afe5f76d31a5c7a2592
PRJ-HWY,PRJ-HWY-DSM-06,PRJ-HWY-DSM-07,REWORK_PROPAGATION,0.414195,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,97fc7ba84013f458024bf761a25cb8a84ae1a3b00708cc45dfbce9ef31ebe5c6
PRJ-HWY,PRJ-HWY-DSM-07,PRJ-HWY-DSM-08,REWORK_PROPAGATION,0.262471,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ea1f41451d671177ae02ce9afc0b8c793322bc8fed056c85e3f24578633950e
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.112181,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3e5ee70e3dd5cf9a4ecfb12326101eb3e7b900f022479d72ad5fc3592428b699
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-02,REWORK_PROPAGATION,0.208466,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62ba9ca405e58146f5df8173aba901e0f34067f2a94354d71cbfd077a104787d
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.208334,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dc127e7b1175311adca9929477f78404093f8fd9de92d3904aa2919307ce5525
PRJ-HSP,PRJ-HSP-DSM-02,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.343427,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d993374ed381640ba49fd67ff0e8bfae0ba3989f245f7295a0449081a3b7aaa6
PRJ-HSP,PRJ-HSP-DSM-03,PRJ-HSP-DSM-04,REWORK_PROPAGATION,0.263691,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2a3495e2da2b7c9da62aaf42cc36493e3ae07bb1532e8cdd55f0cc2f48e64ce7
PRJ-HSP,PRJ-HSP-DSM-04,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.278443,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,883d3cb09fa46652f39dde70cf542cdb69e814d6172e0c5d3d0330365a5bc119
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-06,REWORK_PROPAGATION,0.356045,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,24aa371ba92e75f3069747682538fbd8951016f06441b52fc0c3ce0beac2e7a6
PRJ-HSP,PRJ-HSP-DSM-06,PRJ-HSP-DSM-07,REWORK_PROPAGATION,0.373203,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5dc0fa95e83528f601c1c1c3235d4cd02f2a17563bbecb9b107073541ea2a07d
PRJ-HSP,PRJ-HSP-DSM-07,PRJ-HSP-DSM-08,REWORK_PROPAGATION,0.340417,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a2e439f9fe6c7db7c7981064d43c96840ba0796348461ba6085c1a465900a92
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.138551,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,34cacbf2d249002b81e76a1db14cad144eea4dbc25916d99ab9d49386c9d699c
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-02,REWORK_PROPAGATION,0.214659,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1aa276ad7474aa9939de57b67d6188eab08b7eb7143ab0a96c069b4b2ace7fb6
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-03,REWORK_PROPAGATION,0.202124,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6ea1e29723374a7b127773eb62bb994be08647997a092c22f77b723ef424a484
PRJ-WTR,PRJ-WTR-DSM-02,PRJ-WTR-DSM-05,REWORK_PROPAGATION,0.307805,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1572862bce4ed6853f0a09d9b5b675864ca4c1ffbea0bb97e750601cec830af2
PRJ-WTR,PRJ-WTR-DSM-03,PRJ-WTR-DSM-04,REWORK_PROPAGATION,0.208182,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35d42abdf29df6b184ac79c19095db16fc3f5774334757c1a8dd3f1c01889e6f
PRJ-WTR,PRJ-WTR-DSM-04,PRJ-WTR-DSM-05,REWORK_PROPAGATION,0.25148,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3c13769601a0fcad8190349cc4e6685cb19280fd5f740eec9fc6b71b34d60723
PRJ-WTR,PRJ-WTR-DSM-05,PRJ-WTR-DSM-06,REWORK_PROPAGATION,0.308123,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2f49f3c9eee26bf8261e72fe9d8ea088e76ee0f3ce221543024c0b23eacf8bc0
PRJ-WTR,PRJ-WTR-DSM-06,PRJ-WTR-DSM-07,REWORK_PROPAGATION,0.401301,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e39a37f61e69d7f3e68c7685d6e0438ae30fdbe2aadea1c11f49cbf2c62c52c
PRJ-WTR,PRJ-WTR-DSM-07,PRJ-WTR-DSM-08,REWORK_PROPAGATION,0.237846,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5ce4412f7d1e9f0415e13f63fc7844982a65a1052cd10fd876ad0dab589ad810
PRJ-WTR,PRJ-WTR-DSM-05,PRJ-WTR-DSM-03,REWORK_PROPAGATION,0.119794,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5883969d047dc7c3f4883b685280473238c5a9966f48a967e8a30a9ba4fa21e4
PRJ-RAL,PRJ-RAL-DSM-01,PRJ-RAL-DSM-02,REWORK_PROPAGATION,0.241906,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c19b22a1077fa1cd69f112aee873840f88f99a48c3f07e62458e590d788f3d30
PRJ-RAL,PRJ-RAL-DSM-01,PRJ-RAL-DSM-03,REWORK_PROPAGATION,0.192885,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31f6ebde1ed4feab1d44d15cb50f8357b59af8499aaf2773c1f2db75a3c00342
PRJ-RAL,PRJ-RAL-DSM-02,PRJ-RAL-DSM-05,REWORK_PROPAGATION,0.258903,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4e92696d45ce41e30302c334d1710fb4e58c84703c833c482a92033b0dc6853e
PRJ-RAL,PRJ-RAL-DSM-03,PRJ-RAL-DSM-04,REWORK_PROPAGATION,0.282586,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cecc42cb1f66fda88a895a853c138f51255c956eb37e8c1fea62a43af1a4d839
PRJ-RAL,PRJ-RAL-DSM-04,PRJ-RAL-DSM-05,REWORK_PROPAGATION,0.240509,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a4a0ce070636f1240e5c31e92cecf0afd4cd2278be158140a32d0b90fc945262
PRJ-RAL,PRJ-RAL-DSM-05,PRJ-RAL-DSM-06,REWORK_PROPAGATION,0.416644,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,de48a7b0808709f65bac78d2c63ab27d753237c3e410eb8757c683a9d470577b
PRJ-RAL,PRJ-RAL-DSM-06,PRJ-RAL-DSM-07,REWORK_PROPAGATION,0.393258,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,741e366e79f99ea81accb917e1f75a5a90fa73f0b31d376fd0fb018d8122406f
PRJ-RAL,PRJ-RAL-DSM-07,PRJ-RAL-DSM-08,REWORK_PROPAGATION,0.281071,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8ebee03d94a3c0c77489bafa663a5049842f0a5e645598e68cce1a2919d54e2b
PRJ-RAL,PRJ-RAL-DSM-05,PRJ-RAL-DSM-03,REWORK_PROPAGATION,0.1455,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d793bfacad6a267082867e6d25576f97bea071153bbc917e14c58d11e4fafdd
PRJ-DCT,PRJ-DCT-DSM-01,PRJ-DCT-DSM-02,REWORK_PROPAGATION,0.228902,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,385fdb5f9dcf214361792691c2721f81866490b45b2be1c980341c9f270fa3ec
PRJ-DCT,PRJ-DCT-DSM-01,PRJ-DCT-DSM-03,REWORK_PROPAGATION,0.220014,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b0132129f5cb62f258c5c9bfd71f6bba9c96e6d57c44915f306b41b610e8182
PRJ-DCT,PRJ-DCT-DSM-02,PRJ-DCT-DSM-05,REWORK_PROPAGATION,0.308512,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,34c13e0209313d307e28738d6abb904e5eaa21fee7fcd65dc51c46b493a13abf
PRJ-DCT,PRJ-DCT-DSM-03,PRJ-DCT-DSM-04,REWORK_PROPAGATION,0.287939,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eef5bec0d4d35a78e5731a22c6c13ebf2ce1c792fa8550b161f84a23b552d2ea
PRJ-DCT,PRJ-DCT-DSM-04,PRJ-DCT-DSM-05,REWORK_PROPAGATION,0.277006,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,510321287c31d9312cb7adcbad633f8a381d73925e0e2d4c3a7d4cbe9953aa79
PRJ-DCT,PRJ-DCT-DSM-05,PRJ-DCT-DSM-06,REWORK_PROPAGATION,0.346007,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ebf69eed6d3d6581317a106b63ea80d12857ee7aa2b1fdf5964aaa0319b9e02
PRJ-DCT,PRJ-DCT-DSM-06,PRJ-DCT-DSM-07,REWORK_PROPAGATION,0.427087,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b3e4526f58a04e93fb964f692a598c2a6e0f1354dfa8a3217188370dd48fd5c5
PRJ-DCT,PRJ-DCT-DSM-07,PRJ-DCT-DSM-08,REWORK_PROPAGATION,0.319057,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,61661be49b73f0ca9e0d0b2a2da7c22311d2705208691d44119ed0a7698773aa
PRJ-DCT,PRJ-DCT-DSM-05,PRJ-DCT-DSM-03,REWORK_PROPAGATION,0.085721,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,def3e0d8431bdf58f5c7a5df19f7b3aa4cf020d7d15c4b8b2e9ee512f2f2b762
