decision_problem_id,action_id,action_name,base_direct_cost_usd,base_delay_effect_days,quality_risk_effect,safety_risk_effect,residual_risk_effect,crew_increment,overtime_fraction,requires_executive_authority,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-06,DP-06-A1,ADD_CREW,1680000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0884f13a879c0c298098e05e8826c3a0f6219d2232c51ab8e77cc62ee7964c42
DP-06,DP-06-A2,OVERTIME,1155000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7795675c9ae7cc4f7fbd57d6e62c94a6b05b3d1b033e8094c6a6cdbc1cf2f1d1
DP-06,DP-06-A3,EXPEDITE_PROCUREMENT,1470000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,72c7ee4de46f2b764201ae33e50cbb8ee8d8c006ea22ec5e09f964cc8704f0f9
DP-06,DP-06-A4,RESEQUENCE_WORK,630000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff5b6b5f6dcd3750273ae6e17c352ea1385f04ee55da0c9190f328da7d731814
DP-06,DP-06-A5,DEFER_NONCRITICAL_SCOPE,-420000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f5455c134cc940e4bbf436ecaaae00f720dad9d33fc8a52e485332d6bc87df5d
DP-07,DP-07-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4011980158411ba80323688240db52fe4d949e3caa05eff08de59b912dee5357
DP-07,DP-07-A1,ADD_CREW,1760000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a58750861aec7fbf4c430115b9e70ccef404014ae1bb8750ca6d596e7ec8f136
DP-07,DP-07-A2,OVERTIME,1210000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9411b78332de8be414a0215baf4632351ee8cb733e0189aef5a3f3006383bef4
DP-07,DP-07-A3,EXPEDITE_PROCUREMENT,1540000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a3c63e3ca92847a18944fa969ab70a95e9de81a31c0f18748fbbd19b44d9e0a1
DP-07,DP-07-A4,RESEQUENCE_WORK,660000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3d4966c76853c2d468266fb4b7368d4a28b6df29778287859b9ea56a3b6f5ec1
DP-07,DP-07-A5,DEFER_NONCRITICAL_SCOPE,-440000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d74d98e68934142e6b78d973e75991d3a66d61228d29fd1c08a2ccb3618a4e4
DP-08,DP-08-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cf2b8f9a2bb0273a120f7d8b012b55308468d8c36f25e8e9135376944bbaa49d
DP-08,DP-08-A1,ADD_CREW,1840000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,953b2eb3844c163385a426bf93315e825c69a1d015e137303dd658614a834a70
DP-08,DP-08-A2,OVERTIME,1265000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,833a43bcf3fdb9176d48562cc221cb102f4ad87f4c4c5d98388848c30bccca9c
DP-08,DP-08-A3,EXPEDITE_PROCUREMENT,1610000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6b40c1ec358b2a4465c799200ca13f87a97dd1c304838b1898fde77124eaec1
DP-08,DP-08-A4,RESEQUENCE_WORK,690000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b363606be4c4842bb84b7813e21bc203f9ca7f54c8888d516786057fe4db731a
DP-08,DP-08-A5,DEFER_NONCRITICAL_SCOPE,-460000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ea4e844fed93deac9b7c2b653a6d72d708a157261ba0d1de5a442dc8f5f751ca
DP-09,DP-09-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07631af301d0e5c70a64b93960de2b0d9c8580abc83b27e65352a2c5e5c7ca53
DP-09,DP-09-A1,ADD_CREW,1920000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f6f42e4a6726b8a00630a2af726a7c5191cbdd4001a34074293cef5e03b00f9c
DP-09,DP-09-A2,OVERTIME,1320000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a26179b074d577dc8b122cd7eb538c8a13cebe1c4f9f50b24f32cdc5d477822b
DP-09,DP-09-A3,EXPEDITE_PROCUREMENT,1680000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d2f266e43c67c299871a41c8224fa11338e25c9e061974f0011e19a39748173a
DP-09,DP-09-A4,RESEQUENCE_WORK,720000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e2c0cd58d933669941c382d129150ce8c4c98572870977d4af1bd371cafbd792
DP-09,DP-09-A5,DEFER_NONCRITICAL_SCOPE,-480000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,454999dac363212f66fa93697ee631d5d1c5b9ef0a2a1d571a14e3c6acebb253
DP-10,DP-10-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ecd947f6bcb7fcdbbe23fb36a994edd9872f535aed2b08338b5847b86da8dbb
DP-10,DP-10-A1,ADD_CREW,2000000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2ab34d5983862015a85a4e8916b8e987062803238f4041f71507b5f11e0d9765
DP-10,DP-10-A2,OVERTIME,1375000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1fa213659721591de237899e9e3b6328b617a240798a6bed355dfcb2eac1ccc4
DP-10,DP-10-A3,EXPEDITE_PROCUREMENT,1750000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ca1bcf25c08a13119afd081c86be0d48e4c8758fed49a130a7f764af63f9c73b
DP-10,DP-10-A4,RESEQUENCE_WORK,750000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,69a3cf2e9833f393da1af13ea100161363a8ba257e8fb502dc114471da10bfd7
DP-10,DP-10-A5,DEFER_NONCRITICAL_SCOPE,-500000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,556c4b8c92c5377559d7ccff46dec154160865cd0477a026f43bacad71f5635d
DP-11,DP-11-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15065e16801f590f4d8ed05be41586375c98b026b8f7783b0ac90cbee56b1b5f
DP-11,DP-11-A1,ADD_CREW,2080000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,16d41db7efcc02f08fbc229110ab670aa8545f8133fb21def3fd4af8a006acb4
DP-11,DP-11-A2,OVERTIME,1430000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,02467db716b297d684a183ce310a3929d86bd2db975271a1c074e5fcb6566c93
DP-11,DP-11-A3,EXPEDITE_PROCUREMENT,1820000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,466ed2779bc113d3f754f2f1c66fc8f84120166d18ab506af4316399c4ee07eb
DP-11,DP-11-A4,RESEQUENCE_WORK,780000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,023561b28818e2382c71fbaf4bd66a68efca23fe4a13977b5893c86c74f4ff76
DP-11,DP-11-A5,DEFER_NONCRITICAL_SCOPE,-520000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,79ac10f6b9d22e70bef4036025a65a4a0423c15aaac45b802a804f3bfacb84ef
DP-12,DP-12-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,00c318c549a4a9a9e13cfba1a6682f4a03e2ffbf3aded56453807b1bce3fa3ae
DP-12,DP-12-A1,ADD_CREW,2160000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c1e61d4ecc8108a1c608aaeeaa9aa59632850c09bfb2f80a59c5850fee7d322
DP-12,DP-12-A2,OVERTIME,1485000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d9a5d7ea6d8a94030b68a1fda4208a6044da5faa945ee419c66279b40b2b697
DP-12,DP-12-A3,EXPEDITE_PROCUREMENT,1890000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46e59de2f0e0d7c687654bc3beedca38d12e9df3fdf3dede8b3a2b54a64fd78b
DP-12,DP-12-A4,RESEQUENCE_WORK,810000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7e697d7424c0924db80716d1d8d9e2ea729d8cd3add30787b09d0d72e4d66382
DP-12,DP-12-A5,DEFER_NONCRITICAL_SCOPE,-540000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5f104a8f368af6bce8e9d4c74139f4b340961fb24062ffc02a90ab17930c17b2
