decision_problem_id,constraint_id,constraint_type,expression,right_hand_side,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-06,DP-06-C1,BUDGET,total_action_cost <= budget_cap_usd,6000000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,51b09a011377451356c7a9514361ee2c98b8f1b62835214e9ad941364600b5f7
DP-06,DP-06-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4895d41f478d2ed641ca8e02a574a8cb9ea12a558f23ff5dec292ac81f22211a
DP-06,DP-06-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1dd46c50eb8b4e5b68e2d083cff150cc39c4523b8763179d19a7487d62d9f54c
DP-07,DP-07-C1,BUDGET,total_action_cost <= budget_cap_usd,9625000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3419f97e51abff1e3e91ea20a4e7d9a082b35a0982a3436d5180d8f02511c3ca
DP-07,DP-07-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,344b8f204ce045af16008ee0289970b27d4431ef23e25cf4a38861b6b4d615d9
DP-07,DP-07-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,03b8c798b72f90d657bf378da4c2b9c41c01aae8c9930ae0ed31736955cd063e
DP-08,DP-08-C1,BUDGET,total_action_cost <= budget_cap_usd,5250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8273f1ad6c8ee3ab69e673264a2fbe341b4fb90335fcd718fad6744a7e002c92
DP-08,DP-08-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe7aeb85c2ff9a1ed87c42c4a4f40f9eafef9bfca45b7b5517858a0bbdbdb4be
DP-08,DP-08-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f100189a8922c81148d70e742ae9baa1f4233e2a3816c64bde3b148854a9f8b3
DP-09,DP-09-C1,BUDGET,total_action_cost <= budget_cap_usd,11500000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3bc726d029c455ecd536c4f50cc4bfe5bb2a1e68a407f91d0a826130157f079b
DP-09,DP-09-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3b47df3f39023ca3e90b8908328661c427cb369b5383a2bc9226dbed49268713
DP-09,DP-09-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85c5610fae71618c10a0eb9a1ca860e319f8ec61ce892c30b4c0467454f26a30
DP-10,DP-10-C1,BUDGET,total_action_cost <= budget_cap_usd,4375000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d4fd8fd064e4c576d1e428bc7297c7fdffa10025c9ad8a6e4d400ba8eb4073b3
DP-10,DP-10-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,019cb0c25fe1072f71907f43fcbd57b42da2f2e4781100e81ea50e2f811db303
DP-10,DP-10-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f55503d1fda039c08722f9e6e84b3efd73b713ab778fcafa848506f81fc6e58
DP-11,DP-11-C1,BUDGET,total_action_cost <= budget_cap_usd,7250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,958d4adb4f4ebf47cbecf2e46d040ad1188169d77e1fe8de9b8dd83d7f5ef024
DP-11,DP-11-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49fd037a7f0ce5915e15609e61a7cd3538553f9ef03e6ae7c02df57536f4710e
DP-11,DP-11-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f8e3773f233ea4a96985131eb1f06e9d579a506e7e05f852e76e1f0c4b609cfa
DP-12,DP-12-C1,BUDGET,total_action_cost <= budget_cap_usd,6000000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f7db4bde70d7f470ecb733e5d405451e98c08ccf1a40d22e478f3da6bca8d7c
DP-12,DP-12-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe87373fd3dba9fb13ca723a56ed1749d7bf7034552ef3bfcdf7eddd2405824b
DP-12,DP-12-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,04c4c0164f9610da0b0c644148ce44496a3b842b0f44aa42de7c9a61d9a61645
