decision_problem_id,action_id,scenario_id,cost_delta_usd,delay_days,quality_risk,safety_risk,residual_risk,feasible,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A2,DP-01-S0,880000.0,-5.344084,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,01ffa051bfbf8b32bddcf8111617275977c2cbaa1a1eca0d275acc5bd0474a3d
DP-01,DP-01-A2,DP-01-S1,890780.0,4.523398,0.342,0.323,0.256,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b5eb0ff3a43699199df1dd6872fd9edac58c9972d5e7c1c1c8aff199e6e6e72
DP-01,DP-01-A2,DP-01-S2,893860.0,7.006547,0.318,0.307,0.304,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,36b9faadc7fcb436f945c0b6e1688697b18036cc9513b7260ca6cec0db6ee464
DP-01,DP-01-A2,DP-01-S3,889240.0,2.730292,0.31,0.331,0.24,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc88b167243c371c1ea314baeeb7deb1f19de8ece31d906611da8846dfe5402e
DP-01,DP-01-A2,DP-01-S4,901560.0,14.510838,0.366,0.355,0.36,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f8ee865830b68bbc30e1d0d7a48a852c630cd3bc6df005749d7ded61a7e378a4
DP-01,DP-01-A3,DP-01-S0,1120000.0,-8.670713,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,833f0daa2c6584f162b07cae749d63a4cc24a73a81bc6aaff44827ea39019ff7
DP-01,DP-01-A3,DP-01-S1,1130780.0,1.199728,0.266,0.209,0.196,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f518f17d449b50a3bc77baae40d4a308849188e80445deef3644bd8dda6dc11
DP-01,DP-01-A3,DP-01-S2,1133860.0,-2.600028,0.242,0.193,0.244,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2623050e0e0f7c0ddf8fdc003bb7fc26694a1f72f9a0e3dbbd00b0684c33348a
DP-01,DP-01-A3,DP-01-S3,1129240.0,-0.080135,0.234,0.217,0.18,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ebfa209e493029a5880189cf76518baa4535f1413e9ca881d8c99f60ea5c840a
DP-01,DP-01-A3,DP-01-S4,1141560.0,12.123585,0.29,0.241,0.3,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,57ed11a275ec8502ca09312ba67dcbaf0790895acddc889b1ed58c7d53f76040
DP-01,DP-01-A4,DP-01-S0,480000.0,-5.133933,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f3e70fec3d5bd73c0337731ee8ea01b797d8fe510446cc0b4a265d6dd0b86505
DP-01,DP-01-A4,DP-01-S1,490780.0,6.436477,0.32,0.22,0.236,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,926eadfd050beef4c4d5eea2f70e07084a519be3e3e5e525e8d5006d2946a6e1
DP-01,DP-01-A4,DP-01-S2,493860.0,9.144529,0.296,0.204,0.284,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95dd293abca5f56962434091cf1d41dbf83d8eeb1eef8a5b93b1754fdd6eb8a5
DP-01,DP-01-A4,DP-01-S3,489240.0,-1.371327,0.288,0.228,0.22,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,beae65dcb97c9ea3668d67d4fad9f549ec190bc318b3418527b9b6c499632e33
DP-01,DP-01-A4,DP-01-S4,501560.0,15.115601,0.344,0.252,0.34,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc935ac0492df86036824a8d427d555f473e6633d92621e08c9492cbe31adad0
DP-01,DP-01-A5,DP-01-S0,-320000.0,-4.374515,0.306,0.149,0.17,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ad58187927fdfd046c88481147bc46e8c98d55b03b26a5ed082cf641364fbdf9
DP-01,DP-01-A5,DP-01-S1,-309220.0,8.768824,0.354,0.181,0.266,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e23b535e05e417df7d78bd7c412562113d84cdcd40ff0cdc738c6a54b37eae2e
DP-01,DP-01-A5,DP-01-S2,-306140.0,13.157246,0.33,0.165,0.314,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dadd9de5256d4ef3074e7195898b4c39a6a0adafe0fbb6795fe85b996411b56c
DP-01,DP-01-A5,DP-01-S3,-310760.0,8.099348,0.322,0.189,0.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d368cce64eb7f29a95799b43bfe46d12ab0117e44cf9f1b2ff3753c63ccef683
DP-01,DP-01-A5,DP-01-S4,-298440.0,18.440745,0.378,0.213,0.37,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67a72190212152c2ea391fe018f49dda085c327c6490c5b8e7b5a85e049f3d91
DP-02,DP-02-A0,DP-02-S0,0.0,-1.341519,0.18,0.12,0.2,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,88bc1c1e42461560ca7cc5656810fa92119268c33342998e0a884836244068b2
DP-02,DP-02-A0,DP-02-S1,5880.0,12.121035,0.231,0.154,0.302,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9d9a4160ae46c35f2583ecc662cbd3ec5dd7eeb79edd0ca36a590bc54a170b5a
DP-02,DP-02-A0,DP-02-S2,7560.0,16.898606,0.2055,0.137,0.353,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a5156ae8d36eb295f7d1d0729ab2e9ba19db5b54c7087b4a172ca335e50993a0
DP-02,DP-02-A0,DP-02-S3,5040.0,9.907785,0.197,0.1625,0.285,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,53eb1c961cdfac5c721e5d3ffe3ca12d3915b5f4250907128940aa6d3e451ab8
DP-02,DP-02-A0,DP-02-S4,11760.0,24.700098,0.2565,0.188,0.4125,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fd746e98830b84ca0023a956d1f6e0ea9eebe926a1c5fa05a0fa93dab824095d
DP-02,DP-02-A1,DP-02-S0,1360000.0,-11.023704,0.25,0.23,0.12,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff9b3069eeb7dacb44ebdd5f8942fe3af686a03199083f9c16bcbb3498887b2d
DP-02,DP-02-A1,DP-02-S1,1365880.0,-2.374319,0.301,0.264,0.222,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d28e3b7f54d75f23e295b55fda07673d1aeefa4d2073853dbb67afa5bd90c315
DP-02,DP-02-A1,DP-02-S2,1367560.0,4.552729,0.2755,0.247,0.273,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cb252eefca636b87fe0719397989412be5eb2fa5f4801231e69c11a3cc86dbb5
DP-02,DP-02-A1,DP-02-S3,1365040.0,0.038954,0.267,0.2725,0.205,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e02d89e28539a84301a8a2aed8ed9dfb2bcc9d242023b751162b451f3abdcb89
DP-02,DP-02-A1,DP-02-S4,1371760.0,15.212058,0.3265,0.298,0.3325,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8a1d412e6eaffb3d44c2eadaedb0a4f99d78b6a890de3f5c7534d511b0cc70d6
DP-02,DP-02-A2,DP-02-S0,935000.0,-7.569458,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ffe8f3f7cb0c4e5d9efb0fd4d1075840a041fe27a2d822bafc4c18a7537b5e4f
DP-02,DP-02-A2,DP-02-S1,940880.0,4.725646,0.345,0.325,0.262,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,00baa1b2086e89a16f7141da6ea09c9e9e2580fd8b66ec19ae880676de869198
DP-02,DP-02-A2,DP-02-S2,942560.0,9.910836,0.3195,0.308,0.313,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,05c2fb18fd6bb29323a0cf90613a81ace0ad67ad9fa7f54788590233b0d06454
DP-02,DP-02-A2,DP-02-S3,940040.0,2.678896,0.311,0.3335,0.245,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c50746300b4fe38c685e580b57720e6779de6fb1f70ef9b8ff592916acf52501
DP-02,DP-02-A2,DP-02-S4,946760.0,17.654199,0.3705,0.359,0.3725,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e728f41af6ea87a53b8a6f38993598acaa209894f1d427447f80741a620f5af1
DP-02,DP-02-A3,DP-02-S0,1190000.0,-6.724963,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46a63562301ccecdc586e81a857b394f5ac0d315805c1616a84d5ec5e68e4b64
DP-02,DP-02-A3,DP-02-S1,1195880.0,1.465525,0.269,0.211,0.202,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1f9f5d43343b9f43d4231c996d6ed7cb9f26306d0e51665b65615bec95d0ef25
DP-02,DP-02-A3,DP-02-S2,1197560.0,-1.916603,0.2435,0.194,0.253,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e2bd77fc541becc096dab88fe6afdc7fb7db71a68e88e80870ceb76b9af2aa8
DP-02,DP-02-A3,DP-02-S3,1195040.0,0.226229,0.235,0.2195,0.185,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bb4b389fb663d77eb9ef0bab3b175cd054f0e4dcb8a4c6c69b5c897ebf58aa51
DP-02,DP-02-A3,DP-02-S4,1201760.0,14.938177,0.2945,0.245,0.3125,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,61c10d7c2990f319e3336463f279e1aba753d5b81d1722c7e96c8cabbf78944a
DP-02,DP-02-A4,DP-02-S0,510000.0,-4.354848,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,29842f02124b32dd054e75a5cfdfcefa405c6849312538e3b91880a207e6f0cd
DP-02,DP-02-A4,DP-02-S1,515880.0,6.481952,0.323,0.222,0.242,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d82e9a06b3b10f0cdf673efdfae665d70fb3f0ef1ce8e59930cdfa6293b75767
DP-02,DP-02-A4,DP-02-S2,517560.0,8.456226,0.2975,0.205,0.293,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c0d2eef85e93e48a48ce272e4d250d8d954f46cb8f7bb8f7c2f54309593ec891
DP-02,DP-02-A4,DP-02-S3,515040.0,0.506352,0.289,0.2305,0.225,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cda2cf8c6ffcd557b6186502b4b6b13284a01e5407e87f72ac158fc6f947bfe5
DP-02,DP-02-A4,DP-02-S4,521760.0,17.27992,0.3485,0.256,0.3525,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ec6b7d3f6c5364a73263c36b46e040fc4ab56a4b920e26800284ce192aa42d4e
DP-02,DP-02-A5,DP-02-S0,-340000.0,-3.367557,0.306,0.149,0.17,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bd932fc464a0fe67e0a492d442b7f75137a8e9330ba3dc63d35c144607dce922
DP-02,DP-02-A5,DP-02-S1,-334120.0,8.604287,0.357,0.183,0.272,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6c18af4382ede1bf1b568f877c232fee952dbf0d71a4a134ba1b7c9e8bb4ffad
DP-02,DP-02-A5,DP-02-S2,-332440.0,12.051889,0.3315,0.166,0.323,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48e2a5df4debd783fe49b83cf0111cf72c3b35135be855debdfb51c76b2c4a76
DP-02,DP-02-A5,DP-02-S3,-334960.0,7.488767,0.323,0.1915,0.255,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,89ff9bb94010f0f50d9351299d680cf9923414be7c89a29cee7e808362817a72
DP-02,DP-02-A5,DP-02-S4,-328240.0,21.032265,0.3825,0.217,0.3825,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82028769a3fce09a59beafda40602201a03d20aa507e9d3054d58b9be74608d1
DP-03,DP-03-A0,DP-03-S0,0.0,0.98599,0.18,0.12,0.2,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6dc1e212bd7d7e4cfb3b2d51b90fee501c1e6748931883f8a8faec6aa0a4b499
DP-03,DP-03-A0,DP-03-S1,12880.0,12.5382,0.234,0.156,0.308,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,33dc75486312ec51974322d9eb14bd9e99a538bc3a1502fb1560b2799aee6efb
DP-03,DP-03-A0,DP-03-S2,16560.0,14.590739,0.207,0.138,0.362,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c6934754d362e9aac2f120d37f7cc36fc5b6858c209086deb244118ceaea6d39
DP-03,DP-03-A0,DP-03-S3,11040.0,10.494179,0.198,0.165,0.29,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b9bd9b5c03c0321fc263149692f60c05c04947175d87bb31b43bd21965ef71d8
DP-03,DP-03-A0,DP-03-S4,25760.0,25.286761,0.261,0.192,0.425,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,12886fce3030a7740b43f404c131869447d4c4ab1220897f64b23c3f1435b8da
DP-03,DP-03-A1,DP-03-S0,1440000.0,-11.457968,0.25,0.23,0.12,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b23d4e37ba1bf4e518b33dc738ed796dffb0eff089f8122d1e78fc44ddddc31
DP-03,DP-03-A1,DP-03-S1,1452880.0,-3.676316,0.304,0.266,0.228,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fec1f14144d8ad149b339c47f78158f374aa57169fe3c1ac906c1e19f8a0ef2d
DP-03,DP-03-A1,DP-03-S2,1456560.0,6.427766,0.277,0.248,0.282,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,543af53eea83c129614db94e9a96f19dbd2d5cc58da5d0fb50d2bc4e46d9d444
DP-03,DP-03-A1,DP-03-S3,1451040.0,0.52438,0.268,0.275,0.21,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,32df35d2ecd4082050a325c29258445e49d23ba42f23bd254a29379deb66657a
DP-03,DP-03-A1,DP-03-S4,1465760.0,15.97196,0.331,0.302,0.345,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19d48a5cc7d260b3ec49d92f4227c8468e927a2f647760876a89a5542dc296f3
DP-03,DP-03-A2,DP-03-S0,990000.0,-7.499107,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe22490739188a5c947482efa600725f15aea41186f37168c9cb01d1daf159ee
DP-03,DP-03-A2,DP-03-S1,1002880.0,4.970446,0.348,0.327,0.268,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,50de4a155e0aa1f47de8772dc7e365de46c3d0216df1d7e647badf1cd73c643d
DP-03,DP-03-A2,DP-03-S2,1006560.0,9.74401,0.321,0.309,0.322,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,97bae366ad2f6dee154b1ade69bbacdc668bfa3f0176506c935f613f4f640886
DP-03,DP-03-A2,DP-03-S3,1001040.0,4.13637,0.312,0.336,0.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ea927e99d419435cdd348f13b5ae6c546756c354ec587f25375ffcd913d89d3b
DP-03,DP-03-A2,DP-03-S4,1015760.0,19.136927,0.375,0.363,0.385,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4b19fa30bc9d76bc3008655edf74982fda2df90361bfc62176d583b2f68cd524
DP-03,DP-03-A3,DP-03-S0,1260000.0,-8.913174,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48ed7596bca788f73f65269dba2a93665bd7f3f8ddce084556edbe9d5e3642c0
DP-03,DP-03-A3,DP-03-S1,1272880.0,6.206522,0.272,0.213,0.208,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7287004808fe28338001e69b34cc4a8f5d015e126ba322f79a980b5741d38fc0
DP-03,DP-03-A3,DP-03-S2,1276560.0,-1.872519,0.245,0.195,0.262,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,695c4a6a95dc23cbd2ef3a4cd641e8fb84e7f91f93fc9a5c8f95cf5c6a0a78c0
DP-03,DP-03-A3,DP-03-S3,1271040.0,2.091308,0.236,0.222,0.19,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f9f445d1e95c03b6fda60e1564a92be2a3b68a07ad6643d3db0ee07cdd16070
DP-03,DP-03-A3,DP-03-S4,1285760.0,16.210456,0.299,0.249,0.325,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,470b41b628899a83dbf108481432892292a610281716425e1f4056549eaad7ef
DP-03,DP-03-A4,DP-03-S0,540000.0,-5.415092,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b1c415546c0e233647c5447afa7fe37dc2b1bdaca5167d11ea0036f2f6f580e8
DP-03,DP-03-A4,DP-03-S1,552880.0,6.032557,0.326,0.224,0.248,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30388645b923cf6df1913e8733e433e63aa1adcc8826c1b5347932d4318f5ad4
DP-03,DP-03-A4,DP-03-S2,556560.0,7.838618,0.299,0.206,0.302,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ad36b126ef6815c556355023d3fcce5a2e90911d369d0579a8721a34921d1478
DP-03,DP-03-A4,DP-03-S3,551040.0,-0.177355,0.29,0.233,0.23,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,108d6cc4d2b0e7eac1d4d10824733686b8efff26c1b91ebcc09e53fdc1c10770
DP-03,DP-03-A4,DP-03-S4,565760.0,19.50908,0.353,0.26,0.365,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d30fd713fde1b78c46e9e66ce848c4b8f45381b7aa6eed18c5f8e91d402bdd11
