decision_problem_id,criterion_name,weight_factor,selected_action_id,base_selected_action_id,selection_changed,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-02,SAFETY_RISK,1.2,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6c199515ee53feda61689d03c7b337d661dda5a252a774f377746ba1ca3a7b62
DP-02,RESIDUAL_RISK,0.8,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9446b90718af11207c44f34006ea37bc4649b9368f8d71484578698f898f0d70
DP-02,RESIDUAL_RISK,1.2,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ba32459f881d7a0c96f090bf86dc8a85a5c09643a981fbf7155699f266764e8
DP-03,EXPECTED_COST_DELTA_USD,0.8,DP-03-A1,DP-03-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3f35e6e5f8de73d87554c57cafaca6dfbadbc944f970a0ea3c767541b6456a63
DP-03,EXPECTED_COST_DELTA_USD,1.2,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e816dfbfca879918336840e082d5a450284b3a1f7d34ad98d44d8a465d4536f6
DP-03,EXPECTED_DELAY_DAYS,0.8,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,747ff517e0ee4ac01adcf1b61f67c4b9053c120b6c55f1a950195e89e20bd471
DP-03,EXPECTED_DELAY_DAYS,1.2,DP-03-A4,DP-03-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63bd8ee5b3597e413b69a289a414abba9dbfda8056ea6bdaef7385473f39dc64
DP-03,QUALITY_RISK,0.8,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,af06c86380178c437e7f0e9bf5067546997af7070aa39a8851d951706ecd1c97
DP-03,QUALITY_RISK,1.2,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a96a161bf600c18e800c7f81a0f0f90410eaecfc68e96f82ab6c55ae6fa08009
DP-03,SAFETY_RISK,0.8,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64124b4358cbca642c20fc7fc69ed7b631811cc28833ac4de7c05733a10a9430
DP-03,SAFETY_RISK,1.2,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,982c08a817ee91d956fc9c993580ccee2c17ec24b6371511e5ebf8fedf1fcfb0
DP-03,RESIDUAL_RISK,0.8,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f19ccd4cba621eef8e3716187f72251ae0bcdb44a54633c4680646caa7d830ba
DP-03,RESIDUAL_RISK,1.2,DP-03-A5,DP-03-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82caaad58197cc9a9912ee05f12a0e5685f3df1a6eb17ce17ab5b26ad198fcb4
DP-04,EXPECTED_COST_DELTA_USD,0.8,DP-04-A3,DP-04-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c6fe63ef059d39d277db432800e8eda8cd0e0ce778c40b74e250e2b8770d5f08
DP-04,EXPECTED_COST_DELTA_USD,1.2,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b317e534d091e07f7a9871339f28ee937f9e2d7c2e374c55a186fd8b851db93
DP-04,EXPECTED_DELAY_DAYS,0.8,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0619148bd45631c46eb266386191a04c01962a746710823ec8a588d7a5151fc5
DP-04,EXPECTED_DELAY_DAYS,1.2,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ada884b3099575ac2a3d1e165d65791e1e8d87e5bb4b693c0f0cbfef4a9d8db1
DP-04,QUALITY_RISK,0.8,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fdf6400f7d15eb0472484ea9b019ae82a8877ba2f314af1ec24e571ce0d6760a
DP-04,QUALITY_RISK,1.2,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ca81c016e3997e814d74022c578f55a050c8b3381c78dfc361b3f783af8f2e48
DP-04,SAFETY_RISK,0.8,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f98dc09b50f81b05839eace2824e9a75e17bea82c955f6a67599c86eb2f57836
DP-04,SAFETY_RISK,1.2,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bf1c6141bb0f379a76038dc344a724fdcb1a6f86f1753c22f6c4a959cf3f91fb
DP-04,RESIDUAL_RISK,0.8,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d0eda3ed395eafacb9b8076103a8d2eceda4e52665eb999fe5395fd23c81aaa7
DP-04,RESIDUAL_RISK,1.2,DP-04-A5,DP-04-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bafe261c84078cf504a0ebca11b7fce9b097281f49af9f5192016a23e80438d5
DP-05,EXPECTED_COST_DELTA_USD,0.8,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,14993a45e7005f7940c3b297545cd8b5cf2f120811d32399e573f9d6743bb760
DP-05,EXPECTED_COST_DELTA_USD,1.2,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,775c16fd21296566a94f1d6b7de2a841af963187db066d7f0d634c34615861ac
DP-05,EXPECTED_DELAY_DAYS,0.8,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1ca0b668264272af59e28aa684b4c9a9096c9db354c321685f35646631082a39
DP-05,EXPECTED_DELAY_DAYS,1.2,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a3ab740dc1191f7470f8cc5659f26689c2322b07220387a108e8c33ab21fbf2b
DP-05,QUALITY_RISK,0.8,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b3dea8dabe4ab7fbb3ab855e50c304370532ea91f3c6b8fdd83497826663079
DP-05,QUALITY_RISK,1.2,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6d63948d873a8b605d77a6d2204e2c780e0045333abd47fc23780514434a1500
DP-05,SAFETY_RISK,0.8,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e24115d5e3c6b1dbb6cb1e75f9cc21116426ea29a27f63ac4b59c48bac8e6813
DP-05,SAFETY_RISK,1.2,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e33c124cd82abbd7cf5106eb50e29d1c41f16f9cad4a5fb6d5ce63517db6131e
DP-05,RESIDUAL_RISK,0.8,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f452cb5e21bc59f54c5b09c51c9364371e687a0dd5afb1015ec07330b5462c10
DP-05,RESIDUAL_RISK,1.2,DP-05-A5,DP-05-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,362948d26196008ab5b330f68d273781b07aa5e0bbb572bf0f2e606f41a60966
DP-06,EXPECTED_COST_DELTA_USD,0.8,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5fef944d0ff44bdc1240af5fe7d269cabc8124f36877d8882c7b500c1c000c6d
DP-06,EXPECTED_COST_DELTA_USD,1.2,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f7a95c051f45b504e5448b8f5e3adeb123fd983a4458cb774a6866995353a27
DP-06,EXPECTED_DELAY_DAYS,0.8,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3eba7a2c55e0207f0bdd693f97356e8b2786efd7604682cf8f551b4da4a3d7a9
DP-06,EXPECTED_DELAY_DAYS,1.2,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a161c558f223fdb390e7f9457085660edb369eb97299adf6effd7f6405f12f9e
DP-06,QUALITY_RISK,0.8,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c9fc201c922dbacfe397d1f3edd58038be0fb121260c330675baff6675d73b7c
DP-06,QUALITY_RISK,1.2,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab1bf96fa69494a61858eff3fa0ad9a66e3d0af608e1cfc9d7dd04bc9ba64ab7
DP-06,SAFETY_RISK,0.8,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,58b0074257a018fdfab2ac1ec19e180018eb2accede07a94b533a4f7fbbc8976
DP-06,SAFETY_RISK,1.2,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d1d63aefed82addb50c4ac1a8dc9f6ee1ce3d902d44a325e5d410f382309ecf
DP-06,RESIDUAL_RISK,0.8,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,494e6798f7e73ab5f1a8f5d355de06936d481a8d7fc3925cb2454b13240b93ab
DP-06,RESIDUAL_RISK,1.2,DP-06-A5,DP-06-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc2f8aa510416459652193b4c0e05e8f10a3d0322c912fce497110709007cb39
DP-07,EXPECTED_COST_DELTA_USD,0.8,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,867a48b9e060b26c4ad35adbd610208984ff28ab6d5511b5a3d6d01d9fcdf2b8
DP-07,EXPECTED_COST_DELTA_USD,1.2,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ad863d6a442bb85d3545a9c4a387156394d8b4e7d7cfc8d79e834d83152fb5fe
DP-07,EXPECTED_DELAY_DAYS,0.8,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3e78d962e5c5d076db59d90c648232fd04bdee492522751f4f34950f7798f46c
DP-07,EXPECTED_DELAY_DAYS,1.2,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4e5306885b70e8dd19974ac6aaab822fac44d3a17fc14d7384db53f62ed1232d
DP-07,QUALITY_RISK,0.8,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ff6dec2302e2c77fa8ca9cbed2cfdfd2b0d9bd2a2fb5138cf62213abf6a6a28
DP-07,QUALITY_RISK,1.2,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49112993ae167cf5d7bd3e034999d602df408930cd87dddb811c77926175110d
DP-07,SAFETY_RISK,0.8,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8075c86ad865d31b36b086f5bc0c71b2dc51145204470f4a254b28a76b161c0f
DP-07,SAFETY_RISK,1.2,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f5ac5d9e8cec3099ba1b74848458b3364ba0b6de00201b28e6492ff62337ea9
DP-07,RESIDUAL_RISK,0.8,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,410476cc35a2dfeb5d000735c9159cbb10fc6748eb04872155171f276eab6193
DP-07,RESIDUAL_RISK,1.2,DP-07-A5,DP-07-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1864a542b7c7e5ff3dc05bf5e0027a17c8b548a6c7d9ce506d90295dd9b5fbb0
DP-08,EXPECTED_COST_DELTA_USD,0.8,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,13dd7d319e0ab8894332f38e0b531a752b0c4d1fc825bc68359e4b41bbb1df1b
DP-08,EXPECTED_COST_DELTA_USD,1.2,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,18a116fb0f2ad40099c88ac82614b575bfc9f8dead88ddcc7931cc50ffc201cb
DP-08,EXPECTED_DELAY_DAYS,0.8,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a4afe82fdab13736864591918eb05829d7b188c0c780d73e9f31b03bcb3e3660
DP-08,EXPECTED_DELAY_DAYS,1.2,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc3610573af11aa21e4077b039860048b9bc950085c9bbe59db85af805a0bfd9
DP-08,QUALITY_RISK,0.8,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b07e6137d94bfbd2e28118ad42b23dc65dcc066f39e50f53b0f8913d0c5e51a
DP-08,QUALITY_RISK,1.2,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f06f44f761be3b07c6cd95b3bb3ac7072d11f4ec39ebb8cc1cc7a87b5c8c0e32
DP-08,SAFETY_RISK,0.8,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,de465ccfe3c093e1a3a3a0db24ae614ce6d817ec39e45570f4dc7713a7400783
DP-08,SAFETY_RISK,1.2,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2fb027ab9a55918e104e181a688554073495316540d5ee8a41c565e0e4c88915
DP-08,RESIDUAL_RISK,0.8,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6a474affba5df7e627065c5dac0f9580a273b140d1c072a46d7826df314ea8e
DP-08,RESIDUAL_RISK,1.2,DP-08-A5,DP-08-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,94878fb0d355550b1e39e59ff382a0308be2f44a5a65f8b3a3deab55f3f0c8b6
DP-09,EXPECTED_COST_DELTA_USD,0.8,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,144b4d46c31be717a174a6240dcb910930c2a9010af68bffd94b9a57a1e78a4f
DP-09,EXPECTED_COST_DELTA_USD,1.2,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b80498151f0909cc085c4aae48202835112c6d3c4102c7dc7327d859c278107
DP-09,EXPECTED_DELAY_DAYS,0.8,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d654d11e9157b54a19ac2cf7e36e6f2692a99c7f648aaee56451f43f2fa615ad
DP-09,EXPECTED_DELAY_DAYS,1.2,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,38b3d27acd7f85941f193d04120045c9fcd94cce30acdae65fe63cc0c0cf3c89
DP-09,QUALITY_RISK,0.8,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96564858acaf3caba2867f7fa2d62d5aa45d55e9498b9d30b179c6fe3533336d
DP-09,QUALITY_RISK,1.2,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2204d7e510e2c186373f0be880cbe1f1a1702869c14f57d74543f9dd0f3f0af4
DP-09,SAFETY_RISK,0.8,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,424000656d103041fa72c383d6fa067987c8d25a53a5b4c138ec5ce755b65e36
DP-09,SAFETY_RISK,1.2,DP-09-A5,DP-09-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,83116f5b9f0a65d572beeb654f3521d206b0c20f27cd51e9c64d5ec52cfa8105
