decision_problem_id,action_id,expected_cost_delta_usd,expected_delay_days,quality_risk,safety_risk,residual_risk,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-04,DP-04-A4,573850.0,4.017726,0.3005,0.214125,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d428ff96d01552013a552aeb6681988c35441a5a7f5c3317ba5ebf404f0b2dc
DP-04,DP-04-A5,-376150.0,7.28112,0.3345,0.175125,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,71acfeaf2f2c3ed3d143c3a358bd52e97c2f3ff1b8fcf27f63c5a8256b8d3c7b
DP-05,DP-05-A0,6380.0,11.211964,0.21,0.1475,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,050934671b9b8743cf08268a39862b540f722bae7866048408890604f5c7dcae
DP-05,DP-05-A1,1606380.0,0.185394,0.28,0.2575,0.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ec50492d7bc7d5f74a77ee58d3cc5f597aa57d748790f11cb6e78e351f9c9d59
DP-05,DP-05-A2,1106380.0,3.633288,0.324,0.3185,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b0548a041fab4c9ca67bd35e8a4ecc7cc23330ed4848ff8ded96f799d1ca139
DP-05,DP-05-A3,1406380.0,0.324226,0.248,0.2045,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63a8e8097eb9c21a09cb08bd5f07abbe855e93d5e2eddfecf923316c815b2fd3
DP-05,DP-05-A4,606380.0,5.27932,0.302,0.2155,0.24,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c08f207b56cb950280da9189e56d6b2b101b634494c678b0165222683989779
DP-05,DP-05-A5,-393620.0,7.614175,0.336,0.1765,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e215f8d5d99b03be733a2dd4300b557c4ea09b55a7134697574c12a5453b908e
DP-06,DP-06-A0,5280.0,11.291322,0.2115,0.148875,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ae2c37cc716c598a3ed911edd45ecb0ad7475fe8f23b817ac9c7bbe77e9bb152
DP-06,DP-06-A1,1685280.0,0.96982,0.2815,0.258875,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4ea94cc606d949e593c9c8d38d5749d06012367776df01980f380169647e01b
DP-06,DP-06-A2,1160280.0,4.110328,0.3255,0.319875,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ecd7506ee8225d5130389bddbf9fe8ca2d1521f2143e6356fcb43b7ec67639e6
DP-06,DP-06-A3,1475280.0,0.3776,0.2495,0.205875,0.205,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5ace8747858b91662702d9b595ad57d4ee46d52c718ce78e9cf013c792ace556
DP-06,DP-06-A4,635280.0,4.758607,0.3035,0.216875,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,55ef147bf491e4d45e1cfb003fb056c09b2dfaad4e1cfadce8579f59c496856b
DP-06,DP-06-A5,-414720.0,8.397253,0.3375,0.177875,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,026674bc2db098dcd85705018f73aabffe9182ac76b5781872cf0c844238ea7d
DP-07,DP-07-A0,8470.0,12.245284,0.213,0.15025,0.31,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c9262dc0e14a7617981c8305e03f1b2becaf79ad614d18091404f51be72c1e31
DP-07,DP-07-A1,1768470.0,0.631498,0.283,0.26025,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9fa5ec7ff11b3a089962b7e1c7e54af3d1ed5074632d828e5e16f42554829075
DP-07,DP-07-A2,1218470.0,4.758638,0.327,0.32125,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,32a7cdcb6b0b00aedb02a4be84d874fd9a635c4d792f91e7ae2ec3f3784934fb
DP-07,DP-07-A3,1548470.0,1.183487,0.251,0.20725,0.21,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5423ad2980cd40ed4176430bd06c2d4c4d5536add7df368ab38a6e3837ddaf3c
DP-07,DP-07-A4,668470.0,5.550778,0.305,0.21825,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3bbd1f69c28edbde9b8634b83e93763534b1874795e4c16794a04d804a407b05
DP-07,DP-07-A5,-431530.0,8.951322,0.339,0.17925,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7705ea63d9f69af8ca1ec7fbca8671dd1999f59e35dabb3bc2c96a2609a4a57b
DP-08,DP-08-A0,4620.0,12.361815,0.2145,0.151625,0.315,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,39342674307f33aeb952b35233d01bfadb9250f112066d3db19ebeb67ac8328d
DP-08,DP-08-A1,1844620.0,1.450102,0.2845,0.261625,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7a77cfb678df43a3f55fd116ca93f065a2d4f08f6e205e9331858e8721886308
DP-08,DP-08-A2,1269620.0,5.882467,0.3285,0.322625,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,834935b4874dfc9e782166a42b0f4cd9e25ff1c54de8c0c1ebea65cb6226bfaf
DP-08,DP-08-A3,1614620.0,0.850205,0.2525,0.208625,0.215,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,18e593e2caf8b0ff510828a1725a93fbfe0e6d4526fa3991bbbbac946406e344
DP-08,DP-08-A4,694620.0,5.691985,0.3065,0.219625,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6af8416c1c1094981a0319a5fa31d7524da574025188d7aa0f591c8d8660c7a4
DP-08,DP-08-A5,-455380.0,10.374339,0.3405,0.180625,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ad4cfb5ece98435a8d07805235e8e31c1f15e35c2863cb508af7ea0077c1893
DP-09,DP-09-A0,10120.0,13.71754,0.216,0.153,0.32,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b9eb37e28dbfb7751e7e3004627628a36dc4019f72f737a6d5ec7f67188d796
DP-09,DP-09-A1,1930120.0,1.508888,0.286,0.263,0.24,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,367d5e195e9fa1557c77e33a1e366f54d97c63002b829c23b027abd68bbe350a
DP-09,DP-09-A2,1330120.0,5.998684,0.33,0.324,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30996dbf6efc75a0cd296485ce48b528a2cedd4aeeebc170cc25d2a76a6aa573
DP-09,DP-09-A3,1690120.0,1.726256,0.254,0.21,0.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d560baa0bbc5f2fe1d8a4f3c75036e60bad2ff5c26dbae720ca79ef98690721c
DP-09,DP-09-A4,730120.0,5.619773,0.308,0.221,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76565453ccb3c48f149bb296955a9522a9788e7366c344bca6ab087d08f728cf
DP-09,DP-09-A5,-469880.0,10.340965,0.342,0.182,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6616ea3ff13fe1964d71591e8e62e02349b03248b57e5541fdacaa84f87f29d
DP-10,DP-10-A0,3850.0,13.148403,0.2175,0.154375,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cea0167c842cb4869c3fc826c16f2539bc078d665d1503bed20a7998e628c8cc
DP-10,DP-10-A1,2003850.0,2.327183,0.2875,0.264375,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4c0047236549f436aaf149ba8771f0ad9dbcacdf62155db26a058453e87ad7bb
DP-10,DP-10-A2,1378850.0,7.979381,0.3315,0.325375,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1e6956055e3a27c4d5c7a497df85a79a99df7c8b40a52517a61cb4f4d3387ca6
DP-10,DP-10-A3,1753850.0,2.557332,0.2555,0.211375,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b9762732b1563d8e378b0c3da2347504cf8d991ddbbd6aaf9a4ae5e8ce29a553
DP-10,DP-10-A4,753850.0,7.003718,0.3095,0.222375,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,004f29350c3f40bca1fbfdc6d23a7e53ed127650e3aa2da96cb81f2d07c00a01
DP-10,DP-10-A5,-496150.0,10.457342,0.3435,0.183375,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,785dee302980c5c97aa25b5d5b016afe139737bee388406a96fd78a3d156b909
DP-11,DP-11-A0,6380.0,13.925492,0.219,0.15575,0.33,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c87cee25c29e5cdb15cbb34dbb9102862917ed818a48dd3e9b53e81c976b4c46
DP-11,DP-11-A1,2086380.0,2.259702,0.289,0.26575,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d0dea034026fb18a1d91069ce6944972ed5fe6f185da2198af7552d79ef379f
DP-11,DP-11-A2,1436380.0,7.076433,0.333,0.32675,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d36228dd4e06bda47728c850ace68ce14733cee2228baac658610981783b011c
DP-11,DP-11-A3,1826380.0,2.229559,0.257,0.21275,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5b5625fd5b6c0cdaf39affa51e251d26209c7d33d21d32cdfa46e24f1291ef6a
DP-11,DP-11-A4,786380.0,7.410245,0.311,0.22375,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3c7348cfcb2ac6102a682a99230afec3536fe37dd09dba8e4059a85c4a8fc3c0
DP-11,DP-11-A5,-513620.0,11.762887,0.345,0.18475,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,240d978dc2fcfc69128503f88ccad4b8484e64b6e5291bcf0184071ec7832d32
DP-12,DP-12-A0,5280.0,14.593043,0.2205,0.157125,0.335,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d4723d396bc85e5c6e79cf03b33cdafffe491742db89fdfe316cd13ebab1f438
DP-12,DP-12-A1,2165280.0,2.806509,0.2905,0.267125,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e82bae0b2c2d509e53635f4f4cca948e064cf97ea204ac38b57a1016a45cd774
DP-12,DP-12-A2,1490280.0,8.182383,0.3345,0.328125,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8f8d9d0a8af087e6a1902db13796ba422e07e24013b47ba636de99fc11ffcee
DP-12,DP-12-A3,1895280.0,3.410184,0.2585,0.214125,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7bf39e256daea0b2f2637cd57c86e18dcbeeeb0f735e4ae5292532c92506a32c
DP-12,DP-12-A4,815280.0,7.842381,0.3125,0.225125,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,884156115a636fccfeb3ac2ac045d2d350ba59b2cdc85cea650b49a4d36d7ba0
DP-12,DP-12-A5,-534720.0,12.328489,0.3465,0.186125,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f0ee6873467c9ba83c9b3ba71ae3265327f041fd7e23113ae3778b559d4082ae
