decision_problem_id,criterion_id,criterion_name,direction,owner_weight,unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-06,DP-06-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c76620371443530f969b925fd4fa67e89186c65063fdf342df9fc0f1356eba2c
DP-06,DP-06-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07789cd37975e69a997a07bee48d16e1873d20d88145d1c48e82f125093fdb24
DP-06,DP-06-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,00cc276d40e589736862beb7a07a81db55de2adfa87f4998bab031c4b61e665f
DP-06,DP-06-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7bb9ec0e4f99b4cf2619a4b476f733d105cd6bd7033357f501cdf3c16af66c91
DP-06,DP-06-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67f7ecd17935835629642c53c75fa5f948ad1b8f36299c193b10bad3d16c4848
DP-07,DP-07-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,86621802b55256da31ba2361ad1c8571d5c3e2f9f022564f5f47057e32835f55
DP-07,DP-07-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8015dce8058c7cdc0c6e94e02d4b3f2b21fbb03bc35c6ca42f5ca97ac0993d5a
DP-07,DP-07-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,067f0e60eb47e47238c41423dbe6f6dcee74deea94c6fb7f4d11cee34a98b572
DP-07,DP-07-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,21192507374aaa95b35838fd638075aa9eab1acb833a027525fe16c5e5ce4cdb
DP-07,DP-07-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,39e513af4831d11625ac735aaa87a801a4b4f336b9cb3d389d4e6d6fa584e7c8
DP-08,DP-08-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ed34d015573fed7136558ff9cd03d0059add8e4acf50fc302e083c8dcd0397e
DP-08,DP-08-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ef2db2163a29451e70fce48656bc890e7a18f551ae7a40215af97fbbf709cd2
DP-08,DP-08-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d71b952a6a610e157268ceeaae4d93fc91cb6866025231d6794d0c949ca7b34
DP-08,DP-08-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bef237667262107dff3f5469f805b88c81fdb21c0fc9a4b6d1cfed430195dc31
DP-08,DP-08-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1e8cb381fdf3940ca283b89694ca5efe9e4c2ac8acd564b8f3ae4e596b57411b
DP-09,DP-09-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9bd5e1dab3f1df3444728ccf6a371053aea126e06b4af54a4f72ca72a6b23302
DP-09,DP-09-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,25ac7f4b4927002dde86444aa92a1e630b450f04c16b0723e04cb2f8c3f93a7d
DP-09,DP-09-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cbc624f3bef0cc6c2277822d0b6c504ccf9d67002c28a0e3ca4932b10d94bef2
DP-09,DP-09-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c143ca9ee4027c6bb3d37afc078016d29d07309cc7c09d095525afaaee54118c
DP-09,DP-09-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f2de65926462eb131a88e28df441199edc5eed2d26d3a092f99934d9b81d506b
DP-10,DP-10-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9aa2abe5b1ba9395021c8f99e083bbd2333c402f1c125acbe7d5e4f4486d2d86
DP-10,DP-10-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,92582d9444d10bf35418b7602052cae4e10fc8b50ea3580af9e688669c10b266
DP-10,DP-10-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,39b0945bdd59a194aae8114fe830d8e35157fee3383d97c6c4c223d401c83d07
DP-10,DP-10-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,75a39cf0f9d7b586b9dda7a613aa6506b216abaf5e84c8e4519c652534093955
DP-10,DP-10-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,01e1ac5f29938068282c3e666df14ec83c49cfa47e79c21ffb380800a7b3bb5d
DP-11,DP-11-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0858d3f51bfc549e5edf8a58f0153dac01c2f2a4500264a8a08f804f92ddf7a0
DP-11,DP-11-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b332903aaccb6706b6fd7265efef8c381f8a845400579f8b23984f7452c8b2a1
DP-11,DP-11-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d60ac74201915ae098f61be3b05af452687f4048a3ab5f9ce49264cf1845c3a1
DP-11,DP-11-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8e136efb77fa2c7c47cd935300102dadb99376b188ce11345b67b93057878afe
DP-11,DP-11-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a750b3b927d079b54d465cbfedb0707f3eb28a3aae217f07aaf6235d3eea6d0d
DP-12,DP-12-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d8ed1fb6e116980ed59f04ae674ff97b93698e1566450afeca09f0fa5ed38729
DP-12,DP-12-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0edc06b92e10a50ae99904a7d58fdd485227a641e2e2b3a67e0ee078b82c0055
DP-12,DP-12-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,212c9e36d1ad390f1bd6c2b8347b4a96592077801fd9d8c526f3eb4bb230a706
DP-12,DP-12-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19d2c6c9224273a582851b0ead9c1c1e2fc81a2a022dda62683a091c994075cd
DP-12,DP-12-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,471310b652f2bea8109e102c6a113bd7fef5ae8b50229b86a70b703fb23d1bc2
