decision_problem_id,scenario_id,scenario_name,scenario_probability,delay_shock_days,quality_shock,safety_shock,risk_shock,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-03,DP-03-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8531e96d4027c2cc37619dc35d826572bc3c917f7862cd8c80d2199011d178a
DP-03,DP-03-S1,PRODUCTIVITY_DROP,0.2,12.6,0.054,0.036,0.108,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2164a9c50d4c8c1ccfc1f6ad83c62af66a60e358fce8a53baa020f3e1d1ecba
DP-03,DP-03-S2,SUPPLY_DISRUPTION,0.2,16.2,0.027,0.018,0.162,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d032ec47341f5a6bac36c32f85beec7ccb16d125fb9fec0753b09b5f52c9c1ef
DP-03,DP-03-S3,WEATHER_DELAY,0.15,10.8,0.018,0.045,0.09,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c52ad66ed2a6a9db60c26fcb60ad49eade3c5ae24ac0ec3b3892c2031b6fcf6
DP-03,DP-03-S4,COMBINED_STRESS,0.1,25.2,0.081,0.072,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b40650cb8ec6e5836b46121f26a232bbc217e593b4f5bff8c9144028023ae40
DP-04,DP-04-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d1012c3cb01eb55140f3267ae26b7bd4c8405cde1eddc104ab4562d0f6fcedff
DP-04,DP-04-S1,PRODUCTIVITY_DROP,0.2,13.3,0.0569999999999999,0.038,0.1139999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9c4c8b28f41b6603817fa5270d54dad54a33dc7ff3d16b0881afdbaf04757924
DP-04,DP-04-S2,SUPPLY_DISRUPTION,0.2,17.099999999999998,0.0284999999999999,0.019,0.1709999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3a4b77fad677bd0d6cc53014d95d4f599b7ae45a39254d5a686507488e0e7df7
DP-04,DP-04-S3,WEATHER_DELAY,0.15,11.4,0.019,0.0475,0.095,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,13d30cc6a405ac1cd52627dba0db59310289fbef64bfa9c29827aba9d2160a70
DP-04,DP-04-S4,COMBINED_STRESS,0.1,26.6,0.0854999999999999,0.076,0.2375,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96fa9946171653d0ebe00c63a6d0352c71851ef5a2d3847a5ed1b3900d0532c8
DP-05,DP-05-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5e45a91a06581319a79fbfe9387d84b354bd6644e6bd271b2035d4309e37cf90
DP-05,DP-05-S1,PRODUCTIVITY_DROP,0.2,14.0,0.06,0.04,0.12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3182f3fbd97023d6023b820e9b5f7bb282e6e6468e800109c11b1ee337844c5
DP-05,DP-05-S2,SUPPLY_DISRUPTION,0.2,18.0,0.03,0.02,0.18,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a0aea1f10eecfe966230f3beeedb0227daedd7a4a96f7428234d3525bcd68ddf
DP-05,DP-05-S3,WEATHER_DELAY,0.15,12.0,0.02,0.05,0.1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f3ff7d3afbb197016311353e15dabc57f6035fbd86cd38e31a46c2c79166754
DP-05,DP-05-S4,COMBINED_STRESS,0.1,28.0,0.09,0.08,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,830ba7cb0baf6eea5dd19f24f463ba6cda1d3536b78e9b4698693c1a5f03d952
DP-06,DP-06-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,727bf0a99b7a3fe5147553d557c92588dfe5857c93faa69d069c447d2bec0924
DP-06,DP-06-S1,PRODUCTIVITY_DROP,0.2,14.7,0.063,0.042,0.126,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,296b6ccadaeafbdb1b0762bbb03643cbaa9241d581220857448f30e50b38d49c
DP-06,DP-06-S2,SUPPLY_DISRUPTION,0.2,18.9,0.0315,0.021,0.189,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff60603b5d0fcc3409aa48b8a4ba3c2441509cff707bad0a027b565d4830a552
DP-06,DP-06-S3,WEATHER_DELAY,0.15,12.6,0.021,0.0525,0.105,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c4eff54416b402186c3938289a71e3ab0faa7cae434cb00a41f69423dff54b8
DP-06,DP-06-S4,COMBINED_STRESS,0.1,29.4,0.0945,0.084,0.2625,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aa08504f5426b3b609093449ca296223867cd3ec235e1a187feecbe67e5445ad
DP-07,DP-07-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,27f8e8295b8f47f670a6cbc19a1c865d54f33b14fc908cf42be0fb3a7b2e2d6e
DP-07,DP-07-S1,PRODUCTIVITY_DROP,0.2,15.400000000000002,0.066,0.044,0.132,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2192f81eabe9f1e8a69efd9a59bb6e6adec3a0895424d72e0aaea87abb1ac1d4
DP-07,DP-07-S2,SUPPLY_DISRUPTION,0.2,19.8,0.033,0.022,0.198,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,279a8d4cb23c6343f12e5123ca567705869be2fdd8ff764506c5be39b6330b10
DP-07,DP-07-S3,WEATHER_DELAY,0.15,13.2,0.022,0.055,0.11,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac690012b5267c5dfa7dcb4f6377f23a0de0a17f4c321a40277d2f296ed55a7e
DP-07,DP-07-S4,COMBINED_STRESS,0.1,30.800000000000004,0.099,0.088,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82cb0374b9606b7e364bbf44348e6acc92a057af882300ae0794967eb873b17c
DP-08,DP-08-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,86488e9403925008ed0844db3194afce460204f6e4ff6b344474ef190718b1a5
DP-08,DP-08-S1,PRODUCTIVITY_DROP,0.2,16.099999999999998,0.0689999999999999,0.046,0.1379999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a191b4cbc8fca67ea56df6072be355774a2a11a651389668df4609d93a6d4d8
DP-08,DP-08-S2,SUPPLY_DISRUPTION,0.2,20.7,0.0344999999999999,0.023,0.207,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f0d1da0298cc96c77c2b729a34d386d4dfa315e37481be2c2e6811c72bc49493
DP-08,DP-08-S3,WEATHER_DELAY,0.15,13.8,0.023,0.0574999999999999,0.1149999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9956748c2aa633f73bf25d06af17efb958d4459f04be3853915ff3d6e23bf92
DP-08,DP-08-S4,COMBINED_STRESS,0.1,32.2,0.1035,0.092,0.2875,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0aa13e22b49c422ce45298229fe81469009921b24afb16310e73aee6b43e8363
DP-09,DP-09-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aee52f696e2a23e62440535295ddb2fc6ce0f4b1fdabecdeec58bbd93dba1859
DP-09,DP-09-S1,PRODUCTIVITY_DROP,0.2,16.8,0.072,0.048,0.144,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8ce1958adaea7d30adedd4cf318abe0f1acbc8eabecff492da5ff7bbe10f754
DP-09,DP-09-S2,SUPPLY_DISRUPTION,0.2,21.6,0.036,0.024,0.216,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a8a2e4219e64136fa47f544c93266c41cbb1850de3ffd492096463139cf144c2
DP-09,DP-09-S3,WEATHER_DELAY,0.15,14.4,0.024,0.06,0.12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa186b03f3cc04e788834218ffecc51f8ba0db82a5ed979233c60fc8b58c44b3
DP-09,DP-09-S4,COMBINED_STRESS,0.1,33.6,0.108,0.096,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f4c5c931da66f966f461b62ae884a617d3003b55dad50fbb37bab0b5cae28624
DP-10,DP-10-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5aa169c364cea9df497dd4e574bfe48d2690db8241bef82d33b88b82b54d8ee2
DP-10,DP-10-S1,PRODUCTIVITY_DROP,0.2,17.5,0.075,0.05,0.15,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6c944d71a6be4f6a6793615047d7b8f0ae7356830cef9ba6212502ccd86d9e47
DP-10,DP-10-S2,SUPPLY_DISRUPTION,0.2,22.5,0.0375,0.025,0.2249999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d8460896ae751059735bf3ce9830ad1a7f96805c5e2a28d9b428f94d1fcfc875
DP-10,DP-10-S3,WEATHER_DELAY,0.15,15.0,0.025,0.0625,0.125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1b10d94f5eb5d62b9fc1879f6427113c222b6757077d92767951a846bf1b3c26
DP-10,DP-10-S4,COMBINED_STRESS,0.1,35.0,0.1124999999999999,0.1,0.3125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b62d3a7ab818de1f8e43e49d11efb9dd9daab23a0e7233a50471cefa8bc3a81a
DP-11,DP-11-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,841d79efafc4d92b98a0d6c4aeaacf23278c5ba7bcf91b31976060ca322ff052
DP-11,DP-11-S1,PRODUCTIVITY_DROP,0.2,18.2,0.078,0.052,0.156,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ffef22e40d1d3dcfda8aba923ad9abf6d5736905a07288d08435352ed105f86e
DP-11,DP-11-S2,SUPPLY_DISRUPTION,0.2,23.4,0.039,0.026,0.2339999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4242d1f210b64b3a68c89fc4a78a736f4637a70cea72178efd66e7c80752870a
DP-11,DP-11-S3,WEATHER_DELAY,0.15,15.6,0.026,0.065,0.13,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,440ce3e48c162e9b40a1b7ed55383e7f8fd91ab9926ea1e09d4a819fcb659cc4
DP-11,DP-11-S4,COMBINED_STRESS,0.1,36.4,0.1169999999999999,0.104,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f46d42b0a236ec992de82dd9d8226ba7459a3f88c55efd899cf9e7d71e8a80e
DP-12,DP-12-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b631343bc2e313f49b1f8f0618a60cc475a20d629705597e3327b0fe080aba1f
DP-12,DP-12-S1,PRODUCTIVITY_DROP,0.2,18.9,0.081,0.054,0.162,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc18e17c39dff922db8fb072cd7aee66c8720de3a0547bfee88d224165354243
DP-12,DP-12-S2,SUPPLY_DISRUPTION,0.2,24.3,0.0405,0.027,0.243,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bf38cf64fd21a74046e85fd46332c2dd1dba121f824adfd08ae1617af12bfc9f
DP-12,DP-12-S3,WEATHER_DELAY,0.15,16.200000000000003,0.027,0.0675,0.135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22206e4d97aa2b59f3eb057926011e7f3af821313b7e2ac66a61c05a04848e10
DP-12,DP-12-S4,COMBINED_STRESS,0.1,37.8,0.1215,0.108,0.3375,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fef63bc55965e502b30ae7f5227b2e48b68463eba1edfc56a3a59dea1be2f905
