module_id,code_module_id,module_name,category_number,category_name,synthetic_package,primary_files,proposed_owner_action,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
2.11,A2.11,Critical Path Index,2,Schedule Analytics,A,schedule_status.csv|schedule_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b665a6e76dd019b0173a451a228af100b4782266c55eef2b266ddd94a627acdc
2.2,A2.2,Line of Balance,2,Schedule Analytics,A,lob_work_packages.csv|lob_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8df3e4adb87a16bcc39f29cb8ecac187a449eeb5116826ba921fef0c18cf9f6c
2.3,A2.3,CCPM Buffer Health,2,Schedule Analytics,A,ccpm_chains.csv|ccpm_chain_activities.csv|ccpm_buffer_sizing_inputs.csv|ccpm_buffers.csv|ccpm_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e67964b10e83baff73171d9b93916fae31eeb7e0b6141aad714a7b7a445e46ed
2.5,A2.5,Float Consumption Rate,2,Schedule Analytics,A,schedule_status.csv|schedule_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5b0ce49d58071ba28e26472de25b268916d3f585beb05d39ea0dc75b63f3a9c6
3.1,A3.1,Reference Class Forecasting,3,Cost Risk,B1,reference_projects.csv|reference_class_membership.csv|reference_outcomes.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6b62cb7c7c31aa78b31bdb22f7e8963776bd2f5556795056ac072fc16195810b
3.6,A3.6,Cost Risk Analysis P80,3,Cost Risk,A,cost_elements.csv|cost_risk_events.csv|cost_correlations.csv|cost_risk_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1668fe63abad3c5c62f5eea266e8852691aaae6f704ff9c1d83cc38aeaea8c7d
3.8,A3.8,Parametric Cost Index,3,Cost Risk,B1/C,parametric_cost_training.csv|ground_truth_model.json|parametric_cost_benchmark.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bbcbb2a0ad3f10307eb8c3e5005098d5617863302e08b0924b2f14e5d59fb7a7
3.9,A3.9,Inflation Adjustment Index,3,Cost Risk,B1,inflation_index.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2c24f21d41e10fd92c7c2cbc1f653c6ecce74db4ad280f82a931a7797b807c65
4.10,A4.10,Specification Conflict Density,4,Document & Risk Signals,A,specification_conflicts.csv|specification_exposure.csv|specification_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,afd2cd2eac9855b04ba9c77b3f1753b23bc175d0b871a1b4183cbad1e75bb22d
4.4,A4.4,NCR Rate,4,Document & Risk Signals,A,quality_audits.csv|ncr_events.csv|ncr_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,544a441849c39f6aef97898e72470b45865d7c05b4f04c4e5f99889ec0ced1a5
4.5,A4.5,Weather Day Impact,4,Document & Risk Signals,A,weather_events.csv|activity_weather_impacts.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f6e6358c94f14c50f769cdc79a2c2378a5daa4bc54f36ed13bfa9f5c391e5eb0
4.7,A4.7,Dispute Escalation Index,4,Document & Risk Signals,A,claims.csv|dispute_events.csv|dispute_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d254e82517e78d918d9c28bca7c51cc5301d1eaa019c26c853b09bb91f45f1de
5.1,A5.1,DSM Rework Propagation,5,System Dynamics & Complexity,A,dsm_nodes.csv|dsm_edges.csv|dsm_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b4a9622be2c9840cae61aebba6768bc8daf79fb1bd3da3e195b2c3bb30975fd6
5.4,A5.4,Scenario Modeling,5,System Dynamics & Complexity,B3,decision_problems.csv|actions.csv|scenarios.csv|action_scenario_outcomes.csv|payoff_matrices.csv|ground_truth_decisions.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,990259e6378f4b3fdf26a3d264e18c55503d69231a58c87eb3069810d533a361
5.5,A5.5,Rework Feedback Loop,5,System Dynamics & Complexity,A,system_dynamics_parameters.csv|system_dynamics_timeseries.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,67998e8cd739da50c4af19458a638c76eb52b39f0145c2d09bf9a0c0f60bc460
5.6,A5.6,Queueing Theory Bottleneck,5,System Dynamics & Complexity,A,queue_events.csv|queue_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cc85a1939c411814e7b346a55c9effc77668e972058ccff6f6ee0abdf299cb2c
5.7,A5.7,Agent-Based Supply Chain,5,System Dynamics & Complexity,A,agent_decision_rules.csv|agents.csv|agent_state_history.csv|abm_ground_truth.csv|abm_rule_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a48a14e3e787d394219ad79b2be4ae33bc261190d8815418aac3152708449c23
5.8,A5.8,Discrete Event Simulation,5,System Dynamics & Complexity,A,des_entities.csv|des_events.csv|des_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d696a1c22c60aac6eb6742167510f4110d0f755ecc6396eae3a3cdbfac3053ce
7.12,B2.12,Hesitant Fuzzy Sets,7,Evidence Combination / Epistemic Uncertainty,B2,fuzzy_memberships.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f41283f5cc0b435da7805aca9233d37a0fc80c6392477a9fa63e33c9cec5255
7.13,B2.13,Type-2 Fuzzy Sets,7,Evidence Combination / Epistemic Uncertainty,B2,fuzzy_memberships.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a259d025f8705a7e4803f50c469055d1ecb46e784109ac806e205df615bd9f01
7.14,B2.14,Maximum Entropy,7,Evidence Combination / Epistemic Uncertainty,B2,possibility_distributions.csv|epistemic_ground_truth.json,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7933c2d0ed578434414b0b1e015566c6e9fcd7626decef12a37b70bb35b082bc
7.18,B2.18,MARCOS Ranking,7,Evidence Combination / Epistemic Uncertainty,B3,alternative_criteria_matrix.csv|ground_truth_decisions.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4b1dae6c4c1cef54198d5dbc865fcd9ee943ac7f7278b6211faf2b1fb409e38b
7.19,B2.19,CRITIC-TOPSIS,7,Evidence Combination / Epistemic Uncertainty,B3,alternative_criteria_matrix.csv|ground_truth_decisions.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24a9f5dccbd36983503d18c75da157dff05f46f3344cb3dead3bef5deddc83cd
7.2,B2.2,Rough Sets,7,Evidence Combination / Epistemic Uncertainty,B1,rough_set_decision_table.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4fee9b801cc99cfb183be0eec6f377a8036a31cefdb4b575aa6930147a1f64f0
7.20,B2.20,Hypersoft Sets,7,Evidence Combination / Epistemic Uncertainty,C,hypersoft_universe.csv|hypersoft_parameters.csv|hypersoft_approximation.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1638aec59fdde15fab298fd558cdcf42c2fb600a98f1e7766dd7cf51f9ac52ea
7.5,B2.5,Z-numbers,7,Evidence Combination / Epistemic Uncertainty,B2,z_number_assessments.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2935b1c3f70ea73f50e1a0cda3e27a87e61a7c98e8075e1ed0233bae7ba1b03
7.6,B2.6,PLTS,7,Evidence Combination / Epistemic Uncertainty,B2,plts_assessments.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dc0508da106e931939aab7af523f8e0a07fb55bc158655b28b166fb0dee3acd8
7.7,B2.7,Plithogenic Sets,7,Evidence Combination / Epistemic Uncertainty,C,plithogenic_attributes.csv|plithogenic_appurtenance.csv|plithogenic_contradictions.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f9c605b2e46c82180be52beac77a723c9acd1e1bca7c4756e0448eda0040c433
7.8,B2.8,Belief Rule Base,7,Evidence Combination / Epistemic Uncertainty,B2,belief_rules.json,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9aeb0373865e99a8b36070ee71336ef7f39dff2f5a3510263820c5d4821f3812
7.9,B2.9,Quantum Probability,7,Evidence Combination / Epistemic Uncertainty,C,quantum_order_effects.csv|quantum_model_parameters.json,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bcf785dca2b401ee34100f51b9693c05d9b81bc8f14408409000dd6d0e1acdf9
8.8,A6.3,Environmental Compliance Rate,8,Governance & Compliance,A,environmental_requirements.csv|environmental_assessments.csv|environmental_violations.csv|environmental_ground_truth.csv,IMPLEMENT_OR_TEST_WITH_SYNTHETIC_FIXTURES,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,960b9df1f0840f93082bea24a3f0346326737aba4f6d43d99936b2997098c519
