literature_module_id,code_module_id,module_name,category_number,category_name,synthetic_package,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
4.10,A4.10,Specification Conflict Density,4,Document & Risk Signals,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9b91b53ec271c6eafbaf7d6d2537dacc5b69608f0f08b4ec3a19c811b6ce1c64
4.4,A4.4,NCR Rate,4,Document & Risk Signals,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6263482d80c7d79e52ecf2a1ca08caf94487fba8d90a6a964f544eee8eb078c8
4.5,A4.5,Weather Day Impact,4,Document & Risk Signals,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,df9565a012e526617efa68584c028486c89e593558353f738780e6f49b8386d4
4.7,A4.7,Dispute Escalation Index,4,Document & Risk Signals,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7702e9e27d997e4c67a1c7cb4f3af3c83577fcc6b505a6198009827d8d275df1
5.1,A5.1,DSM Rework Propagation,5,System Dynamics & Complexity,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8c669494a3f47aae38529725d678f7d657bc98be95dee6e040d55adf61ef3211
5.4,A5.4,Scenario Modeling,5,System Dynamics & Complexity,B3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f0699b3bd1d5292e191b2d9c2eb8c9d61ab44657cb743dca7e9ebebbe1f0d2ba
5.5,A5.5,Rework Feedback Loop,5,System Dynamics & Complexity,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ce0a4f7aa2751c3e4ca2880ceb651cac00fd30aae01bde2af69659a23531c11
5.6,A5.6,Queueing Theory Bottleneck,5,System Dynamics & Complexity,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,51f6ba3347af13082c4e5a36374bbf77008926b4b490b28230c2c5b9c8c9a2b4
5.7,A5.7,Agent-Based Supply Chain,5,System Dynamics & Complexity,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4dde2031f48c2b7b0ede241686db94f8b4dd4c5903066f2acefef2ab0b304b11
5.8,A5.8,Discrete Event Simulation,5,System Dynamics & Complexity,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b486abf89eff19dc01aa2e779e27674b162af837a83c2f8fd24032b8f6469d4a
7.12,B2.12,Hesitant Fuzzy Sets,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b5c95152329b8958ff7ce83ba381caee2f43d1c82b3d5d0273ee32a8a823f32
7.13,B2.13,Type-2 Fuzzy Sets,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ffe13ae85fcdbbe2c54ed1a8a5e96ce8480520be6bf801746d51c152bc6d8cb6
7.14,B2.14,Maximum Entropy,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4e4fe0e85ce355daab50d5fac8b164be122d4d0410aceba43150de383ef9be7c
7.18,B2.18,MARCOS Ranking,7,Evidence Combination / Epistemic Uncertainty,B3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6e800506bd757a3528eb3bb248a59ee47564e864ca0011ef925676fe3a920ecc
7.19,B2.19,CRITIC-TOPSIS,7,Evidence Combination / Epistemic Uncertainty,B3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3db98782f5b757e054248c99ed20ad1062b4c7eb30ef3000e27d2433849e7dde
7.2,B2.2,Rough Sets,7,Evidence Combination / Epistemic Uncertainty,B1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fd78762958b93dea3773cdd0084b1a6e31e69db38072173e306c144f787342be
7.20,B2.20,Hypersoft Sets,7,Evidence Combination / Epistemic Uncertainty,C,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48e51e3cb72748858e310c4efd387dd1d5028ad74aa23c02216fc88d67645528
7.5,B2.5,Z-numbers,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7cf6769704c6223f657f4158186cb1c8b10f0f4a23405ab2e5177b2029def148
7.6,B2.6,PLTS,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7385b79700c99de42d7d939f009c48e196c7342ca971187d97ffc9ab1d4bf6ee
7.7,B2.7,Plithogenic Sets,7,Evidence Combination / Epistemic Uncertainty,C,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7243312a88492a005a6b9fc06e541b5fa6e2f7fa7213d1488dc2b0141626bdf2
7.8,B2.8,Belief Rule Base,7,Evidence Combination / Epistemic Uncertainty,B2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0bcdc8465dd0c70ab0b40326c06ed521618abdacf0b3d107e2d40775c283389e
7.9,B2.9,Quantum Probability,7,Evidence Combination / Epistemic Uncertainty,C,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,18d7aacfdbe2514983e1d66dd1a84590e69884622c0b7a38e20a553d83da4da1
8.8,A6.3,Environmental Compliance Rate,8,Governance & Compliance,A,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,ROOT-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5201050b92a196d035eec3cf62473147a64c46ebdd9f4a9db78e67b088cd27d7
