decision_problem_id,criterion_id,criterion_name,direction,owner_weight,unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-04,DP-04-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd25a3a09f0ef230aed76b435dd04f263bd8a2f5572f80926be1a6c0106bc14c
DP-04,DP-04-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,98b201b2e4e34bc851e48dd4c29ae7e27200cd332323fef2bcc5157b33784778
DP-05,DP-05-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,058e9cddfd3a4588496be09518ba5feb3a526236a0c457891e2dbd2e50d9d02f
DP-05,DP-05-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ead1df997a42c4e23b47fcb031b982ed7274a8c862c5ce11447768b9106dcd1
DP-05,DP-05-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,88160f943f4f95132c0455f7e9b57c25cf7f97613a5f66dd902025a72e3b2fba
DP-05,DP-05-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e9f63072c94fd6d28272405cf3da3e8c1681194fb41d4e21d205c23cc6a7ea10
DP-05,DP-05-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8dc2f4bb937ae043b29258a6ee02e70781719bd48dba078374e34accd9569676
DP-06,DP-06-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ea359302b1bbadf543cdea51bbdc7634bca98b56e4c5c18ba8aa4ef8084975f
DP-06,DP-06-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,beb53228fb59ff77404a057044659d3bd1ae2589007c14a6ac9183cf1cfde83d
DP-06,DP-06-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c3dbe0f31f5599a4dbfa50bce4d09b04ff776d03042052c8c826f40fc83362b
DP-06,DP-06-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,530b29b64c44c19fd6d2d5c826372859f75b1b8ccddbb024f13cdc1531829132
DP-06,DP-06-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7cb910bb200e8ba97ceeceb6111ab00533e6a2ec256e2c27111e18c2c100954e
DP-07,DP-07-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,46b25b1544237ad0c13ff56a7f413f09ac7de282d696e6a079a75e903d266cbd
DP-07,DP-07-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a6278e163e69aea01fe896627be1b364df48fbccddaaaef90746b38df7878125
DP-07,DP-07-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2599b94e541fb82430d0687f105d765884484ad0af4cc4f8ff8d77cd0c9a3de4
DP-07,DP-07-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c9c01d30b78c82b80d40d5935ca1b73df8308357bf6f6bfbe0ad159bb25945b7
DP-07,DP-07-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c245e7f0f636fa2a56e62214ef11eae6e7bb32a586c33d900cc3bac42f788691
DP-08,DP-08-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b0149dd9011b48b0173ab91ec7883199abca784c04265699e7a21f62d40b876
DP-08,DP-08-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dac042e9cc93ea14779ef7eaef99af12b641c370965372dac54efa67e82ae129
DP-08,DP-08-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,89bf115d15e04763004f2a35e0ac464b0adb515232b1247519e1413f2f972776
DP-08,DP-08-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7aab6214869d08c76ef7e92d78beebd626e13cd59f4f51d5e0cec8420aecba2f
DP-08,DP-08-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f004623592747cf7ab735fb5005d972426eef6a480e100d10cf6a3510258be2
DP-09,DP-09-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a17143f6aae4b1e8427eed745da36e78bd9c7f7d3627a69859b06bd69a8a4699
DP-09,DP-09-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e6431559f4e14ce5c16a356f43314cbdcb7ac075ab7d458fda6a507e4b840955
DP-09,DP-09-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f662c07633a8cf3c6f372001715b1a678da21fd6e0b5d35c1b6cc1d04f332af
DP-09,DP-09-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c4b06f9bb633f81da3e7de81e61768a7000b73acf0927b8a8ece5d7522eadec1
DP-09,DP-09-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb3cdf95c44075a3a710c828075565ee57e3d296048f73cef32042d720eb8951
DP-10,DP-10-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ba8d9760c04ec3b1e0f1871535faf2a3fa29f598384c9f55ebb302078a81b0e
DP-10,DP-10-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a818773ae5862dedd291f19025e44cca589d6320fc1f63fd9e278307581df0c5
DP-10,DP-10-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,80ecb488faad9141f531f8d8547996006e660a7717cd6dd94a1da4a1fa68d09c
DP-10,DP-10-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cfcb23917d3920bf299b359daec3127345939906ee9df90b2173e39f1ad96e1e
DP-10,DP-10-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d3e04a41e80ebc4d69b04435e8d560f6d5962d8e8c999435787e56544aaf8bb9
DP-11,DP-11-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a65c37af104f7a7dacf0933ecd9e43f4089011d3f66535b5c319770eca255e1c
DP-11,DP-11-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8167236fa71f7adfbc536b9ada9748804882e663ddb30a7c365a6e38844ee0f9
DP-11,DP-11-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f3b579cc971953d1aaddfa0131658bfd8904735731489f9722fe873c0a8945e8
DP-11,DP-11-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,43df8ddf4006e6eba4a4a30e0cb1e40d3f7cda9ed6659c160c389b4be7ba77f6
DP-11,DP-11-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b47d32e5fc0f54ffe41023e64fd0e5c65c10c43c9f97474f4a50d75dd0a0f541
DP-12,DP-12-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a416117474c82aed21fd5fbf4d0c2a93c58d3d19b6914af374d253befda99e33
DP-12,DP-12-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb921ea6ec2eb4afe41d153ad9c1e8c613ab8da3f1a11af50f308ae2b9d19cc7
DP-12,DP-12-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c75cb62051aa64914056589a44b1051964e3d597a9b09fe4ef3b91569dc5fb61
DP-12,DP-12-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,545509f84b98a3b683e7fa3f0618ff50cce30855dbccb9df54d9923f7c476262
DP-12,DP-12-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d1649e91f409108a1972fda754c239602c62cba30be97d85cef1db73b723512b
