decision_problem_id,action_id,expected_cost_delta_usd,expected_delay_days,quality_risk,safety_risk,residual_risk,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-03,DP-03-A5,-349880.0,6.629852,0.333,0.17375,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,955709337664db3343beb4b08e6a5e44757d138ce4f6d611ede85dc8c3275636
DP-04,DP-04-A0,3850.0,11.667101,0.2085,0.146125,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,160f520a419b617289de10b50180d60dc1d45a91a176e48fab38d2b89b79e599
DP-04,DP-04-A1,1523850.0,-1.529659,0.2785,0.256125,0.215,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1405d67b31152993532a9b4ee626ddac6052045ca71b711508942d2e48d9be27
DP-04,DP-04-A2,1048850.0,2.733542,0.3225,0.317125,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2b6d62828f8016d98bfcebff002cdc19acfbdca30553508a52e989b870117851
DP-04,DP-04-A3,1333850.0,-0.16432,0.2465,0.203125,0.195,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d8d0981ae2103404d5abb645ec959551359f643d53e610be559c7ec85dfeafd8
DP-04,DP-04-A4,573850.0,4.017726,0.3005,0.214125,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ccfa5cf3e242e0559cd8f123c22c44a5bc3a10416e0544d575440c3c9b50cd3a
DP-04,DP-04-A5,-376150.0,7.28112,0.3345,0.175125,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f321bc5da0fb2f0945cf09792cf95ea75c45a95769efe1f56b2c111d5409a3f
DP-05,DP-05-A0,6380.0,11.211964,0.21,0.1475,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1b32e1481ce61502a0d06aae92d30d674229b4bcd3d28fdb6633093a65267049
DP-05,DP-05-A1,1606380.0,0.185394,0.28,0.2575,0.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a6b68254278dc60bf7994fadd7ece7678876456f96abae93636f3393dc8b462f
DP-05,DP-05-A2,1106380.0,3.633288,0.324,0.3185,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ab425c17ea6bb60f64533239e93c6cfbc3b1f5e62f57cee50fee8e4e665c4e3
DP-05,DP-05-A3,1406380.0,0.324226,0.248,0.2045,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b31cca8cbcd5819aaa8b8b6221aac3b396a8f337ac3344be822276480d2b8f64
DP-05,DP-05-A4,606380.0,5.27932,0.302,0.2155,0.24,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d39d8f932af84fd9f5bc39fa1f69afe569826ae207fe1812ce07ce3855d8cc46
DP-05,DP-05-A5,-393620.0,7.614175,0.336,0.1765,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c44b60e6008f312c42ccec8b03f2686ccda4f23c059b7abf9e5f1d9746167b2
DP-06,DP-06-A0,5280.0,11.291322,0.2115,0.148875,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,788acab337c343e030425e5796df92ee8e5c8a9a8d6d074acdfffc3dade9f52f
DP-06,DP-06-A1,1685280.0,0.96982,0.2815,0.258875,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31ba9b53ff52586dd75711a017f679be08f8631a89d65ec97cc0f0deeab9e76b
DP-06,DP-06-A2,1160280.0,4.110328,0.3255,0.319875,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f04c8247fa64f43e1bc555c1483f7c44d9379abd0d8fe284dcfdbf0edda1a1f4
DP-06,DP-06-A3,1475280.0,0.3776,0.2495,0.205875,0.205,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d23b13ac26c44e03559f5b0206b3e8063db132547219211fed0e87ee5abca023
DP-06,DP-06-A4,635280.0,4.758607,0.3035,0.216875,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f652e2b1bfaa440f7e83b1816107776cb11fb178f921e0808cf48a5c6b1182c
DP-06,DP-06-A5,-414720.0,8.397253,0.3375,0.177875,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb5779abf037c13ffcca2a2b6248b8a8ef8f530d038469ddca1192b13743cec9
DP-07,DP-07-A0,8470.0,12.245284,0.213,0.15025,0.31,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,16551b9ce40b73bde1af832764f42aa0849f73e577fa6067e5e9c1bdc0b81caa
DP-07,DP-07-A1,1768470.0,0.631498,0.283,0.26025,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f37a400d3dac056031b672813d43afa222d1ba4d09105e958dcc718d7e228161
DP-07,DP-07-A2,1218470.0,4.758638,0.327,0.32125,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,287a73d41ce5a56f8dabd3224140f7bd137feba2d09c2bd2214b10d9d26016fe
DP-07,DP-07-A3,1548470.0,1.183487,0.251,0.20725,0.21,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,331e196b1744b2e751e4bf0f7f6b41efa6441d19f12e5615f0aedc9a46210564
DP-07,DP-07-A4,668470.0,5.550778,0.305,0.21825,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,328f9d453bf4054fa63a8eb756c883a6ac09eaa9ebcea2628b5e1937bc044028
DP-07,DP-07-A5,-431530.0,8.951322,0.339,0.17925,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d718dd3ce6c9a2e3f62199d0649fe19bdf9291566f164d0064d47e1539e508a
DP-08,DP-08-A0,4620.0,12.361815,0.2145,0.151625,0.315,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,32171151b41909451db93c92389ff4df134a664f49a5dc87fc3c1bea7d6490bc
DP-08,DP-08-A1,1844620.0,1.450102,0.2845,0.261625,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b875df0f98e895e54ef80fb1d1a51040b879f0b8add3340754d212f9646ea068
DP-08,DP-08-A2,1269620.0,5.882467,0.3285,0.322625,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7df0dae5c5dd254fa32b6a9e6f2d2297965487c2bef0c2a55e5ab9b3ec799339
DP-08,DP-08-A3,1614620.0,0.850205,0.2525,0.208625,0.215,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d79dfdf50fc060c3f88d0480327922637a7292936d83c4df090c6699fe886ae
DP-08,DP-08-A4,694620.0,5.691985,0.3065,0.219625,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,95e95ced82d001e0b41486a29e4a3abbd25ccd13ba911ecf09d204e7e168cc0c
DP-08,DP-08-A5,-455380.0,10.374339,0.3405,0.180625,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8f65febc993eec3e725877407ce7140883be766634d2e293083ecef0a93892e0
DP-09,DP-09-A0,10120.0,13.71754,0.216,0.153,0.32,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8773b5d5bc7e7935b195e69a169fb9c65712358c6e8ca315b14874a8f5ea8738
DP-09,DP-09-A1,1930120.0,1.508888,0.286,0.263,0.24,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1c21c4e0f857c21208919693311fbd63b475ea60f5a9e08765d45e9bad97c1a
DP-09,DP-09-A2,1330120.0,5.998684,0.33,0.324,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c6ac4bf606eb450bd5a96eb429aa5143bc6524c1a6119849b0325bcfd4f585f
DP-09,DP-09-A3,1690120.0,1.726256,0.254,0.21,0.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3db103b77796f5d3a6562dd29ffc270be331ac875ca7079c317370cdd6c4c6d5
DP-09,DP-09-A4,730120.0,5.619773,0.308,0.221,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3596af15bfefb097d7411371571d02ee9a20eb98220b98a57cff76991ced0d69
DP-09,DP-09-A5,-469880.0,10.340965,0.342,0.182,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,82b573bd2e1e616764a0c6e27e4b697505cf3d1bb805ac5b0cdeffdc186b0df1
DP-10,DP-10-A0,3850.0,13.148403,0.2175,0.154375,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,076dbddbf02b3d4472a240346fa14f1c30c2297c62f87781d6eb1d9c00d38010
DP-10,DP-10-A1,2003850.0,2.327183,0.2875,0.264375,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c752d343218baac9333070a9e0435fabb0562658fc5c278b413b4b5701dcf929
DP-10,DP-10-A2,1378850.0,7.979381,0.3315,0.325375,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d97f00bc387a52b5b3a81452f2d117c04503c173993da90fc0b7a2390954fe47
DP-10,DP-10-A3,1753850.0,2.557332,0.2555,0.211375,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2715b9f619fb8955f57f1d5f32acf96e3d4848a5897d04f5471fb03d1bd636c8
DP-10,DP-10-A4,753850.0,7.003718,0.3095,0.222375,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,490b10c218089011413676fb380a8ebfa555f947f2383a2170d66e81436b3ff6
DP-10,DP-10-A5,-496150.0,10.457342,0.3435,0.183375,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d947af4042891620b769a8176be3bed09d886ec6d1c6afb26e76827574e150d2
DP-11,DP-11-A0,6380.0,13.925492,0.219,0.15575,0.33,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,20f1958d65a9ef959f82fa4ac57e0f8075ad883fea59fc6cca093b539a41d992
DP-11,DP-11-A1,2086380.0,2.259702,0.289,0.26575,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,229d9f4d2c35acff100191b1e1dd2aef528f38212009d592a1913d6a1672ed77
DP-11,DP-11-A2,1436380.0,7.076433,0.333,0.32675,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca747c1ab33effadd9f46bfee0f8a49b6c5e97950ae90a5f5799f831527e6088
DP-11,DP-11-A3,1826380.0,2.229559,0.257,0.21275,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,305977ab8c93211c71076890879eb388c4569ae97b101e4ec24099b656973ee0
DP-11,DP-11-A4,786380.0,7.410245,0.311,0.22375,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e85b447ff5eb3f605824dfb9b1f2003f1cad635abb27f01097d7ba7aca2dacac
DP-11,DP-11-A5,-513620.0,11.762887,0.345,0.18475,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec95020861b57976b2c919f4a5fd1dc1a0344ff02bac6ecce90c56d2bc92deb6
DP-12,DP-12-A0,5280.0,14.593043,0.2205,0.157125,0.335,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d9d6e7aeef5ae86d5894f4d737a24d49d306a791b485f8b6a36c060dd922e01
DP-12,DP-12-A1,2165280.0,2.806509,0.2905,0.267125,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a64e3a6d439e527d94b191da64c49708ea1efa855cd5617e7771c6b8438427f7
DP-12,DP-12-A2,1490280.0,8.182383,0.3345,0.328125,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f7a176fdf3ea6f96c5925588b5a76475aa3c1424d99d14749aaf84db3491811
DP-12,DP-12-A3,1895280.0,3.410184,0.2585,0.214125,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f4d9c24a35124c21e19e87a1fa50850a646d45dee511052fbba08dca35efe05
DP-12,DP-12-A4,815280.0,7.842381,0.3125,0.225125,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b4184551b9318b328162690828e085dad04ebc80c67ed11becba7026cbeb945
DP-12,DP-12-A5,-534720.0,12.328489,0.3465,0.186125,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,457b2db1719467d8281a0bafd11ffc7642b3440f602db57b947bb8cbbb11e85d
