decision_problem_id,scenario_id,scenario_name,scenario_probability,delay_shock_days,quality_shock,safety_shock,risk_shock,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-07,DP-07-S1,PRODUCTIVITY_DROP,0.2,15.400000000000002,0.066,0.044000000000000004,0.132,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c12525f49967e41ee602c15ec0f18543007a05880bcc6f5ee5097cf08b70fe0e
DP-07,DP-07-S2,SUPPLY_DISRUPTION,0.2,19.8,0.033,0.022000000000000002,0.198,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e952ec0e598868dea5e9f48ee012d26d70b77c04e98c98f26fe3d6ecadbe5bb1
DP-07,DP-07-S3,WEATHER_DELAY,0.15,13.200000000000001,0.022000000000000002,0.05500000000000001,0.11000000000000001,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ddd51a88589319df71ce77aadb0771b98cd0f78c381b4effb10355bd734adde4
DP-07,DP-07-S4,COMBINED_STRESS,0.1,30.800000000000004,0.099,0.08800000000000001,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1821a5941a9c42a782ce4eb757c70c6a55288274d8350a9ad8e6722bb692074d
DP-08,DP-08-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d3d82ee435a55561d3b5239bb6f98a0898bdf4120cbd31bacb26461fc5bc060
DP-08,DP-08-S1,PRODUCTIVITY_DROP,0.2,16.099999999999998,0.06899999999999999,0.046,0.13799999999999998,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d573812072c9fc24c9614f583da53bb9d4f92518ddcb4ee00e4bd3e8cb168165
DP-08,DP-08-S2,SUPPLY_DISRUPTION,0.2,20.7,0.034499999999999996,0.023,0.207,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f309d9d5a55c896194f05c75f82a39df6b0d347a2cc162ed5d94d35236d8d4c0
DP-08,DP-08-S3,WEATHER_DELAY,0.15,13.799999999999999,0.023,0.057499999999999996,0.11499999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3fe2ac6357f88948639d672f5030d30f30467ea7b111549eaca57e33dc086dcd
DP-08,DP-08-S4,COMBINED_STRESS,0.1,32.199999999999996,0.1035,0.092,0.2875,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e6d26ba5b7666fc16f1147c06e5fff200495759e8e851206839f13afd9bd63ba
DP-09,DP-09-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5fa51b04d7d2e3affd85de96be191d4ba1ec3b8265bdc3df3655f3c831fe4398
DP-09,DP-09-S1,PRODUCTIVITY_DROP,0.2,16.8,0.072,0.048,0.144,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df2eff6c2de4fbec85d28e4f1fa5ee884d8f623d254ad6fc39a576669ff48bbc
DP-09,DP-09-S2,SUPPLY_DISRUPTION,0.2,21.599999999999998,0.036,0.024,0.216,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1708eb743a51dcdcd0dc8c3c9c73a54160a2684d8a401312b73ec25c3f03fe1e
DP-09,DP-09-S3,WEATHER_DELAY,0.15,14.399999999999999,0.024,0.06,0.12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d576fef1b5ba82197cb33dd2e366310774576d363ff713cf30361c8813584f50
DP-09,DP-09-S4,COMBINED_STRESS,0.1,33.6,0.108,0.096,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cf6e9117f053020874f2b1734337b4cc32f0048e0c7510e0e96d27d00de29c20
DP-10,DP-10-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2094a65161c1dd4c3c0fabf55e988dc64066cc2391d32c3f1b9c0e2216c67e46
DP-10,DP-10-S1,PRODUCTIVITY_DROP,0.2,17.5,0.075,0.05,0.15,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aba4417fcb0fbdee91909a65ce664caaf720ce4f73dd4525f71cd4e39413012a
DP-10,DP-10-S2,SUPPLY_DISRUPTION,0.2,22.5,0.0375,0.025,0.22499999999999998,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8eec4c1181c5939546594dea92bf2dfe349a78bb937b2d6dab8e2566e6042824
DP-10,DP-10-S3,WEATHER_DELAY,0.15,15.0,0.025,0.0625,0.125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e0125f38fe0c6cab2a56e1d4f8d3e04a06e5e5158ab2a463da8936c774af608
DP-10,DP-10-S4,COMBINED_STRESS,0.1,35.0,0.11249999999999999,0.1,0.3125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6b17f4a3a4a980010a7bad1456ea43b1b83a44b6af051b16d54cdf4ad5248cc1
DP-11,DP-11-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,33aeeecab14cbb5db6449e0262161ea2c8936be86ecb777614105a98b96e85c8
DP-11,DP-11-S1,PRODUCTIVITY_DROP,0.2,18.2,0.078,0.052000000000000005,0.156,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4adfa1f9d860badd54cfdc09252c60ed142f07153565f1ea75e8515899e103aa
DP-11,DP-11-S2,SUPPLY_DISRUPTION,0.2,23.400000000000002,0.039,0.026000000000000002,0.23399999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e8b1b084a1205384886c56a446638c6b0995f094b8e8b402ac1299902eaed7a5
DP-11,DP-11-S3,WEATHER_DELAY,0.15,15.600000000000001,0.026000000000000002,0.065,0.13,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10293a60eb7d8b3db4fe6ca073d8a6140d2e5051e220b2533415a6bbd0a999f0
DP-11,DP-11-S4,COMBINED_STRESS,0.1,36.4,0.11699999999999999,0.10400000000000001,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ff9c5b580eccdd8603fd478ec889f3130332b1d8ad8749d647fc2badcb49e79
DP-12,DP-12-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c410bbe3d9fbf968b70a24fbe15366c899ffdd84f3e02d36b2a0adfe9b68c2e0
DP-12,DP-12-S1,PRODUCTIVITY_DROP,0.2,18.900000000000002,0.081,0.054000000000000006,0.162,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,93f2de361c1f133280fafb6da5947d284c3de491918cc1d5554b0e132dce56e3
DP-12,DP-12-S2,SUPPLY_DISRUPTION,0.2,24.3,0.0405,0.027000000000000003,0.243,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,740729cd8f79958eed0b169e37b41f666b1aa18c48cea410b2ebbaf2ead18624
DP-12,DP-12-S3,WEATHER_DELAY,0.15,16.200000000000003,0.027000000000000003,0.0675,0.135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,21c3d2199df93bf30d4b25b6205697a478798781c0ab8a939f102e4fea40658a
DP-12,DP-12-S4,COMBINED_STRESS,0.1,37.800000000000004,0.1215,0.10800000000000001,0.3375,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65763c0b33fe89d32f6216adab653e12613380b633ace03f41a1c991aada7998
