decision_problem_id,action_id,action_name,base_direct_cost_usd,base_delay_effect_days,quality_risk_effect,safety_risk_effect,residual_risk_effect,crew_increment,overtime_fraction,requires_executive_authority,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-03,DP-03-A5,DEFER_NONCRITICAL_SCOPE,-360000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b3f51b1d7d87e9f0282e8519f2a2fa817a4925dcdf0a405628d16004d28a2107
DP-04,DP-04-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f2fe3b67a199eeab6601c18551ebd25793b62283d555bf0856dcea6dddae186c
DP-04,DP-04-A1,ADD_CREW,1520000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9cb291b85912e04483ac661a997cb988f60f1e438dbd078b8f1845a56c10efef
DP-04,DP-04-A2,OVERTIME,1045000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,336145cecea03c1b3ddd83840c06c6f184c31ecbba8f04abf2e5c89c22a045c8
DP-04,DP-04-A3,EXPEDITE_PROCUREMENT,1330000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f37f6a2059fb2dfefa4e3663f2f7210297b05fdd88305673fb2eca96fc8de2c7
DP-04,DP-04-A4,RESEQUENCE_WORK,570000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8157ca5f73728b59670f565facb2476e48c383b745d4e9f12b5b93fdd803abfc
DP-04,DP-04-A5,DEFER_NONCRITICAL_SCOPE,-380000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c579ce61b0e2bcb4aa4edfd5a2204a7ca2c714c313c3cee5f64c72b6bed2e72
DP-05,DP-05-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2b6bc44d1807fda48b25cc11c8868a4d50355ebe2e70427e294b960703905dc8
DP-05,DP-05-A1,ADD_CREW,1600000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,97891bb62675c0a0715ff3944c4c75968838f8f95921eb6176bb23dc0fce64e9
DP-05,DP-05-A2,OVERTIME,1100000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4e8912bad9f83659fd21e2cd20ea16aa8417f1a4c6c385f4b852d2a414503010
DP-05,DP-05-A3,EXPEDITE_PROCUREMENT,1400000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d11d48cdaff9f982d25629ab8dbe890508f87cee1e9777209c8121b30ffa646e
DP-05,DP-05-A4,RESEQUENCE_WORK,600000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,129869b4fc1ef1c2daaf74230c97274dc132fcf82f6406f61a1ae258ea1b51b5
DP-05,DP-05-A5,DEFER_NONCRITICAL_SCOPE,-400000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f14a643ba031bc99329e2f05c588a9ef76c5ca56c7cb430dfdd10c57a7c73a51
DP-06,DP-06-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1d03ec8bceec36ea79e8f42814ce7f580aaac853ae6e2fbad728f2c3db910a1
DP-06,DP-06-A1,ADD_CREW,1680000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e56b73ed2074467750075662c2d881774ba251b90282518b48faa67d8f2c1b9c
DP-06,DP-06-A2,OVERTIME,1155000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,36c9fd47b0f717d39f9decd11ea0795f25eb068f56173c6e309328e5fa5f2cab
DP-06,DP-06-A3,EXPEDITE_PROCUREMENT,1470000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b06216e7e67eef8e3726f0cc3ba0d9e2945032fd44a652755b3e67bc0ff6694
DP-06,DP-06-A4,RESEQUENCE_WORK,630000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,32c18418c78b98c1d524ef83e5253006bc109005e74595dd9bbfd013170099a3
DP-06,DP-06-A5,DEFER_NONCRITICAL_SCOPE,-420000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6a576b246bf47ed2c9a3668bf185412fd7e4e248d4d6e368cd9cae445ea295e
DP-07,DP-07-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2efe913d12c6d94e8feb7492f1fee2013bbf19a20bd5fd3d249374ac1fd1f0d3
DP-07,DP-07-A1,ADD_CREW,1760000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b4088847405d3ae0f839681f0ff425a4b03903ad7153bf6aa6c9a66ddca197d6
DP-07,DP-07-A2,OVERTIME,1210000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd3f2e4b4843e53566cdd05da131baea8f1cc6e746e3ffc92a89e25bc7385cbe
DP-07,DP-07-A3,EXPEDITE_PROCUREMENT,1540000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a2002ba65361fafb217c52eff2317d771b851a9486081f2533253d51a37d008a
DP-07,DP-07-A4,RESEQUENCE_WORK,660000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7a31321029c79ee288d49e7c61708865bb75ad8ff7a9254f13467b95ef03bfd2
DP-07,DP-07-A5,DEFER_NONCRITICAL_SCOPE,-440000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9237c261cda490bb4d4038f464dcd26a1e08e41d5730c4386c56918cf431af47
DP-08,DP-08-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb57e9a6473681fbf28ac63768ae7a80fcaed0930cf681a1cfe2b2a1e90f731a
DP-08,DP-08-A1,ADD_CREW,1840000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d3e312b112f2fe1521edd550ce06e268657c454761917192be306c174e0d6e2c
DP-08,DP-08-A2,OVERTIME,1265000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ad2450ce65600110e95471e5b40c50ca7c7780bb9e0ee1cd20c4bcc76dfa2f3
DP-08,DP-08-A3,EXPEDITE_PROCUREMENT,1610000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,378928656f7555dcbfe267f5dd1af0fb6d4993b473c305af8059285d467b5df4
DP-08,DP-08-A4,RESEQUENCE_WORK,690000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eadee987971818f90a27cf53fecdcb8d91abac9b775a14b74e13eb5d2a32ed1f
DP-08,DP-08-A5,DEFER_NONCRITICAL_SCOPE,-460000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62240522289e0d457d171e9c8fc45daf6f896dab16b81347f371b69641e32cfb
DP-09,DP-09-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f2158c0f179a015a1902bace04f0826d0d518593d3f19d827811aaa1cb89a17c
DP-09,DP-09-A1,ADD_CREW,1920000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c68c2effef0f1b6e54e5f28eb157f0ac8ce1843f2288cbf3f92c88fcdf26d373
DP-09,DP-09-A2,OVERTIME,1320000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,783ca5530a02303a77d297a18c6427b50ed25b93bb023e7f63271eaf98e0da21
DP-09,DP-09-A3,EXPEDITE_PROCUREMENT,1680000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c7f5c4500cadb693e78e24b916e506fd283e5fa8f741cf8fa4eb33338c35c599
DP-09,DP-09-A4,RESEQUENCE_WORK,720000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3b60432e53298fad30d03f679e17b4911bf4a1b45790d3fa3c18847b6d045c8d
DP-09,DP-09-A5,DEFER_NONCRITICAL_SCOPE,-480000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2255c34ed5a3e13334184dd8e4aa77dbb635773a1497ae4fc1e3c87c8baba54a
DP-10,DP-10-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5cc1e1188b288288bf138f84bf34f22d30b1e026b1f97e01f9639ae23545f9f1
DP-10,DP-10-A1,ADD_CREW,2000000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04a7f3f825fb62d67f497dfda1171cacfaf5dc9d7b97c569eeb65a4b85fe543a
DP-10,DP-10-A2,OVERTIME,1375000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,14ec87923d77793852b11be9668afab7618082e14ac13d1725c85a424ffe96e7
DP-10,DP-10-A3,EXPEDITE_PROCUREMENT,1750000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,98ae0e57d6da60104cbcffecef5f9b26c4ff50c52fae632b289ee8e34c4d4421
DP-10,DP-10-A4,RESEQUENCE_WORK,750000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,148c824cb9c7701e4d9c166b489bc5901e33b37a902ad8b65aabba62640416f5
DP-10,DP-10-A5,DEFER_NONCRITICAL_SCOPE,-500000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d3c5a6d6d1e0b3a73a2d93b57f8f087a68036a98255714991a1c8e260ab0e6a
DP-11,DP-11-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,91e87d4f70b6dc4f4a510a149018e0574bacc4d9c0ed51f44ad01fea014565cd
DP-11,DP-11-A1,ADD_CREW,2080000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,29e54cdbd795dd1cf873c7e65e75ee0085299522b2cd5ddc136d425617e4e845
DP-11,DP-11-A2,OVERTIME,1430000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6708c73f29c569ae9e9f1bed0983a2c148ab5469412e40a3c5a06eac6223d7a7
DP-11,DP-11-A3,EXPEDITE_PROCUREMENT,1820000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,639a5157f1b0ee4d07462d7ec0ec74420e8b5eb2d69f7dd60c5157de136309b7
DP-11,DP-11-A4,RESEQUENCE_WORK,780000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3c4b73043dc57e6961844a7f3f262a9120ff702ccc453f40e8b1be429dcee4d0
DP-11,DP-11-A5,DEFER_NONCRITICAL_SCOPE,-520000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,79f21c34d566f357550da22c896817eafc034de0acd9bc82b47b04e2ae7aec5a
DP-12,DP-12-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5a1abc5fbc56fc72de666dccc2abc2c47144bf74ae05af8d130ba8a1fe33b10d
DP-12,DP-12-A1,ADD_CREW,2160000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,693b865b0187c291128299a9af46983e7ae71ca09e9cbc5f39eae8d1adcd035c
DP-12,DP-12-A2,OVERTIME,1485000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,665eb77e7d4a51ff04d1c3e32febac574f3086699b6850e796f5fd1651a35f5a
DP-12,DP-12-A3,EXPEDITE_PROCUREMENT,1890000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,39d52b4b0c4cfc375017d3d5c80ef55c91fa79ac28e7c6cf782b377b0722e660
DP-12,DP-12-A4,RESEQUENCE_WORK,810000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9be47ee8bd2a1f6c9060b38e71270af26180ed020263d6401b0446ae7e13a6fd
DP-12,DP-12-A5,DEFER_NONCRITICAL_SCOPE,-540000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9913b2397816d823bed64c7016d3f220463e4178db3bb20d99e63a434daaa0a7
