reference_project_id,complexity_band,early_cpi_band,early_spi_band,document_risk_band,decision_class,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0011,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3db1270d48aa71299785350d1420b6f4735c9171fbbdc3afafc3a754252f32f
REF-0012,LOW,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,19eae6380b0bdbd6dc44ba772316f05f88c6280a6c3c41c60d6ad37d2dfe63ec
REF-0013,LOW,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d0bf994dbf4f0d157ae2679758b2ca93576483d146dd2e1c5768637b781303c6
REF-0014,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e9a4c1634d9d4556e4696bab0cdc76d3e83ab224f7aa8c0783aac0df20a0388d
REF-0015,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da5d83273fa979add92a5dacb311c961c12627decc50b1109b1201349277d423
REF-0016,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,563ef9dc4a208e83a79fddab7fa1cef73daab5cf921259135b2a78e30bee7e6c
REF-0017,LOW,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6ef474d60454bff7a10c9fd8d901e0f1f724d3804c9efb35af13f051d260a7f2
REF-0018,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94723e29089f83bc38c62ec778eb493e4f377a21079d0ec4e16e1fb345547544
REF-0019,LOW,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9f77fc3d97b749fc19c4558b228f35c8dbf052bc2a8355d509fe5721da28d020
REF-0020,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4acc8d577aaebb41edbecd9866168a9fc8c3668796827ffb1784f606adebc8ed
REF-0021,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,92c77668013fdbe6d4d8c15402ceac1b758509d3040ddb870376ac33137ac217
REF-0022,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35ea4d12861e2fe97e290b255c8cd6fe2ca61408461d1c4925ba31033a5cbbb2
REF-0023,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d54d47c48c01b4429d63c26565a7252c343b7fa993ef3d5854696de0bd92a2bc
REF-0024,MEDIUM,MID,HIGH,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3176f440499924bf677e2bbab5ed81256919aafdc1543eadb58d1101bb970288
REF-0025,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d844f3eba14638f72edbd03dc9ab89f8e0855a6d992248d040a734b82aeeae5
REF-0026,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b819a0aaa6713b57f0c0950f75d1e09c6e143ccf29cd24c43b5c01244322165c
REF-0027,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,90950f8e711b5507ac9172d3ae0cb7f65235ffcf9c8a3b39ca8f5f2db7280a45
REF-0028,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c0e328a4fb59aaad078fa16e3bc6918e35873aabdbe15555d568547e97bf82ef
REF-0029,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c8446cd10a355b0772bb28009fa0dac58c4dd50302fd2ce963f9febcaa00f7d5
REF-0030,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d8771e16494d06cb532e9553afa9d5c60428235308e0e422a682f16dce4dcf6
REF-0031,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,55e38f02a1b2ba5b101c633ae63ab847e3f3b37f87837f596c98343491611f01
REF-0032,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0a7ef7f4500b926f3198cb1a3363b6afa38fefc03c1e6af8c07865e0825e0cc2
REF-0033,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3caecc86910291302616d347ff7b74652511519ec37a54f92d2a5c4fd1405b4d
REF-0034,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d72361a851fa3d1f3febd5bd18c4632dae3d87176dc1a025080153a2644c741
REF-0035,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8dadbaab58f8055b82cd646d5d8ad3d5f9ed7fa742ff5d7b7feb9eea0e77d648
REF-0036,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6b5ba46fb267e67f8416a87f07901d8f0bd0e8a778ec7f9f0f654dfed8dbec14
REF-0037,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7a4fa7e601bcbbb4164ee7806dccbbfea4eb308590f670d9daec23aa3eba550e
REF-0038,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a27e0d4cc220a884850694f71ffd44ce9a86493c9a0091d4a1c5c96e35ca142e
REF-0039,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4d9c3026f903c841332ea855188ea2cfd0f160665a92de0e5dcbb4d6b6796185
REF-0040,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aa824ad81a9676b4e8881e782b16da7e2f4b375840ce846db7eca7c43aac6a1b
REF-0041,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,887b14e209f5ed883a2ddc775c570bbd5df6960c0b20fe833e6eaecbdcd2708f
REF-0042,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ce13975c7045d04ac502abf8be9db973b28e6a8ae9bdee8a734e9a6c37efab8
REF-0043,MEDIUM,LOW,LOW,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d093ff2fba9ec7674bb583475ba88f5aa15f3bda1385d03bf476d4647257ab8f
REF-0044,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c93eeafbf943f44c158e93981d9042ae4fa8ea2c0fa87ed795637ae170ce241
REF-0045,HIGH,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e593b2f365ce797e2aa84daf7db0eb00f019637f96e10710494c5b38bbd3123
REF-0046,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd32952be80edc48ebc30c9d69c1c96e424d71f445ec4a012a4826ac3f848be2
REF-0047,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1666044744cf79ff97e004c23168155887120700445910f290201f8f7e6538e8
REF-0048,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,51bd6b28f949f99ec4c1a01310bd3ccbb09a3bcccbe8b3117b463c01ce3d628e
REF-0049,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,014de75f90d6a2506b469e21cd462b00a7f33ae6b1479451e19ae47cc231b10b
REF-0050,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3164cea69830652a3df1bd8268fb86297e5824b3600a5ac830d1a59dc037b20d
REF-0051,HIGH,LOW,LOW,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f339f8ce790ca48defdd931acb19d0a3b366ed3d5db38802a3338ce2ee889de
REF-0052,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0718a38acafae5af42e075bbf8168db5ea06bdf2b93fd8f9c2998bb276c0dc98
REF-0053,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,362275d894a9f94ae7715b38ab82903d25ffa6b9a4f9f8eba54477b03c1a4470
REF-0054,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,117b5df9aa355d68b82744ef9ba6ad410178855e58ea3627f48cecfc0b3ff50c
REF-0055,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,510f55e37724cc01e67169c4b51096e0e426e6a67ba60d558c5d249316ee18b2
REF-0056,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,108be4fa63dcc719afa60181360d8b45cd07c78f7f98d9a9ba602afd2c71589b
REF-0057,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,98055886fd75614179219b763638b9029b7915e849c3ac63271be451a6d1e316
REF-0058,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48810c94e361ecb5398b7637e5d32d798abf6c8965ac47668ec0b22dc595cdd5
REF-0059,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,81f195bd902e2b6c7c30221b67c79779e19542ceee7ee7586e9afd12347132fe
REF-0060,HIGH,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f82fdcca56def43b9dccbf44d82d866a7b7d74e13b198df5a4f2b3da01c8ac6e
REF-0061,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,60032ff05c9d847f076bc389d8923e575cf62798321f95e364461edaf500b1a6
REF-0062,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9269d43762e04f2e53952314604193d807867677917eb9df8a866caef81089ce
REF-0063,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,93e6a16e682f10dc866d0bbfa58e5bc47239b04a3080fa404e2449813eae670c
REF-0064,LOW,LOW,MID,MEDIUM,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1201a95ed773460c14baa5ec43220b93e2e43fe8fd78148fa7536522a7e09452
REF-0065,MEDIUM,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b7b69c372837348dbc83ab052ce74bec272f4271245eb4d30b90c90718fc9e8
REF-0066,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,54cd55aa440c832f3fade2e196b4a1fb047230f222938a64afd1ea1000810488
REF-0067,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,058d9c3015f11a5f2ac9ea965526e0925c681f0a8a831f36b24acbd54c466d6f
REF-0068,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9025a1ebcf7cf0f08227bc42c654082ba022fffd5c28b974c59f140319a490f5
REF-0069,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb09a42f05ca2a139d03f6e1360092993bbc1249bd63a9cf40d3029d72c8ce2c
REF-0070,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1aad6dfe45c12ce9ec5aeed12b2f6160f1e5e236f047d6695e2a5e51a820308d
REF-0071,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a7311bbacf38a0a8249d097d14f43c26341ba7bac843c3b8be2ea267f93a996
REF-0072,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b25499242090863c1c007e6e751d5a25d36ae6db6a8ab367adc158cdaef9607e
REF-0073,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ecbc8535b563f6a0ad86b4fd0ad1dd40cf322e7665d089df4d357135d3eef35b
REF-0074,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,174389fa7f0bf39ac1a74e2f67eee3786fcbd6ab4d35ea96e010fbae2a17e1dc
REF-0075,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,226a45cf4458aa34de3e92f2fd1dd4b8b7aecae8462e4e117cd2c7ac35f9ef6a
REF-0076,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dfc9f9124187c85cbb4914c1226b0b0abe41e59f011634c24db13bc30042edc1
REF-0077,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53eb6dbb0358cc61d9be1a5572c466cc3dc365cbba72b5dd38ea5a52e7950675
REF-0078,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48f50e99173ff80a06f426e1ae0b617e70d791d3978fd1bbdadc5285ee56026c
REF-0079,LOW,MID,MID,LOW,GREEN,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a73151fbf2bea72fbfeff622318e3da1373c6a58c651f27b3d7b6d3485f59bcf
REF-0080,HIGH,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,003983f4bf8b445ca4fd86124fb573a628f7e57f54f24a1ef46a4af9b56951d4
REF-0081,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cccba8943349b1335ccf133c3ead357f3dba3f92e69f2d7a3fa696297283efb7
REF-0082,HIGH,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7684f58b38f0210580c761bfc6c5addebd8098bb0788738ef32359ee0b02c111
REF-0083,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,726e66750dd73ae3b201679b24f02c24bdcd194fe211a0fcc7b6becda547284d
REF-0084,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,11d138b0c376bd51c5cf48ba22b5d64ccc4c0eea9a6f54681085ad8ccf2be236
REF-0085,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,247f6765bf2cd37a4cb916c7494d385a1271e585335814d17bde610566475512
REF-0086,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c99b195c492b1d6312712152ad4ddea22f92e238bde3c57ba8e7f6607b147cf5
REF-0087,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94a36e971f62a95703825854b9a91de63278287045d862e4d0780637658cac8e
REF-0088,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c1a61d608612824413b046b058cb0abebc53b7fe371f3b5e4f720e45c7674691
REF-0089,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5255bd39e15578efe1dd7214332e23cd11d0ee3c5b55c91b593da564b686fb96
REF-0090,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2899acdd14f064aab0b15b05540887a73544c228f42e9d84f06c0e9b54c76056
REF-0091,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ccb6ee3bf6c6b03ff546c03574833bead3d2530cb80662ed0d7120217cfbc708
REF-0092,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a95657de45c28cca28cbc2179865581407b8619b41615f1db4060bc271537c19
REF-0093,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b96a023fecbe446bfec07d72c4c2261d4b96bcd93d3977114bc8333ecf8bbb4b
