reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0011,RAIL_STATION,DESIGN_BUILD,US-NORTHEAST,17940.878,14.216,64.873,3,0.572476,0.840683,1.18,194347168.28,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f061b0abe0d4184eb610fd128b15b6c2b6b24a3c724d38758f55527460b84a4
REF-0012,DATA_CENTER,DESIGN_BUILD,US-NORTHEAST,52134.234,0.0,117.521,2,0.349732,0.35,1.18,161225878.51,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f7636da05e41086d0c4ad9873b45a5bb0f7c9c8dd40bf954f954251ff1c6656c
REF-0013,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,61852.178,0.0,19.988,3,0.269658,0.499466,1.18,189208052.28,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,57dcf1db3e45f9cfda4486636f5363893fbf372d5dce537fdb068107207f5e35
REF-0014,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,10078.128,23.574,81.606,1,0.568899,0.371825,1.18,192050394.03,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9c11416d62d6734104cac486ed55245f30227383163d4b57f33f35132045239e
REF-0015,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,28607.542,7.826,75.371,8,0.740407,0.821206,1.18,260563763.04,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,71fe6609a9e0cb7d6461a97d9bef7dc8d7da36e675d418193434aec70e041717
REF-0016,WATER_TREATMENT,CMAR,US-NORTHEAST,0.0,0.691,105.535,1,0.934291,0.921696,1.18,162891787.48,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2bc24af1661bb1e587e8cb578d0b4277a38533e2485a4e2b886ac02aabdfa69a
REF-0017,RAIL_STATION,CMAR,US-NORTHEAST,16671.7,20.746,62.104,4,0.295602,0.35,1.18,212761105.24,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ab9daa26ef81401b91b24989573bdcd6c5b83527488bc75a94462f8adc23134a
REF-0018,DATA_CENTER,CMAR,US-NORTHEAST,38913.166,7.016,146.283,1,0.690246,0.556839,1.18,207578466.99,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,28e6e9af99972e022d588a942c74331317d1e01340a671f3e80d81f53b542d34
REF-0019,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,54486.902,3.562,1.0,2,0.332861,0.773104,1.18,201014453.56,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b29ace917aeeb1ea28816d57e696062a393ae8302e2ea60919390c4d5e9c63f6
REF-0020,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,18723.051,15.691,21.519,5,0.710355,0.801947,1.18,192725360.53,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,567c05d34fd79236bcebdacf633cc36fcb7e95049d12e121033b43245c94e677
REF-0021,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,49559.273,0.0,33.567,10,0.609769,0.736864,1.18,244956678.22,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb644c30a7b2c786b485a2312758dd53857758f776709a671e5a2bececc21d8a
REF-0022,WATER_TREATMENT,EPCM,US-NORTHEAST,12292.804,5.377,87.873,7,0.498695,0.8701,1.18,173685133.41,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,eb8767b393e2b90f8921eb2fbad70519dba82efed42de61fb1b88c54270e06b3
REF-0023,RAIL_STATION,EPCM,US-NORTHEAST,21414.871,11.451,92.096,4,0.824618,0.707129,1.18,233799884.58,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a1221742b1f29409a358235ed3db271d5272748788180b1af0d48d80db80bb5
REF-0024,DATA_CENTER,EPCM,US-NORTHEAST,53055.789,0.0,143.776,7,0.37732,0.902535,1.18,196171471.36,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,980266b96394c88319045dcdec770fe406dccd687a9424fae9f762f924ae3368
REF-0025,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,38817.623,0.0,61.714,9,0.792735,0.550949,0.94,183867305.85,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0266981e3ddc048d53afe51ba7dc069017cd4b8d9e4f1bc1cdf52f5617fe8fdd
REF-0026,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,29517.429,16.186,56.867,2,0.826252,0.893248,0.94,167552011.36,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c1b83cb3cb1a595ea62ae958304ba4278689a68d08a38c046d6386e3ec33398f
REF-0027,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,32529.427,2.672,84.345,9,0.819023,0.865486,0.94,210091691.17,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c75bc8aa3d4eaab79686215b70a5bcdd248ff6eaf70aab33a788c2ab786a7757
REF-0028,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,3777.958,0.0,127.6,2,0.623647,0.777787,0.94,120240894.8,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e774e64f314a8db9874a6ae43995c465969a9e19be418a31c60192fd086d3294
REF-0029,RAIL_STATION,DESIGN_BID_BUILD,US-SOUTHEAST,19715.688,13.183,44.398,7,0.639267,0.848014,0.94,176519334.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f142b47be3572ce16d55d1e5d0e26cb1eb1e7709249af97174c8fa955a65e1d6
REF-0030,DATA_CENTER,DESIGN_BID_BUILD,US-SOUTHEAST,59032.513,6.618,129.818,2,0.280792,0.790318,0.94,160422191.65,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1526e61da53f37db4cc7de65d87ceaa0196c8e7d123e2e037312f3c602cd4099
REF-0031,AIRPORT_TERMINAL,DESIGN_BUILD,US-SOUTHEAST,41765.624,0.0,35.502,1,0.636049,0.584453,0.94,157644027.98,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,470e1dbc672bd51c73fa51fcc994e56f474aa79dcfc2accb4b09077134d9209e
REF-0032,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-SOUTHEAST,0.0,13.238,29.794,1,0.553999,0.938296,0.94,110112129.63,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1541a588dc17a3327f9aa5bf45e7ebcdd3dc278a7ce3466d38e4ea237eca6a2f
REF-0033,VERTICAL_HOSPITAL,DESIGN_BUILD,US-SOUTHEAST,56676.208,0.928,61.783,13,0.557849,0.691135,0.94,207045918.97,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e932925fa2b348f5e63f2681a63389edb94864466a087b1dbff036e1c9ab5ee
REF-0034,WATER_TREATMENT,DESIGN_BUILD,US-SOUTHEAST,2055.943,7.551,92.18,10,0.657346,0.522301,0.94,134582480.93,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a939a2b7b4f8a7a209a32deb3952fde2a3cc8d67fb7954a6492903c55f4047e1
REF-0035,RAIL_STATION,DESIGN_BUILD,US-SOUTHEAST,26920.258,20.571,46.709,1,0.438663,0.736513,0.94,172630022.41,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a2a740ab85026434e9f4eeee989a4d7087dd59729a7f0bc984327a158d727a71
REF-0036,DATA_CENTER,DESIGN_BUILD,US-SOUTHEAST,57279.167,5.133,133.874,7,0.237314,0.753267,0.94,169865936.81,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ea0f6d0e0d002724daa6d3f3742f8af91939d86b16199395a369ee57d13b8cef
REF-0037,AIRPORT_TERMINAL,CMAR,US-SOUTHEAST,51956.428,6.449,29.112,3,0.637935,0.806464,0.94,183726812.15,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c307fa58952da757a7048fcb5ae355c95b4a3063472329020101eb11932c4e1c
REF-0038,HIGHWAY_CORRIDOR,CMAR,US-SOUTHEAST,6879.569,12.015,72.627,3,0.655082,0.939394,0.94,132529046.17,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ebd8d2a6693ddc341fb1d5398950e03447148939ee7a6bb7ab359176edf2b474
REF-0039,VERTICAL_HOSPITAL,CMAR,US-SOUTHEAST,35490.93,0.0,57.726,9,0.519617,0.902746,0.94,171879302.68,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,71dd226a89a32755643d0206daf295b5ad6e48dc53c2cebef3eebabe21a5cced
REF-0040,WATER_TREATMENT,CMAR,US-SOUTHEAST,18924.941,12.365,92.859,7,0.685487,0.547904,0.94,152392813.38,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1da8248750fad583331362d1cab65dc6c8932693a5aa6b9e3b0ab910cc7848d7
REF-0041,RAIL_STATION,CMAR,US-SOUTHEAST,1514.84,19.809,57.412,1,0.830303,0.88557,0.94,163806267.49,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b73cfb8927a30ec934761f4c29273cba334d17d683516caa2c7c7de2b5216cf4
REF-0042,DATA_CENTER,CMAR,US-SOUTHEAST,30505.946,6.254,82.3,1,0.859766,0.585251,0.94,161486724.55,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ecf944104a8aff0a30d186aa86747d27b8517c264657d7ef5d946033b017d65d
REF-0043,AIRPORT_TERMINAL,EPCM,US-SOUTHEAST,48466.941,0.0,38.589,1,0.585912,0.461098,0.94,162933027.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,12c65a5dce00e9cec3a7938d174650f5a2cbe7483c72e4f3034add50fd036bc7
REF-0044,HIGHWAY_CORRIDOR,EPCM,US-SOUTHEAST,12869.739,0.0,48.056,1,0.445295,0.754255,0.94,78594035.64,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,34783a441a37c9f2b080a0421bf8fd2e4a2bceb57fd33af576244ddb44a859f8
REF-0045,VERTICAL_HOSPITAL,EPCM,US-SOUTHEAST,60220.229,9.926,87.761,10,0.710797,0.827764,0.94,232400014.1,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,21ed8c2984c8e467772b8250928e4635e4b0bb0691d8ba8fdda332a3de513ec1
REF-0046,WATER_TREATMENT,EPCM,US-SOUTHEAST,11467.667,5.242,106.463,1,0.693819,0.45781,0.94,135468095.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f73d9381c9cfa6aa0ee32c9b25dba9707caf4de95444e97da37b87d78715378a
REF-0047,RAIL_STATION,EPCM,US-SOUTHEAST,3847.332,23.006,36.12,3,0.787959,0.35,0.94,182702379.02,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d559a92aa6f5b4c3195910007228d14ed7fce766d8ff798dc1dcb2de1f686080
REF-0048,DATA_CENTER,EPCM,US-SOUTHEAST,61395.499,7.65,141.654,9,0.2927,0.763948,0.94,191157863.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a379aa401421f216fa115a9c0a71adabf57198152b539cf96318081b3f1ee461
REF-0049,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-MIDWEST,38778.478,10.937,49.438,4,0.282455,0.890305,0.91,173864959.26,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d059b7d7f9318faa4cff94bd492846a4040eead59ab2e2afa004c54760b1e6b3
REF-0050,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-MIDWEST,20203.448,14.11,97.533,1,0.54195,0.740168,0.91,141147272.37,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,22c925bffe99118a434da5ad707b698213292923b150f25eea01391269ecec71
REF-0051,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-MIDWEST,48720.777,8.579,23.304,3,0.712124,0.757447,0.91,209750891.98,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1984a743a0c387e5ef6e7dde08b17bd75988b3b1e1e97516900e629096a454a5
REF-0052,WATER_TREATMENT,DESIGN_BID_BUILD,US-MIDWEST,1063.731,8.591,96.323,2,0.367575,0.729084,0.91,101584681.53,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4fe45274bfb2ed38160bd78552688dbb19bd956d3ca6533260d537f1e35d595a
REF-0053,RAIL_STATION,DESIGN_BID_BUILD,US-MIDWEST,729.759,23.185,65.987,7,0.497823,0.922758,0.91,177819595.52,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a5f7679e18cc0e82724bc49eccaae6d55145f5be11a2a72d57aa2d0e0f7dd204
REF-0054,DATA_CENTER,DESIGN_BID_BUILD,US-MIDWEST,35598.419,7.609,143.934,1,0.702639,0.862434,0.91,164906570.36,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94eb3eb0dc9195723220c0c0ddbb818ca92fa6183efcaf058e39d825fb5727d6
REF-0055,AIRPORT_TERMINAL,DESIGN_BUILD,US-MIDWEST,33923.501,0.0,81.154,3,0.739889,0.759129,0.91,165202429.52,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d928cb13a740bf45719ed50265a56f755fe1dd613983146eace4b0f26587722
REF-0056,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-MIDWEST,1580.684,17.041,68.849,1,0.547596,0.758276,0.91,127236700.9,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,854e9197ae77dc02c0fadafca20dc39417b1121dccce1fc600d232bcee11ac24
REF-0057,VERTICAL_HOSPITAL,DESIGN_BUILD,US-MIDWEST,27570.869,2.976,52.919,15,0.222411,0.760029,0.91,153512079.21,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,823b427d0add275932a5aa3ecea4aa3ae63645013fe16a849d35d699eb8c1cca
REF-0058,WATER_TREATMENT,DESIGN_BUILD,US-MIDWEST,37760.973,0.0,92.687,5,0.560504,0.805462,0.91,132363914.68,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb146c0a876fa74fb044608251fc3fcecb2b59aba4eb77de8daeb30e0d741b79
REF-0059,RAIL_STATION,DESIGN_BUILD,US-MIDWEST,12795.853,15.714,72.792,5,0.310596,0.482514,0.91,148718228.91,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,af4693060491b60d1b69ea7ffbb9b86db4ca63b5a22228f1f9df020eb6bf32be
REF-0060,DATA_CENTER,DESIGN_BUILD,US-MIDWEST,70346.668,5.799,135.538,6,0.6957,0.496326,0.91,183567645.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76568c5097a45016879d372fb9ac9e5cdfe225066945bb41e5679ca6954d98c3
REF-0061,AIRPORT_TERMINAL,CMAR,US-MIDWEST,56780.144,0.0,1.0,7,0.684198,0.690562,0.91,163162415.65,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,50d4bd88647f5bbd7f606ff3b5c98468e1127c957572abebf1e74b9d5bffaff1
REF-0062,HIGHWAY_CORRIDOR,CMAR,US-MIDWEST,4950.027,24.755,40.525,3,0.218624,0.430084,0.91,127176658.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f0242854a1dc0cfa63f21d7b852a7b6a2979c9b1c3d4f8249c77e99cb6fac604
REF-0063,VERTICAL_HOSPITAL,CMAR,US-MIDWEST,37708.93,5.239,76.239,8,0.90983,0.705978,0.91,193634442.51,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,db0a3d0170095522b6dc5653e4a75f450d7f47ba6782d528e4e68f1558da0be0
REF-0064,WATER_TREATMENT,CMAR,US-MIDWEST,0.0,5.479,138.63,4,0.2105,0.35,0.91,106005107.04,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b13a7c89bee656883cbbca870eff249185071f47587b56d236de8551ded36fd1
REF-0065,RAIL_STATION,CMAR,US-MIDWEST,21424.631,21.241,25.136,7,0.567552,0.454696,0.91,178236221.34,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65ed82e40aed46529a76b36e903b23c31f259862b6ce70cc2aa657b1340348ba
REF-0066,DATA_CENTER,CMAR,US-MIDWEST,54499.17,2.196,88.291,2,0.260774,0.661837,0.91,137238092.72,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6a18b4e33d5a53d6e0b8bef7dd246977436d5faa04e5ae391d2acd2f07ddfd94
REF-0067,AIRPORT_TERMINAL,EPCM,US-MIDWEST,51170.867,8.065,47.138,2,0.442319,0.916844,0.91,183427402.96,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a8a22cb65c53672f96d50a162ae352e7e6d84c21d2802a1afb2c3c363d625bfe
REF-0068,HIGHWAY_CORRIDOR,EPCM,US-MIDWEST,21347.006,16.759,21.419,2,0.373819,0.581329,0.91,139268906.34,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd23133b9d701337e1f44041859575095655bc0ac3c4ed06d3cb7d9a504c699c
REF-0069,VERTICAL_HOSPITAL,EPCM,US-MIDWEST,47850.478,0.0,66.999,10,0.489227,0.648783,0.91,175632598.7,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6345fccc56c455176eab891eaafba0b6832ab78827e79dbbfdb6b34dc78c19ad
REF-0070,WATER_TREATMENT,EPCM,US-MIDWEST,0.0,0.0,116.501,1,0.681741,0.902183,0.91,107668498.62,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b7f12220f55f04fe2610c584b33662c3d1974689238a0ef8dfdae6135ae965b3
REF-0071,RAIL_STATION,EPCM,US-MIDWEST,10602.495,18.179,36.767,3,0.501753,0.788793,0.91,146137069.85,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e5a1deb4614b2d6ad6217ffa19dd11e36f0215032a8d26e57c86de9ec540998
