target_project_id,analog_project_id,similarity_rank,distance,analog_cost_overrun_pct,analog_schedule_overrun_pct,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0005,REF-0125,5,2.037712,0.260639,0.226583,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cbd6bd0c932b6f9636d1ee4a69b0f707c8332e53e63dc3e39b0056db4917d0fa
REF-0006,REF-0126,1,1.257879,0.22293,0.09593,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48252c1f3366d9938a11cd8e13d18a0c200013b30208c97a28c01a1d7f3eb8dc
REF-0006,REF-0186,2,1.495253,0.156446,0.163416,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d1c3cf038e037b9fafb78c435c6b46415a8686d50766e38606acfc5be25be093
REF-0006,REF-0342,3,2.030799,0.195033,0.106493,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6bcc09407917a22a3d3ac26d3b40bf4e1771b21e471e87ef7bdb377bbf34af8a
REF-0006,REF-0276,4,2.043593,0.153143,0.127528,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb7029561bd0306cec09336222e16949af98ab0be4e973b250e30a3c3a264a5a
REF-0006,REF-0270,5,2.136417,0.013143,0.004272,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1f3ce43baee28ae3182cf01ca589fdda36c54ff8f52184b09eee07a6d3d27175
REF-0012,REF-0084,1,2.141194,0.1184,0.06997,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,086e091493cfd033b5e0b2cbe610fba43d4f4b2740a40c09098d48aaddb97442
REF-0012,REF-0360,2,2.275332,0.13,0.149262,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,392da481b1392b42d22effa3900ae97cd1c8db2727ab0491f2591bef995a6f1c
REF-0012,REF-0066,3,2.474501,0.118224,0.197521,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4520354b235491bc843b6b0f328532719362205e149bfea08efc287c3b7b6634
REF-0012,REF-0060,4,2.587105,0.703622,0.712016,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2587e1246ae7cc9a02dc5d0f14b0af0fdc748c78c4486717fa525fba43fd4c34
REF-0012,REF-0114,5,2.684589,0.104311,0.137642,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17a6195fdff3627d0b268b6eeaaa03dacc0e5192626ac31355bae88cee7502c6
REF-0013,REF-0301,1,1.923471,0.135309,0.023048,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10f5560a2b947e3d0b4a15113f9fa461840a9f8645d404598da7b1ceebff35ca
REF-0013,REF-0295,2,2.257375,0.112603,0.169904,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec40d0df95e260c549edafd2eca80ab3ec1121828872db6d06222c830bec2203
REF-0013,REF-0043,3,2.364694,0.740169,0.411976,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,369e643c73e41d0a161a389da1e2de8d1a25ce848949d75da5ad75f26ba13a52
REF-0013,REF-0223,4,2.402582,0.044313,0.064971,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,de711e5c5b1e375e92b67b8a6474893571e1aec9437b9242aef06264da61cabe
REF-0013,REF-0355,5,2.645146,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d39032d7a828baadaa6772adcbf84d4e9ed6e2e9c4126e2a5ab9e30116904bc
REF-0016,REF-0112,1,1.686186,0.189935,0.232338,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e5ecdcc1c8a885a62e467b51b4543853591ac83c6adf6958d6aad6739a48de7
REF-0016,REF-0208,2,1.873178,0.234449,0.250651,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,82759c05d936bcc71971ec3b36a5d15a8a209a92442f490638b572d4a68d42d3
REF-0016,REF-0010,3,2.000606,0.085247,0.165486,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ee88e014c0b12da29b09d91c87191cf1f2df75406d8f12743d2b7d9161c49c4d
REF-0016,REF-0352,4,2.161014,0.440992,0.442118,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e03f32a41bf72486331c11012ead41383c5063debb623c546142a3dfb9622c21
REF-0016,REF-0070,5,2.285508,0.194303,0.270039,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b469d6ab80880165ffafb60203f25bcf71fb894c9835743c710d4e0069da390a
REF-0019,REF-0355,1,1.453288,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b794655f186db382ae8a7c09c1a906cd204399a0b69cb638443d21efdbf1d623
REF-0019,REF-0211,2,1.737264,0.114219,0.227707,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bf3a1a659c7a4eeeea12bc1284b3156eb32e3f3fbc88ff09c67c777dfef777e5
REF-0019,REF-0091,3,2.165237,0.099387,0.062938,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,23623ee4fe8b6487f66dd14266ae0edfc94aa36bf9ececc3704c8c5c8933d360
REF-0019,REF-0235,4,2.408116,0.141785,0.256716,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fe494b303c58129e63fe4c8b69d6d5a4f4deb7554980964a1beb75609af35b00
REF-0019,REF-0187,5,2.497984,0.11987,0.078777,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f841c4068f70e80f379c5dd349abecec9898b66351ee57c86667b0f44e111df9
REF-0021,REF-0207,1,1.261045,0.205646,0.116261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c6a599d8d6af65879ccd381ca24e0dad828fb5a3df3d83b1cac5411432ce67cf
REF-0021,REF-0357,2,1.405715,0.143068,0.147862,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b4c77bc6364c47178ee098530be8f714fb4710ac0a7262ececd1c3a64ce5611
REF-0021,REF-0279,3,1.508069,0.182144,0.192397,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7a44fb3bd4f315617e658fa1501fdf20ae9260dfc1fcddd081fbe69046dd17dd
REF-0021,REF-0099,4,1.845235,0.241607,0.282997,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5ba164695fe5d146e09efacdf80c5c8e664e44fb0d20f534b1982b14bd9e3c53
REF-0021,REF-0087,5,1.859096,0.203618,0.273991,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5947a5548df56f5278f5fb9215d92ec59b5e1398fc77146216cb78f776410ce2
REF-0024,REF-0048,1,1.479556,0.094475,0.107229,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cc2533119d49847d05a7f4248546b67864139a3e03a24a4a7a15e43468b15619
REF-0024,REF-0144,2,1.665716,0.207613,0.079469,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,546d732d0fd7b6ed61a9d64e89cbe9b2cc3d16a0d3a4f1d453a84f00c27075c8
REF-0024,REF-0126,3,1.709217,0.22293,0.09593,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c408d7b2411722a8637483a242181a2cf054ddfaa0065b85de1194a928a2b474
REF-0024,REF-0036,4,1.858534,0.141913,0.020807,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8399b9bb453d46ef0f0077b57c46eb9238f2175e23b28e047e099a59723a2844
REF-0024,REF-0186,5,1.891037,0.156446,0.163416,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8178de3729968903ac1de34a8e5181d8f27ab9fe4e59d35ed29e788823ec9b09
REF-0027,REF-0123,1,1.183136,0.210918,0.104249,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b52b2cbb65e34bb463cae903eeeabc1ed07cd2eeb7af69699168131ebc432169
REF-0027,REF-0219,2,1.240475,0.23869,0.234248,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a8e28dead1b849eae8798c6e2d1cbb188d409c8be6bb70c32df7f88580b07ebe
REF-0027,REF-0099,3,1.689452,0.241607,0.282997,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f3f67a3f3c9dc87f2b147c833080caca53d06dcd2ea27b87d48a2981884185e
REF-0027,REF-0315,4,1.692432,0.17762,0.159899,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48b9928333813639289de185ef6876790aaf564b79712a76e4278e3ca747f742
REF-0027,REF-0357,5,1.763134,0.143068,0.147862,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,05ba600b5690779cb10d71a926f6734c7a06e04ff81ac1ed0e46f4826f24ae67
REF-0035,REF-0227,1,1.440162,0.09596,0.186135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,402536164c3941c43e630e568b45d5eb9b7a78ce454ff397f7871369210188c1
REF-0035,REF-0011,2,1.556648,0.151488,-0.009784,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53af144c0a9f1591efd7101fbc72ff6c6e4c8ab9b0e54aa4fcbe3d98a8182f92
REF-0035,REF-0143,3,1.901581,0.150164,0.142257,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,843d43c08fa085dde486fb3ae06c7211fd156ed5d357c5b667f8405c200c312d
REF-0035,REF-0305,4,2.048198,0.236663,0.111837,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,71e99806dec091f7adb98ad5b6207165e9a9f4d7c6032dbcedfbbcdbb51ed1a0
REF-0035,REF-0125,5,2.236454,0.260639,0.226583,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,77b32630fac49006db0703e92c3c5148c1ba965c52b1c10a70f3d7e9b7c82f0a
REF-0037,REF-0235,1,1.454993,0.141785,0.256716,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6a65a3ea608629034b358a99a5877000d5870b5298512033074ea3cab4ec05f3
REF-0037,REF-0085,2,1.743822,0.153222,0.260764,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c5839291e9d3074827381dc0fb376779c125c5e8ba8869badf3c3e2d5b74f70f
REF-0037,REF-0277,3,1.809595,0.189851,0.217225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,549c319887ec96d3e46be0fcc77049fb59e9d5b94658cfa0620a2ec8f0bf35e1
REF-0037,REF-0073,4,1.910632,0.261087,0.171359,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2815dff5931b7bf37458e2c7497d1cb573b8886a50796326e3069a558ac22bf1
REF-0037,REF-0109,5,1.996788,0.591504,0.481507,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2c5662fce425a2a34b02bc2448e0fc72f0720d6a7059ebcebbc07e0287a5002a
REF-0045,REF-0357,1,1.759396,0.143068,0.147862,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0b1fce6e43aa66466f2b896ddbed045791e8ef96d876dcdaa5dfa353b0e2ca37
REF-0045,REF-0123,2,1.780147,0.210918,0.104249,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ef783a187d6618c7a138744a8abfad4861d06435a7c553478038e7cd052c20a
REF-0045,REF-0219,3,1.939513,0.23869,0.234248,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,222d53a0564216f11f8b30b99cbe3b9ae4a3e221ebf906fd810e8170220813b0
REF-0045,REF-0207,4,2.023949,0.205646,0.116261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e61bc80b4645eff5b584a3296aa63a27ba60c659e14993d6917ebb3a570069b
REF-0045,REF-0081,5,2.068285,0.037455,0.174158,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6ea5c65f9c786869fe0f7caf0fe4f796079e3ef679c6b2b6e21966ac7e7b0592
REF-0049,REF-0211,1,1.806536,0.114219,0.227707,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,12fd565d54b3269b4c0de20864bb001accf3f933137fdbfcbe8a99afcf6e764c
REF-0049,REF-0337,2,1.880439,0.03188,-0.018109,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4cdbec84f74db10e0f7ebade743090fa440accaddae2efe5b870012cccddd39f
REF-0049,REF-0187,3,1.990391,0.11987,0.078777,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,07534c288b8d96eb0d5f0d213261bf51d2e4994878b68873531ffd4639df24f7
REF-0049,REF-0355,4,2.393396,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7bcc158aa4e0dea6e2402d92bd446e3aae68c0f37ecf76e0cbc78f144cd60180
REF-0049,REF-0199,5,2.414321,0.105962,0.012516,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,89d29f844b3768e5e46396ea88a18d620edecc25d327fb0497679586095fca9d
REF-0051,REF-0171,1,1.673073,0.262853,0.056315,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d7f56dfb6c1d60d15696ebc167cb1f581bc20d1cc420844c722cd1e6ba4c9cf
REF-0051,REF-0123,2,2.020939,0.210918,0.104249,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d9b6c5d043454e82faace8a78aa88e4d940bb6243a7db2e7df285cf074ec1acd
REF-0051,REF-0243,3,2.141988,0.588903,0.646257,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7b3f8a832d25d618d0dee57be93bc13a0c60b903766708e45914434f5bbad7fb
REF-0051,REF-0093,4,2.235386,0.208265,0.110261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d18aae6858688a25b5a2c8d3d7fbbf13cb5fff8867eaa92d9e2c07c9ffe03ac5
REF-0051,REF-0297,5,2.371695,0.108335,0.08799,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f516922066fa7209271952fbaba151bc38294fd1b500fccc67406f9e30b75e13
REF-0052,REF-0340,1,1.483536,0.182739,0.259243,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,181eed725539ac02ad7d1d5329e27babb657931d822d160e407b782252d9145e
REF-0052,REF-0154,2,1.674867,0.138735,0.222256,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,497a846c8eb06ec593c6bdb93295f3db91a53eb62171a787f286566832e46e73
REF-0052,REF-0124,3,1.691787,0.093044,0.043435,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fc20602de5f4db3fe65280c6294100d3fe49d15829eebebba843825b4522d29b
REF-0052,REF-0328,4,1.866842,0.540266,0.535288,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ff9a5875fb23abc53d3c2775c3da51aa5a5ca4db03547bfceb8d4b2cacf4485
REF-0052,REF-0028,5,1.89683,0.163359,0.193644,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,304943c85b99c446edae71bb23ca970d6e27069f28486f214df3b76063afb397
REF-0055,REF-0247,1,1.217637,0.146076,0.154505,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a74b31334a6c3c96508972f1738401b10b4d99e7abc4e2a02318da1b50496c3c
REF-0055,REF-0319,2,1.661939,0.155183,0.121043,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,525ec88a57121bff500ed92961d2124365f4f01be15410b8bab35152fe8d04c0
REF-0055,REF-0007,3,1.680317,0.165789,0.25719,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4daf1033ffd75bec926356b6d904bbc48802ec91ebe9ffb523e6bb4b2ea463e7
REF-0055,REF-0277,4,1.742142,0.189851,0.217225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30860d0bd60f70d43bc1f86b559fd4f9de4dc9f75b54166d1e74d08d5dc9ca0a
REF-0055,REF-0031,5,1.752949,0.115344,0.110843,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0a31c8b56f99672b5053cd4d1b1e4c3d51a622e2b96a035d5b4a95f45be00699
REF-0059,REF-0311,1,1.846208,0.034739,0.314714,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,748dbb6661d730024c727fb0550e45eaa10e5554df58fd2169dd89a2dff4b18d
REF-0059,REF-0239,2,1.919211,0.737076,0.342981,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,39cfd1b5908700932677d9c90c73424caa710c462f14677a10414ece33d4db03
REF-0059,REF-0191,3,2.04708,0.146077,0.098237,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ffe39a03f9c57bfed7519db15d030de232ee3916c5208e0e10867170c0400012
REF-0059,REF-0227,4,2.291302,0.09596,0.186135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ba2e4b4e4cfcb56010432c64d653b96179851bf58d21e1085156ad63743ba2ca
REF-0059,REF-0017,5,2.342625,0.458591,0.516931,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,444bc3d897f5d44f7962eee46f1660b585a538275178e3126f31bfb131cf81ef
REF-0061,REF-0127,1,2.153403,0.108346,0.209364,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1b4c9fefe9f138dc8e29a04a2f71d215e7d4f62c190038e98b444458a1761dc
REF-0061,REF-0301,2,2.164851,0.135309,0.023048,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f6dfec5911ae8302e6cdf103d763110f523d339ad28a8504899d0fddd7f084c
REF-0061,REF-0355,3,2.395392,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b6403307224355bc728145109373e7721ee5db260f6794d6a52674a398e3e1a7
