reference_project_id,final_cost_usd,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0080,246269520.04,795.79,0.172492,0.273264,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ea069b294743da815f098052f020322e455d5dc995db068ae45358576f604a86
REF-0081,255949622.53,765.551,0.037455,0.174158,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d2a8fb03de0cf3c12bb8ff8670ced2a920643e41ef856d70e7ccc352f83d372d
REF-0082,152440718.23,444.077,0.081385,0.124245,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5834dbcc051d504db9d838165af9a00cfbc9a9ac61d7f1994607fc8a3b09f01d
REF-0083,238020665.76,676.731,0.215785,0.239435,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0515d527515620f2417477b4a1e1527d3e3f5cbd7965fef4436f03b1bf1891cf
REF-0084,153641037.47,578.854,0.1184,0.06997,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3ff2748bcf9883f0bcdbe04e45a2cc95f5f75c3744f6214d3406a4b16df0507
REF-0085,243650152.87,745.111,0.153222,0.260764,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c19ce30a35057408842050ead7251556191b81764888111b0402eb097f30f2e1
REF-0086,222444483.23,515.406,0.180672,0.163446,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,375e17d8cd7a9e2858a60f275f8ff441bffad215da134598982c0e6bee93f37b
REF-0087,297827050.8,833.19,0.203618,0.273991,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,90b8488bcc0f5484cb287e878864ba5de955805e4f1656095790767ece07178d
REF-0088,130608276.19,527.582,0.031626,0.122514,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,585baddc262ba283243c9d12bb3881a5e8e766bd94414d28d83c76dd34321053
REF-0089,279374943.7,797.063,0.251116,0.193208,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53a34d2cdcde22e31c539649e20979c19ed599f805d7a68238624dbe9ec3f69d
REF-0090,239834496.93,698.179,0.204602,0.10822,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1bceb6279342a0ceddec49cd5dc11a44ae2a61d3028e7e0e34c3c2853611b1aa
REF-0091,267258977.97,684.532,0.099387,0.062938,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4a91772fd04a3668c36b094d3565b0653773fcd92b0e09273c7e8ed81138c641
REF-0092,185331106.8,649.588,0.08541,0.118052,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6e97e9908b0415092d29ab16118d8e09268b73bafa4219a11e66d6f87da7e4dc
REF-0093,289850109.11,806.049,0.208265,0.110261,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5466393e3da2b45e5e52ac47ff26af21b20316f8f5a46be9783f662ae4c364d4
REF-0094,204858826.17,797.03,0.130783,0.263121,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,beed92bcd85254b7deed14f92e4d7f1516547a8a24cbb9a50fd9ac965070de7a
REF-0095,223773817.23,625.647,0.182623,0.251293,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f32cacc462bb712b0577d921e3b2ee1d8d7e53590bb70dabb1bd064bb838b6c
