reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,final_cost_usd,baseline_duration_days,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0013,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,61852.178,0.0,19.988,3,0.269658,0.499466,1.18,189208052.28,233819243.12,551,629.26,0.235779,0.142032,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e5727a637af2d77a334b52f4802b98b9a475f790bbeb44353c7e1e20d7929d30
REF-0014,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,10078.128,23.574,81.606,1,0.568899,0.371825,1.18,192050394.03,238226786.17,510,583.13,0.240439,0.143393,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c7277fd3012fbfaf49cf14d3b663a6d8023bbd3e3e9637d1f7048a3f9f818dff
REF-0015,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,28607.542,7.826,75.371,8,0.740407,0.821206,1.18,260563763.04,308901464.16,595,687.018,0.185512,0.154652,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,667cf2909fa052bc2ed524f292987eb84edf96d062a9ac85358227b6b9d9a0ea
REF-0016,WATER_TREATMENT,CMAR,US-NORTHEAST,0.0,0.691,105.535,1,0.934291,0.921696,1.18,162891787.48,184694968.39,387,517.898,0.133851,0.338238,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62a1dcecc6867210e591f1a0ea5c6e8590559bd808164ca146df4f70283087bc
REF-0017,RAIL_STATION,CMAR,US-NORTHEAST,16671.7,20.746,62.104,4,0.295602,0.35,1.18,212761105.24,310331357.09,621,942.014,0.458591,0.516931,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,98c0ba8ecb1ad8f584361fe0e9fc13bcfcb48baaaed6e70759c7e62b37a41f8c
REF-0018,DATA_CENTER,CMAR,US-NORTHEAST,38913.166,7.016,146.283,1,0.690246,0.556839,1.18,207578466.99,219096704.98,639,708.825,0.055489,0.109272,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,af35cb978815528c3b164ef50b18cb9c80d029cbfb0799fc34940161176c18ae
REF-0019,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,54486.902,3.562,1.0,2,0.332861,0.773104,1.18,201014453.56,210097479.04,561,694.66,0.045186,0.238253,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e2ec4da8ef634ffd51a79117c6854091d6c92dc078965edc8d5a304c6b1acb7e
REF-0020,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,18723.051,15.691,21.519,5,0.710355,0.801947,1.18,192725360.53,230090209.66,654,745.582,0.193876,0.140033,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a0f172fe4fbf57766c690e861be93787b9ff20d6aa85461f2b66e78e7dc24327
REF-0021,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,49559.273,0.0,33.567,10,0.609769,0.736864,1.18,244956678.22,263751168.51,586,680.356,0.076726,0.161018,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b00d009936a6744538bf0d8d81156b7bca44f629712783564ec75163b180be23
REF-0022,WATER_TREATMENT,EPCM,US-NORTHEAST,12292.804,5.377,87.873,7,0.498695,0.8701,1.18,173685133.41,190031188.1,519,656.889,0.094113,0.265681,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e70a00fccf9393fcbe8991b475ddc12e483af6f2a4430be31cac4031377eecc
REF-0023,RAIL_STATION,EPCM,US-NORTHEAST,21414.871,11.451,92.096,4,0.824618,0.707129,1.18,233799884.58,272738809.49,643,690.281,0.166548,0.073532,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f32a9060a0e4ae5bcbdce578d988716d7dbd3ede101e2e7db281c99139cf4f17
REF-0024,DATA_CENTER,EPCM,US-NORTHEAST,53055.789,0.0,143.776,7,0.37732,0.902535,1.18,196171471.36,231667957.73,572,563.988,0.180946,-0.014007,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84be848b46f2b3e770bf5ddf1ca20caa7d0eaef02f0c2a0468dab6226f60f39f
REF-0025,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,38817.623,0.0,61.714,9,0.792735,0.550949,0.94,183867305.85,220688373.59,578,759.995,0.200259,0.314871,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ebca6e72ee8ecda657a1d70a3ed70c57d0f26c41b6bc138c95d14e25aa8a24a9
REF-0026,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,29517.429,16.186,56.867,2,0.826252,0.893248,0.94,167552011.36,204075329.23,622,704.718,0.217982,0.132988,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6126dec104d6c7e08ea37d4a41712eb4172dea0a089e07f3fc0a7ce71387957b
REF-0027,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,32529.427,2.672,84.345,9,0.819023,0.865486,0.94,210091691.17,257247546.13,630,758.539,0.224454,0.20403,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,23c79fa197df7d587fb4c46527c57d254afd6fb1807a996caccd46e3a13e8147
REF-0028,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,3777.958,0.0,127.6,2,0.623647,0.777787,0.94,120240894.8,139883362.8,390,465.521,0.163359,0.193644,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,89c830334126c04776f0c14d8fb84f0ce69d655fe9f71160ef53a8a1a901cb3a
REF-0029,RAIL_STATION,DESIGN_BID_BUILD,US-SOUTHEAST,19715.688,13.183,44.398,7,0.639267,0.848014,0.94,176519334.92,222904400.32,551,652.148,0.262776,0.183572,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2404b51e1f8112b2e9ca158903e62e6f75a95f84c7cb5a7ee613e736eb33c8af
REF-0030,DATA_CENTER,DESIGN_BID_BUILD,US-SOUTHEAST,59032.513,6.618,129.818,2,0.280792,0.790318,0.94,160422191.65,177888181.15,591,668.444,0.108875,0.131039,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f9ab2e60ef569c1bb353bacf8674315ea579ef26c29936d4f63ed1a772089e06
REF-0031,AIRPORT_TERMINAL,DESIGN_BUILD,US-SOUTHEAST,41765.624,0.0,35.502,1,0.636049,0.584453,0.94,157644027.98,175827302.53,574,637.624,0.115344,0.110843,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f9ba97853e1a32f38958efdc30250dc30ba5082c05d5ca633b8a49877dffd5c
REF-0032,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-SOUTHEAST,0.0,13.238,29.794,1,0.553999,0.938296,0.94,110112129.63,134165234.82,360,411.389,0.218442,0.142746,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e1842d9d5167d327a3fc401abbd5c5187430461924c649af57df7d3fa0cdb728
REF-0033,VERTICAL_HOSPITAL,DESIGN_BUILD,US-SOUTHEAST,56676.208,0.928,61.783,13,0.557849,0.691135,0.94,207045918.97,230058599.0,590,726.678,0.111148,0.231657,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5effa69ccecfe6e051767f1067f9382a920765816aacfa4698d0b7d4d247a7db
REF-0034,WATER_TREATMENT,DESIGN_BUILD,US-SOUTHEAST,2055.943,7.551,92.18,10,0.657346,0.522301,0.94,134582480.93,150987011.33,396,482.7,0.121892,0.218938,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bcade977935c657f7be945c72065a75d3679b843648dade0f166ed8f4c286f47
REF-0035,RAIL_STATION,DESIGN_BUILD,US-SOUTHEAST,26920.258,20.571,46.709,1,0.438663,0.736513,0.94,172630022.41,197889670.27,613,684.717,0.146322,0.116994,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a8cc80958ad65a2209190ed43b364aa46502490fb48142f5e22b5e1e9b9eae80
REF-0036,DATA_CENTER,DESIGN_BUILD,US-SOUTHEAST,57279.167,5.133,133.874,7,0.237314,0.753267,0.94,169865936.81,193972050.82,609,621.672,0.141913,0.020807,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3750eb1ebdcbcd43a166419fb82f9c4a8532d8a4220d84b8c71fa2c537e624e8
REF-0037,AIRPORT_TERMINAL,CMAR,US-SOUTHEAST,51956.428,6.449,29.112,3,0.637935,0.806464,0.94,183726812.15,212033395.68,652,738.776,0.154069,0.133092,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0d30034595fb1a9d97b0576ed7babf279daae3da3c1e8e9897be01bc440bc79
REF-0038,HIGHWAY_CORRIDOR,CMAR,US-SOUTHEAST,6879.569,12.015,72.627,3,0.655082,0.939394,0.94,132529046.17,161449506.99,579,678.37,0.21822,0.171623,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e9428c75202a33c5548b3c118cd71813b01b9ecf931765563a4448e4d664076
REF-0039,VERTICAL_HOSPITAL,CMAR,US-SOUTHEAST,35490.93,0.0,57.726,9,0.519617,0.902746,0.94,171879302.68,196033455.26,484,502.545,0.14053,0.038316,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8aec46a92174875bc2b207e2eab003071415b198eb3575eb9a8a55820ccdafbd
REF-0040,WATER_TREATMENT,CMAR,US-SOUTHEAST,18924.941,12.365,92.859,7,0.685487,0.547904,0.94,152392813.38,202122583.51,597,729.718,0.326326,0.222309,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ffeec914d8efe55039d9a83d80115c8ef42d0fe42f83a4690744eab78a04fc8
REF-0041,RAIL_STATION,CMAR,US-SOUTHEAST,1514.84,19.809,57.412,1,0.830303,0.88557,0.94,163806267.49,195851352.74,438,503.036,0.195628,0.148485,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,57c89f273d54aae04c627101a33d80ffab34682cea2eaf3d7fd306c8e29a0f08
REF-0042,DATA_CENTER,CMAR,US-SOUTHEAST,30505.946,6.254,82.3,1,0.859766,0.585251,0.94,161486724.55,199732368.31,563,685.498,0.236835,0.217581,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0db0249bbc24ecfb3ced9293ee1d2c1a0b95d9bfe9d53b1e885c8f7dbcfbb63
REF-0043,AIRPORT_TERMINAL,EPCM,US-SOUTHEAST,48466.941,0.0,38.589,1,0.585912,0.461098,0.94,162933027.48,283531001.05,596,841.537,0.740169,0.411976,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75a70f9389db9094afacc767107b5f79b571bb1acd02df076d8a23822225f7fb
REF-0044,HIGHWAY_CORRIDOR,EPCM,US-SOUTHEAST,12869.739,0.0,48.056,1,0.445295,0.754255,0.94,78594035.64,89462817.05,495,581.588,0.13829,0.174925,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d0e8259c3e49d1138f451e9d1f112767710728f1130eafbce80c82c57bc9b4f1
REF-0045,VERTICAL_HOSPITAL,EPCM,US-SOUTHEAST,60220.229,9.926,87.761,10,0.710797,0.827764,0.94,232400014.1,277965870.31,675,723.103,0.196066,0.071264,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb4fe029b78e1a23f97f49f09af4412be45a949436eeaf7754ef96571ffeda0e
REF-0046,WATER_TREATMENT,EPCM,US-SOUTHEAST,11467.667,5.242,106.463,1,0.693819,0.45781,0.94,135468095.48,174317648.69,518,634.06,0.28678,0.224055,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e44d0e96bdd68a226314d6ce5ae926e1cbecd6c784a6d5211af48e4c4330fc03
REF-0047,RAIL_STATION,EPCM,US-SOUTHEAST,3847.332,23.006,36.12,3,0.787959,0.35,0.94,182702379.02,233288370.12,515,639.056,0.276876,0.240886,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,293b0b91eb1de2fcb4123db472b6082bce5972043558d8f27efbc05275ae2a1b
REF-0048,DATA_CENTER,EPCM,US-SOUTHEAST,61395.499,7.65,141.654,9,0.2927,0.763948,0.94,191157863.48,209217473.55,666,737.415,0.094475,0.107229,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,de793dc7b9dead0b5ab385e1f8e3d0241c1af102fa5cb78c97f091e2ae26fd39
REF-0049,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-MIDWEST,38778.478,10.937,49.438,4,0.282455,0.890305,0.91,173864959.26,199317014.58,590,583.471,0.14639,-0.011066,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4cc06915e6aaf9e4280885ec570874dfa44acda03997fbb69ae210c3fcfa94e3
REF-0050,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-MIDWEST,20203.448,14.11,97.533,1,0.54195,0.740168,0.91,141147272.37,163371998.21,577,670.515,0.157458,0.162071,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a038e32c0910bea1164df4b99b85be636c3e0224833f3b0e25efaa718a707fab
REF-0051,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-MIDWEST,48720.777,8.579,23.304,3,0.712124,0.757447,0.91,209750891.98,323363336.96,632,1003.712,0.541654,0.588152,RED,True,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,adb9ac87eed43cd50ae5cd5b975a84a07a42049673009206121f0265083c8b51
REF-0052,WATER_TREATMENT,DESIGN_BID_BUILD,US-MIDWEST,1063.731,8.591,96.323,2,0.367575,0.729084,0.91,101584681.53,112153473.42,340,383.86,0.104039,0.129,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca2f5ce67b43480478dc88370b600bd9fa93424b22785b9af7880f7c78694ff3
REF-0053,RAIL_STATION,DESIGN_BID_BUILD,US-MIDWEST,729.759,23.185,65.987,7,0.497823,0.922758,0.91,177819595.52,221887103.31,468,554.478,0.247821,0.184783,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,24d6674ff6fa0e6c2a76515e43bc9c134f292f9c4b78523768fe5b2c966c76d8
REF-0054,DATA_CENTER,DESIGN_BID_BUILD,US-MIDWEST,35598.419,7.609,143.934,1,0.702639,0.862434,0.91,164906570.36,191979340.53,598,595.226,0.16417,-0.004639,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6b996b28806fa7b2acf2a8c73281d49c603d693eb662d602a6ba7178940f8dd9
REF-0055,AIRPORT_TERMINAL,DESIGN_BUILD,US-MIDWEST,33923.501,0.0,81.154,3,0.739889,0.759129,0.91,165202429.52,199109428.26,624,820.118,0.205245,0.314291,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2881e45d96c4a365ffd4e011fac4b0ac0858ba955aa49ca032abe3e3fea455eb
REF-0056,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-MIDWEST,1580.684,17.041,68.849,1,0.547596,0.758276,0.91,127236700.9,145874237.11,457,509.361,0.146479,0.114575,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4a9d8e7ca1c0b06110feaa40fbce8d1952f70caca5cce8756ba50d00e42ec7ef
REF-0057,VERTICAL_HOSPITAL,DESIGN_BUILD,US-MIDWEST,27570.869,2.976,52.919,15,0.222411,0.760029,0.91,153512079.21,173818560.09,475,538.998,0.132279,0.134732,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a02d715c7fcd0cd912edb5d3b2552c24c5d09d47de2b88161570ff662ecb9cd9
REF-0058,WATER_TREATMENT,DESIGN_BUILD,US-MIDWEST,37760.973,0.0,92.687,5,0.560504,0.805462,0.91,132363914.68,137779675.12,598,816.095,0.040916,0.364708,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ab6ada91043c825a25f3bb47bc20d6d167670cf3dd6115c1fe51144e96ee3e9
REF-0059,RAIL_STATION,DESIGN_BUILD,US-MIDWEST,12795.853,15.714,72.792,5,0.310596,0.482514,0.91,148718228.91,156587166.54,479,579.611,0.052912,0.210043,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2fffd1290d3a3886c0846942837130f82a6f758e8d7b44a8fc5e111e8ec59e40
REF-0060,DATA_CENTER,DESIGN_BUILD,US-MIDWEST,70346.668,5.799,135.538,6,0.6957,0.496326,0.91,183567645.92,312729939.89,693,1186.427,0.703622,0.712016,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f074e176c874671aeeeab11ef08c197e71219e0fb2ab5cf20ff32ccbeeae72f0
REF-0061,AIRPORT_TERMINAL,CMAR,US-MIDWEST,56780.144,0.0,1.0,7,0.684198,0.690562,0.91,163162415.65,207380234.81,648,734.443,0.271005,0.133399,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e5e4f687cb57bffa1790030d5c8eef0aef3c986f66d6548965cf90c269aabb7
