reference_project_id,split,split_unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0040,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7d85da243421da30213d5c15baf21ce0dee9b515f299bec8c8cf96aae837a943
REF-0041,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2beb90772f45f12ce4ddc673416e1197f17c36c3e6372fef4916861a16ff0248
REF-0042,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94cf60599179bdfd29e1555832573a40e0cd98fbcffd113e122d1734d58ad4b2
REF-0043,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5691a13e7f8c02d0999851b4ad81472b66e0b55acc0af089cf8710aa89521515
REF-0044,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f190a06fc225796c8b7860781f3738460412f0d092b06e0f80df668ec230ebbd
REF-0045,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35d4b45d8d7b3ddfec1baae068d36faadff95788b7eb56882c51b07507e8cd74
REF-0046,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,01e3c6d516ca770d48084ec887241175bc521ce52db4d8de4610b41657b5a0d3
REF-0047,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17d9518e526caba8b519775a875d56470dc812f424a866131ad6370483a4de6d
REF-0048,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c88e580fbd68e8db8e38b72bbc41574ed1646be91b0017284d4734d370d17cf5
REF-0049,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0ab27eb2c35b35e500a606625aa57ef81e4b0c82d181c776a6beb151021d98d8
REF-0050,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,86779745d0f89bb7a6d7d33c92f0551467569fc61dac9aed97a52c31367416b7
REF-0051,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04998de9f8a4837ca44bc8b562c83e17384a39cb9e28bd93862e1e664e02ba31
REF-0052,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fbf1ff81cab67503cb90b4df69bea015a7c21df0e2daa0eb2f67ab8026749d7a
REF-0053,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b78e4372cbb01a4b033466e7996c08339301a59e2c46c267bb02708324157690
REF-0054,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8e8534d2e1bd4d243ff1f34078d4269e8cc47219873a9899af89f4d49da0bdd8
REF-0055,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04b21de4462cf8976904bb2d4c19732315afecbfa0c6ceea26d45a2362dbce0c
REF-0056,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,831b1f276b03a52180c212b16e5f3b545771d519e57484e54b78ba568510022a
REF-0057,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8e05154d9a8b8dab64e97682dcb6e38f2c1ce4a68826d2803d09187c884d605
REF-0058,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7db9db616855b0cd5e3ec95b7a914961543a3edcdedc6361267db9558d60c7e4
REF-0059,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8fac4c2c1c4a527e41ef30638921f0dc0f0dd60dd2302dbb255a3b3d3e1dfb49
REF-0060,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,27a4e63c040e8785f83d0e8d87d3cd599b1bf03494049be3cf8374824bdd2876
REF-0061,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,91a3a203fa48a0c0cf087aba20f7f9a1e3aef0c57dfc80647379ad3fc08d57f4
REF-0062,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,71c32fa981aefb32b6a2159dc7a31a917f0f805ce2c24ca392dbc5677d389b4e
REF-0063,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8fee23ea980804882e48bfc3f00604e1f821e82aabe6e4ffce3a37912b1a8c5a
REF-0064,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,58d81cb9b8c74d2898334665da955952f38c916e772f9f6d2ec13016ac377e82
REF-0065,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,56f2d8bc3ccdcfa0fa43db7fd0ec707c63d9948e5318d895c6ffd86b5f18bec5
REF-0066,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4c88be7a672de5342d6b5651fff18193275ee401cdd6932ddcb51577223a1f9b
REF-0067,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,06db8b41fe59a168aa30cdea4aff4633ada63e9ef0c8e23b8ab38aec0b91e057
REF-0068,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fb1a83e28b7dfcf1edead6deabd0eddd85dc5657d036b9d5adee23a8fd9d10af
REF-0069,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,944f5d261c044fa28b6a287cd0cfc19dae31a8f01195446e548d8b88e40120fd
REF-0070,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f645fc24aeab31bd276cb63d3b1688d056f7b69cb19ba01df795dddf0bb97977
REF-0071,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a14375e2ff2368b6652032a5c481434329e5ffe2b4ed899611f6df61ec9c678
REF-0072,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e278be44e3d0d0dcd3cf438e7fec7920ce0c37d5a09366ae06cb61e253c31112
REF-0073,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,975b576dc0a954f5e9072cb39413251be53ca70be6ef64e058aa5b0cd822bd88
REF-0074,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84a34ff84cd21008f6c55572703f9493cf574841ca8f66748d95c5ee73f9b56b
REF-0075,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1aceb968d1babb8b698bf0348eacbf38a2db66956e0b36447a2a3a76426987a9
REF-0076,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,266833dbdec6179d91d54e5976c4252462bfeed213f5ef07147877786eed977b
REF-0077,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,efc5bc34fd9031889230df4974d683b4c9accb9c99749be3c60c03ed174fb53c
REF-0078,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0b5130911920e4ff8be3b64a3aef6f0fa018849e85fee935c5d2d64a11cf5695
REF-0079,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ee3b00b8280945542b0ef23f255b0d2d5b3c2158dd98fc8746fbeee687276930
REF-0080,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63d76a273e1248ec27ed1172d7adb5cf5be33d35c5daf7e8b0ccab54459b1bfa
REF-0081,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c90f84df5a2ab2e8b3b62ce7b95a0c20aefc3dfb097c3533344742f988e14df0
REF-0082,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2bc7e5a527215f3ae45361a73d1705a6515087e5d98270e3ff87fbe5f8920a96
REF-0083,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63c765e7d36e2e4df23cee458d33600e810dec7c09baaedb2821374daa325941
REF-0084,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1576579c8ee1c5d2e576f55c8c56e8eda29598ba4c04dd2a24f0d213cdd18ea5
REF-0085,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5a8640b8bc20c7bb5cfa3cd5197398c97ac56602b239cfb1d22808e44942fb5a
REF-0086,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3a5e9fd9de8adc897d7ee1f2b23110a055f45d37a1b0896267b056220c36c4b2
REF-0087,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2305a374fa848bd90e9e79e2254367e6d89609d2311b8920b9b46f01feaac12d
REF-0088,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,269b101a6b5dc44d491c6e5103bbcadd19b90d36d82cf956a708b0c20dba58cf
REF-0089,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,55f4e5f570758be8ddfa748c36516bac67b49af77b8a645f77abb450e4a7123d
REF-0090,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0eb2747fae1ce2cc623b9da734f4a19be3544bcd97fb7ddebaeeac978e3659a0
REF-0091,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e357ec4363e139462e6bb492d4e647eba88754b273f8cf620eb182ff5f6281aa
REF-0092,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bfd0ce5e0c11416ea65f912b7375f3b61fb48db08dd091a7a2fce5b74343023b
REF-0093,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3d5db80b87b8c1e2d1180c4e72b30e46eb8d9e5dcda572e4d708202466e522b8
REF-0094,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dab56007ba27ed47e9cc4148f9341703f34db35f7902cf99c67cf053ded42e74
REF-0095,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a627bb34b4f413e36d6b6b479a8a002b3da313ffc4bb3dea77f51ba61cc0e05
REF-0096,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c67897231153fc99b9e26261af079559032a9f41a83285d04d8b2d909344a2be
REF-0097,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5e98779c1cd63e24410cd5e39bfed878675eabd192b5f9d195f1e7bd9fd25174
REF-0098,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ca524283962def93eb8fdb8bc9cc621e536fa96f07744e9b48e73c9790fab3b
REF-0099,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,34a917874f555e533371232435afd5100998f652d48e8424ed4d0f8959e8e82d
REF-0100,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9404737e94072e69a2c1111933604ac7db620640d170604ae0a99dc65746642a
REF-0101,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,649d67bc5ba870783f2ceea5f8807c32d16fc69499c6f9ab98df0c5ea31af8ca
REF-0102,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f1fb92f63ab8ff56956bdcf1eae664652028c667a0c605782f5fc17a96cc6179
REF-0103,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3529723e655b00f2158966037d66a75bfcd1e8b9572c27a617ab632881b703e4
