reference_project_id,period_number,progress_fraction,cpi,spi,document_risk_score,rfi_open,change_order_count,quality_findings,procurement_items_at_risk,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0004,5,0.625,0.898599,0.935148,0.198755,5,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,72ab8c418e806331ddfd4e1a889e71195aab51f3b9a378a03e746db9fa4ba7e4
REF-0004,6,0.75,0.899498,0.926014,0.177971,5,2,0,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a8f14078b926287d1296c1b8802fcf24478728c9eb03bb6c21d2191510f0d886
REF-0004,7,0.875,0.912449,0.863594,0.17668,3,3,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d27e06a9beb5df5cf53aec46b99ead8143efb0dea5abe12655c2f91eeebc9986
REF-0004,8,1.0,0.865419,0.83233,0.230837,7,5,4,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30be4202cb53705533d5081a1c883ad931c2d87f7dd457ce6a3bc01c19fb1496
REF-0005,1,0.125,1.026301,0.996258,0.202887,1,0,2,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b35c2f25f6c38606a561bce87c8065ad69ab99a27be18506b9977b57a3e5acea
REF-0005,2,0.25,0.970694,0.977105,0.183549,7,0,0,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b30a4d3f2c03ee6190696c555f7a945e05f26de4d787ae7635dc6ade91d91ecd
REF-0005,3,0.375,0.975329,0.947898,0.208202,4,0,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c12216acd2917a34c0428194bde0b42529b0556927e5651e9338f9dccad2b76a
REF-0005,4,0.5,0.946593,0.988582,0.171179,6,4,1,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b13abe20efc18c87333bd986b1e661891744f3d36b28b28a34b6ddd307420627
REF-0005,5,0.625,0.9342,0.910935,0.224346,10,0,3,4,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2413f31f015687198641a236accca7cb3efa03651cab218f5281f5b920689b0b
REF-0005,6,0.75,0.928497,0.889155,0.211642,12,3,5,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,632e0f95a7f521871fcf188a66181a0d623b14bdaba351606ab04d2681598ec1
REF-0005,7,0.875,0.94105,0.90395,0.235745,9,1,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,40d2f39cd11b7468742c9baf0d7d71a8363848ead1666b28c1e8dc1ae666d901
REF-0005,8,1.0,0.885798,0.828401,0.190244,11,1,5,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,387c03293d86abf6574e0db25dfe946dd75650beed52b9de538eceeda83d8eae
REF-0006,1,0.125,0.966791,0.941561,0.152659,0,0,3,3,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bbc5e14155909307108680aa028a6f6891dfcaa2836d86538fa8ef85ab6bc399
REF-0006,2,0.25,0.978636,1.013135,0.142176,4,1,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca44a7d3894818c20bc247b478edba49d4b987b6b826a1068bcb8215ef225f40
REF-0006,3,0.375,0.986237,0.957281,0.104141,5,1,0,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,871e1777e13f84ad9c048900bc7c7ce524050e6f204d2d4f738d23a56b3fafcb
REF-0006,4,0.5,0.969608,0.966431,0.144315,3,2,5,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d6454aac82b4071d0ff19d0a2ad503cea10fb6343644888270f4f73cafdbaf7a
REF-0006,5,0.625,0.925595,0.989392,0.141151,10,2,1,0,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c0118294d7a5eda18e6eca6661aceaa9a78943871cf1755be983a1495bb6da07
REF-0006,6,0.75,0.933412,0.913865,0.145968,8,0,2,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f65a48a96c39dac0eb0388333f914209ea0a25e6e3e4abfd3806be886fdee931
REF-0006,7,0.875,0.937891,0.958403,0.241232,11,1,4,1,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ed3214d72cd5fb96dac0f00544b2bb761aa4e98bb29fc75b4069d0ce44a3c0a1
REF-0006,8,1.0,0.946031,0.961788,0.181442,6,1,5,2,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8fcf7fd5f6135768afc5c086ec2a46c049f61af2740799ee753b26a2beebd4d0
REF-0007,1,0.125,1.019835,0.961866,0.174585,1,2,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ddf02b0bb7b9414abfd5c8a6cad0b44f43a42da400efffa2a0abd24a9e558e1
REF-0007,2,0.25,0.909545,0.960731,0.195874,4,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b3c98799222c1282fa93b5ec9906977d7f0c6d1f479e2db5749cb5b1b69d7cfd
REF-0007,3,0.375,0.949034,0.887458,0.150144,8,0,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5dc56d18f80132dec171a479d7ae676d1fb81d158b9607c80b46b4038ee420fd
REF-0007,4,0.5,0.948526,0.886267,0.191796,7,4,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e81ca3a34fd569901e9ccefeae40fe97ece7ff5f0e21200a64f000574feb510d
REF-0007,5,0.625,0.898897,0.87447,0.207687,10,1,5,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a58671db0cfdcd94a258bbd76c91967c7d3233d7c14374025068abc7fd38a33d
REF-0007,6,0.75,0.889021,0.858366,0.182854,10,0,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f9b934fa6676d11ed6f4d1b6f7199641e877b8de73aef0bbe100def4f8de705
REF-0007,7,0.875,0.873872,0.850125,0.266403,13,3,5,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0421dbeb6dfdb50ec0e9ffdba8bd33bbfdf99460324b67298bcfacee4eb2515f
REF-0007,8,1.0,0.890857,0.783863,0.297286,6,1,9,5,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c90a065a67c7ffd8ed30b0d1c2bbc479dc325eb5f561095f80e5349b6d57322c
REF-0008,1,0.125,0.956651,0.938572,0.183541,4,0,0,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d78f193606012cb4dd82d75a50ac63e30c2267480d634edd541b7a762b7aaa45
REF-0008,2,0.25,0.9566,0.929516,0.22528,6,4,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ad4dc7352b956fe6a701a3fb42f5785bfbf2d763b8da1cb4a65153be667d32b
REF-0008,3,0.375,0.865648,0.893885,0.233381,3,1,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,553c969eb5e9de3190ed855e4f1591b294549a9b68d62c71018708fb5c448347
REF-0008,4,0.5,0.789829,0.855439,0.247306,4,4,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,13ce54141785eb0af2efe8bdfdac0daa904c9087ea287e496a8a43c0530ba550
REF-0008,5,0.625,0.787486,0.777604,0.296961,3,4,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,204198f0e32e7606be2ee02a528ca026ebc0a5bf6e824fccdc28faed6c9a28d9
REF-0008,6,0.75,0.765771,0.810517,0.325547,9,4,6,6,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94494e4ffc0cc477b5b8223b8e0c23142d533e5a5cbb2b803588ac72d47dfdd2
REF-0008,7,0.875,0.730024,0.702832,0.349529,4,4,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7ecec73518cb4b7186f76d40824f5cd3a60ee12023ba30b70aa785d46e0b2289
REF-0008,8,1.0,0.684829,0.740835,0.345241,7,8,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b83ddcd0cec540dee5f657de6534da9a1960dffe235c4c5dd924d607e8ca1e20
REF-0009,1,0.125,0.963131,0.973481,0.195246,4,1,4,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,602bef664158e1ffd752189e64ff4ba94fe344e5f5d4b62ed428b561eaee489d
REF-0009,2,0.25,0.961434,0.896234,0.175328,6,1,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,490b188817a9708451281be20c48135205ba3a5081462f4dfd1c091d33726456
REF-0009,3,0.375,0.916932,0.883684,0.158977,14,0,6,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,78573bb2f40882ee3eda32be3bfcf752d558e6c081ebcf7be6de087760d1b309
REF-0009,4,0.5,0.868522,0.930336,0.227348,8,5,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,deee07d102e492507a09bbc67b5901c3f330fb67e0fa55b644dd3b9850a5ac53
REF-0009,5,0.625,0.858905,0.87502,0.136085,12,4,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,638b5905ac0bb37139bc83849b39c4c9cb4e6d17183a5eeb7ff01f6de6f13a48
REF-0009,6,0.75,0.810686,0.799483,0.256296,14,2,6,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7fc4cc715038529c06ad618cb0ffadae315d5625ff8213870174d87f54fd407
REF-0009,7,0.875,0.775466,0.854913,0.358198,11,2,7,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,54713f61c920fbee478f052bc7910e5b9f1783f627a76b2d7a91df4d44a4de5d
REF-0009,8,1.0,0.788022,0.815124,0.320769,17,3,6,6,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f0f3e5b582012591e550c1528c9544b0ac04500b1c77f8317f94069b9491a901
REF-0010,1,0.125,0.983908,0.982995,0.202176,6,1,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fcd9ecbf2457eb6866d89855e43795a3c0ba52d54d3df3f5270b7b64de51f27e
REF-0010,2,0.25,0.94956,0.946951,0.185438,8,0,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7f29bfe6b70a73df7f9f1aed0891ab609d6cd0e3dae384306841def47536f5fe
REF-0010,3,0.375,0.983808,0.992421,0.20361,8,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,38118bc325ee23cb402c98e8c23152d1922950877fb265fe6ee29bc9dd8faffc
REF-0010,4,0.5,0.985762,0.894259,0.194661,9,3,7,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ceedfe6faae1edaeccd767318c865372cb4297a6d92400ed22d0dc9864a34ee
REF-0010,5,0.625,0.93704,0.925196,0.250466,18,0,4,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e45f2a55aad6cb5b7ceea6b814ab9039716414931abbef56da8d4c357f35ab5
REF-0010,6,0.75,0.925953,0.923387,0.259146,11,3,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e4575d5141f45cf3bd1e1da81099329baf5506e01ff4d61aeebebb581cb6aa55
REF-0010,7,0.875,0.925161,0.884328,0.257002,13,1,4,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a68919751036e13747cdca7f1883651efbc8512f04bfdda4409c8172002f8346
REF-0010,8,1.0,0.908714,0.844657,0.188137,12,1,5,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5ffa6f6a4358bd9586e7311fd2fed098fadf4dae7d6bef2f3c483c3f0f5bb1c7
REF-0011,1,0.125,0.991305,0.978889,0.198986,6,2,0,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,98dd903ed3d5b2b75a8db0a19a5d764781ac217dc3a54580c205d96838cea844
REF-0011,2,0.25,0.967601,1.006225,0.21543,4,2,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f0f30d83e33ede6c53a715b6dbab62ea471317f38a4c97e7a92cff0cc953b82
REF-0011,3,0.375,0.949525,0.993322,0.253156,7,1,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c12a663fc9c9f4dfa2de8296972b84f6d787e8c2670a42106715e96bdff4f9d1
REF-0011,4,0.5,0.928184,0.997844,0.120523,7,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65db32f38f7e06f234f18ea0b383e6bb592527c31404554adbe8b9bfb300d074
REF-0011,5,0.625,0.892525,0.994069,0.211998,15,2,4,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a96f3f4908f47de5a4c9baf63618d016b8b2fde32f4e4a2ac298783054e3b760
REF-0011,6,0.75,0.874258,1.029221,0.193801,15,2,3,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1cf090a335dad80d5e6c115d1142edade058b709e02d2c1001b3c61ba680bec0
REF-0011,7,0.875,0.910937,1.028071,0.235902,15,1,3,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b31d012f623a70a19c8664a8c623d97b57e8cc87e6f38ca6051c8cf244d9514
REF-0011,8,1.0,0.868445,1.028492,0.256332,12,2,4,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,410cfe202cc10793001d3f8787de2d3ff1cf373dd8ba34bcde9605fc01e9fa7c
