reference_project_id,split,split_unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0051,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f97fe6ef4caca45384442ba908cf9a435125b8b1b673751fdb4f6fdeeb240ad
REF-0052,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,28ae23c6492c2f4e8e76ba927bf4b2d67a40fd363bdd2aa81494d06cf0a1c4aa
REF-0053,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,51cb55c109ddd3e9ffc394c17e5b96c35b39fa433cd5243a496ad122c7e8b195
REF-0054,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c0c620970c487fa53b70c40248f77f18c62c03d9939dfddeeb5e740355ce4828
REF-0055,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4394a19803bb23ada8bb3287b854c0d2b9112b1d6b9a6c36e38217b49a5c93c
REF-0056,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4bb9a1840208ffc9c574aae938661ef03bdd2b45e01217c268586683641384df
REF-0057,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8c8cb3384cb7bf532e35573324ebd102978305a01cde9e408c887251bf1b0167
REF-0058,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7265b63762e31acd968126a6be785252cb4369d9440246f9788b8d81a125ba48
REF-0059,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,03b674f5e52c7d21a907cacb850c1c3946fd2acc4cf53ea7172ba2d94958f349
REF-0060,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,68a2246a021c5ed60b3c6eb6d31981163e91718f2bdba70705f0eef23894845e
REF-0061,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,87d7c1f1fb126160a5158bc68322971bfa0efc43f127f03c1628dd47f92ca7c0
REF-0062,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,70c2480008f79e757424458ee6fd37572cb95fd7adea020286a32d3d91fbcbf7
REF-0063,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,be4a0816a709cef36023e52cbbc64baf553d178e6b9dcb2ebb9386c8095c89dc
REF-0064,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fb2a6cc6f51086861018b698f6df9bfa0c87b246aa37359cfdc283abe9c24b25
REF-0065,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83d60e0f101edbe0bcba98d616109b288057d46c8781681a56deb1a132fbca7d
REF-0066,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f0a021099f5acf73596c66bdcc142988ff76701997bc356f2f59bf118faea686
REF-0067,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bd015e7505d068bf06ea0805b05b83a15218663b62f1bd384a3d420305a8e45
REF-0068,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,de5b5ce2c07154a25a6e421d036b70f0e733d0555167956eed343e8d4a945545
REF-0069,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,179c2aec6a4a97b6f7c578d3b440dfd88abf96d88cc33724184e350aa802d822
REF-0070,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d41cc34e3ba5fc30036d9a1d301ebc1c759d84a92ba94714e60215dbba2d1b9b
REF-0071,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,52c80ac8c8a61bd6eff693f25679c787e3a25f3572c0d7f61d651983a34e4a58
REF-0072,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c4a7703d62e69373c7db9580e3887c32f0a05cdeb4c43831bd2818c358fd4e4f
REF-0073,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3aa62c61dea153332fde91bcfb96e9c9969f95caf48b0d9dbd8ad0f665e67766
REF-0074,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e759ca2c51e6b382b9a7531737ea0614d0b282c81fa6911f42c633b5179e1023
REF-0075,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c09b62c86b21f115e5291bf10bde3b1b21936c6c5e7e5a6a84f1da8ce78f4128
REF-0076,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,72c78a9e31dcf13ad74f8a99f01738f08a6d3474bfccbdf1bafc647086ef9a3d
REF-0077,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,751739812c1f784dca783634094408af8ccb8914257f5f2d5c8eb2965363d3e5
REF-0078,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b05dd5badc239cd24233e1d2d1779163d6d36d40571b8bb2fe6d9925753e2133
REF-0079,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09d6ca03a6192f962f77add340db2322f8258b4f9b890e5298d03ec10ed4f01e
REF-0080,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,040f0282c5f087fff8d41b97eb46dcdfc9538ed623a34422dbd6cc4902bf720f
REF-0081,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ed2bc8c4bd881b25028e88f396c1581f92a6974237be63667d55332699f5bf42
REF-0082,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dfa5951cc97ee7cdd0d8bbe1fd716598b26d5a631f74ca00c7b6802a51d9c931
REF-0083,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e2c92a843615a0159b45f2eff6372b386b7832c08d73ff79f6c7b357caddf115
REF-0084,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df99be09cf9d509d4a218a03e4813a0df9f6d0f0d6de887ddca9160f1df2933e
REF-0085,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6ea97a0cda96083f080a925faed8b332ecb80d889e30086b410be2da1a0d9cb3
REF-0086,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c274c65bf39d45b629535313bcf361417183ac41cb86d8596c060d52ce1ca801
REF-0087,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49e023db018309964fd09c08e161e27a7541f569a4cc733d60090dea2b0253c1
REF-0088,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77ce701df3963b60271074b222b3dbdb80b8a1418420d174b240e31b937d8d62
REF-0089,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b89b4d516821f07853a905bdda2f0385bd99f0207d9a4888dae6a68cdc3180d
REF-0090,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f66c22e04e48da49d1a49e1cfc4bc7f368f2c9172daa4387a48eed85b1b4eee
REF-0091,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90844b9bb3577ae93890f9d623aa599c2b2770d90a1bedec125368f0490a4ea0
REF-0092,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b5f0c3b07502bc921bdbf81036c7f07b8d9ad5a299d00eed72f6aaf6df3a1c1b
REF-0093,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cfa2c5c98aac8365e063443b83f4ec3d6ca86f5da7a2abb436fe17829a254c56
REF-0094,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,342541de7ac147c580d420f8ad8abc40e2921b88bcda747150695e29c8b79a45
REF-0095,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,025906bc6470bdbc2d96c543c4b5ede51681fabdd03f20b6f6e0a45ced878a2b
REF-0096,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6e8b4159b03f278131a854bc077281e90386ba7e689cc82a6e5dd19cfd444280
REF-0097,LOCKED_HOLDOUT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b5f4ae343525498b5d3bf0bedd4e79b8478c4f4b6a8b9aa1874f0c63a13e706d
REF-0098,VALIDATION,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fa753dcd7c9a6361f356ae54a34117a40488f4c9c435f551d75d14b43d58f4f3
REF-0099,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5d8c755f78a6f9524a7dac52a52a8165457f3db428268082afef9250514130db
REF-0100,DEVELOPMENT,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4951247053c29d9a9c23ccd2b1b65c44ca8b4c3c8908092b4c8f30fd3d72b23c
