reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0011,RAIL_STATION,DESIGN_BUILD,US-NORTHEAST,17940.878,14.216,64.873,3,0.572476,0.840683,1.18,194347168.28,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,04791c16df4bd797012ff8b7aafd70e9537781fbceb52979f3ac0b92ec315770
REF-0012,DATA_CENTER,DESIGN_BUILD,US-NORTHEAST,52134.234,0.0,117.521,2,0.349732,0.35,1.18,161225878.51,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bb26379eb859a46dc0e8057fed5900efcc98641fe79758fa658acc62f21d86a0
REF-0013,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,61852.178,0.0,19.988,3,0.269658,0.499466,1.18,189208052.28,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b1f390a33b2aca83cdea03015c98f03155369d008cde82e9c631f2c5ba22e065
REF-0014,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,10078.128,23.574,81.606,1,0.568899,0.371825,1.18,192050394.03,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aa742ba2d94205ba9faaa3e76a7db23eea076f7b91d42624327c65de3a25600f
REF-0015,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,28607.542,7.826,75.371,8,0.740407,0.821206,1.18,260563763.04,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c99c5214d353e8ce35e2935391297a179095e71f75e68ba00660868b50908a89
REF-0016,WATER_TREATMENT,CMAR,US-NORTHEAST,0.0,0.691,105.535,1,0.934291,0.921696,1.18,162891787.48,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2df779e5e61292b0167d2f87df018b88f9a20f84f07d517eea10c04be4272142
REF-0017,RAIL_STATION,CMAR,US-NORTHEAST,16671.7,20.746,62.104,4,0.295602,0.35,1.18,212761105.24,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,21a0b5e80170f665ba62931c8ce3931f31a0864af822a4071d4e2cb13d5ec920
REF-0018,DATA_CENTER,CMAR,US-NORTHEAST,38913.166,7.016,146.283,1,0.690246,0.556839,1.18,207578466.99,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c12e92cb4f5c2e811207aeb5e9b285e90aa047d4e61b06708edb3530f5fa6cd5
REF-0019,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,54486.902,3.562,1.0,2,0.332861,0.773104,1.18,201014453.56,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8993d243c79a4f324a8f733311cf8a938d90143c164b080cb120a5edc4f09c47
REF-0020,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,18723.051,15.691,21.519,5,0.710355,0.801947,1.18,192725360.53,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,168ed44394cde8b96a6e3c54cb07f9c47691b9738df70893fb7da08435d7f567
REF-0021,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,49559.273,0.0,33.567,10,0.609769,0.736864,1.18,244956678.22,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1bcbb4afc810a69dc166acf24009cfc0deefc73cbef8f7d94a90c8e72ae562b1
REF-0022,WATER_TREATMENT,EPCM,US-NORTHEAST,12292.804,5.377,87.873,7,0.498695,0.8701,1.18,173685133.41,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,629030a57e23621f525b072d91b7eccb405d0bffeb34675886d0cbac481ab636
REF-0023,RAIL_STATION,EPCM,US-NORTHEAST,21414.871,11.451,92.096,4,0.824618,0.707129,1.18,233799884.58,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9964103fc93d2ba1b98610761228e2a82f381e1f7429cad11d125a705a45e926
REF-0024,DATA_CENTER,EPCM,US-NORTHEAST,53055.789,0.0,143.776,7,0.37732,0.902535,1.18,196171471.36,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5930b8a33a89953468bfc2acf5ec94dee43053dfc313f184f02478146472f0f0
REF-0025,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,38817.623,0.0,61.714,9,0.792735,0.550949,0.94,183867305.85,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2eae457b5ebac5567fee43045252ea25a4ed7d4c60af4326195721a75fa2f4c5
REF-0026,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,29517.429,16.186,56.867,2,0.826252,0.893248,0.94,167552011.36,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0d78cd7051724265db0d3691e30242df0c5c8223d9bdc58e60c7fed66c868e04
REF-0027,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,32529.427,2.672,84.345,9,0.819023,0.865486,0.94,210091691.17,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4345e61c2d8939b385625f1a33b4dd13ea731b74a0f439e65f82dbe844d38821
REF-0028,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,3777.958,0.0,127.6,2,0.623647,0.777787,0.94,120240894.8,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b57092b3070db82dfc7bf412d77775cbb986fe47bc3ab903da6a44a8b8e1bcd
REF-0029,RAIL_STATION,DESIGN_BID_BUILD,US-SOUTHEAST,19715.688,13.183,44.398,7,0.639267,0.848014,0.94,176519334.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,94af9f11cf943ab245d2e10de559ea808bb9dfdec636660cca88e1adc5bb002b
REF-0030,DATA_CENTER,DESIGN_BID_BUILD,US-SOUTHEAST,59032.513,6.618,129.818,2,0.280792,0.790318,0.94,160422191.65,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adce230de45ffb84f5bf395a2defb94b31b46a4e74c1ffd180b4fd071c1d9083
REF-0031,AIRPORT_TERMINAL,DESIGN_BUILD,US-SOUTHEAST,41765.624,0.0,35.502,1,0.636049,0.584453,0.94,157644027.98,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eb10674f19e1281d54a20881e7015751d579ff0f55efaf4362b11351815d2a9e
REF-0032,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-SOUTHEAST,0.0,13.238,29.794,1,0.553999,0.938296,0.94,110112129.63,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,786cee50f10f390460a48c2ccc21c2ad5907ee47e765ee3e6c89538bae8a0713
REF-0033,VERTICAL_HOSPITAL,DESIGN_BUILD,US-SOUTHEAST,56676.208,0.928,61.783,13,0.557849,0.691135,0.94,207045918.97,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b462fefd343c7a8b4c0ab2584c3bef936c3392bd7879c835fb88c1d9a51ca513
REF-0034,WATER_TREATMENT,DESIGN_BUILD,US-SOUTHEAST,2055.943,7.551,92.18,10,0.657346,0.522301,0.94,134582480.93,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,47d44e832c68f9a1d3ba3d1de646b62a91b7d87e8cb6a7c483c8d7d9e941f65a
REF-0035,RAIL_STATION,DESIGN_BUILD,US-SOUTHEAST,26920.258,20.571,46.709,1,0.438663,0.736513,0.94,172630022.41,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,82c133c6d63c6759259125455dd55305cabd2b801d2797042f05b7aad2091768
REF-0036,DATA_CENTER,DESIGN_BUILD,US-SOUTHEAST,57279.167,5.133,133.874,7,0.237314,0.753267,0.94,169865936.81,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4bc903cca1d3aad2893cc75d0c01940f5d272cb3f0c12051b0238cf0a8427ed1
REF-0037,AIRPORT_TERMINAL,CMAR,US-SOUTHEAST,51956.428,6.449,29.112,3,0.637935,0.806464,0.94,183726812.15,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,72291ab84dcfc3ba512553eb9608a7b7c5f47d161b6f70bf3fbf998b99bed6a3
REF-0038,HIGHWAY_CORRIDOR,CMAR,US-SOUTHEAST,6879.569,12.015,72.627,3,0.655082,0.939394,0.94,132529046.17,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,067f02e3bd25a645654002f9038f27685d85b967cf5d7269f617d613da187f02
REF-0039,VERTICAL_HOSPITAL,CMAR,US-SOUTHEAST,35490.93,0.0,57.726,9,0.519617,0.902746,0.94,171879302.68,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,655ddd05aa67d282748b02560d5dd4b8b281628780394a8b4d10add929978549
REF-0040,WATER_TREATMENT,CMAR,US-SOUTHEAST,18924.941,12.365,92.859,7,0.685487,0.547904,0.94,152392813.38,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,47547b2facd7cf4fd3d0bc8b68ad16cb70bb4b4213053b2ddd6a31542071ab7a
REF-0041,RAIL_STATION,CMAR,US-SOUTHEAST,1514.84,19.809,57.412,1,0.830303,0.88557,0.94,163806267.49,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b6d7715a486ac30a35272493a06e11fab82fe9c6849daf8989c3803e236bc20
REF-0042,DATA_CENTER,CMAR,US-SOUTHEAST,30505.946,6.254,82.3,1,0.859766,0.585251,0.94,161486724.55,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2ff29051b6dc2800149fdfaf3f38fe0ecb1593cdab445a245a33ed72aa007b52
REF-0043,AIRPORT_TERMINAL,EPCM,US-SOUTHEAST,48466.941,0.0,38.589,1,0.585912,0.461098,0.94,162933027.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9311541ee07272a8ef0deba332507dc200a148ce2e3410042247bccb4fbac452
REF-0044,HIGHWAY_CORRIDOR,EPCM,US-SOUTHEAST,12869.739,0.0,48.056,1,0.445295,0.754255,0.94,78594035.64,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5608cd1d7036fd858872c04da2071b04b0d5f295dfb446ef60135f12b856ce96
REF-0045,VERTICAL_HOSPITAL,EPCM,US-SOUTHEAST,60220.229,9.926,87.761,10,0.710797,0.827764,0.94,232400014.1,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,425b20346a1235159597458d910d2dac7d098b6e71f1c513ff63d54ad4229d5f
REF-0046,WATER_TREATMENT,EPCM,US-SOUTHEAST,11467.667,5.242,106.463,1,0.693819,0.45781,0.94,135468095.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a06ec97655475f0917c30b0bdd5a8315b7d910c63a4002cc3ba8d4992fe1fb89
REF-0047,RAIL_STATION,EPCM,US-SOUTHEAST,3847.332,23.006,36.12,3,0.787959,0.35,0.94,182702379.02,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2f1cda2cf88f11c59f2fe89d9c1c5b9c38d2a54bd4e19c87340ef04fc9f6aa14
REF-0048,DATA_CENTER,EPCM,US-SOUTHEAST,61395.499,7.65,141.654,9,0.2927,0.763948,0.94,191157863.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c1a8247d0fe74d4ca1ecb32c21ee4db922fb39c3428ae4d21b4edfec55e4978c
REF-0049,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-MIDWEST,38778.478,10.937,49.438,4,0.282455,0.890305,0.91,173864959.26,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40bff1dcc81ba45558b4fd9cacde4e027e0510b8f8e93267d2deab715b043d1c
REF-0050,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-MIDWEST,20203.448,14.11,97.533,1,0.54195,0.740168,0.91,141147272.37,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,607fa351e899c8d5fa211c9f5cd7f4b7001fba1abfc8b808a14eb4b7edf56c01
REF-0051,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-MIDWEST,48720.777,8.579,23.304,3,0.712124,0.757447,0.91,209750891.98,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,38270a5886c63bb0ecb564fe35a8ff62091ca2ac0eb64385d14ef686229961f4
REF-0052,WATER_TREATMENT,DESIGN_BID_BUILD,US-MIDWEST,1063.731,8.591,96.323,2,0.367575,0.729084,0.91,101584681.53,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d3716e3604821b35e0e17ad66673e38550ce28b5749f56004755d5630c836d96
REF-0053,RAIL_STATION,DESIGN_BID_BUILD,US-MIDWEST,729.759,23.185,65.987,7,0.497823,0.922758,0.91,177819595.52,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b0ed3b821327ce25bdb6352d8b8a7832c9af4748518a3c66abedd39e2190c81b
REF-0054,DATA_CENTER,DESIGN_BID_BUILD,US-MIDWEST,35598.419,7.609,143.934,1,0.702639,0.862434,0.91,164906570.36,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cc086553d5186341c33618e1f39430595b654b7af7eb66d80bdea09ec962a51a
REF-0055,AIRPORT_TERMINAL,DESIGN_BUILD,US-MIDWEST,33923.501,0.0,81.154,3,0.739889,0.759129,0.91,165202429.52,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2471ec2b4f5d1af3e4dd7a2e61a5de4db91bc33f786bbaa861769ff039f79b21
REF-0056,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-MIDWEST,1580.684,17.041,68.849,1,0.547596,0.758276,0.91,127236700.9,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a28b67d1fc10e133b305e2d3f68a179c054214a7b82631294da6aa4140c67d02
REF-0057,VERTICAL_HOSPITAL,DESIGN_BUILD,US-MIDWEST,27570.869,2.976,52.919,15,0.222411,0.760029,0.91,153512079.21,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7d8beab494b614d32a32f9aa6350cdb8e15fe980805f27dbfb9c9d633536c0f2
REF-0058,WATER_TREATMENT,DESIGN_BUILD,US-MIDWEST,37760.973,0.0,92.687,5,0.560504,0.805462,0.91,132363914.68,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e32e959650bcd141bdfa2128f7740687c2ae158991888525dd0a6c35be85216d
REF-0059,RAIL_STATION,DESIGN_BUILD,US-MIDWEST,12795.853,15.714,72.792,5,0.310596,0.482514,0.91,148718228.91,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9de33f418d42cba52b005a548322e904cc2c7875c725962a7360b43171d30971
REF-0060,DATA_CENTER,DESIGN_BUILD,US-MIDWEST,70346.668,5.799,135.538,6,0.6957,0.496326,0.91,183567645.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a265e1872f9a20787aa334bbf39afc196071c010d65a4a4a1384865f13e6822d
REF-0061,AIRPORT_TERMINAL,CMAR,US-MIDWEST,56780.144,0.0,1.0,7,0.684198,0.690562,0.91,163162415.65,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9faa7f5fca8acd65cc12e956aed47e4fcdace883073bb50a771bdb097cb1e1fc
REF-0062,HIGHWAY_CORRIDOR,CMAR,US-MIDWEST,4950.027,24.755,40.525,3,0.218624,0.430084,0.91,127176658.48,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2a3f1d21da5a57d823fb3327f0e452cceb43fe4b35b4672b2efb5388a7984bb5
REF-0063,VERTICAL_HOSPITAL,CMAR,US-MIDWEST,37708.93,5.239,76.239,8,0.90983,0.705978,0.91,193634442.51,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ad9a31bb6a97dcffc6f123449f8dff5ae96901c845e45a45a2da595e0d60ad3f
REF-0064,WATER_TREATMENT,CMAR,US-MIDWEST,0.0,5.479,138.63,4,0.2105,0.35,0.91,106005107.04,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1100e177385ac350fcc22cafb8b9712d582468402c55b9d93c625d934b849d14
REF-0065,RAIL_STATION,CMAR,US-MIDWEST,21424.631,21.241,25.136,7,0.567552,0.454696,0.91,178236221.34,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3c6cdab69b3b25f16146d463b2487cb00137632088230921389289af33b55240
REF-0066,DATA_CENTER,CMAR,US-MIDWEST,54499.17,2.196,88.291,2,0.260774,0.661837,0.91,137238092.72,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,94f91eaffbe2884b4c85be9d1c97e573daf28c526ab496e7702b3b84a5c061d5
REF-0067,AIRPORT_TERMINAL,EPCM,US-MIDWEST,51170.867,8.065,47.138,2,0.442319,0.916844,0.91,183427402.96,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83e8862c3673e60db5aad2694d009b45c1b031a8a9fb99a401a18b462a092dcd
REF-0068,HIGHWAY_CORRIDOR,EPCM,US-MIDWEST,21347.006,16.759,21.419,2,0.373819,0.581329,0.91,139268906.34,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,159e08e8b07800c297423b6a0c6fff41ba246817450f341fbd83e46daa141f64
REF-0069,VERTICAL_HOSPITAL,EPCM,US-MIDWEST,47850.478,0.0,66.999,10,0.489227,0.648783,0.91,175632598.7,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dc889a1bacdba8d68733abfe6dcaa955ba4a86f544bcd3870319f2906f8bff03
