reference_project_id,complexity_band,early_cpi_band,early_spi_band,document_risk_band,decision_class,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0027,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e50fc2ed6b3a6cd5afb9c2f6393c24b7b8d85f2feb70d1eb59c34d12ea0ad8c0
REF-0028,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea087072c53445f9c5a7bd1a7091f343d6878e2eefec0243510cbfa5363b0e27
REF-0029,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2dd1101e27910307396cfe5527e02b6cb0d221dd53d0f24efe5cf9314904596f
REF-0030,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3073fbea7799fefac977a18fef8906e173074cd2a951b9073a7efeaaa2b20bc8
REF-0031,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aedfbc96737d6090652157527ca07c63304e0161116f652a924696669235c5fb
REF-0032,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,181d31a23e93fec7dbb16ac84761fa4fc3b6fe33a497e9678a18d68169e81131
REF-0033,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a842b0369ea5ea9a34125bdcc7f6a555ae3678d94439d08576de2a29aefcf230
REF-0034,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fde93a91142dcc73437a6a7180b22bea2751a93219d9aadd56d7b769c994f5c4
REF-0035,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fbb2dd158057b169c34fad9252249600af513012b06b7e075f86117a096dade8
REF-0036,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cfb4e59e09f987dadbb32ddd33c66e370edc4f101094a7cfd32b413a6ad0870c
REF-0037,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9c0545cdf9e8fa9ad28ee2b0f51f5480d954cd68f9ea89ce112910e5c33880ec
REF-0038,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce20cdc12fd38384de370aa59a93d0a99edd7741e08c6c3f1b2048014a813892
REF-0039,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b47e93ebb673620907f38ce7879307f4b7a190ec4e17e22d9b99458a6a80c29a
REF-0040,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1a91702e4ec6e927f3840900296b61ecaec38dfb818610fdeb892339fde92645
REF-0041,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7cf94c9d0a77baeb476b472a35d2e9ca53421d6158d90aea036c96f31342d905
REF-0042,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,521b146d1657e3651a1aee9bda852f3b405a96007c37b9a42e808e64f16ce69c
REF-0043,MEDIUM,LOW,LOW,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ad60bf45c73982815528dc26d1b748c385d2674e116e99aad005f576af1a481d
REF-0044,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b53bee70b37bac4d0c8492bcb35f824b925bdd15c0771f903bacd4a77758a705
REF-0045,HIGH,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4dc7afe80a867f95b18e39f87ef980addccfa3e4b6082339b447b0da11b53878
REF-0046,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c00524f75b212604ba937f90704a62addbe3a97f8a438382435eb733854c79ca
REF-0047,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,433414fed3dffba12eba315248920af1edea1ab5dec21842a242e147e214ada1
REF-0048,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5326d932f0a6582e6df902cd83dc4c85515a53ae0958054758f54610ce029de
REF-0049,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8de75c6d053db37156a5a79bd7b76e5e45d0d7fe7e7f966905c9c70728df302
REF-0050,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,72318a9c436cfcea7a9dd360d63903f80c1447a5193b0438df72f97ddfd69312
REF-0051,HIGH,LOW,LOW,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,723e9c415bdf5dbe1f2c13dadc5ae761d14ffad3f7261d056c1bff91a3405c6d
REF-0052,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d75d125562584f11f3eef26757a27983018fdbe61b0f6bba97bc9f1064fef5bb
REF-0053,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d6c5336d4b316967233cc94258989dc886ae1321ad23f123af2a5647019c881c
REF-0054,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,566cdb2647eefaed0ce3f2515708fb3604bbed8157f6f5cb1fa987db9ed30418
REF-0055,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,670469cbd8f016b3480e3a5248d253ee6489f842f5918f7df933a22b46bdbf78
REF-0056,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c2ccbfdcc26788dc8d6e945a6bd8a19ffe2b1116eafc60d901d3cac2663193eb
REF-0057,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,acadb1fa8dad099c0fc845ae934ddbe587385ba86c913318b86c85f8433855bf
REF-0058,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1b21673af11e802fe416074a318c265f9e2107fcf1cc4221fddbe9f7326d3d6d
REF-0059,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,35696d4397a31d4336ed9cd9a6c52e77f42a6195c7acd197cfe335f85caa99f1
REF-0060,HIGH,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5827802bf6fac9b38c844f9ef12c71c998a58c38bb2fe617200a4ceb909cb513
REF-0061,HIGH,LOW,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e12fcfdb716d755f194cf3a090e7d84643d0319ebfd0afe7ef7b54405384d73a
REF-0062,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,74a361a509b8db3c8c3ae3e2d3589e2a21e1a3ed1d70610748d3f57cc9057b67
REF-0063,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c48ad9c427caec3d85cf4bd844f05b1cadc7af60f5a2678987b4e216d2afbc06
REF-0064,LOW,LOW,MID,MEDIUM,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,13fb962e8aa671f63ca0a4bd33b2e0b8971add15f33de4fe264228caf865bcc2
REF-0065,MEDIUM,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09cb49fe90baf895ba99d1227eae827c6fa2c4d88201fab9feb26b782970bd14
REF-0066,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e7742d365b70f59a8e6ba63e0ab78371657d02113df56d0cbbd588d7fca24129
REF-0067,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4f592b34cea0cd529246b23dbc37352bac50e641441055bd8bc0a11c5e59b3e
REF-0068,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e3a311e8a71319c4d3511f54b86e898da71de047ed30d1ef9221f995c32421f4
REF-0069,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a8ba1a363c372ab68b1ab375347d69fbf8ac2035488009229fcabc31ca3b997
REF-0070,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5a344024de7e69294231296a79ab0a08adf8673d27cbc2c103e47d8bb16e74f
REF-0071,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5276acc36b9ad20c2c2562be3557b473cdd56e16636a488dd466b756b0cc37eb
REF-0072,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f592c1d0d4d92f479c79790d1f73cc35a2411e766bbdaf671e4713e6ea6cfcb
REF-0073,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,886fb3fa90d4aa034dc084055db6889082f7eec2effa10aaaa9d94d71359e808
REF-0074,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d90861822c4f35a4883c8c4f12e324b2e7e80d2140e074d42c0943e22b198f2f
REF-0075,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,420e7ab48fab298c684b187b14e2cac3b18ba2d745ed713a8235630937e87b31
REF-0076,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6142cbdc96e89cdfbbc9a939296ab61054f83b85187e4691644d4eb60f2155a3
REF-0077,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3506a3b341e18c9465d922b948e04a2ac9dae18361b0230298c460d832aa223e
REF-0078,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c80c5b630255b36fac39aacfea222151edf4ebe42c23aceb520093fa6768146c
REF-0079,LOW,MID,MID,LOW,GREEN,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b799e7afaf20e762083f0e7a572b3e590ce530113543ff430998dac5ba4d6cf4
REF-0080,HIGH,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e622a79ef66928430bc0d9ae2d7b8aaece7ab7a54c74ef0fe912b40bb6934adb
REF-0081,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5e7ae167ae2719c2d4a30592d0fc74c0db85e80b1d601b6263bedec2bf864081
REF-0082,HIGH,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,63a2146b0e17959fdd2e66690d11a182507219fd3e125c2c6bcebb5ce7642d99
REF-0083,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f61c1814886d06a6211e5b878895be4a49d9d8d41207caee6585be6cdbd131e6
REF-0084,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26bd0e1ce3bd0108a3efefb6c2aff5ee88bdb2202631579be703db6871eef17f
REF-0085,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,155b78a7fdce1b1315901fe939ec78cc803e7ce0de9a33e3fb67cb75cfb8817f
REF-0086,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f7c30d67063b37f5e1cd26696007fa67f32cf97e42bf6c5a8cf25d1f28451e9
REF-0087,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,27b081a836b1d95eee3a39560d443023754fa036908261319aec3a5a3079be33
REF-0088,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,845391197d9f6753fbdf0e89133e89bb37339543ca8f101aef55a7087f99583c
REF-0089,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8925da2332dc898b340486c902e24d17a687f249886403a47f373d4e834a58a7
REF-0090,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,75eadbb57f5300edf0669a6b9dd03a4304dbd0aef8d8ed42b4079421e3c381b6
REF-0091,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7d411dbbb702a60a7df761eb99f3a846857461e536c2bebef5e6e23ed8e85cad
