reference_project_id,final_cost_usd,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0011,223788342.77,512.932,0.151488,-0.009784,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b7fb112e32c20504065f53d852569e917fe60ec7afaa5a9c19d2a62d354278a
REF-0012,200357361.68,629.713,0.242712,0.147019,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7d16c38c7a2a78f111cd3226db69d583a2223307dc24127d7f7e1e6277a31552
REF-0013,233819243.12,629.26,0.235779,0.142032,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7346bc336022d12c1e8a0e84f68dcb8932f183ad05a51915f1b7aa579d1a4061
REF-0014,238226786.17,583.13,0.240439,0.143393,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3db35d50b30c5f3096b09d4719380f3058b9bad27a1730b207791d9a719b3571
REF-0015,308901464.16,687.018,0.185512,0.154652,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,33057c2e393be899317ac3451a9c17a88deeaeae4e6c319a3541d59d8ec2ee2d
REF-0016,184694968.39,517.898,0.133851,0.338238,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ac76a526abf50f238413a76fafe40ef1de69a8630eeadb8d161a2d8f1a4973e8
REF-0017,310331357.09,942.014,0.458591,0.516931,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,30aa43e5df830836bcde922467a442ec350c1e24775ec9b4d8de7aa55af7d0e0
REF-0018,219096704.98,708.825,0.055489,0.109272,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,20e193dbdedbde9fc335a897849e53a45d2886903c3274661d3b62c73662d868
REF-0019,210097479.04,694.66,0.045186,0.238253,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7965136711e0a362404726812922cee5e49103596f1750df2ccaf1f9a8f68599
REF-0020,230090209.66,745.582,0.193876,0.140033,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4c33a2c97db0c261f5f028d2a1a2584a85f40d86d77375d65f4dd54bb734a296
REF-0021,263751168.51,680.356,0.076726,0.161018,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2e215d3520a2382ada3cffcd4bcc92ef5c8a3e20e96e2f926a225afd95e96d1f
REF-0022,190031188.1,656.889,0.094113,0.265681,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ffdc17dba148a2e57e7eecfb7654d7d2a7110bfe443be815efff9b1ce2f07c1d
REF-0023,272738809.49,690.281,0.166548,0.073532,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e01f5511b08f655567708907760873014a876f597a11c6581f8ec8407a3404e4
REF-0024,231667957.73,563.988,0.180946,-0.014007,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,866a5bc34d34825db6fcc968ecd15cda69b1e5c060fc91bf161dd5ad48c161e0
REF-0025,220688373.59,759.995,0.200259,0.314871,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,396591f8e4a007e22e195bf4c4ade287827af60c2b404c82e023faed1db02c26
REF-0026,204075329.23,704.718,0.217982,0.132988,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dbf04ed2a752ec6daf4ff766d2c5d95bb7d2c36584363a9fe00685080dce27a3
REF-0027,257247546.13,758.539,0.224454,0.20403,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e201deb465a79f84f8de6140b975e2240fc0fc8a4006f4abe9cbccfee4e767aa
REF-0028,139883362.8,465.521,0.163359,0.193644,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,931bdc3416e880a02e8c742c8f9203072cd6043d95cbb3d61cc524ec08d06a61
REF-0029,222904400.32,652.148,0.262776,0.183572,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,35b523666270dd1dbe1a12eaca26fc8ffed8c64f538e5e00c2ab81db0c65faf6
REF-0030,177888181.15,668.444,0.108875,0.131039,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,efe93c270a7a9a7680eba2727774dfaa9a07fafb24ded234c17a66dec621d6eb
REF-0031,175827302.53,637.624,0.115344,0.110843,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b089bcfa100495bddaa54652ab6eba5ada392a177f4c80a229924974ab3be503
REF-0032,134165234.82,411.389,0.218442,0.142746,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8e6986d35ca269e22faf13512a809019e26e7afe35995b16a59b1ae3c4b2acbf
REF-0033,230058599.0,726.678,0.111148,0.231657,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f65a197615de1f82e00356efb9dfc0b703ae5bac60d2ef5a0a1229c46251ee8a
REF-0034,150987011.33,482.7,0.121892,0.218938,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1ca51e6214da50fc525a1f9a7606b8f21081f37eed35ea6ad294ac9622dd283c
REF-0035,197889670.27,684.717,0.146322,0.116994,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,92f9609264b10e1f89f7c38d7100e88f7872ff836c2b588cdedb09061ecf6795
REF-0036,193972050.82,621.672,0.141913,0.020807,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e443eb623692ea289462679b146b5e2d0f17b73444fb8ca172c817f1c18c81d
REF-0037,212033395.68,738.776,0.154069,0.133092,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5e427c9acc168258457c43cfc6716e8a3a952f4e16478eb964dc450f6e73b8b4
REF-0038,161449506.99,678.37,0.21822,0.171623,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,910f4e4240c7547ee94044e5deb4bdc1226c1718178ba05ba9e3a9d795dd1c85
REF-0039,196033455.26,502.545,0.14053,0.038316,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a034be4c4cde3e59d3ecef618f693b2750762ba4d0d1c327156e61abcb47defd
REF-0040,202122583.51,729.718,0.326326,0.222309,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,88f71741f807e0151fe1c74634d950411e892ec9096648d724879e5be5c19a42
REF-0041,195851352.74,503.036,0.195628,0.148485,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fea67bd3ed7eaef45fabe33bd553a32eacfb025be1af7fe2a1c102936b96954a
REF-0042,199732368.31,685.498,0.236835,0.217581,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,558ebf2d7e1bd4283940625732ee0ceb9e69415aa2d60bce91fd084652015a8b
REF-0043,283531001.05,841.537,0.740169,0.411976,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0da0515727ffe1267cfab350ac1fda2cce14f0917a49650717da920860105060
REF-0044,89462817.05,581.588,0.13829,0.174925,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ebaba174ee609f40f23a7b436c41f70f6295cab068947e140277ff3aef005114
REF-0045,277965870.31,723.103,0.196066,0.071264,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,636f558e15eec388155f56032f88b6c48ccc98510482cffac1e6bdd1ce9350a8
REF-0046,174317648.69,634.06,0.28678,0.224055,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,247c90ea603ef2b3a9e1958d583799ad87d59f40df8955d6c4751e9063db2467
REF-0047,233288370.12,639.056,0.276876,0.240886,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10b804d1113261517f5248c0df53d0862b2879cb01d4598b55c8ebfddfa2acb1
REF-0048,209217473.55,737.415,0.094475,0.107229,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,18d7211b30e5c4b27352b503a485e69c3d118ecdf3fecc2f25df0b24d7680e5a
REF-0049,199317014.58,583.471,0.14639,-0.011066,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7d500f1b62b47caf8615478243cb9ec9e774960c10bcc3fa9f1d18b90e37b635
REF-0050,163371998.21,670.515,0.157458,0.162071,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f1ac6a32dc244a7e9a2d0e99e0ff88e0360b7f5b68d27bc264ddbc0d408d3710
REF-0051,323363336.96,1003.712,0.541654,0.588152,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,24121cd2cd5dcfaef214f9021d0e4b927d5af21d3c66c6fdb36abf6b3213ac2d
REF-0052,112153473.42,383.86,0.104039,0.129,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,553f7548d5226f02cf69d0b9465ce6f7e0936c1352d672108fb1ae373a37277f
REF-0053,221887103.31,554.478,0.247821,0.184783,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c7f3cc641067e587d943f5a284682120218df26632bc24e4cba9c21a13a6ca8c
REF-0054,191979340.53,595.226,0.16417,-0.004639,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6b9a8e3ee53b1a5153f19f71879a0b24b52bf3e42f44566bc78d365dd53325fa
REF-0055,199109428.26,820.118,0.205245,0.314291,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,436b355103117a75a0354671ff1c44c42772652215a1ebc2b9311153407fd0dc
REF-0056,145874237.11,509.361,0.146479,0.114575,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ea06fef40c13203f44bfa5e583676f3144f142536b6ba29e9fe009606ffd9e1
REF-0057,173818560.09,538.998,0.132279,0.134732,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8b5b9be7bc26a646ec68bc6c4fd8001e2bd752e1271044573abf7ce3c5c5b91d
REF-0058,137779675.12,816.095,0.040916,0.364708,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a8705395b084f8dee24077472de7e459009d122520db16269d090d43c34f92cb
REF-0059,156587166.54,579.611,0.052912,0.210043,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1e479f675e110e6d82adde22eedbc01c4f54ff5e2ee14387a27729267600f561
REF-0060,312729939.89,1186.427,0.703622,0.712016,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e288adea11267cbea69a36827f6b6fbdc371f6a16fccb2453a57f858eff2bbdb
REF-0061,207380234.81,734.443,0.271005,0.133399,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,271be24dba7a5783d10dff92194820a681af26d98e6a6a6c01f8088444570e2f
REF-0062,145543972.28,543.288,0.144424,0.194039,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b9f8ca156a0bb5b3c1744ed0313a4f58db89078b8e996154827b05d65404ff19
REF-0063,221623252.61,758.921,0.144545,0.260666,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5efe674dde6f5edd3f2af4626d8b38cb16f15d31d55bb9d8e7fd72271fc80ec6
REF-0064,162621097.64,477.51,0.534087,0.473797,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eadf0c4a781f0130fbb7e74034c9cadda5561650b0c80d204ec70c99ec8a16fc
REF-0065,230606152.26,689.529,0.293823,0.233505,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,94f9f950ddb8c57a1fecd074a18945ac4e074765c20b4750b1f9d0381e5001e1
REF-0066,153462993.72,634.686,0.118224,0.197521,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,170544ff70e96cdfee54cf80d984732c2f2c3bcddf7f34d253c68c7d0ff9431d
REF-0067,212373395.78,668.254,0.157806,0.170322,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b73f687b4841876ede3532781a5e64584eb9b919aef046678144db853579f1c3
REF-0068,160020371.25,598.636,0.149003,0.104495,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,20ce9b231f56794910ac89778081ed8f2d4e3ba47f2027fdd348fb94c2d9e8df
REF-0069,214447584.04,682.149,0.221001,0.192569,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f8ecb6d9855e7c0807453a7981e4fa40de9711dfbf695ec6671585bbed19cf6d
REF-0070,128588782.7,411.493,0.194303,0.270039,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c30a2224f035bbbc134b96c7a85c33ef40a8b6530ea9a77697c83ed7fc402303
REF-0071,172981848.56,578.185,0.183696,0.084776,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90945a0a55a5507d24fb46fe433624c69a9dab3402759bf4b06a3880f67b4b06
REF-0072,211789954.14,630.35,0.149737,-0.094325,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ee07cddd3f42b01959dc8bb50ea52020afad31765fd6bd32fd848afc8a66c240
REF-0073,268973159.38,769.583,0.261087,0.171359,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,67aca5254e7ce843c56c1b39c02727d25cdfe5426994c26fd39d7ed31f6950fb
REF-0074,253148927.81,843.041,0.28464,0.298984,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2a0f26a368b5254efffa4e2e8047f6273e94e18e7204f77cd8e6ce0af4e8c9b7
REF-0075,288665561.34,635.639,0.197937,0.02688,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5692568619740b40e1c2937c0f9b5ec32610e003364a0818945d10e2f36a27c5
REF-0076,211566533.34,536.879,0.171742,0.193065,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9bddc7485d91a9c1c37e25108f0603f4ec739ca7db5419f3d5e0fb70ea97cc3e
REF-0077,277638169.36,743.982,0.292658,0.328539,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5967a99348cea0fd1f930a4e4816a326172728655b3e020c2229d5720dfd1e8e
REF-0078,155744123.7,570.888,0.016115,0.139497,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e9c944d11125ee3c43b71e3e5bee774f1b6fbeed76ccc6e50320366844c51bc
REF-0079,199505304.16,552.359,0.023106,0.076723,GREEN,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,42c6f0407afced33101dedca9bdb5c043564244b51a370415c50285d1dbd1a0e
REF-0080,246269520.04,795.79,0.172492,0.273264,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b2d58ae33720e417d4bffe99d196c8b89ca2830b606eca3e30d27b6258e5fa6
REF-0081,255949622.53,765.551,0.037455,0.174158,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e1875a3522f6c761c41c80b3dcaaba48c167bce169d57b40bfb3c9e6950cf5c7
REF-0082,152440718.23,444.077,0.081385,0.124245,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3c4508dcf096cca65824c464db1b644dbc08dbd37e6c07b484281d28a4377fa
REF-0083,238020665.76,676.731,0.215785,0.239435,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8699a05e6d5ea2e66366bf1bc2866c0b988e89c84afaad0c1af67e0dfe81948f
REF-0084,153641037.47,578.854,0.1184,0.06997,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4abc7d2a208ad691114eb94c851a81bdcae28eb1ef023fbc8b2989236a95f34e
REF-0085,243650152.87,745.111,0.153222,0.260764,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d55ea6f458f0723ccf41cfc0900b116b49617044eebe755ab782b8aa2f749f67
REF-0086,222444483.23,515.406,0.180672,0.163446,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,81eaf3e454a985b7c3555595590fbd25d0d78e08e36a0f9356c776fe615a7b7f
REF-0087,297827050.8,833.19,0.203618,0.273991,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7dd059b2bac9171c4ae2c03ba443e8fb28cb987b198ce74c2c6fb748d2168581
REF-0088,130608276.19,527.582,0.031626,0.122514,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,be815e27cc0245ed6df89a72cbeca6d5ed3d401c5b89b53ae973f05f31f66b19
REF-0089,279374943.7,797.063,0.251116,0.193208,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4371f71d13b0b54058bbbece84e8adc47c24376989fd7be95bce4dd6ee4c6648
REF-0090,239834496.93,698.179,0.204602,0.10822,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,79267a76a2f43da764af5a642f45b8add054fd5f1641eccfddd6e0f0f75c8855
REF-0091,267258977.97,684.532,0.099387,0.062938,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8382c0b6ccf1d813fd016e99e7fc5c7ee5d232cdf831d8d6f9392bb9f1ce0939
REF-0092,185331106.8,649.588,0.08541,0.118052,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f215fec0805e5a6eb796d8f339e93fa77b7a98fa8090406d8d3d5204babafad
REF-0093,289850109.11,806.049,0.208265,0.110261,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3102397735786690bc5113b80c1859cb5951bfafd34239049e47be1b7f1ac0f3
