canonical_id,current_registered_name,category,category_name,group,scope,current_operational_status,voting_status,current_scientific_disposition,actual_computation_currently_implemented,canonical_method_required,primary_remediation_type,secondary_remediation_types,exact_missing_evidence,exact_missing_data_structure,existing_source_document_availability,existing_structured_fields_available,new_document_or_form_needed,new_structured_form_needed,new_database_or_data_contract_structure_needed,historical_series_needed,external_or_reference_dataset_needed,regulatory_authority_needed,calibration_needed,empirical_validation_needed,lineage_or_qualification_requirement,canonical_implementation_work,truthful_rename_candidate,redundancy_candidate,research_only_candidate,owner_decision_required,proposed_operational_destination,supply_mechanism,proposed_artifact,corpus_status,parsimony_class,work_package,priority,recommended_future_run,secondary_future_runs,authority_source,notes
A3.5,Overhead Absorption Rate,A3,Cost Risk,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Published proxy qualifier: a transparent ratio; validity depends on whether the indirect plan is total or period-to-date,overhead absorption: indirect cost absorbed against an absorption base,DATA,METHOD CAL VALIDATE,"the definition of the indirect plan figure: whether indirect_cost_plan is a total-at-completion or a period-to-date figure, and the absorption base (direct labour hours, direct cost or machine hours) the rate is struck on","Indirect Cost Basis Declaration (plan basis flag, absorption base, base period, rate)",1 supported document type(s) currently reach this module: cost_report,"indirectCostActual, indirectCostPlan",,,"Indirect Cost Basis Declaration (plan basis flag, absorption base, base period, rate)",,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as INDEPENDENT; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",EXISTING_DOCUMENT_EXTRACTION,Indirect Cost Basis Declaration on the cost report,PRESENT_NOT_EXTRACTED,KEEP_AS_TRUTHFUL_PROXY,PKG-CONTRACT,P1,Run 28,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"The two figures are already extracted. Their MEANING is not carried, and registry.py records that the ratio's validity depends entirely on which of the two the plan figure is. One boolean field settles it."
A3.6,Cost Risk Analysis P80,A3,Cost Risk,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Deterministic cost uplift on the index-based forecast: scales the budget-over-index completion forecast by a fixed uplift derived from the shortfall of that same index, and bands the result as a share of budget","cost risk analysis: a sampling run over a risk register with cost impact distributions, reporting the eightieth percentile of the cost outcome distribution",DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,per risk: risk id; probability of occurrence; cost impact distribution family and parameters (or three-point low / likely / high); the correlation between risks; whether the risk is already realised; and the mapping of each risk to the cost account it hits,Quantified Risk Register,"5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","ac, bac, ev",Quantified Risk Register,Quantified Risk Register,Quantified Risk Register,,,no,"an uplift multiplier, a floor under the index shortfall, and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as SAME_SOURCE_TRANSFORM; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: a risk register with cost impact distributions and a sampling run. Nothing is sampled and the reported figure is not a percentile. Until then the truthful method label is what the interface, export and methods documentation publish.",Deterministic cost uplift on the index-based forecast,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Quantified Risk Register,ABSENT,KEEP_AND_SUPPLY,PKG-RISKQUANT,P0,Run 28,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"A risk_register document type is declared but emits no probability and no impact distribution, so a list of risks is not a quantified register. P0 because a percentile is reported where nothing is sampled."
A3.7,Analogous Estimating Ratio,A3,Cost Risk,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Published proxy qualifier: an analogous-cost ratio; project selection, normalisation and adaptation ungoverned",analogous estimating: a governed selection of analogous completed projects with a documented normalisation and adaptation to the subject project,DATA,METHOD LINEAGE CAL VALIDATE,"the analogue selection rule; per analogue: project id, scope description, final cost, completion year, size and complexity descriptors, region and price base; and the normalisation and adaptation factors applied with their justification",Analogue Project Set (a governed subset of the Reference-Class Dataset),"6 supported document type(s) currently reach this module: change_order, contract_value, historical_data, monthly_report, pay_application, schedule_of_values","analogousOverrunPct, bac",,,,Reference-Class Dataset,Reference-Class Dataset,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",HISTORICAL_DATASET,Reference-Class Dataset,PARTIALLY_PRESENT,KEEP_AND_SUPPLY,PKG-REFCLASS,P1,Run 28,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"analogous_overrun_pct is extracted as a single number with no record of which project it came from or how it was adapted, which is the whole of the method."
A3.8,Parametric Cost Index,A3,Cost Risk,A,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,Disabled: no parametric estimating relationship is implemented: nothing. The module is disabled and its formula function is never called,"parametric cost estimating: an estimating relationship fitted to measurable cost drivers, with calibrated coefficients and their standard errors",DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"measurable cost drivers for the asset class (quantities, capacities, areas, complexity descriptors); a population of completed projects carrying those drivers and their realised costs; the fitted relationship with its functional form; the estimated coefficients with standard errors; and the fit and validation statistics","Parametric Estimating Relationship (driver set, project population, functional form, coefficients, standard errors, fit statistics, applicability range)","5 supported document type(s) currently reach this module: change_order, contract_value, monthly_report, pay_application, schedule_of_values","ac, actualPctComplete, bac, ev",,,,Reference-Class Dataset extended with cost drivers,Reference-Class Dataset extended with cost drivers,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.",Disabled: no parametric estimating relationship is implemented,no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,HISTORICAL_DATASET,Reference-Class Dataset extended with cost drivers,ABSENT,KEEP_RESEARCH_ONLY,PKG-REFCLASS,P3,Run 28,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"DISABLED_UNSAFE today and its formula function is never called. A parametric estimate IS the relationship; without it there is no method to name. It shares the Reference-Class Dataset with A3.1 and A3.7, so the package that unblocks those is the one that would unblock this."
A3.9,Inflation Adjustment Index,A3,Cost Risk,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Material cost ratio without an external price index: compares reported material cost against its reported baseline and bands the ratio,inflation adjustment against a published price index,DATA,METHOD REG CAL VALIDATE PARSIMONY,a governed external price index: publisher; index name and series id; geography; commodity or trade coverage; base period; the index value at the baseline date and at the current date; and the vintage or revision of the series used,External Price Index Record,1 supported document type(s) currently reach this module: cost_report,"materialCostBaseline, materialCostCurrent",,,,,Price Index Reference (for example a published construction cost or producer price series),yes: Price Index Reference (for example a published construction cost or producer price series),"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as INDEPENDENT; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: a governed external price index with a named publisher, a geography, a base period and a vintage. An inflation adjustment is made against a published index, and no index is read here. Until then the truthful method label is what the interface, export and methods documentation publish.",Material cost ratio without an external price index,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",EXTERNAL_OFFICIAL_DATA,Price Index Reference (for example a published construction cost or producer price series),ABSENT,KEEP_AND_SUPPLY,PKG-EXTERNAL,P1,Run 28,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,The module compares a project's own reported material cost against its own baseline and calls the ratio an inflation adjustment. No index is read.
A4.1,Document Risk Score,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,EMPIRICAL_VALIDATION_BLOCKED,As registered; no proxy qualifier and no truthful-method relabel is carried.,a document risk score with measured precision and recall against a reference standard,DATA,LINEAGE,"a labelled reference corpus: a labelled reference corpus: document id; document type; the ground-truth condition assigned by a qualified reviewer; the reviewer id; the adjudication rule for disagreements; and a frozen train / calibration / holdout split; plus the score's own construction: which document features enter it, with what weights and from what source",Labelled Document Corpus plus Score Construction Record,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Labelled Document Corpus,,Labelled Document Corpus plus Score Construction Record,,,no,"no tunable value: the module carries no threshold, weight or boundary of its own. Calibration status: NOT_APPLICABLE.","BLOCKED_NO_REFERENCE_CORPUS. No labelled reference corpus of documents exists in this repository, so the precision and recall of this score are unmeasured and no accuracy claim about it is supportable on any surface.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,yes: applicability to this platform's projects is a scoping decision.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_PROJECT_DATA_OBJECT,Labelled Document Corpus,ABSENT,KEEP_CONDITIONAL,PKG-DOCLABEL,P0,Run 29,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Supplied by the extraction model rather than computed by the analytical server, and it is the single most widely consumed input in the system: it reaches at least twenty-eight registered modules on the authoritative edge list. An unvalidated score with that fan-out is a P0."
A4.2,RFI Velocity,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,"requests for information per unit of exposure time, with an overdue share",LINEAGE,CAL VALIDATE,,,1 supported document type(s) currently reach this module: rfi_log,"rfiCount, rfiPeriodDays",,,,,,no,"a per week request rate, an overdue share ladder and two count caps [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,No re-implementation required. The remaining work is calibration and empirical validation of the band boundaries.,,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",,,PRESENT,KEEP_AND_SUPPLY,PKG-CAL-BANDS,P2,Run 33,Run 29,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"rfiCount and rfiPeriodDays are both extracted, so the rate is a real rate. registry.py records that no source specifies a per-week rate or overdue-share threshold."
A4.3,Submittal Rejection Rate,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,submittal rejection share against total submittals reviewed,LINEAGE,CAL VALIDATE,,,"2 supported document type(s) currently reach this module: rfa_log, submittal_register","submittalsRejected, submittalsTotal",,,,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,No re-implementation required. The remaining work is calibration and empirical validation of the band boundaries.,,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",,,PRESENT,KEEP_AND_SUPPLY,PKG-CAL-BANDS,P2,Run 33,Run 29,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Both numerator and denominator are extracted; only the threshold is unsourced.
A4.4,NCR Rate,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,CORRECT_ABSTENTION,As registered; no proxy qualifier and no truthful-method relabel is carried.,nonconformance rate: nonconformances per unit of exposure,DATA,METHOD LINEAGE CAL VALIDATE,"an exposure denominator: inspections performed, work quantity placed, or labour hours in the period, so that a count becomes a rate. Only counts (ncr_issued, ncr_open, ncr_closed) are extracted","Document Event Denominator (period id, event type, count, exposure unit, exposure quantity)",1 supported document type(s) currently reach this module: ncr_log,"ncrClosed, ncrIssued, ncrOpen",,,"Document Event Denominator (period id, event type, count, exposure unit, exposure quantity)",,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",Category-9 qualification FAIL recorded by the re-audit; no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",EXISTING_DOCUMENT_EXTRACTION,Document Event Denominator Set,PARTIALLY_PRESENT,KEEP_AND_SUPPLY,PKG-DENOM,P1,Run 29,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,items_inspected is already an extracted field on the inspection report and is a candidate denominator; nothing currently connects it to the nonconformance counts.
A4.5,Weather Day Impact,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Published proxy qualifier: a lost-days over available-float ratio with ungoverned bands, computed only from verified lost days and a reported float figure",weather impact: lost days against the float available to absorb them,METHOD,LINEAGE CAL VALIDATE PARSIMONY,,,1 supported document type(s) currently reach this module: field_report,weatherDaysLost,,,,,,no,"a lost days over available float ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,No re-implementation required. The remaining work is calibration and empirical validation of the band boundaries.,Lost days against available float,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",,,PRESENT,KEEP_AS_TRUTHFUL_PROXY,PKG-CAL-BANDS,P2,Run 33,Run 29,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Requires verified lost days and a positive float figure and refuses without either. The band ladder is ungoverned.
A4.6,Change Order Frequency,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Change order count with contract growth: bands a raw count of change orders jointly with the percentage growth from the baseline to the revised contract sum,change order frequency: change orders per unit of exposure time or exposure value,DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"an exposure window: the period over which the counted change orders arose, or the contract value at risk they are counted against. A count with no denominator is not a frequency","Document Event Denominator (period start, period end, count in window, contract value exposed)","2 supported document type(s) currently reach this module: change_order, contract_value","baselineContractSum, changeOrderCount",,,"Document Event Denominator (period start, period end, count in window, contract value exposed)",,,no,"a joint ladder over a raw count and a contract growth percentage [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as SAME_SOURCE_TRANSFORM; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: an exposure window. A frequency is a count over a period or over an exposure unit, and no denominator of either kind is carried, so the count is a count. Until then the truthful method label is what the interface, export and methods documentation publish.",Change order count with contract growth,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",EXISTING_DOCUMENT_EXTRACTION,Document Event Denominator Set,PRESENT_NOT_EXTRACTED,KEEP_AND_SUPPLY,PKG-DENOM,P1,Run 29,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"report_period and work_period_from / work_period_to are already extracted fields on other document types, so the window exists in the corpus and is simply not joined to the count."
A4.7,Dispute Escalation Index,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Weighted project stress composite: forms a fixed weighted sum of a capped request count, a capped change order count and the document risk score, and requires all three",dispute escalation: the state of claims and disputes on a governed escalation ladder,DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"per claim or notice: identifier; date raised; the contractual clause invoked; the amount claimed; the current rung of the escalation ladder (notice, claim, negotiation, mediation, arbitration, litigation); the date of the last state change; and the outcome where resolved",Claim and Dispute Register,"9 supported document type(s) currently reach this module: change_order, commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, rfi_log, risk_register, submittal_register","changeOrderCount, docRiskScore, rfiCount",Claim and Notice Register,,Claim and Dispute Register,,,no,"three weights on a capped request count, a capped change order count and the document risk score, plus two caps and a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: claim and dispute state evidence on a governed escalation ladder. No notice, claim, mediation or arbitration state is read, and no dispute is inferred. Until then the truthful method label is what the interface, export and methods documentation publish.",Weighted project stress composite,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_DOCUMENT_TYPE,Claim and Notice Register,ABSENT,KEEP_AS_TRUTHFUL_PROXY,PKG-DOCEVENT,P1,Run 29,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"A correspondence_notice document type is declared, which is the natural carrier, but no claim-state field is emitted. Also carries a LINEAGE defect: the composite sums a request count, a change order count and the document risk score, and the document risk score is itself partly built from document events."
A4.8,Subcontractor Performance,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Published proxy qualifier: a precomputed compliance score; provenance and construction unvalidated,subcontractor performance assessment against declared criteria,DATA,METHOD LINEAGE CAL VALIDATE,"the construction of the compliance score: which criteria it aggregates, with what weights, assessed by whom, on what date, and against which subcontract scope. The platform reads a precomputed number with no construction record","Subcontractor Assessment Record (subcontract id, criterion, score, weight, assessor, assessment date, period covered)",1 supported document type(s) currently reach this module: subcontractor_report,subcontractorComplianceScore,,,"Subcontractor Assessment Record (subcontract id, criterion, score, weight, assessor, assessment date, period covered)",,,no,"a weight on a precomputed score, with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",EXISTING_DOCUMENT_EXTRACTION,Subcontractor Assessment Record,PARTIALLY_PRESENT,KEEP_AND_SUPPLY,PKG-DOCEVENT,P1,Run 29,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,The subcontractor_report document type exists and supplies the aggregate; the components it aggregates are what is missing.
A4.9,Procurement Lead Time Monitor,A4,Document-Derived Condition Signals,A,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,procurement lead time monitoring: required-on-site dates against forecast delivery dates for long-lead items,LINEAGE,CAL VALIDATE,,,1 supported document type(s) currently reach this module: procurement_log,"longLeadAtRisk, longLeadDelayed, longLeadItemsTotal",,,,,,no,"a four band ladder over the quantity the module reports [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,No re-implementation required. The remaining work is calibration and empirical validation of the band boundaries.,,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",,,PRESENT,KEEP_AND_SUPPLY,PKG-CAL-BANDS,P2,Run 33,Run 29,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"long_lead_items_total, at_risk and delayed are extracted from the procurement log. Dates per item would strengthen it, but the module as named runs on what it has; the bands are unsourced."
