manifest,manifest_role,path,expected_sha256,path_convention,present_in_repository_history,resolved_in_working_tree,claimed_as_package_content,external_reference_only,classification_authority,classification,resolution_state,status
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/lob_work_packages.csv,6ed945c2e8fbbd9692648c95fc9286f7789ba613e3c8a1b2bf5d0db087a4fb05,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/projects.csv,d6561cbd33cd3a260a046d6ae0affbd690a37c55f0667d2dce29f03eb5ae89cd,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/queue_events.csv,1b7bfb4956eace16dea8074ec12f72edf8d213afb83a7390acae9db71f5a6957,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/queue_ground_truth.csv,9b6ef69f1010eca6c67dd8ff15c61bdcef6edbe0aaf91dd1368cb4125f57c7f8,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/reporting_periods.csv,18a3f9088e6c578fad866f145c4ec537910de92aa236dbb224533b19d989e389,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/schedule_activities.csv,ebbf4d0c8fd4d787cb6069e5984bfd358724195fb6f1b287dbdc0fa3cc72ef9e,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/schedule_dependencies.csv,1d584963001f334694efd329be6d0da65b5f34d590407b66672add58ad1760a6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/schedule_ground_truth.csv,d21687c39a90176b7f062ee7dc9e6040d1b363efc2dceaa952beca37531c231c,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/schedule_status.csv,0e552b880b9816b3afa3539ae286f9a2c7745675493c21c43fe58f9da1f1e9c5,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/specification_conflicts.csv,876131539e2b90696c573d4ae393c1d75492f9ba7fa40362092e69c86b5c289d,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/specification_exposure.csv,e72f4d69ecdf4c5940829a668b0da9c512579ba4a3c5d79c11389db959531415,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/specification_ground_truth.csv,b7c4c0c6340e63b3faf0d4a86c0057d2f7066c97405fb679fee2438109b281fa,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/system_dynamics_parameters.csv,eec8ab1014adcf0c8c829f2eea4fc7d891b1cda1d9300dc3848a81f6d10e8026,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/system_dynamics_timeseries.csv,7bf7f064daf0db99aeb30045c4ee232eef09cf42f2157ccbd7485fd7f68153b6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_A_project_structures/weather_events.csv,72508d8029099c4ee422b921fedc296dc7ac4851c47cbfc480698cd9116a3cb6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/analogous_pairs.csv,e0316536bb664b62f83672aea5a70d04cf1e564e61bd26d40048f43ed16c0f11,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/anomaly_labels.csv,972a2b7b9f10d63055abb33f75304a8de51354b5a659a90232fab4bc161e8e85,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/ground_truth_model.json,5a38be2595f91e28e24c8544fddd097b31f595e052630ba51bee5e44b83e149a,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/inflation_index.csv,64a29f920e80c3a0b1a5173b18a66d473ccc58ca25837bb852dc7709d92b98d2,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/parametric_cost_training.csv,b6d48c3429118c3ebb8ea055e7742dbc0a0f591957eeb20a17912d24f10b5cf5,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/reference_class_membership.csv,b4a1798386cde9b5257d66c5587a60e0415fb00eb0287a3852e4dc85347772b4,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/reference_outcomes.csv,23c850946211263c9137e842d34238da3934cb0b68ddf6b79ec10d3c8a9ab35a,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/reference_project_periods.csv,4d428876e173816e9fc24530c94c91c7fc6adf20ca5a89e1f687f923316b03f1,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/reference_projects.csv,eb28eb400381196324a503a9e142b7b57d0ce9237ebc9f0a4c4ebdc2c50c1366,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/rough_set_decision_table.csv,07c010314576d3214750788960cfa8385cfbc4cfa76eb662b00de3657ca6b693,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_A/CHECKSUMS.sha256,CANONICAL,package_B_reference_training_decisions/B1_reference_population/split_manifest.csv,a366774df5053701b10012d7acfcda39e046047914d15d48ec8e423a4606d5bf,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B1_reference_population and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
