corpus,project,period,row_kind,id,status,value
carry_forward,PRJ-C45-CARRY,1,abstained,A2.8,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a look ahead schedule: the window it covers, the activities planned in it, and whether each one still carries an open constraint. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A2.9,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a time phased resource profile: for each period and each kind of resource, the amount of work demanded and the amount available. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.1,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a reference class of completed comparable projects, with the criteria that put them in it and the overrun each of them finished with. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.3,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a record of production: the quantity of work installed, the quantity planned, and the labour hours each of those took. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.5,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting an overhead allocation base: the planned and actual overhead and the planned and actual amount of the base it is absorbed over. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.6,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a cost risk model: the base cost components, the risk events that could occur, how likely each is and what it would cost. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.7,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting an identified analogous project with its cost, why it is comparable, and the factors that adapt it to this project. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A3.9,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a named external price index with its authority, geography, base period and the period being adjusted to. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.10,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a specification conflict register: each identified conflict, the two places in the specification that disagree, whether it has been confirmed, and the exposure the conflicts are counted over. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.2,ABSTAINED,"{""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Insufficient data: upload required documents""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.3,ABSTAINED,"{""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Insufficient data: upload required documents""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.4,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a nonconformance record with the exposure it is measured against: the nonconformances raised, and the inspections, hours or value they arose from. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.5,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a weather impact record: the weather events, the activities they stopped, the time actually lost, the allowance in the contract calendar, and the float on the path. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.6,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a change event register with the exposure it is measured over: each change, its type, cause and value, and the span of time or contract value it arose against. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.7,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a claim and dispute register: the project's own governed escalation process and the stage each issue has reached on it, with the dates it reached them. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.8,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a subcontractor performance assessment: each firm, the criteria it was rated against, the rating on each, who assessed it and the weights that were applied. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A4.9,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting an item level procurement register: for each item, the date it is required on site, the date it is forecast to arrive, and the activity it feeds. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.1,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a dependency matrix for the design: the parts of the design, which of them depend on which others and how strongly, and the rework the propagation starts from. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.2,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a sensitivity model: a named response function, the state it is evaluated at, and the inputs to be moved with the range each is moved across. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.4,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a scenario set: named scenarios, each stating every input it changes together, the reasoning behind it, and the response model they are all evaluated through. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.5,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a system dynamics rework model: the stock of work in the backlog, the work arriving and completed each step, and the share of completed work that returns as rework. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.6,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a queue model: the rate work arrives at, the rate it is served at, how many servers there are and the order they take work in. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.7,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting an agent based supply chain model: the agents, the state each starts in, the rule each follows, who they are connected to, and the steps the model runs over. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A5.8,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""reason"": ""Awaiting a discrete event model: the entities and when they arrive, the resources that serve them, how long service takes, and the order simultaneous events are taken in. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A6.1,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A6.2,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A6.3,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""claim_limit"": ""The permit authority, the jurisdiction and the version of the conditions being assessed are not carried, and no committed authority in this repository supplies them. The reading is a count of reported conditions met and is not a compliance determination under any named instrument."", ""claim_limit_disposition"": ""REGULATORY_VERSION_BLOCKED"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,A6.4,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B1.1,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""newly_wired_unvalidated"": true, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place. This computation reads an assembled signal package. It was supplied no signals. Not available this period: the cost and schedule indices, because this period's evidence carries no cost index and schedule index pair (the schedule index absent); the cost forecast, because the cost forecast computation abstained this period; the performance trend, because the performance trend computation abstained this period; the document risk score, because this period's evidence carries no document risk score."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18"", ""signal_qualification"": ""unqualified"", ""wiring_note"": ""Newly wired and unvalidated: this module could not execute on the normal computation path before the flat-to-nested signal adapter, so its output has never been validated against real project evidence. Advisory, non-voting.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B1.2,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""newly_wired_unvalidated"": true, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place. This computation reads an assembled signal package. It was supplied no signals. Not available this period: the cost and schedule indices, because this period's evidence carries no cost index and schedule index pair (the schedule index absent); the cost forecast, because the cost forecast computation abstained this period; the performance trend, because the performance trend computation abstained this period; the document risk score, because this period's evidence carries no document risk score."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18"", ""signal_qualification"": ""unqualified"", ""wiring_note"": ""Newly wired and unvalidated: this module could not execute on the normal computation path before the flat-to-nested signal adapter, so its output has never been validated against real project evidence. Advisory, non-voting.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B1.3,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""newly_wired_unvalidated"": true, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place. This computation reads an assembled signal package. It was supplied no signals. Not available this period: the cost and schedule indices, because this period's evidence carries no cost index and schedule index pair (the schedule index absent); the cost forecast, because the cost forecast computation abstained this period; the performance trend, because the performance trend computation abstained this period; the document risk score, because this period's evidence carries no document risk score."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18"", ""signal_qualification"": ""unqualified"", ""wiring_note"": ""Newly wired and unvalidated: this module could not execute on the normal computation path before the flat-to-nested signal adapter, so its output has never been validated against real project evidence. Advisory, non-voting.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B1.4,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""newly_wired_unvalidated"": true, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place. This computation reads an assembled signal package. It was supplied no signals. Not available this period: the cost and schedule indices, because this period's evidence carries no cost index and schedule index pair (the schedule index absent); the cost forecast, because the cost forecast computation abstained this period; the performance trend, because the performance trend computation abstained this period; the document risk score, because this period's evidence carries no document risk score."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18"", ""signal_qualification"": ""unqualified"", ""wiring_note"": ""Newly wired and unvalidated: this module could not execute on the normal computation path before the flat-to-nested signal adapter, so its output has never been validated against real project evidence. Advisory, non-voting.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B2.18,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B3.1,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""newly_wired_unvalidated"": true, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place. This computation reads an assembled signal package. It was supplied no signals. Not available this period: the cost and schedule indices, because this period's evidence carries no cost index and schedule index pair (the schedule index absent); the cost forecast, because the cost forecast computation abstained this period; the performance trend, because the performance trend computation abstained this period; the document risk score, because this period's evidence carries no document risk score."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18"", ""signal_qualification"": ""unqualified"", ""wiring_note"": ""Newly wired and unvalidated: this module could not execute on the normal computation path before the flat-to-nested signal adapter, so its output has never been validated against real project evidence. Advisory, non-voting.""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B3.2,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B3.3,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B3.4,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B3.5,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B4.3,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,B4.4,ABSTAINED,"{""abstention_reason_code"": ""CATEGORY9_ASSESSMENT_MISSING"", ""activation_state"": ""ADVISORY_ONLY"", ""lineage"": {""evidence_body"": null, ""independence_established"": false, ""lineage_status"": ""LINEAGE_UNRESOLVED""}, ""reason"": ""The evidence offered to this measure carries no Category-9 assessment, so it is unassessed and not eligible for this use. No reading is produced and no figure is used in its place."", ""result_source"": ""QUALIFICATION_BOUNDARY_V18""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.1,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""requiredInputContract"", ""reason"": ""Awaiting the required-input contract for the module or use being assessed. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.2,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""evidenceTimelinessRecord"", ""reason"": ""Awaiting a governed evidence date and freshness rule. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.3,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""sourceProvenanceRecord"", ""reason"": ""Awaiting a governed source provenance record. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.4,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""auditChainRecord"", ""reason"": ""Awaiting a governed audit chain record. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.5,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""informationPackageRecord"", ""reason"": ""Awaiting a governed information package definition. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.6,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""crossDocumentFactSet"", ""reason"": ""Awaiting a governed cross-document fact set. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,abstained,C1.7,ABSTAINED,"{""abstention_reason_code"": ""canonical_structure_absent"", ""activation_state"": ""ADVISORY_ONLY"", ""canonical_disposition"": ""NOT_ESTIMABLE_STRUCTURE_ABSENT"", ""canonical_structure"": ""reportingCadenceRecord"", ""reason"": ""Awaiting a governed reporting cadence record and report history. This measure is named for a method that cannot be carried out without it, so no reading is reported and no other figure is used in its place."", ""result_source"": ""CANONICAL_V6_LAYER""}"
carry_forward,PRJ-C45-CARRY,1,module,A1.7,,"{""activation_state"": ""ENABLED_QUALIFIED"", ""band_source"": ""Green at or below 1.00, Amber at or below 1.10, Red above. 1.00 is definitional: Project Management Institute, A Guide to the Project Management Body of Knowledge, 6th edition, 2017, section 7.4.2.2, and PMI Practice Standard for Earned Value Management, 2nd edition, 2011, define this index as the cost efficiency the remaining work must achieve, so at or below 1.00 the remaining budget suffices at the efficiency already planned. 1.10 applies a sourced number by stated inference: Christensen and Heise, Cost Performance Index Stability, National Contract Management Journal 25(1), 1993, pages 7 to 15, found the cumulative cost performance index does not move by more than 0.10 after the twenty per cent completion point, so a demand for more than that improvement is beyond what the remaining work is observed to deliver."", ""band_source_limit"": ""Band boundaries are sourced to published literature. False-positive and false-negative performance is not measured: no labelled holdout corpus and no expert reference standard exist for this platform, so how often a band is right is unknown."", ""category"": ""A1"", ""evidence_metric"": ""TCPI: 0.951, the cost efficiency the remaining work must achieve to finish within budget, within the efficiency already planned"", ""group"": ""A"", ""method_class"": ""TCPI"", ""status_color"": ""Green"", ""tcpi"": 0.9509156682095509, ""tcpi_display"": 0.951, ""votes"": true}"
