state,observation,value
handbook-about,count_phrases,"[""The analytical layer The analytical layer is 101 registered modules, organised into four groups."", ""96 of the 101 run on a single project; the other 5 are Portfolio Level and need more than one."", ""GROUP PURPOSE Project Health What condition the project is in Recommendation and Governance What should be done, and by whom Data and Evidence Health How trustworthy the evidence base is Portfolio Level Patterns that need more than one project to exist The analytical server computes 100 of the 101 registered modules."", ""Both figures are correct: 101 is what the platform has registered, 100 is what it computes.""]"
project-detail,rendered,NOT PRESENT
project,count_phrases,[]
training,count_phrases,[]
knowledge,rendered_chars,5168
knowledge,count_phrases,"[""Why 101 registered modules across four groups4."", ""The analytical layer\u25bc 101 registered modules, organised into four groups by purpose: Project Health, what condition the project is in; Recommendation and Governance, what should be done and by whom; Data and Evidence Health, how trustworthy the evidence is; and Portfolio Level, patterns that need more than one project to exist."", ""96 of the 101 run on a single project; the other 5 are the Portfolio Level modules, which need more than one."", ""Of the 101, the analytical server computes 100: the remaining one, the document risk score, is a value the extraction model supplies rather than one the server computes.""]"
empty-collapsed,empty_panel,True
empty-collapsed,reveal_control,"{""text"": ""Show the registered architecture"", ""expanded"": ""false""}"
empty-collapsed,svg_shown,False
empty-collapsed,drawn_shapes,0
empty-collapsed,drawn_paths,0
empty-revealed,svg_shown,True
empty-revealed,headers,27 SUPPORTED DOCUMENT TYPES | 0 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 0 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 0 ESTIMABLE NOW | PROJECT STATUS | NOT ESTIMABLE
empty-revealed,summary,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project has no uploaded documents and no current results, so nothing on the diagram is active and the project status is not estimable."
empty-revealed,legend,"Green Yellow Amber Red No data Not relevant Registered, not active on this project Uploaded Not uploaded Input (doc→model) ▸Rollup (model→category→status) ▸Derived (category→category) Configured relationship, not carrying current data"
empty-revealed,project_status_node,Project Status Not estimable
empty-revealed,animated_edges,0
empty-revealed,glows,0
empty-revealed,active_class,0
empty-revealed,drawn_shapes,143
empty-revealed,drawn_paths,904
empty-revealed,documents_total,27
empty-revealed,modules_total,96
empty-revealed,categories_total,11
empty-revealed,non_grey_nodes,[]
empty-revealed,non_grey_node_count,0
empty-revealed,non_grey_edges,[]
empty-revealed,non_grey_edge_count,0
empty-revealed,legend_swatch_colours,"[""rgb(11, 107, 203)"", ""rgb(111, 82, 0)"", ""rgb(154, 162, 174)"", ""rgb(154, 71, 0)"", ""rgb(160, 188, 216)"", ""rgb(18, 112, 58)"", ""rgb(184, 20, 32)"", ""rgb(30, 42, 60)"", ""rgb(84, 91, 102)"", ""rgb(91, 61, 214)"", ""rgb(95, 102, 114)""]"
empty-revealed,derived_categories_identified,4
empty-revealed,derived_categories_with_status_colour,[]
wiring,rendered_named_edges,507
wiring,rendered_unnamed_paths,0
wiring,missing_edges,[]
wiring,missing_edge_count,0
wiring,fabricated_edges,[]
wiring,fabricated_edge_count,0
wiring,wrong_direction_edges,[]
wiring,wrong_direction_edge_count,0
computed,svg_shown,True
computed,headers,27 SUPPORTED DOCUMENT TYPES | 24 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 41 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 10 ESTIMABLE NOW | COST RECOVERY STATUS | CURRENT
computed,summary,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project currently has 24 uploaded documents across 6 types, 41 modules with a current result, 46 with no current result, 0 not applicable to this project and 9 disabled, and 10 estimable categories."
computed,project_status_node,Project Status Amber
computed,animated_edges,164
computed,glows,58
computed,drawn_shapes,143
computed,drawn_paths,904
computed,header_module_count_phrase,96 REGISTERED PROJECT MODULES
computed,rendered_node_fills,"[""#12703a"", ""#1e2a3c"", ""#5b3dd6"", ""#6f5200"", ""#9a4700"", ""#9aa2ae"", ""#a0bcd8"", ""#b81420""]"
computed,rendered_edge_count,507
computed,missing_edge_count,0
computed,fabricated_edge_count,0
browser,page_errors,[]
