state,observation,value
D-switch-1-populated,project_status_node,Project Status Red
D-switch-1-populated,animated_paths,100
D-switch-1-populated,active_marked_paths,100
D-switch-1-populated,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project currently has 24 uploaded documents across 6 types, 41 modules with a current result, 46 with no current result, 0 not applicable to this project and 9 disabled, and 10 estimable categories."
D-switch-1-populated,rail_visible,True
D-switch-1-populated,rail_buttons,10
D-switch-1-populated,collapse_suspects,[]
D-switch-2-empty,flow_present,True
D-switch-2-empty,headers,27 SUPPORTED DOCUMENT TYPES | 0 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 0 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 0 ESTIMABLE NOW | PROJECT STATUS | NOT ESTIMABLE
D-switch-2-empty,node_fill_counts,"{""#1e2a3c"": 24, ""#5b3dd6"": 12, ""#9aa2ae"": 99}"
D-switch-2-empty,project_status_node,Project Status Not estimable
D-switch-2-empty,animated_paths,0
D-switch-2-empty,active_marked_paths,0
D-switch-2-empty,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project has no uploaded documents and no current results, so nothing on the diagram is active and the project status is not estimable."
D-switch-2-empty,rail_visible,True
D-switch-2-empty,rail_buttons,10
D-switch-2-empty,collapse_suspects,[]
D-switch-3-populated,flow_present,True
D-switch-3-populated,headers,27 SUPPORTED DOCUMENT TYPES | 24 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 41 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 10 ESTIMABLE NOW | COST RECOVERY STATUS | CURRENT
D-switch-3-populated,node_fill_counts,"{""#12703a"": 31, ""#1e2a3c"": 18, ""#5b3dd6"": 12, ""#6f5200"": 7, ""#9a4700"": 7, ""#9aa2ae"": 47, ""#a0bcd8"": 6, ""#b81420"": 7}"
D-switch-3-populated,project_status_node,Project Status Red
D-switch-3-populated,animated_paths,100
D-switch-3-populated,active_marked_paths,100
D-switch-3-populated,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project currently has 24 uploaded documents across 6 types, 41 modules with a current result, 46 with no current result, 0 not applicable to this project and 9 disabled, and 10 estimable categories."
D-switch-3-populated,rail_visible,True
D-switch-3-populated,rail_buttons,10
D-switch-3-populated,collapse_suspects,[]
C-cleared-same-session,flow_present,True
C-cleared-same-session,headers,27 SUPPORTED DOCUMENT TYPES | 0 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 0 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 0 ESTIMABLE NOW | PROJECT STATUS | NOT ESTIMABLE
C-cleared-same-session,node_fill_counts,"{""#1e2a3c"": 24, ""#5b3dd6"": 12, ""#9aa2ae"": 99}"
C-cleared-same-session,project_status_node,Project Status Not estimable
C-cleared-same-session,animated_paths,0
C-cleared-same-session,active_marked_paths,0
C-cleared-same-session,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project has no uploaded documents and no current results, so nothing on the diagram is active and the project status is not estimable."
C-cleared-same-session,rail_visible,True
C-cleared-same-session,rail_buttons,10
C-cleared-same-session,collapse_suspects,[]
C-cleared-server,live_row,False
C-cleared-reloaded,browser_reload_captured,no: no reload primitive returns in this container
C-cleared-reloaded,server_live_row,False
browser,page_errors,[]
browser,browsers_launched,1
