state,observation,value
F-switch-empty,bright_list,"[""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#9aa2ae:0.92"", ""rect:#5b3dd6:0.75"", ""rect:#5b3dd6:0.75"", ""rect:#5b3dd6:0.75""]"
F-switch-back-populated,flow_present,True
F-switch-back-populated,headers,27 SUPPORTED DOCUMENT TYPES | 24 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 41 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 10 ESTIMABLE NOW | COST RECOVERY STATUS | CURRENT
F-switch-back-populated,doc_glow_nodes,6
F-switch-back-populated,verdict_glow_nodes,61
F-switch-back-populated,bright_nodes,70
F-switch-back-populated,pulse_nodes,7
F-switch-back-populated,active_class_edges,100
F-switch-back-populated,animated_edges,100
F-switch-back-populated,static_edges,129
F-switch-back-populated,node_fills,"{""#12703a"": 31, ""#1e2a3c"": 18, ""#5b3dd6"": 12, ""#6f5200"": 7, ""#9a4700"": 7, ""#9aa2ae"": 47, ""#a0bcd8"": 6, ""#b81420"": 7}"
F-switch-back-populated,project_status_node,Project Status Red
F-switch-back-populated,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project currently has 24 uploaded documents across 6 types, 41 modules with a current result, 46 with no current result, 0 not applicable to this project and 9 disabled, and 10 estimable categories."
F-switch-back-populated,bright_list,"[""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""polygon:#9a4700:0.85"", ""polygon:#9a4700:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""polygon:#6f5200:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""rect:#b81420:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""rect:#b81420:0.85"", ""polygon:#9a4700:0.85"", ""polygon:#6f5200:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""polygon:#6f5200:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#12703a:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85""]"
D-reset-same-session,flow_present,True
D-reset-same-session,headers,27 SUPPORTED DOCUMENT TYPES | 0 UPLOADED ON THIS PROJECT | 96 REGISTERED PROJECT MODULES | 0 WITH A CURRENT RESULT | 11 REGISTERED CATEGORIES | 0 ESTIMABLE NOW | PROJECT STATUS | NOT ESTIMABLE
D-reset-same-session,doc_glow_nodes,0
D-reset-same-session,verdict_glow_nodes,9
D-reset-same-session,bright_nodes,13
D-reset-same-session,pulse_nodes,0
D-reset-same-session,active_class_edges,0
D-reset-same-session,animated_edges,0
D-reset-same-session,static_edges,229
D-reset-same-session,node_fills,"{""#1e2a3c"": 24, ""#5b3dd6"": 12, ""#9aa2ae"": 99}"
D-reset-same-session,project_status_node,Project Status Not estimable
D-reset-same-session,summary_strip,"This diagram shows the platform’s registered architecture: 27 supported document types, 96 registered project modules and 11 registered categories. It is what the platform can do, not what this project has done. This project has no uploaded documents and no current results, so nothing on the diagram is active and the project status is not estimable."
D-reset-same-session,bright_list,"[""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#5b3dd6:0.85"", ""circle:#9aa2ae:0.92"", ""rect:#5b3dd6:0.75"", ""rect:#5b3dd6:0.75"", ""rect:#5b3dd6:0.75""]"
