path,sha256,bytes,git_tracked,root,root_recursive,in_run20_143_file_freeze,newly_protected_by_run22
assets/vendor/fonts/inter-600-latin-ext.woff2,34b9c504cab7a73e37b746343a449132e56cf7b5481af2cb81dc74dcff25c956,85068,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/inter-600-latin.woff2,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,48256,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/globe.gl.min.js,46c6a2a9d1faa6097144647c0b1da87df2539570bdb89e05faa5b43a5544c3a3,1477745,yes,assets,yes,yes,no
assets/vendor/ne_110m_admin_0_countries.geojson,7f149a0eda5cb163b29beadc1c287943ccd9dc8a61803fbfbd3ea83aaa0e07a8,245754,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/pdf.min.js,5b5799e6f8c680663207ac5b42ee14eed2a406fa7af48f50c154f0c0b1566946,320004,yes,assets,yes,yes,no
assets/vendor/pdf.worker.min.js,feabdf309770ed24bba31a5467836cdc8cf639c705af27d52b585b041bb8527b,1087212,yes,assets,yes,yes,no
assets/vendor/xlsx.full.min.js,c9506197caf809a075b6dee1da0d36fb19da7158ffe8a88e7b0c96c5d8623c99,881727,yes,assets,yes,yes,no
assets/visualizations/pceif_neural_signal_flow.html,6a902e934ad1bcd9015a6118f1b15f9c99f5b77fa1d1f2e06674db2144768405,27558,yes,assets,yes,yes,no
index.html,e32e16350b946bb297358f3c38b12ecdd2e2b414859de7f3186695cc2849a180,93293,yes,index.html,no,yes,no
logo.png,24f9808f966c71e7e852e490bd27d59d0b7e9dddf5eb26721413183bdf7828da,3790446,yes,logo.png,no,NO,YES -- invisible to every freeze before Run 22
p0-baseline/MODULE_TAXONOMY.md,92ae0613f120d2c0593396efafc405a8514539a5e460f620a930b1409bfe8fda,4864,yes,p0-baseline/MODULE_TAXONOMY.md,no,yes,no
p0-baseline/contracts/INVENTORY_FINDINGS.md,da99138df6a6cd3f4bfe2775eda4bc3cfdf1965e53c714f6066d2110a1fe664f,7486,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/action-inventory.csv,06b83894370910812776e4e680b80e6300f41360a5728fcd4fd1a984e38e2a28,3042,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/get.headers.txt,e110d16e70d81ea3c4336fd515002e8def12d7da57a79982d5806ca6a81fbf42,2811,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/get.json,35a7961db8c8894ae9ee59d937d0877cb57cd9291b6b0fa812041c5195b2862b,248858,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/get.sha256.txt,2e56840ebdcec12eee4431ff9b71234e0834c0c2c6886d9dbadcc82225446502,75,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/gethistory.headers.txt,36f46ad0cdb7b0b77334026c1bb9702c7f75c2493b1e1ccfc2396403b40929d0,2788,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/gethistory.json,0d3b763c173d89bed6cfe46187ce315867f4aab416e3dd138dd5f10315a507e0,24,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/gethistory.sha256.txt,e26968170bf1d06f3c175767f3380510fa9a805b0ccefb70fcc1749a9f9f8040,82,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/getportfoliohealth.headers.txt,39d0388f57d5a9a64a39bfd4a9f97c91fe3e8d8c962cb99d90bdb3b79d8f42ef,2806,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/getportfoliohealth.json,cbd7d4b3cefe67f47dc7dc727e93fdcc687513b9346c0a9d6abd40810a6eb167,61,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/getportfoliohealth.sha256.txt,6f6aeb48459345dd182261f7d01979234236f5cf0bcf2ebf4bd9daadf7e9d798,90,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/health.headers.txt,bb0927bf888c02267d488611aa0c61cc91257664ba802df618d1f1a896cbf03a,2811,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/health.json,66c214e54ae6c36696b63acda399ccc2fb93498525dbc913f776345664d774af,757,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/health.sha256.txt,0f15b0af54a7fa062b1e43f0ae9ccf2bf767a378e271d28110dcf01c255d6f6d,78,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/list.headers.txt,b92f3d9cc54e59250534d63e18c6b7c063af217b4615e06f6e22d8f7e1bf6b96,2786,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/list.json,9eb012fcdc5639a2a99d66d2dcf49e11c767c2f5390c2be9fef13049e0c11278,3951507,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/list.sha256.txt,e32a1ac289942c3adee814aa6487eb87d2b9f46e1c712ce4fdd9121b82eb1d92,76,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listarchived.headers.txt,92eb427086c0511e87d55b55b5c7bbbb5be67db3f86122e0926fc2e78b4f4c72,2798,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listarchived.json,d7e0986e877787eb6ec6eaacb77553f957900edf99bbd0aed0a016a3e935ca33,3284,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/listarchived.sha256.txt,c83dc6dd95077f20f3674fcab78d9fbf4a7f2f188831976d53eadd0bf500f7d4,84,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listauditresults.headers.txt,0c82d6f94ec448fa0f59e6f8987ed1253673d44b700d567bf4d4953f6a7ec23e,2783,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listauditresults.json,f73ffc7a1e50e13c861cef3a8eb1594dfb945ffe0ffa72e0cd263dc4af9dcf0d,768,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/listauditresults.sha256.txt,90e58a49a499b79d40bfb1bb4f9f379a35a68b6c2ef4a232a6fb08522b0593c7,88,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listcorpus.headers.txt,1cdad37557eecfae1790185df8c5f8751d2b23f1717c7bd1a31f7160ea7762c0,2794,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listcorpus.json,984413feaca81d8e3032e0ab7d436990ba737545205a80fbeaeb82d60f2d13f8,548,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/listcorpus.sha256.txt,a53a03b2570492bf3d273bfeed2431b870919d5468cbb852b2a19afbb0e6649f,82,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listslim.headers.txt,d71bad7061d823338f149aefe91cd195b5f4cd23e44c6630d1f890ee78e2372a,2804,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/listslim.json,d9833980a28ed582e552f77d77c2afe7101eb54445004421b9001213e4417e7b,3513,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/listslim.sha256.txt,201382e183ea7840ec1f013a5e35ebd96b1643b2f9a66c7062838d3245f4e90e,80,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/ping.headers.txt,21262d15db194aab908cf13b6b7ab66e3b06d8d4c5e8d1e3006ac92153a89992,2794,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/ping.json,3d2af3ff0d36b6bb5e18b3d9090022f7e83725e6ad0b39282264147488fce599,521,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/ping.sha256.txt,c1058c1e49318ed9cb2601d8289c2397845c27242e89342a83bb138ca9e5a8b2,76,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/version.headers.txt,c807d7acc233bf0489146bc7aad48d8f4314bfb14c63f2b28563502af9ea0398,2788,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/get/version.json,e20bc62df7fb9adebf06ecea7e8de5c6291ad76609bf5c8fd5f537a95d29cb10,521,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/get/version.sha256.txt,fe633b600f95d83a4765429a946e59dbb1ad6f1ee8493d86c63073b27dfe0a1f,79,yes,p0-baseline/contracts,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/contracts/response-schemas/get.schema.json,1977c79e620197551ba0afeaf5be7d26c5b0c1b89960ae83cd8295840b1125ef,292388,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/gethistory.schema.json,23651a8545c9245bb4d692bd040deb49a3e8b7346d98200a9c8fcfa1aef1f529,284,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/getportfoliohealth.schema.json,b55be7624463850f15a6f28b71e0a9fe0bd26959820b7cb92333b57eaa9ce434,203,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/health.schema.json,8b74fa29e65b3ee6eb6ca3433fdd351e6886d3741976b3f5a4a757e60073c1df,756,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/list.schema.json,90f3110394fefa6ee48a6eff00375030572399bfbcec1c743560203118cb3237,350622,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/listarchived.schema.json,3faef6e75c08622aaa6869828df12e5ec826375cb9888bd80f1545693b6d85cf,10258,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/listauditresults.schema.json,5dcf434f56030a058f2836a1d4124414afc01290b16659bf7e0c3c258378ffd8,538,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/listcorpus.schema.json,cf4095eab0f7ae432c1449fe76761f9632bfa204685a5d653527529520e501fc,675,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/listslim.schema.json,9a69872b4e48fa5f3f4ec8c72ae85b6b3c8bbcc6306a092d6b18e1927c88b159,1181,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/ping.schema.json,55357689e8572868e01edd566d08847ceba43bc46dec8817036b67a6949791e9,663,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/contracts/response-schemas/version.schema.json,1dba6170de575a1f8264da4bb6590a4bf6f3ee66eef72d8156f55844b3a4775c,666,yes,p0-baseline/contracts,yes,yes,no
p0-baseline/live/20260730T213156Z/ping.headers.txt,265a69ce7aed0791348acc098ea79b70ac74c50c3db971571d351432693806fd,3714,yes,p0-baseline/live,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/live/20260730T213156Z/ping.json,d7ca7342297b41645728e93180459e021aef7e4f05a85d4cb97ac052a48dce82,521,yes,p0-baseline/live,yes,yes,no
p0-baseline/live/20260730T213156Z/ping.sha256.txt,4f29f41d9f3e65e43c2f19d181bae1b4b42efd141944441403b2ba877537ec3c,366,yes,p0-baseline/live,yes,NO,YES -- invisible to every freeze before Run 22
p0-baseline/module_renumbering_map.csv,f1f98151c17706b0eae06059fd5efcb34e99abd09ec83ee7f6c30aaf71a2a912,9616,yes,p0-baseline/module_renumbering_map.csv,no,yes,no
p0-baseline/reconciliation/README.md,db15768cd6cdafbdcde94245fb0685d5c9624567f2b75d2c430adeb58cc325d8,568,yes,p0-baseline/reconciliation,yes,yes,no
render.yaml,85502d0c98110a19514b5ac92ec20bada85f30628fe1ea6077d90c842954add2,1651,yes,render.yaml,no,NO,YES -- invisible to every freeze before Run 22
research/deepdive.html,becee9828de7e0068467cb6033be0d7d63f0aede4cb7095552363cdf7125e51d,5293,yes,research/deepdive.html,no,NO,YES -- invisible to every freeze before Run 22
server/alembic.ini,50e5f7c8ad8d6fcc77d67f93b9d65becc1839529c05e35b0e491a613e208f16b,756,yes,server/alembic.ini,no,NO,YES -- invisible to every freeze before Run 22
server/alembic/env.py,80c0224ca47d1f4f229c594757642fc8b31148cb7ef54c8d200bd91f358c5efb,2083,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/script.py.mako,dfa626e0ab391be2470f0c87b432cb45e5bdb5a3f91c019eeec11e15b60185be,504,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0001_facade_schema.py,5e3ff69fb462b9bc4ca21847912036a2a11fa480afeaf7ec51c2a63bda7e3ac0,3155,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0002_snapshot_project_nullable.py,eb7e02152f999a3d32afed1d2fe20ae5c562e773d8d0b1dc4800eee6b99f9bae,1607,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0003_research_schema.py,8fb0840a2f61df841eaf16efb694cc856f9fa5d94005f7fb2e9129dc7134f640,15640,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0004_condition_sequences.py,c91733d00a70c1a45b274e1a31916e8957b0e787927b72a3d2bf4d3553fb94d4,2638,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0005_transition_rules.py,3898cb138b99e4967179adb945619a3ddae80493883643543084f19fdc95cb70,3631,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0006_project_membership.py,e8dfcdad657a5396629d5bfc501bad13c1942ebfe30cf3d5f9ef2b9f0b6d84d0,4663,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0007_feature_flags.py,483517d609422c615b2cbda15e33437520c3708a6c52e3803fda609caf90d4bb,2161,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0008_account_admin.py,4fdf102cbaf02a91ac93d61503be20ede7391db0bd6bd93b67754f98e6d01ed0,3029,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0009_documents_and_results.py,aa81abad45fd135f2a486bd3fa5753d2a6583055d8c656aeade97e457ab625cd,13914,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0010_questionnaire_responses.py,3f06bf58f08ad561c1c8819ca44e73f525cf161940bfc65b2ce5bc15cd670896,3577,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0011_decision_capture_fields.py,a496590b1c240ead74101aefffeec47676475bfa4c41272648df8e054d7089cd,4243,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0012_expert_reference_lock.py,af8c5a12be34debe340206a1c3ae7ca6ef2e006d854a6f31a137ed51579fabe9,8198,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0013_document_versioning.py,8995f343b12d627201bd156a8a5347320b1e6023ca18ae8f46f5a8a3933e3f0e,5796,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0014_observations.py,8d40c6adda2d5dba2c6f87587ee89bd0f792d89ace820903d652921c7d7405d8,5312,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0015_export_kind.py,c2b59da9a7661557e8a386031e546462cdafaf3db8e73400be9c65e5690714a5,1359,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0016_document_filing.py,6f67911f55c65c025ddabf9fb06d600d1a9b7dd8e5afafd0ca3650cc50bf1e59,3943,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0017_participant_theme.py,e4d67b056475230a57b4ccf56aff40ebc31a5c74439953f5c9160c346eed0f55,2539,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0018_project_training.py,9dcf0a17ff4002164eeb7027ecfbe3fd0cd59432e7021c53137e6f3b85688782,2823,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0019_training_runs.py,eda32c5fe2459a781a9f0dc0e8026a9170dd6582519169ab3586f739d8c7806f,2978,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0020_abstained_modules.py,2547c96de5eed9da53a406107fc278f8cffbd507c291e493aa7adfd924c75275,1674,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0021_schedule_activities.py,02b07d07fe698ef72c0a36b5450b94662db03902e4d9ea0241d98e478d0874fc,4844,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0022_upload_attempts.py,c26117ff8aad9929651ab52aea9f38ce9053266ff8111cd95a00bf3a8b69fdad,4737,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0023_upload_period_end.py,0ee0bd0e7477879761bc015b8366982f4e32025145299c5e0dfc8f1539e8f072,2670,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0024_project_risks.py,e18d7fab32f0f49eacddcf999a1440eeab19dc206f4e8b7977d802c912f45d20,6304,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/alembic/versions/0025_project_notices.py,6ce6c325a3d6deae5eee61dc63726f46bb0ac4942420780c365a4e9b147b39f9,4672,yes,server/alembic,yes,NO,YES -- invisible to every freeze before Run 22
server/app/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,yes,server/app,yes,yes,no
