check,project_id,key,quantity,recomputed,stored,agrees
mc_component,PRJ-HWY,PRJ-HWY-CR-06,analytic_expected_value_usd,735000.0,735000.0,True
mc_component,PRJ-HSP,PRJ-HSP-CR-01,analytic_expected_value_usd,228083.333333,228083.333333,True
mc_component,PRJ-HSP,PRJ-HSP-CR-02,analytic_expected_value_usd,584966.666667,584966.666667,True
mc_component,PRJ-HSP,PRJ-HSP-CR-03,analytic_expected_value_usd,1070650.0,1070650.0,True
mc_component,PRJ-HSP,PRJ-HSP-CR-04,analytic_expected_value_usd,654733.333333,654733.333333,True
mc_component,PRJ-HSP,PRJ-HSP-CR-05,analytic_expected_value_usd,1140416.666667,1140416.666667,True
mc_component,PRJ-HSP,PRJ-HSP-CR-06,analytic_expected_value_usd,1754900.0,1754900.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-01,analytic_expected_value_usd,73500.0,73500.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-02,analytic_expected_value_usd,196000.0,196000.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-03,analytic_expected_value_usd,367500.0,367500.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-04,analytic_expected_value_usd,196000.0,196000.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-05,analytic_expected_value_usd,367500.0,367500.0,True
mc_component,PRJ-WTR,PRJ-WTR-CR-06,analytic_expected_value_usd,588000.0,588000.0,True
mc_component,PRJ-RAL,PRJ-RAL-CR-01,analytic_expected_value_usd,135333.333333,135333.333333,True
mc_component,PRJ-RAL,PRJ-RAL-CR-02,analytic_expected_value_usd,351866.666667,351866.666667,True
mc_component,PRJ-RAL,PRJ-RAL-CR-03,analytic_expected_value_usd,649600.0,649600.0,True
mc_component,PRJ-RAL,PRJ-RAL-CR-04,analytic_expected_value_usd,378933.333333,378933.333333,True
mc_component,PRJ-RAL,PRJ-RAL-CR-05,analytic_expected_value_usd,676666.666667,676666.666667,True
mc_component,PRJ-RAL,PRJ-RAL-CR-06,analytic_expected_value_usd,1055600.0,1055600.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-01,analytic_expected_value_usd,102200.0,102200.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-02,analytic_expected_value_usd,271600.0,271600.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-03,analytic_expected_value_usd,508200.0,508200.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-04,analytic_expected_value_usd,274400.0,274400.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-05,analytic_expected_value_usd,511000.0,511000.0,True
mc_component,PRJ-DCT,PRJ-DCT-CR-06,analytic_expected_value_usd,814800.0,814800.0,True
mc_project,PRJ-AIR,PRJ-AIR,analytic_expected_element_cost_usd,391731226.233333,391731226.233333,True
mc_project,PRJ-AIR,PRJ-AIR,analytic_expected_risk_contribution_usd,4406325.0,4406325.0,True
mc_project,PRJ-AIR,PRJ-AIR,analytic_expected_total_cost_usd,396137551.233333,396137551.233333,True
mc_project,PRJ-AIR,PRJ-AIR,simulated_standard_error_usd,106669.259381,106669.259381,True
mc_project,PRJ-AIR,PRJ-AIR,acceptance_threshold_usd,350998.049421,350998.049421,True
mc_project,PRJ-AIR,PRJ-AIR,absolute_mean_error_usd,75831.08787,75831.08787,True
mc_project,PRJ-AIR,PRJ-AIR,mean_error_in_standard_errors,0.710899,0.710899,True
mc_project,PRJ-AIR,PRJ-AIR,mean_within_z_standard_errors,True,True,True
mc_project,PRJ-HWY,PRJ-HWY,analytic_expected_element_cost_usd,213474804.983333,213474804.983333,True
mc_project,PRJ-HWY,PRJ-HWY,analytic_expected_risk_contribution_usd,2249100.0,2249100.0,True
mc_project,PRJ-HWY,PRJ-HWY,analytic_expected_total_cost_usd,215723904.983333,215723904.983333,True
mc_project,PRJ-HWY,PRJ-HWY,simulated_standard_error_usd,55569.371839,55569.371839,True
mc_project,PRJ-HWY,PRJ-HWY,acceptance_threshold_usd,182852.503489,182852.50349,True
mc_project,PRJ-HWY,PRJ-HWY,absolute_mean_error_usd,104514.036172,104514.036172,True
mc_project,PRJ-HWY,PRJ-HWY,mean_error_in_standard_errors,1.880785,1.880785,True
mc_project,PRJ-HWY,PRJ-HWY,mean_within_z_standard_errors,True,True,True
mc_project,PRJ-HSP,PRJ-HSP,analytic_expected_element_cost_usd,468441627.726667,468441627.726667,True
mc_project,PRJ-HSP,PRJ-HSP,analytic_expected_risk_contribution_usd,5433750.0,5433750.0,True
mc_project,PRJ-HSP,PRJ-HSP,analytic_expected_total_cost_usd,473875377.726667,473875377.726667,True
mc_project,PRJ-HSP,PRJ-HSP,simulated_standard_error_usd,135419.402807,135419.402807,True
mc_project,PRJ-HSP,PRJ-HSP,acceptance_threshold_usd,445601.164901,445601.164901,True
mc_project,PRJ-HSP,PRJ-HSP,absolute_mean_error_usd,107033.687244,107033.687244,True
mc_project,PRJ-HSP,PRJ-HSP,mean_error_in_standard_errors,0.790387,0.790387,True
mc_project,PRJ-HSP,PRJ-HSP,mean_within_z_standard_errors,True,True,True
mc_project,PRJ-WTR,PRJ-WTR,analytic_expected_element_cost_usd,177815914.956667,177815914.956667,True
mc_project,PRJ-WTR,PRJ-WTR,analytic_expected_risk_contribution_usd,1788500.0,1788500.0,True
mc_project,PRJ-WTR,PRJ-WTR,analytic_expected_total_cost_usd,179604414.956667,179604414.956667,True
mc_project,PRJ-WTR,PRJ-WTR,simulated_standard_error_usd,46144.503876,46144.503876,True
mc_project,PRJ-WTR,PRJ-WTR,acceptance_threshold_usd,151839.723517,151839.723517,True
mc_project,PRJ-WTR,PRJ-WTR,absolute_mean_error_usd,16337.315631,16337.315632,True
mc_project,PRJ-WTR,PRJ-WTR,mean_error_in_standard_errors,0.354047,0.354047,True
mc_project,PRJ-WTR,PRJ-WTR,mean_within_z_standard_errors,True,True,True
mc_project,PRJ-RAL,PRJ-RAL,analytic_expected_element_cost_usd,295568380.343333,295568380.343333,True
mc_project,PRJ-RAL,PRJ-RAL,analytic_expected_risk_contribution_usd,3248000.0,3248000.0,True
mc_project,PRJ-RAL,PRJ-RAL,analytic_expected_total_cost_usd,298816380.343333,298816380.343333,True
mc_project,PRJ-RAL,PRJ-RAL,simulated_standard_error_usd,89448.785848,89448.785848,True
mc_project,PRJ-RAL,PRJ-RAL,acceptance_threshold_usd,294333.620931,294333.620931,True
mc_project,PRJ-RAL,PRJ-RAL,absolute_mean_error_usd,76925.530198,76925.530199,True
mc_project,PRJ-RAL,PRJ-RAL,mean_error_in_standard_errors,0.859995,0.859995,True
mc_project,PRJ-RAL,PRJ-RAL,mean_within_z_standard_errors,True,True,True
mc_project,PRJ-DCT,PRJ-DCT,analytic_expected_element_cost_usd,243820257.733333,243820257.733333,True
mc_project,PRJ-DCT,PRJ-DCT,analytic_expected_risk_contribution_usd,2482200.0,2482200.0,True
mc_project,PRJ-DCT,PRJ-DCT,analytic_expected_total_cost_usd,246302457.733333,246302457.733333,True
mc_project,PRJ-DCT,PRJ-DCT,simulated_standard_error_usd,65787.23681,65787.23681,True
mc_project,PRJ-DCT,PRJ-DCT,acceptance_threshold_usd,216474.661313,216474.661313,True
mc_project,PRJ-DCT,PRJ-DCT,absolute_mean_error_usd,66648.427063,66648.427063,True
mc_project,PRJ-DCT,PRJ-DCT,mean_error_in_standard_errors,1.013091,1.013091,True
mc_project,PRJ-DCT,PRJ-DCT,mean_within_z_standard_errors,True,True,True
