file,field,pandas_dtype,role,description,unit
package_A_project_structures/claims.csv,notice_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,claim_type,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,claim_value_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/claims.csv,submitted_day,int64,attribute,Synthetic programme field; see package README and module map.,day
package_A_project_structures/claims.csv,current_stage,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,unresolved_age_days,int64,analytical,Synthetic programme field; see package README and module map.,day
package_A_project_structures/claims.csv,adjudication_status,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/claims.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,cost_element_id_a,object,analytical,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,cost_element_id_b,object,analytical,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,correlation,float64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_correlations.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,cost_element_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,cost_element_name,object,analytical,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,low_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_elements.csv,most_likely_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_elements.csv,high_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_elements.csv,correlation_group,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_elements.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,risk_event_id,object,identifier,Synthetic programme field; see package README and module map.,0_to_1
package_A_project_structures/cost_risk_events.csv,risk_name,object,analytical,Synthetic programme field; see package README and module map.,0_to_1
package_A_project_structures/cost_risk_events.csv,probability,float64,analytical,Synthetic programme field; see package README and module map.,0_to_1
package_A_project_structures/cost_risk_events.csv,low_impact_usd,float64,attribute,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_events.csv,most_likely_impact_usd,float64,attribute,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_events.csv,high_impact_usd,float64,attribute,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_events.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_events.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,monte_carlo_iterations,int64,analytical,Synthetic programme field; see package README and module map.,0_to_1
package_A_project_structures/cost_risk_ground_truth.csv,p50_total_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_ground_truth.csv,p80_total_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_ground_truth.csv,mean_total_cost_usd,float64,analytical,Synthetic programme field; see package README and module map.,USD
package_A_project_structures/cost_risk_ground_truth.csv,probability_exceed_baseline_budget,float64,analytical,Synthetic programme field; see package README and module map.,0_to_1
package_A_project_structures/cost_risk_ground_truth.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/cost_risk_ground_truth.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,entity_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,entity_type,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,priority,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_entities.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,entity_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,event_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,event_type,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,queue_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,resource_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,event_arrival_day,float64,attribute,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_events.csv,event_start_day,float64,attribute,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_events.csv,event_end_day,float64,attribute,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_events.csv,wait_days,float64,analytical,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_events.csv,service_duration_days,float64,analytical,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_events.csv,routing_rule,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_events.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,entities,int64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,mean_cycle_time_days,float64,analytical,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_ground_truth.csv,p80_cycle_time_days,float64,analytical,Synthetic programme field; see package README and module map.,day
package_A_project_structures/des_ground_truth.csv,bottleneck_stage,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,mean_wait_by_stage_json,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/des_ground_truth.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,claim_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,event_sequence,int64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,stage,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,event_day,int64,attribute,Synthetic programme field; see package README and module map.,day
package_A_project_structures/dispute_events.csv,event_type,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_events.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,claim_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,ground_truth_stage_index,int64,analytical,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,ground_truth_escalation_severity,float64,analytical,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,direct_dispute_evidence_present,bool,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dispute_ground_truth.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,source_node_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,target_node_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,dependency_type,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,dependency_strength,float64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,propagation_delay_periods,int64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_edges.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,period_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,seed_node_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,propagation_steps,int64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,total_propagated_rework,float64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,impacted_node_count,int64,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,cumulative_impact_vector,object,attribute,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,data_origin,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,programme_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,package_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,generator_version,object,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,random_seed,int64,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,not_for_empirical_validation,bool,provenance,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_ground_truth.csv,record_hash,object,integrity,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_nodes.csv,project_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
package_A_project_structures/dsm_nodes.csv,node_id,object,identifier,Synthetic programme field; see package README and module map.,as_named
