decision_problem_id,scenario_id,scenario_name,scenario_probability,delay_shock_days,quality_shock,safety_shock,risk_shock,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-03,DP-03-S1,PRODUCTIVITY_DROP,0.2,12.6,0.054,0.036,0.108,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,28749e021261919baaeef7e242a01b5388ce9198c4ba0a6e7b6f71f2560c9232
DP-03,DP-03-S2,SUPPLY_DISRUPTION,0.2,16.2,0.027,0.018,0.162,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f86f106394418d4c543f7c27b8846c2cc5434c8847f9109f086fa970e93dd70
DP-03,DP-03-S3,WEATHER_DELAY,0.15,10.8,0.018,0.045,0.09,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,012c89bea601f9b2f4c372236beb4c80e5aaadee1c1a1abc1e052e1e6876e811
DP-03,DP-03-S4,COMBINED_STRESS,0.1,25.2,0.081,0.072,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c9d219c2c84d7ea57d6bfc45294cd17e2207ac52c0e787be9e59aaa1ee4359a5
DP-04,DP-04-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7719b49bceec6a5f48e15f4a9efa2f320304284d9e02ffc2fa387afc496a4ffe
DP-04,DP-04-S1,PRODUCTIVITY_DROP,0.2,13.3,0.0569999999999999,0.038,0.1139999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8ffee4576456e87878a7cf1a4145c6212470fef61b75c641ac90c4be0a427ad5
DP-04,DP-04-S2,SUPPLY_DISRUPTION,0.2,17.099999999999998,0.0284999999999999,0.019,0.1709999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,788f9ad9a9112ffa672add510c5cbf5f9df07127717f5374c7b585719faae8e2
DP-04,DP-04-S3,WEATHER_DELAY,0.15,11.4,0.019,0.0475,0.095,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,726f022ab44ded32c8ba7d5735ee2907ce97d16ee08467c8c4d92d287eda3079
DP-04,DP-04-S4,COMBINED_STRESS,0.1,26.6,0.0854999999999999,0.076,0.2375,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e2513dedcf98048443541efcf8bd98b4b52628b4e115f02270c8ec99624d9a2e
DP-05,DP-05-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6edcb1e24025ed0ad11399c318fc7d4a3353b11f686ea7227c7aefb2e6add2e5
DP-05,DP-05-S1,PRODUCTIVITY_DROP,0.2,14.0,0.06,0.04,0.12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c6218aafe611dcd7b828efb8aeac16b096feab441a8f8ade9f0053aa1a94b16f
DP-05,DP-05-S2,SUPPLY_DISRUPTION,0.2,18.0,0.03,0.02,0.18,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bc56b612453088828ff626fceff8f7883a8ce72d3f63263f5f926bb61686f563
DP-05,DP-05-S3,WEATHER_DELAY,0.15,12.0,0.02,0.05,0.1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8fddeab1f050fcc14961097472e303c059e5b01791724fa53d9e49d6462005f2
DP-05,DP-05-S4,COMBINED_STRESS,0.1,28.0,0.09,0.08,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7efa14e6400396a265cc1f93b1168e9c59d40f4bd7d8b5f61f84783000c3da14
DP-06,DP-06-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f0a727072690bd906d882f780fef0cf2c18240d621c96b585bd6e3df9418fa7b
DP-06,DP-06-S1,PRODUCTIVITY_DROP,0.2,14.7,0.063,0.042,0.126,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5a075aa395c3b995b6dca789d2e3043dae175d34dbe18b20107a34f697bd8098
DP-06,DP-06-S2,SUPPLY_DISRUPTION,0.2,18.9,0.0315,0.021,0.189,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1a33542e362c3b5b25149af80add873f4c18b6b7899fd0e2b3124d481c17d9ff
DP-06,DP-06-S3,WEATHER_DELAY,0.15,12.6,0.021,0.0525,0.105,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,84b89c2ad77922225b2fd0e7c4c21e713efbfdc9e7e48d9fbfcab0f5c50a25f4
DP-06,DP-06-S4,COMBINED_STRESS,0.1,29.4,0.0945,0.084,0.2625,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3ef3ac7790bfc6994ce914c4a7453b1d3da77c125b0dc23ec8e8dbc9a224749d
DP-07,DP-07-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1e5b5c1f69782048c095fe6f3384f053d70c6fdfcb9f1e8bf1a6cba56fdbf019
DP-07,DP-07-S1,PRODUCTIVITY_DROP,0.2,15.400000000000002,0.066,0.044,0.132,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a6a1c1334c5dc05aab1f50993c6ea835a32ab8b2a681bf73bd01cdb10be5da5
DP-07,DP-07-S2,SUPPLY_DISRUPTION,0.2,19.8,0.033,0.022,0.198,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c88c3aa5edc412fd1ec7e7f919599ae183085b2d436dcf165a301205b021a5c3
DP-07,DP-07-S3,WEATHER_DELAY,0.15,13.2,0.022,0.055,0.11,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f370f573e5cc45a7837e4e6123f5fbc92b3cc750dcaa9953d62869fe6f8611e
DP-07,DP-07-S4,COMBINED_STRESS,0.1,30.800000000000004,0.099,0.088,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02f40375835977dd278d482dd24b0f41c5389247be6a9da02b60e67376aa65df
DP-08,DP-08-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ccfb307deb2bfd3118a3f54b48a4438ee9600b66da7687268c130b21917c1f56
DP-08,DP-08-S1,PRODUCTIVITY_DROP,0.2,16.099999999999998,0.0689999999999999,0.046,0.1379999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,710c8e8173978443c1daf7d656c06a8bbfe84ddc3a69557d5008d05ecccb3307
DP-08,DP-08-S2,SUPPLY_DISRUPTION,0.2,20.7,0.0344999999999999,0.023,0.207,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b26882f63d6dcc936fdf5ba8df739231e38a3db27cb4344e9d13a4cdd07038a5
DP-08,DP-08-S3,WEATHER_DELAY,0.15,13.8,0.023,0.0574999999999999,0.1149999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07547db77d2e63866bd88b41b70a7e787ac2facc458fbadd8cb15e76abc8cf54
DP-08,DP-08-S4,COMBINED_STRESS,0.1,32.2,0.1035,0.092,0.2875,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,be4586781110378f95458eb24efe84bfd5ee3db7e9409b1387b0022a6387d5fa
DP-09,DP-09-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,958153968605b4ac418db0a4e987e1b90307747fd5a438fe037e28fe46910785
DP-09,DP-09-S1,PRODUCTIVITY_DROP,0.2,16.8,0.072,0.048,0.144,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c5e89f5919d7e22bb1b71fce007aaf6674a8291a1414a97e2c3892f45cc26a78
DP-09,DP-09-S2,SUPPLY_DISRUPTION,0.2,21.6,0.036,0.024,0.216,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77b43994eeb2778033fd10900584e8c76f77e7bc74ef4e2eba39a6c16e33681a
DP-09,DP-09-S3,WEATHER_DELAY,0.15,14.4,0.024,0.06,0.12,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,23d6fa3bdb34368433782a84492ab848b408f17a85a36f191f468ca613118dd6
DP-09,DP-09-S4,COMBINED_STRESS,0.1,33.6,0.108,0.096,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd101a24adc17b05aef7c08109a418392957260ec582a37f99ea90a1a7ad90c6
DP-10,DP-10-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a97c5372f7ce7c939e1aaf611bd7d3fdd25d6f5762ca678beffb36c9fac9aefc
DP-10,DP-10-S1,PRODUCTIVITY_DROP,0.2,17.5,0.075,0.05,0.15,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5c8c19246f1e8c117f35745b913e30ae5b70bd437f57e98ad7fa5e3923474bf1
DP-10,DP-10-S2,SUPPLY_DISRUPTION,0.2,22.5,0.0375,0.025,0.2249999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d56be591ec90d74ee52ebef206caa0164cbc1a3262e73cadd7bf38aa457687ab
DP-10,DP-10-S3,WEATHER_DELAY,0.15,15.0,0.025,0.0625,0.125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,28f84723e5e89b13cdad0293b3f0435280d6743c136f40be8601906ddd2fb617
DP-10,DP-10-S4,COMBINED_STRESS,0.1,35.0,0.1124999999999999,0.1,0.3125,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0d733ffb2eb6aed5e3f40795cd25a6a696e7a0f3bb442471e9fa82d07684e3e7
DP-11,DP-11-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f9015e73edd55c26510c9c6ae5e7bf5985bd44a08da319eca07dd5e8ee4b8c97
DP-11,DP-11-S1,PRODUCTIVITY_DROP,0.2,18.2,0.078,0.052,0.156,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,347fefdfa293e0c886ffb6b30b11bbb694d1790fb4a43227cb39a4cd6a5b50eb
DP-11,DP-11-S2,SUPPLY_DISRUPTION,0.2,23.4,0.039,0.026,0.2339999999999999,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0c47202438993839674fbfa9137b611d76e755c35d167c3139e4e9b2a335c6e9
DP-11,DP-11-S3,WEATHER_DELAY,0.15,15.6,0.026,0.065,0.13,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae6a20f25420e8afc85df058f1da75ab0c376502b63dd57e8ee4b914a68655b6
DP-11,DP-11-S4,COMBINED_STRESS,0.1,36.4,0.1169999999999999,0.104,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7bbbafe495c3fac35ca9913ae6963c8a0949a7a39ab35c2eb1c853ebf19bc7da
DP-12,DP-12-S0,NOMINAL,0.35,0.0,0.0,0.0,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,67c40d39d39ea05b80f2275a192da758ee42a7d2168d87db518390cc73ea1b5a
DP-12,DP-12-S1,PRODUCTIVITY_DROP,0.2,18.9,0.081,0.054,0.162,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9b95c388b63a92507c0977ce727cb43a234832d7392406d0273f007785c38a97
DP-12,DP-12-S2,SUPPLY_DISRUPTION,0.2,24.3,0.0405,0.027,0.243,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e9e42050422c8aee69af5c12ea2bb359ca30a12a55182d89cdb3f78ca10d208b
DP-12,DP-12-S3,WEATHER_DELAY,0.15,16.200000000000003,0.027,0.0675,0.135,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a6f81f14843a03a40df219714f09912ee9085849564d88857656462fcd35cd93
DP-12,DP-12-S4,COMBINED_STRESS,0.1,37.8,0.1215,0.108,0.3375,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8d429df9794dbe5f16db269f23ece0358662be984304e352d9e7211e055264c2
