decision_problem_id,criterion_id,criterion_name,direction,owner_weight,unit,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-03,DP-03-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77336b97366b4055d77af4d15f270a5f000340b35ffded5930252ee7962c7143
DP-03,DP-03-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e0cb6dcb6853d09d9706be3da72463fcd0dfea477014ab7cb2bd5c46aeb65f6
DP-03,DP-03-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a877ced286e6e2b0e5ecf9a9a933743b65b8fcfceb3add78b2ea207ec6cfd7b1
DP-03,DP-03-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,040c8ad7641cf67decf19a32f64aa69540ec8793437665d0db76339e5a9e50e8
DP-03,DP-03-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,98819bc6c05486076d8515bd70a4d8c9a90af552cbc15222820b2de5577eca8c
DP-04,DP-04-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df6e9c502a6c2f4e90d5ef12bb5cdf009cadbe2d3d71747b9903d51ef9fbbd46
DP-04,DP-04-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f70f03cc81f9bc126d0b869ed474652159c0013f18cbb2290e0b89799e9fe17
DP-04,DP-04-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adf18dfe95f1977246f9f3aa9607097eeb458138228fa738c1d9277e8982e42a
DP-04,DP-04-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9c78a4aceac7df0dbb6e9c7b8b75f99329ac488ed265b09745378f072213b52d
DP-04,DP-04-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0323e948fa2e599884c02c663563c5f547102f55f290978466f7f123d756a88b
DP-05,DP-05-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3da1543481f4d727cfd4d64224b65eda2bd977b69698304f2d4514b93174569e
DP-05,DP-05-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2ebd449ee539973cd87cec2903b151c87e98c4ad780dff20969b046aeefa28f2
DP-05,DP-05-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9a2aff35c4593b9309788a52cfad0e4a4a20e6f2d847c3128561781ecbebca0f
DP-05,DP-05-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6deb99e675c6c09052f797b86fc337b628a19d4ed2e3d7c229d3bcf7df6a3f7c
DP-05,DP-05-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83ee6ef846123b477b4bfba5678128733e737c6bc9dec3e374dcd8270fc8dac6
DP-06,DP-06-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b550f2b9c79bade852f0966a2dc2372e99c4e52e7be73c2f3dc05744aa4ba937
DP-06,DP-06-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1181ce4c49d3b787cd123aec6fc3e86227b287ea69bfcaf86bd84b0de733c923
DP-06,DP-06-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a089da03ddec79566528923b8381875d9ab3fd397ebadb33307a100420c9130d
DP-06,DP-06-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5440bdc0085ec10bb620b95cd753d326fd7286a9fc86125078617c50bdb70889
DP-06,DP-06-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d39eef3546cd39fedfc42cf20df3995330a6b85a86f7bd6ae5ea39ce3a1f492a
DP-07,DP-07-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ffc514ab3eadefabebd68a96b3f65856b077b35861067423de5899f8991f7b7c
DP-07,DP-07-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cb00c50917d4c3ccf0a66912892dac59fa181637fe28a1b77756e2c0642085da
DP-07,DP-07-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b208a63b54da3cf67f14ffd8001eb8332d2b8fc04ce93cda456374efa1d875a
DP-07,DP-07-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fd8c6fee14acf0aeee353cd3c528721e076f689046cae47adadc7c9dd4b3ac05
DP-07,DP-07-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a950be42dc3fa1fe620a1a43eaf2883bf7f0bdadb96c917834fd16e652e80303
DP-08,DP-08-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8c930f182a5e70a19573fe14eb17a3cb988237f3fd1b487e1f9976d81758ccd3
DP-08,DP-08-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,074ae4e3b48d3abd3386515b3f69614ef2c8cb4348f47a0fcb15285b3b107645
DP-08,DP-08-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f897718f7cc1e0c60158a22a0eb604d8d7af37cc18c5c2929b27b767749a283e
DP-08,DP-08-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,54c6cfcd6b24d46279de45b634b4260e9469d41ef6fefaba79dafcd13f268bff
DP-08,DP-08-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0f8d67d9f6257a5c318afa9fbe30d914f68366c3b88cac8fad11f5233da743cf
DP-09,DP-09-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9d5b64870e6ab41c3857415179f84c2eed2d167c40ab28bc583200264e9c63ed
DP-09,DP-09-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c36caf5ee2a8d7f09c803c32b8cd7a7cd35b060db794fd6288a7a634b3d33ab9
DP-09,DP-09-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3a451b5609ae55146a3e0151f0bdde40c484d2f29c97e69f03f81c73dee71c1
DP-09,DP-09-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3552ee0f47f8bf8a8d08baadfe3dfab818eec10402d48ef994825f3ddab99844
DP-09,DP-09-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45c67b9c3a4290573ee4f804b7d26f8ef2c4e0ebbc3be267eafed333334a8769
DP-10,DP-10-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c304b3881bd5c40107eb5ec49a210a04341ac00898771481dc1bcd6666b3c846
DP-10,DP-10-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,85b72d678e016a580de7679e8786df91ab3158df65ae6dd3ae0ba354ef808a92
DP-10,DP-10-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1056ca3cccaf81557cad4d14e995d5ff6c27803170896c8161aaf88a8b3f6b4c
DP-10,DP-10-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4c28284704fd6a3f7af2e14877165213dad8d8a394cb808817385e618eb10d66
DP-10,DP-10-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,68b3f98b7ea22d966a7aebe33e48ae39128d50d63987817dc4e53b3960ccb940
DP-11,DP-11-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f1a339aeef6320cab54588a6ab9d82798fcf5ccd2bede9c42e68e902aac2c66
DP-11,DP-11-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a03bdf6132f4fbf7c8536e91bd55938cf7e87cc1f69a203ecfab3d3b985d5f51
DP-11,DP-11-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,94049a825ce0a3c5cc9cdf25ead2dc4e36dac42eec0c45aed927de7666d7fc69
DP-11,DP-11-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,967395c6cdd957f3e21326321e1f23975f2006f6895bce7a69dc6abfd2b0d9cc
DP-11,DP-11-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5252640baa75934f1abbd846ce399fa80c29bd6f54e5fa9bb14d3f9903f0ca1f
DP-12,DP-12-EXPECTED_COST_DELTA_USD,EXPECTED_COST_DELTA_USD,MIN,0.28,USD,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,352be2164354ad697c6d8fb0ab4ba4d9391381fea6ee4dc53be09a55852b4e93
DP-12,DP-12-EXPECTED_DELAY_DAYS,EXPECTED_DELAY_DAYS,MIN,0.26,DAY,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5df0e3eae8f7b60026e8634f954d67ae6ab4671957419e3eb3024ed4e4e813ca
DP-12,DP-12-QUALITY_RISK,QUALITY_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0481fe7a36b4e11d9acd0db5b20e06d99d134b5a531196217fddb94a980ba431
DP-12,DP-12-SAFETY_RISK,SAFETY_RISK,MIN,0.14,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65f0b4e06849c257f558908f18f4cc1369592b857b35a581f28eee5402722028
DP-12,DP-12-RESIDUAL_RISK,RESIDUAL_RISK,MIN,0.16,0_TO_1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ba396e0fee4bcee002ddf59b6bec8ca69a44ea55f6ea45b473584a5992441fef
