decision_problem_id,action_id,scenario_id,cost_delta_usd,delay_days,quality_risk,safety_risk,residual_risk,feasible,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A2,DP-01-S0,880000.0,-5.344084,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1ac5e3e98b87ba8f55efc49ba39df91d8ab3e52ba836c72f13f3a52e0eea0cf0
DP-01,DP-01-A2,DP-01-S1,890780.0,4.523398,0.342,0.323,0.256,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,39bfbe1c1eed8be24a4b2ec33789525386a34b08063523834e6944af9ee54830
DP-01,DP-01-A2,DP-01-S2,893860.0,7.006547,0.318,0.307,0.304,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49d39f141582822536825ec42f7c8f590b6b11fb5cecdf8a7381360ddd68fce3
DP-01,DP-01-A2,DP-01-S3,889240.0,2.730292,0.31,0.331,0.24,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4bfa82754020f581b8f20ff9ff1a462a9d7e6beb8ec569240616874515588f63
DP-01,DP-01-A2,DP-01-S4,901560.0,14.510838,0.366,0.355,0.36,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,da81f681a750d426de6722786a634f422b7b5e4214d7a7b96d907e5d1f563095
DP-01,DP-01-A3,DP-01-S0,1120000.0,-8.670713,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,41d43aa9e2f1b0074051ce44b733f7257aafe58678eb0d5f24b46c6cbaf8b7bd
DP-01,DP-01-A3,DP-01-S1,1130780.0,1.199728,0.266,0.209,0.196,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,316a63fe846bfea37054e286473386dd5842cfb13c4f5bdf5f21be59968ca11f
DP-01,DP-01-A3,DP-01-S2,1133860.0,-2.600028,0.242,0.193,0.244,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,720438eff31e3337809b4dcc466a079b8b1d17e5d062a972a30b77e17ab59e0b
DP-01,DP-01-A3,DP-01-S3,1129240.0,-0.080135,0.234,0.217,0.18,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,186091216c9b53824181bf35bdc243adf84bf1b704b9cfe55a45e7bcf79781db
DP-01,DP-01-A3,DP-01-S4,1141560.0,12.123585,0.29,0.241,0.3,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,27b3f587200badb4e371fbc3678d618c0e6d1249d1ed435c323352bc512236a6
DP-01,DP-01-A4,DP-01-S0,480000.0,-5.133933,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cafebae57a93a404e25c95d5d37fe888b2a9ea97d39d953918505d86c48a8104
DP-01,DP-01-A4,DP-01-S1,490780.0,6.436477,0.32,0.22,0.236,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,99db9b6039e71d8f56137c4939a04bc0716266f2422bd55881b9765b4376b38c
DP-01,DP-01-A4,DP-01-S2,493860.0,9.144529,0.296,0.204,0.284,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b23a4c253e5ed0818bde291a4ba8d4be2823fa40265a2e2e8dc74a73174eaf8e
DP-01,DP-01-A4,DP-01-S3,489240.0,-1.371327,0.288,0.228,0.22,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a83455146c10a6cddbda46c7d6855c10295b656154bbce2297ed14add460e3f4
DP-01,DP-01-A4,DP-01-S4,501560.0,15.115601,0.344,0.252,0.34,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d7841a38e72bc4ed1ed0df5da7f040763396f0c5c0983d37840aee1677e8fe9c
DP-01,DP-01-A5,DP-01-S0,-320000.0,-4.374515,0.306,0.149,0.17,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,838c663e7a232469f2d2f8205b79fe02b4d21403f27fd683c8a89534fdf44c07
DP-01,DP-01-A5,DP-01-S1,-309220.0,8.768824,0.354,0.181,0.266,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,19fef8e5a8451cc17605ebb4079054fc35c027e2d3577721b91e41228c3fc320
DP-01,DP-01-A5,DP-01-S2,-306140.0,13.157246,0.33,0.165,0.314,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e94af284cde404797fb94f9eb4b94912d96abf5152a5c4d3d5bc39db5d8f90f2
DP-01,DP-01-A5,DP-01-S3,-310760.0,8.099348,0.322,0.189,0.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5af9c41cd255ca7bd312b37dbdeb518a4aeb434b6c1ef211d9fa00d696828efa
DP-01,DP-01-A5,DP-01-S4,-298440.0,18.440745,0.378,0.213,0.37,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e4f234a0c482b8662598dc68398c60037abffc081df75dfdc2f41f8fc53917e
DP-02,DP-02-A0,DP-02-S0,0.0,-1.341519,0.18,0.12,0.2,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43718fc4335502443684237d7eefae48eba47dc823c86f4db594f00b6ecb7aac
DP-02,DP-02-A0,DP-02-S1,5880.0,12.121035,0.231,0.154,0.302,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,10ad821b7c0a67d47c990f7b2b71d05c15efba6584e68ab397a10b46983c1921
DP-02,DP-02-A0,DP-02-S2,7560.0,16.898606,0.2055,0.137,0.353,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1617417339f806392c2a07cab69c58855527a32a30032332bc154b33d3abb662
DP-02,DP-02-A0,DP-02-S3,5040.0,9.907785,0.197,0.1625,0.285,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bd4f928374938e32e313c32cb49d91e607dfd6c177d2c25ead76c1fee934889
DP-02,DP-02-A0,DP-02-S4,11760.0,24.700098,0.2565,0.188,0.4125,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bd84b7c0f33fdbe2d13c8d5ac328dfcb00e6ac12d122b54f91a046ebf5223a72
DP-02,DP-02-A1,DP-02-S0,1360000.0,-11.023704,0.25,0.23,0.12,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,397979235fe1fc7910e68b5c51a2908f884b5d6b87261c9f8161db01ef6632c3
DP-02,DP-02-A1,DP-02-S1,1365880.0,-2.374319,0.301,0.264,0.222,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5e86a137b33ea0ad7e40d7ba9134650eb65946b9ea045953281d7fe0903172ae
DP-02,DP-02-A1,DP-02-S2,1367560.0,4.552729,0.2755,0.247,0.273,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c5e827ba567b4a1519aae198b574ae8c2ce47055362a0f4ccc45c25f511ba5ba
DP-02,DP-02-A1,DP-02-S3,1365040.0,0.038954,0.267,0.2725,0.205,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6068aa50b008dc962dd808fb4f0413a5cce10ac435eea73e68c377ca226d77a4
DP-02,DP-02-A1,DP-02-S4,1371760.0,15.212058,0.3265,0.298,0.3325,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,23aaf1fec235fc75cc80a77b248d60163cd3e4c88bbdac379abe26f9cfa5655f
DP-02,DP-02-A2,DP-02-S0,935000.0,-7.569458,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fd9ad472feab52c858ec994cf324e9790ffca74e25173dd58c4fb9947b4cc9d6
DP-02,DP-02-A2,DP-02-S1,940880.0,4.725646,0.345,0.325,0.262,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b90d38e7315f145ff85cc8a001c312f8fded82be3a46911b30c619c7b998fcb9
DP-02,DP-02-A2,DP-02-S2,942560.0,9.910836,0.3195,0.308,0.313,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f9f4ba063435007481b3fd04bede5d0fdc24d91e1fbd8ead4b6d2372012dd42
DP-02,DP-02-A2,DP-02-S3,940040.0,2.678896,0.311,0.3335,0.245,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,abc61ec30f1dcc3f50609d4ca6ab0c76e9b6c9cce2dbc835380a8346d1882cc3
DP-02,DP-02-A2,DP-02-S4,946760.0,17.654199,0.3705,0.359,0.3725,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e489de6c7f05d1f7479e1240b7040db6e17215084ed94db626d502cd900f5f68
DP-02,DP-02-A3,DP-02-S0,1190000.0,-6.724963,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c3bb2716db29f02c5f0bff783668807ce655a61c01125e1c377c3d9a44f5bf38
DP-02,DP-02-A3,DP-02-S1,1195880.0,1.465525,0.269,0.211,0.202,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3bfb13d0c362b1c18d6864588572fb6a2f45b1a3d27aebc151b535353250709
DP-02,DP-02-A3,DP-02-S2,1197560.0,-1.916603,0.2435,0.194,0.253,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0d3e6152661a9000ae09c83abe9924326602f67779962a6e0bf870c9296c47bc
DP-02,DP-02-A3,DP-02-S3,1195040.0,0.226229,0.235,0.2195,0.185,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3c9c1b469ea3775ce237bf7676fa6839cb366326bf5e10ee69cefeaf62bbc44b
DP-02,DP-02-A3,DP-02-S4,1201760.0,14.938177,0.2945,0.245,0.3125,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,92ba9166fe6010aa1cd1c4e36a04240030b1ee9a0f07111f8b4cb1a5308be07b
DP-02,DP-02-A4,DP-02-S0,510000.0,-4.354848,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cfca397b5a7de89ad47552ca5f4cf8c9e4010e9893b865ac24d6fe148c24a160
DP-02,DP-02-A4,DP-02-S1,515880.0,6.481952,0.323,0.222,0.242,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,de759c18c29c971f27412297c896606dd9e5bcd6ccaa54a6e708fabd2db79345
DP-02,DP-02-A4,DP-02-S2,517560.0,8.456226,0.2975,0.205,0.293,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd6fc7a1279b8861f658d397eabbb5c220ee18aae27a050a692fe3c36148976b
DP-02,DP-02-A4,DP-02-S3,515040.0,0.506352,0.289,0.2305,0.225,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f2f089b736af8bce98b0fdc58e1497b2839816a43a27ea7d0083e48deb0055a9
DP-02,DP-02-A4,DP-02-S4,521760.0,17.27992,0.3485,0.256,0.3525,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,59450750f03829b690aaa317588a787b79ce6e9646df1a55bfe5e34459a6c8dd
DP-02,DP-02-A5,DP-02-S0,-340000.0,-3.367557,0.306,0.149,0.17,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,582db2b84cc41ff5f9f3b336d38586aed8495b8965341be2f92c0bd1ada2d3e4
DP-02,DP-02-A5,DP-02-S1,-334120.0,8.604287,0.357,0.183,0.272,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43a9a010e867b1046f943109b8b02cb72fb879afc7559297fa44a474171618f6
DP-02,DP-02-A5,DP-02-S2,-332440.0,12.051889,0.3315,0.166,0.323,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea808fbcba4e8963b0928ef7d2d28693050ab28c4d7ae7c2d15051efbd423e3d
DP-02,DP-02-A5,DP-02-S3,-334960.0,7.488767,0.323,0.1915,0.255,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,75b08de3932dd94f0e31a693113a0f2a379fdd8f24ce3e035b0b1c20c8b244b6
DP-02,DP-02-A5,DP-02-S4,-328240.0,21.032265,0.3825,0.217,0.3825,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,37f86417d23c8b9ecdb56c37c5c066df51eabcccfd3c9ce69181ae1decc63207
DP-03,DP-03-A0,DP-03-S0,0.0,0.98599,0.18,0.12,0.2,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7bf7f618f384311c452fe51495e5bbeb561a864a7a3c1728c016e4dc2f7b0769
DP-03,DP-03-A0,DP-03-S1,12880.0,12.5382,0.234,0.156,0.308,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43f58844dd221ef5927cfaa306d391535b7a0b2f346890998724e9b8f44b63bc
DP-03,DP-03-A0,DP-03-S2,16560.0,14.590739,0.207,0.138,0.362,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8f172d970cbbce8463e648ef84da74696bff1496d3af32a27f87a9e83ef6a007
DP-03,DP-03-A0,DP-03-S3,11040.0,10.494179,0.198,0.165,0.29,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43b3dedafc740cd2ed42efcdb0df5003bafd95e1f846623e73e8040dbae56af2
DP-03,DP-03-A0,DP-03-S4,25760.0,25.286761,0.261,0.192,0.425,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,65d9c11e7783a11cef4c82e6e386a8f39f5de8565be4b742a8fcace3edf65147
DP-03,DP-03-A1,DP-03-S0,1440000.0,-11.457968,0.25,0.23,0.12,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a27e15e6210578ef40a817b7cc12a5e4c37f9b592ecb0cff35606a1c44109349
DP-03,DP-03-A1,DP-03-S1,1452880.0,-3.676316,0.304,0.266,0.228,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26fbf496abda02f8c5209f24169b396cca2a213b65a7a4bdb6c39b7f3a2edec2
DP-03,DP-03-A1,DP-03-S2,1456560.0,6.427766,0.277,0.248,0.282,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31c4349800b2bb712b2ff2b7a3c4a1930ac762b5b948413f423792e11d245f44
DP-03,DP-03-A1,DP-03-S3,1451040.0,0.52438,0.268,0.275,0.21,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,58611cce0be770b8bae2da270ef225c004283ec3e18ad0e280cdd51b3850a36a
DP-03,DP-03-A1,DP-03-S4,1465760.0,15.97196,0.331,0.302,0.345,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,efa907add5d21161eb506c5c77a36a3eb52e9aeb6ea2d515246ef819958975bf
DP-03,DP-03-A2,DP-03-S0,990000.0,-7.499107,0.294,0.291,0.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7801127fe5611657a06b74753987e822c1c4de56c268694b96bd81780984ab35
DP-03,DP-03-A2,DP-03-S1,1002880.0,4.970446,0.348,0.327,0.268,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2934fae7807b758e7ca6e0161dbf41c773d7265257ca85d9bf86e606f70aaf85
DP-03,DP-03-A2,DP-03-S2,1006560.0,9.74401,0.321,0.309,0.322,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0dbe0a80aae0d05b5f99a4dc11e8fa1de120c94d47533599bf5a43494fa54e4b
DP-03,DP-03-A2,DP-03-S3,1001040.0,4.13637,0.312,0.336,0.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,099d5adc583b45eebce172ec338137fc8f722edaa97aadd7247b34308c1272e8
DP-03,DP-03-A2,DP-03-S4,1015760.0,19.136927,0.375,0.363,0.385,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,456e7e87499c709c4d9e79ab3cb6d8eca9872eda9e3275c40d8f1de77d770119
DP-03,DP-03-A3,DP-03-S0,1260000.0,-8.913174,0.218,0.177,0.1,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5cac19712058d25a4ed7864b50819d6f72a83000a2eee21a3df6b510310c59c6
DP-03,DP-03-A3,DP-03-S1,1272880.0,6.206522,0.272,0.213,0.208,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,edc8aa9582663e59bd63a24a2394e7da00b396930309bae380032eb480f2a025
DP-03,DP-03-A3,DP-03-S2,1276560.0,-1.872519,0.245,0.195,0.262,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8446047dfeff3da48622302545aa02901be0ad5bb316c74058c222067047313
DP-03,DP-03-A3,DP-03-S3,1271040.0,2.091308,0.236,0.222,0.19,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1472ee453b686b82680998795543a1082a489dccb84e632ea99edce471bb6c00
DP-03,DP-03-A3,DP-03-S4,1285760.0,16.210456,0.299,0.249,0.325,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7757eaaca8a0985ba1679ea1fc3e07d51221818ebe78520783deceb24a9778aa
DP-03,DP-03-A4,DP-03-S0,540000.0,-5.415092,0.272,0.188,0.14,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,452e4fc0309a83328d8893de47a196e9925b28079634fa99f7393dfe70e0bc9a
DP-03,DP-03-A4,DP-03-S1,552880.0,6.032557,0.326,0.224,0.248,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c1ed124ed4b683d5879714b17bc09b53348cdb3566d9cf1e701f789a46d86d47
DP-03,DP-03-A4,DP-03-S2,556560.0,7.838618,0.299,0.206,0.302,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7fae1cf1cc1f7980905fe8bbd85c81c6636f2b57d6b7454fe77d5c03656708c8
DP-03,DP-03-A4,DP-03-S3,551040.0,-0.177355,0.29,0.233,0.23,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf3483c0132b4aeb8c0040ef61d54882ebf4febb1214de414055221d5a91abd7
DP-03,DP-03-A4,DP-03-S4,565760.0,19.50908,0.353,0.26,0.365,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cbed52e88b8c9233f89cae118d42028f284e0beb3f8147f9dbc094966f19dd7b
