decision_problem_id,constraint_id,constraint_type,expression,right_hand_side,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-06,DP-06-C1,BUDGET,total_action_cost <= budget_cap_usd,6000000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0b2e129e9a066abef2fc15bd7ec7ce668f41f8512d68470e11e3ae2ce45bbc5b
DP-06,DP-06-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e659084a1fc6c534bebfd41a3b49603b486f20756e69f2f0c3120bde4eeba377
DP-06,DP-06-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,db87cbbca00ba3a33321053f50ce7230db2c6885627ba2c9818511c294c5f989
DP-07,DP-07-C1,BUDGET,total_action_cost <= budget_cap_usd,9625000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,60fb62b63b80b7f50aca3c5cca64c2f1f9f6b57ed5e69f4e3a46573870202771
DP-07,DP-07-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e8b1cc9d91f7ee53c821fe81ca169ef4d878af7b0558c01be70285e1a766b171
DP-07,DP-07-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7168cf85244ea656c1df4b3e116539ffb9eb7659b88c559fefe74a85d01a35bd
DP-08,DP-08-C1,BUDGET,total_action_cost <= budget_cap_usd,5250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b3ffd37d0bb006449ae8897114c0f731eb9790ce054e6bee018ca22c09fbd5e
DP-08,DP-08-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a171c822f954de7e6a3097bf61968d9c95fc21ab79f3cb73a65d323b6ce86ae3
DP-08,DP-08-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bda878eb4081c625043be78bf725aecd0288ea65a65ebfef44231585ec265f44
DP-09,DP-09-C1,BUDGET,total_action_cost <= budget_cap_usd,11500000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,74b57744218d97d5edb6afb69216cf85c1ff449fd71cb8fb8e61985b1e3800ce
DP-09,DP-09-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f568cfbd9daf64a098440212a624a54391ef52c2df6999ff01d8ea7e4b325dae
DP-09,DP-09-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d84f25e511995de7d717bab19e9fdaf0e9316fcf3f0d036203e47f052082a549
DP-10,DP-10-C1,BUDGET,total_action_cost <= budget_cap_usd,4375000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,25fc8b28f5815a8dc6e7384716ad7e71967da96583facb4eb3c2572242442e08
DP-10,DP-10-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,48eb48394b5c86a733ad3b319d5557ab9b76132916899846f340016eab4fa3ac
DP-10,DP-10-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c51c433bedac1a6b45f463b9baa75b051ead43ea8fa270d2ce362f6cebfc7f73
DP-11,DP-11-C1,BUDGET,total_action_cost <= budget_cap_usd,7250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,88f924ca9a2fdbf5246880f29821561b7d7e4801d0335b0038ef05b029300e83
DP-11,DP-11-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a7fc71e739c0f2ae48cf119de937e06aaadd75e56cac9ba156a5d55561847c20
DP-11,DP-11-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,096286b541cd1a20764d41c78e62e42f94c61c0b95d905eb570950bdb37f57b9
DP-12,DP-12-C1,BUDGET,total_action_cost <= budget_cap_usd,6000000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6775f5ec93e8396e9d7eb4f5dff9970762f2f2515c2a50e80eb7a836d43715c0
DP-12,DP-12-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,778d21d4257abb3bfd464fecc10053339bb880d9f8f9a8c2a9f708fed5025fac
DP-12,DP-12-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f3cc5443d2b79d3aa0e68731fe6d24b00bf22491816d3fea34e2d8be30a400d
