decision_problem_id,action_id,expected_cost_delta_usd,expected_delay_days,quality_risk,safety_risk,residual_risk,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-06,DP-06-A0,5280.0,11.291322,0.2115,0.148875,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45e713572d51ccf8f7fdd80fc43d1d00c6de4261cfe387d7fa827e2554af0ac1
DP-06,DP-06-A1,1685280.0,0.96982,0.2815,0.258875,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,74bc8755a8aee6a2da0fbb72c777a171224deb96d34ef4764f8910fd7381ba47
DP-06,DP-06-A2,1160280.0,4.110328,0.3255,0.319875,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a16c788f86b35b0bdbb373cc2d0b34c99c731467677537d22f67335278741ed3
DP-06,DP-06-A3,1475280.0,0.3776,0.2495,0.205875,0.205,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fe0da19022a52c96fc9e9696ce7ee45311f529785d11452b4cd0585e3b946405
DP-06,DP-06-A4,635280.0,4.758607,0.3035,0.216875,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f5fec44e1b0e53e55a0f9a7e879b32b26eae4f14975af30fde0ff8a8569c8575
DP-06,DP-06-A5,-414720.0,8.397253,0.3375,0.177875,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9d2a810ea92cd39b531d805d2dd09e7756503a1fe9fc58697cb5956d35ac0d2a
DP-07,DP-07-A0,8470.0,12.245284,0.213,0.15025,0.31,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2d63a95b062feb61e0cd4d74006a869444e58315f201c5d52102c2c4c9c413be
DP-07,DP-07-A1,1768470.0,0.631498,0.283,0.26025,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,585ee3bccb0beabc1b580f53451c6f5e16643d0c7cca3b6158bd5be1cbeb7ded
DP-07,DP-07-A2,1218470.0,4.758638,0.327,0.32125,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,568e6f844ec9a893461221ef41feb18d0dac54a9809d89deb45804fae68bc477
DP-07,DP-07-A3,1548470.0,1.183487,0.251,0.20725,0.21,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07afa701158fc3cabb083f9bfac21c0cd4b6b25622174a39ae19435e11b58afd
DP-07,DP-07-A4,668470.0,5.550778,0.305,0.21825,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6a1cf075a4c559411b39e03a81286f70924a2a62019191f1d87b9d61bfa7f49f
DP-07,DP-07-A5,-431530.0,8.951322,0.339,0.17925,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,51e057926a870bba749b2e6063e6fed06616463a3e853d00fffb49df856e280f
DP-08,DP-08-A0,4620.0,12.361815,0.2145,0.151625,0.315,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3dd147de83d067f01eec83aa4e1fc44555b4bb44940ddb62a197813db1c9c366
DP-08,DP-08-A1,1844620.0,1.450102,0.2845,0.261625,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a415569e6551dbe8e40c49d1d02a2c4dce5aea11ce0252a316fec28d869fa593
DP-08,DP-08-A2,1269620.0,5.882467,0.3285,0.322625,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6cc46fcc0e80fa17cf7d7121a1dc49139460c5bf5f3feff01c923d967d4660a3
DP-08,DP-08-A3,1614620.0,0.850205,0.2525,0.208625,0.215,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a833b4c87d1a3c280a185f5e308ce02b6b9155f5f936ebb6c53cb7e786b8c203
DP-08,DP-08-A4,694620.0,5.691985,0.3065,0.219625,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1208cb7cb54aeeda7ff7b5c9621b1de78c4b852a3091dd7a2416292f03d87ee7
DP-08,DP-08-A5,-455380.0,10.374339,0.3405,0.180625,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4ecdf1db0bca1f02c13f7c901836d9e56fc0608dd04ead20a9d469ed36943349
DP-09,DP-09-A0,10120.0,13.71754,0.216,0.153,0.32,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0fdebf909d5f76642af2334dd965415af4f3922984f04343543a07fa74843200
DP-09,DP-09-A1,1930120.0,1.508888,0.286,0.263,0.24,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7624c72761b3e28f2aec7f49942be1e96090a6c60eee7e34ad2ec3025471a426
DP-09,DP-09-A2,1330120.0,5.998684,0.33,0.324,0.28,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,05467a188ca48199b7ae454869d014dc8b540b328cc693ba1c1ffc7c87553263
DP-09,DP-09-A3,1690120.0,1.726256,0.254,0.21,0.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ca5712be4219f735e1b0782b1359e60af7d9afcd6630559ee09ee4d24f164ae3
DP-09,DP-09-A4,730120.0,5.619773,0.308,0.221,0.26,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2d4f077c02e6de8f3c3ab8a45f0132315c8b354fd0931673945c1309842813ad
DP-09,DP-09-A5,-469880.0,10.340965,0.342,0.182,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1ef6e3b5aee2bcc357184d70c219f6b5583baf5d876f861a5f9ed2350e66a49f
DP-10,DP-10-A0,3850.0,13.148403,0.2175,0.154375,0.325,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f0764e9c7b806d2be7830202a490f370e1494781b6839e6de09fd86a57ee8c9
DP-10,DP-10-A1,2003850.0,2.327183,0.2875,0.264375,0.245,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cffcc8514d6da2dfc1ebe15d083039b8b04c46f1d5ef053b39803db8f3e6fc9b
DP-10,DP-10-A2,1378850.0,7.979381,0.3315,0.325375,0.285,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ef949f1852860ef1088677a8845b7fc67e35af410f235d76d83634fef967f25
DP-10,DP-10-A3,1753850.0,2.557332,0.2555,0.211375,0.225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5009aab1097cc0450e117b529da7546f907e558fb31eb7ac226df784eb86db53
DP-10,DP-10-A4,753850.0,7.003718,0.3095,0.222375,0.265,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bf434c5acbd0015f8d0bc4ae09c93dd92d8bab818107cdc6b69728634327fa16
DP-10,DP-10-A5,-496150.0,10.457342,0.3435,0.183375,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4eb06aac6d8202aaf906bb7bce181d16bb5a175baa5e6ce0c02ba5896d65143c
DP-11,DP-11-A0,6380.0,13.925492,0.219,0.15575,0.33,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f21c8a03203db53b63c3150ef0cb9cbff2dee545b287f51376d40c0b4e140b0c
DP-11,DP-11-A1,2086380.0,2.259702,0.289,0.26575,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,044870d4cc3707093bce3b100b0f999fc8b8c65922a1fb8a7ce33d074a2caa28
DP-11,DP-11-A2,1436380.0,7.076433,0.333,0.32675,0.29,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cab7b7110abcd2a215deb9ad5a27af6101f56853ce307d5ec4e66c8578995166
DP-11,DP-11-A3,1826380.0,2.229559,0.257,0.21275,0.23,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7bf1857e7804b17817e1b917ac1ba0f6ef56c3de4dcd0a68617420b59c5040d3
DP-11,DP-11-A4,786380.0,7.410245,0.311,0.22375,0.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eba74fbced45a301a1bf7223958a0c87d3563abfb7912f0b21c204342943d91a
DP-11,DP-11-A5,-513620.0,11.762887,0.345,0.18475,0.3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4554d69841c764580daaf86b4bee018cff74fc9f5d3a45227c6ddbd146616427
DP-12,DP-12-A0,5280.0,14.593043,0.2205,0.157125,0.335,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49bd839cd5469bba83677b50f8137790bf06c0bb896d8bae56b7ee3c20b7d90c
DP-12,DP-12-A1,2165280.0,2.806509,0.2905,0.267125,0.255,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,133cc5639dd89ab7dcee5dc3979c5cff5b4f319e793bc4e00346ca327effc014
DP-12,DP-12-A2,1490280.0,8.182383,0.3345,0.328125,0.295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4dea968b20c4bbb16677c60e23ec39436364740b7e50d883c9a94c2c80d15fbe
DP-12,DP-12-A3,1895280.0,3.410184,0.2585,0.214125,0.235,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a8befdab185da5d79b6e7498640e95095e2d214bb0947ba74da8544c0ade2779
DP-12,DP-12-A4,815280.0,7.842381,0.3125,0.225125,0.275,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,925ed8b3001420c0c0b1f2020a32f895c01f6d099049a06d13e2ed154129e98a
DP-12,DP-12-A5,-534720.0,12.328489,0.3465,0.186125,0.305,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a3557a6a24faeaac323f08f5734f46cde03c3a1c3df3e5d58c883b5136f47905
