expert_id,scenario_id,p_green,p_yellow,p_amber,p_red,probability_sum,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
EXP-01,ESC-11,0.49856,0.474848,0.026505,8.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dbee7c8ff3df834fd7ced4f02fe13adc8dc8df894e8d5f85fa6fc284a8f77730
EXP-01,ESC-12,0.014535,0.35909,0.568654,0.057722,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a119b03a36831176f6854b28519f304086cce26c94120115b6c8085d9b9897b4
EXP-01,ESC-13,0.144542,0.615699,0.232024,0.007735,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3f8b32486c78414151428cab5a182ee7f3b04785274e42777f7444e4143d1bb
EXP-01,ESC-14,0.018014,0.384459,0.545945,0.051582,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b75eeb6f5a2b21601b02af3508b38a7003e333aa5fec34709dca6958527625b
EXP-01,ESC-15,0.007652,0.270388,0.626689,0.095272,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce61fc76c38d26eda173cd90cb658bcbe9cc22a1b95fd88b23f86ad8947c6efc
EXP-01,ESC-16,0.020291,0.396509,0.533714,0.049486,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e131d6d1b64527aa62d15b00b387ace21be44e2516262e182eb7deb4cb2dce67
EXP-01,ESC-17,9e-05,0.020008,0.377296,0.602606,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d6adb1dc4f217594bddf9b314a8b3c8db62e2ad7f35d4a53fa884219dd63facd
EXP-01,ESC-18,0.003892,0.214753,0.665523,0.115832,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7c268690194902aec2bafde959b0d043ae3f4030245b46901c1c186778de9581
EXP-01,ESC-19,1.7e-05,0.006951,0.246788,0.746245,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c247ccc910aa305b6bc677d771dc0c1b5074ec683387f5d85a83685db814be83
EXP-01,ESC-20,0.002815,0.171675,0.663227,0.162283,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31ccd5dc86f4340bf4695aa8155ea0afd90d562c3de0d029aca948655e357a0d
EXP-01,ESC-21,2e-06,0.002041,0.150799,0.847158,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40c1db412113165a264b026f5e3e2381378f1aff925582212705ac69c73960c5
EXP-01,ESC-22,3.4e-05,0.011509,0.311628,0.676829,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5dd6bfabd1703ca0c1223a051837f7e902e4a58a86379d7b0b5e1e0295ac3886
EXP-01,ESC-23,2e-06,0.002732,0.19251,0.804756,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cc8f5b0944d43303931f6fb245b5a44ffee14ad1984bb32b0c87d766ed0a7413
EXP-01,ESC-24,0.006391,0.201082,0.612186,0.180341,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,db5c1bdf938e6e8d33796b1bc7e4a0fc1d62d4d6908aa2c1f3b0c3b82ee960d2
EXP-02,ESC-01,0.918125,0.081386,0.000489,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,47874bf7e0e4cc34c47f62b5251407699465b1bcace3f9cedb97c4c46b6a9571
EXP-02,ESC-02,0.887425,0.111188,0.001386,2e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bfcd6678da52dc043c29e9202b13d89b16554c0a9259e9b6bc5425f137c5447f
EXP-02,ESC-03,0.856403,0.141824,0.001771,2e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,360cd5e22017382d52299ca8a738d609a9c72daf236c94483cab20e08c09dab4
EXP-02,ESC-04,0.554574,0.423481,0.021869,7.6e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f7405e930b648e955c6c562c124075ef27e290901a7ccaa19b5797abf64be572
EXP-02,ESC-05,0.649836,0.333889,0.016201,7.4e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b96d90a3b6b784118efc5a3c0f58c5ccc9c8f29e1dc186d9f932f20cadf1444d
EXP-02,ESC-06,0.855119,0.142788,0.00209,3e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2eab876d2141d84a1e95e5f7ab155c5c1eac1c08a9138064b6a19b7fa4d09312
EXP-02,ESC-07,0.108066,0.589434,0.289674,0.012827,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f29ead9754b26c2a7ea9ff0a1e691ef9a4ae1f6215503e9f379c9985e516a3b6
EXP-02,ESC-08,0.711035,0.280323,0.008621,2.1e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,78a87adb18433cedeac0945d08724ccfd18ec086a0ddc4e201e9843980658df6
EXP-02,ESC-09,0.575712,0.404862,0.019362,6.3e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a566e23f277a92336063a9d583faca2c23f211bd1ba8254389dd7cd97fdaf993
EXP-02,ESC-10,0.399472,0.536122,0.063735,0.000671,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,71387f573e1e31f635bb653f67005e18cb4e04a80f2a1f7bdda7cfa222ee21cf
EXP-02,ESC-11,0.68455,0.307793,0.007647,1e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ad76770936a8a393d34899466d0258755d543b8037c60e533d3b24183307c151
EXP-02,ESC-12,0.020274,0.417527,0.522473,0.039726,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0164a73ab490e9106a2f79ab656d986150eca22874606f74096ce65c2ae3cfa6
EXP-02,ESC-13,0.008088,0.241576,0.616149,0.134187,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,122b3265dbc032c4590e22e9d305fe420958a874425062d1fe48282fcb5affa8
EXP-02,ESC-14,0.007164,0.26746,0.631211,0.094165,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,61ae55db0f6d3349d2b945e64927089cfebfe26212a5260c67c135b4c9aeb26d
EXP-02,ESC-15,0.020597,0.415821,0.522676,0.040906,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7aa574e32bb6424ef65df2eb8934e4e06bbacdbdb3a4b8d13a55a48cb9281cd6
EXP-02,ESC-16,0.067474,0.586151,0.333902,0.012473,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a2f0edb607cec1a5fabbe030eeb9c2e921bc45ecf06722f0963e222743fd51f1
EXP-02,ESC-17,3e-06,0.002146,0.149403,0.848449,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ed118f4614ff2e077907e422975e5e0788e7283d24478af96422b68ef0863ca6
EXP-02,ESC-18,1.2e-05,0.008842,0.332159,0.658987,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f06ca902dd0fb90205e630a2133a473e5ee5a661e4cb8b3a2dd3f3ec9639e22b
EXP-02,ESC-19,0.000906,0.079832,0.577068,0.342194,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fec80282f819a235bf22c4d08a98ca459822e3f73f53c5c341c7397d7f0920f2
EXP-02,ESC-20,0.000843,0.095075,0.643096,0.260986,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,82567b07584dbe9ec9ce2e4238557be2128876731e1d869c3212d62ecaad7f5b
EXP-02,ESC-21,6e-06,0.004335,0.215542,0.780117,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f2da7d4e1b41e0f0150de58c3d5bcc10f97015e81acd28a41274d9ef631ed66
EXP-02,ESC-22,6e-06,0.003896,0.200609,0.795489,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ea871ba56a77b1ec00fc59845350e406e29960952f843e7010db6df92e0aa150
EXP-02,ESC-23,1e-06,0.001318,0.142044,0.856637,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ba7f3622e88044417f3687e01e4d41b416ef22fe97f764842454f0281f285e12
EXP-02,ESC-24,0.0,0.000584,0.075824,0.923592,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3dc88ea384a23969436af2b7f2ccf1d4e52277f0489309cb2e4b7bd2d8def0d9
EXP-03,ESC-01,0.896171,0.103064,0.000764,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c71ddd40f11a8580aedcfc2ad791e7317ad63b7f3a2a32c313da2e027bd49ff9
EXP-03,ESC-02,0.89004,0.108676,0.001283,1e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9913f3babc89f7648701a7147355753a770a971103876fa7373c2f77ed175635
EXP-03,ESC-03,0.573054,0.40608,0.020789,7.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,27e69632ad862e63b384c087cc8bc19e8d78b97535baa42b11bdec4277f16ecf
EXP-03,ESC-04,0.515695,0.458011,0.026198,9.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adbd30be87734771ebb7508a4c1dd779d1721fb38481222eb7bfcf6d00b8a34b
EXP-03,ESC-05,0.575859,0.398724,0.025271,0.000147,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,656423e11d103e13a8e87c41e2adbc6816ee0013cbcdcac2ae98a4c1479d552a
EXP-03,ESC-06,0.041342,0.469832,0.452013,0.036814,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8725f1dfb249cfc74f4de88d0a27bd84208f6d39ea1c2ace1e44210f7f01d408
EXP-03,ESC-07,0.701976,0.287717,0.010275,3.2e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,99ec0c9982193659528fb9c1783cba8639a4c5fc08d18af498a074b7b89c89a0
EXP-03,ESC-08,0.354165,0.575241,0.069958,0.000637,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7e275909c408f310100b4dcc1d220f8e37d3d79dbdbfaa10df85df9f8de083dc
EXP-03,ESC-09,0.101373,0.634545,0.257322,0.00676,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,55992aca7bd4c00618d5c21ec88902391b5f1cf62e952f0a8be6efac87da290f
EXP-03,ESC-10,0.153858,0.62348,0.216243,0.006419,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,87c207d3050d7373d784d4aa655b1d71e16a9c85dfa5eafd4cb551154f8799dd
EXP-03,ESC-11,0.167369,0.685167,0.14585,0.001614,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5812fb24d9d0ed8e828f14fe5cbcc9bcc02a4abb3e7f25e49bf388320df5743
EXP-03,ESC-12,0.221272,0.66326,0.114334,0.001133,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5f20639aefb5159a41a1923c5714840ce4d962d1ec4ca6b9053ca32ef50a50a1
EXP-03,ESC-13,0.000362,0.047115,0.505644,0.44688,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f9fa594eb026501811f62665f6643b19fe91866a2c172d550a6f6ac29a0b82c
EXP-03,ESC-14,0.002362,0.162393,0.669654,0.165591,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6c3166fc3bf9fbf45d334edd8a3f03d900e1f25e03c056c9efe022f364535bcf
EXP-03,ESC-15,0.000765,0.091193,0.641628,0.266414,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0a3f05ce986ae5bd423e062f862b0b17beb0d8feb89ce7fe74a551d256ed927a
EXP-03,ESC-16,0.026571,0.45512,0.485961,0.032348,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b3af9dc1bc8186595a113dcdc3bde715093fe47e00126d3b1d67bab197ea66bc
EXP-03,ESC-17,0.001406,0.104755,0.612661,0.281178,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2822a3128bd398c896c20662d1ba5d60f69fabebef581db6dd16ce55f909204e
EXP-03,ESC-18,7.6e-05,0.027954,0.510299,0.461671,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1aabff5c106b37430923f778e2c52917fa03dde1a5e4fb4bfddf85807cc3bc5c
EXP-03,ESC-19,0.003576,0.169929,0.637609,0.188886,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,62e4c5c4f51c275af80edfd9b885f6aa52887a1100d68b8da13e68ab2a2ceffe
EXP-03,ESC-20,0.000283,0.054056,0.585641,0.360019,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9e10d0274e3e4d8664114e07417c37d95b51bfb081a01de5009ba125595bf970
EXP-03,ESC-21,6.3e-05,0.019044,0.39901,0.581883,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,01e205015ca54d212572a075dea900697449ab77e11daca8fdfb7643635b0a30
EXP-03,ESC-22,0.000481,0.060297,0.557896,0.381325,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,143d141f1837af331e3d2487a953c1cb9d6d448bc3a990ff9cdb65fd8b19f41d
EXP-03,ESC-23,3e-06,0.003422,0.22397,0.772605,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,06148d3e1a8dcf12639bd5b944becd84041347fea885a6a33902466053ef7a5c
EXP-03,ESC-24,0.000287,0.038037,0.458732,0.502944,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,761042fc8f8dc488501b7791903d4d16a4cf3fe9f77e15cdae16f4e6ab0357db
EXP-04,ESC-01,0.92464,0.074987,0.000373,0.0,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,49d507bbbc8ca88423ba899482999f32cc1d3bc0d581e992fec4991ed22d0e69
EXP-04,ESC-02,0.847005,0.150481,0.00251,4e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ace24afd3a1e5c4cf9745936e66b1d8008667cdd89847a46b5c9a73e2caf5784
EXP-04,ESC-03,0.805219,0.191625,0.003153,4e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7ffa3f7d6d0117debcc12b6ec577d7fa81b33fd2a570ab23c707ad9b09de38a8
EXP-04,ESC-04,0.744907,0.249949,0.005137,6e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3386688981e32b90b4809d74015c01afd267d3792267136cbc7073cdd7b14b39
EXP-04,ESC-05,0.886311,0.112424,0.001264,1e-06,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d17625a94201247213db110ebd72a27b7e26d8511b92b9573bbf6fbe17d835a5
EXP-04,ESC-06,0.138075,0.624343,0.230623,0.006959,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43c3bd931e09261876235579877bd8e3ae7a4495d0483925e5088effd74b7419
EXP-04,ESC-07,0.009659,0.264152,0.608256,0.117933,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26713f0b42f9e64974e0d0cf333f9441c62dc87bc9109d386b758a714a4e7fea
EXP-04,ESC-08,0.616426,0.367771,0.015754,4.8e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0425dc7b9509940bf782fbae184b0b437383f86016f5c157252b35c0fd9dbce0
EXP-04,ESC-09,0.21067,0.660267,0.127545,0.001519,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,473a85d9a07a447d76f9ad0ad2c0c3aee85f8a0e8b76577b44ebd0b6f156e15c
EXP-04,ESC-10,0.624196,0.358703,0.017034,6.7e-05,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6f27d20ef9342c8a5151a7ebd922d2a0e4481974ef71e5e03d5541d9873fa2b2
EXP-04,ESC-11,0.191334,0.687118,0.120516,0.001032,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,256cd7812b4d146d603f1052ece4867b043cc2449e99caabe07aefaec93bc6ef
EXP-04,ESC-12,0.019723,0.432234,0.514733,0.03331,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2f2fd04c6029fe2d80c17602a48e4382a1c1e11f9effa5efb59cd1677a5aa471
EXP-04,ESC-13,0.047782,0.503413,0.420882,0.027923,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,874f4816314851de07a8ce298b2b2fc0a1559238757f64bede2367a57158e7e4
EXP-04,ESC-14,0.002626,0.176598,0.674463,0.146312,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce294c0147d720c9f2ef0b4b808fd040ee0b63981e0627c7f14b1f3851a9a05a
EXP-04,ESC-15,0.00178,0.146898,0.677052,0.17427,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,92bb226ff46ada04e617e75d222a23991c78b438b537752607eb22bd63f636b5
EXP-04,ESC-16,0.022144,0.435659,0.507246,0.034951,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9d79ed3724ffa9586034b0c393c251eed9852fc16e8b8ceb88093a91821523bc
EXP-04,ESC-17,1.1e-05,0.005791,0.240533,0.753665,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f265894775dd44e09ccb8db935a793e7220389a5b2b46a4f698c07965e8d736
EXP-04,ESC-18,0.006017,0.288045,0.639949,0.065989,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf1f858c1823eb45ec4c9cdf28a922a5e5cb065a26ea3995d49e2383a0d45588
