source_id,scenario_id,mass_green,mass_amber,mass_red,mass_theta,mass_sum,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
EXP-01,ESC-11,0.493556,0.24426,0.0,0.262184,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6642fff9a52d8f39945f9b44288935beba13476811bb2cf1039ec2651f6668e1
EXP-01,ESC-12,0.162234,0.433101,0.126499,0.278166,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0a193e7ab4b38be8281c8ead78c90adc502feb99811fae59fe1a969415b8c989
EXP-01,ESC-13,0.290971,0.372727,0.0,0.336302,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,26d5ad42fa4b81e6214f01a1fdf8371a92052b8f151f0ca00412b01ef647b5f3
EXP-01,ESC-14,0.170904,0.429094,0.115159,0.284843,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e6daccee0295495e13cd126a47ca35c5de8e9fef3d1689b6d80e3ef28fe20582
EXP-01,ESC-15,0.123298,0.430629,0.163788,0.282285,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,22b956b592770d9f93598356f81e0281f116603e1914dd52c2fab06fbf0a9e72
EXP-01,ESC-16,0.174291,0.425363,0.109285,0.291061,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c871e8c167e95cdee9010d4280a06be2ccc91383d332612c8f87728ea7c7b59b
EXP-01,ESC-17,0.0,0.296436,0.375186,0.328378,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6267907aff018ea1512b4e30682fe3bf2e65318d3358b50c0bdb42308826a238
EXP-01,ESC-18,0.104503,0.447235,0.193654,0.254609,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a05c63dcd796b2c84ed75d09fa0b4d74765b67263e67aaa322feedad785e5788
EXP-01,ESC-19,0.0,0.230721,0.439903,0.329376,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7127b14387a8f3e20907646a42504175639ec1650aabc95ba4ff846db46fab21
EXP-01,ESC-20,0.075165,0.434383,0.214424,0.276029,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cbe5ca169576efad45815adb90b03b90abc72df661564b56e8c54bd6447e896c
EXP-01,ESC-21,0.0,0.180608,0.510564,0.308828,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,deec091c7fdc2146dd89b28ec522526f4d40af1869b33b1247c96aa7aed2baf5
EXP-01,ESC-22,0.0,0.270706,0.41079,0.318504,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4904e75ad143f02d39d4a9cce2ad7d70218a5c1389f6707898633885292a6a53
EXP-01,ESC-23,0.0,0.237337,0.498329,0.264333,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,33d342583758718668f769850ad954cc5eac9e3aaa2d133f945a0027f6933c79
EXP-01,ESC-24,0.070389,0.38839,0.188537,0.352684,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae2da8aebbaae1c2cb2b8393e8571706999818e19e22a9245fef9467f452bc10
EXP-02,ESC-01,0.711993,0.0,0.0,0.288007,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,138022f05d2d6e7aaf8a09bbf57e262892de272281d477da540fb56902db3d81
EXP-02,ESC-02,0.642245,0.0,0.0,0.357755,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,28ab2539fafe171f2a643e7dacc663d621b301a4559f453653ce6c26dd9f1921
EXP-02,ESC-03,0.639583,0.053082,0.0,0.307335,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,21da2630d7a14802ad1a0df33e33481c05d610e24cf001be2858e1eb72401c4b
EXP-02,ESC-04,0.4986,0.213641,0.0,0.287759,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,27f9f9696aac6bb4c97cb8a7c5d6fab3e2b97eab9e81536d6ee9d1f508da995a
EXP-02,ESC-05,0.500772,0.151004,0.0,0.348223,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7cf2a766450407738eb7a6af7445878a63388f8209d237377ad75995b150c638
EXP-02,ESC-06,0.624269,0.0411,0.0,0.334631,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fed48cb1b4fb66bb44b6a981319ed5d0b112f1218932254243aca0bf7bf6411e
EXP-02,ESC-07,0.262948,0.396219,0.001198,0.339635,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5475d3590084ed22a6aaddb54213b088e8c3d256271d700ebdb7aeefac32d92e
EXP-02,ESC-08,0.548768,0.137769,0.0,0.313463,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4f714f76ee44a2702e6a5a61a60e89dab7101212ac921d57c6f4b9ae83e628f1
EXP-02,ESC-09,0.506127,0.205112,0.0,0.288761,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,281049e114e6f9a50b98fa08d5269f08fc4e34f3a54993851f0fb798cbbc2071
EXP-02,ESC-10,0.409346,0.254121,0.0,0.336533,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,805dfde6c4cb4a3ff0bd2f87a9f0dc43711ed3f2c072f3143c29ef2435ec6ca7
EXP-02,ESC-11,0.573194,0.17509,0.0,0.251716,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,36a6fe5f6e9e8e14dda5ee5eec5cebd922fd90866392eaf472f5bb1c16d4adcf
EXP-02,ESC-12,0.188314,0.438827,0.104237,0.268622,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,df3993d2b479e14954db8b7e61a60a972b7690ad846401687485dc81c8d75191
EXP-02,ESC-13,0.09704,0.40209,0.171021,0.329849,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0070378a59b49e5a1a0442a7bbbf2e288e3d3becc2d40c4eb2a7b1437d210e17
EXP-02,ESC-14,0.123777,0.434594,0.165952,0.275676,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cb84c20e49e52e9e63fbdf2ec9f2f0b504ecded0acf7011bda234ebeaf76922b
EXP-02,ESC-15,0.186561,0.436216,0.104249,0.272974,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f4d39c8fdfca1c376a133c4ea63fc4586ba0064751fff339f2496ed7630f73e0
EXP-02,ESC-16,0.261948,0.430656,0.025156,0.28224,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a654dc7e028cb74bcaaf6f3540149e20be4fa4be1343a37ebee6a09e01d0a3e
EXP-02,ESC-17,0.0,0.171416,0.507056,0.321528,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,89d70be6fa9dffc190ab22833e3bdc2efe7194e5c0e123039734d413cea81a89
EXP-02,ESC-18,0.0,0.321542,0.434766,0.243692,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2c67498c29968b318ef6562eedb2abcbf9910a26cdbdecb88713fee4c8444578
EXP-02,ESC-19,0.0,0.400268,0.277155,0.322577,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,33b6e9b26d13a923a72df54446ba45669e54bd8dbc65a91efcd92400ce59175c
EXP-02,ESC-20,0.023992,0.440182,0.269463,0.266363,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b695c5a7591cf5b34d798fd6ac77ee49ae06251db9404ae539423366ab4a5252
EXP-02,ESC-21,0.0,0.229569,0.469463,0.300967,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,05bf97c658278639cd447e063495fe0aba118031e640c9b6869e147b740a007c
EXP-02,ESC-22,0.0,0.214231,0.474619,0.31115,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aea6ed410e6b7eee63245c288e0fc9f1ea48928d27b0b5e5052f278c819bc8fc
EXP-02,ESC-23,0.0,0.207968,0.538041,0.253991,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,57ba06cdd044557c2ea5fc42e7e8394eafe780d68ef87a6acd66e4c34b1b2e1f
EXP-02,ESC-24,0.0,0.075974,0.577001,0.347025,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,976b2b57eb8db32f263390762977470c93e74f8f8aaee4f48f534de2cf1c3bc6
EXP-03,ESC-01,0.690726,0.029997,0.0,0.279276,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0284f54389dd86b8770750a46575bc491b903b6e0b2c29486bd6040199a50afc
EXP-03,ESC-02,0.647508,0.0,0.0,0.352492,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,297356a24ac7a98fcd08fe7b3754601dcbe572cb2c7a59e4823831887fe5531f
EXP-03,ESC-03,0.498425,0.201951,0.0,0.299624,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d01dd2af47496a261b56f73ae73bd660308e35741a8d03a8429f20a83c892de
EXP-03,ESC-04,0.489347,0.231639,0.0,0.279015,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,22a3f052aab44a704d4a663a573dd11b5bc1dc80784ac02563e3f59254353f13
EXP-03,ESC-05,0.473485,0.183994,0.0,0.342521,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,275abfcb947aa2d4089c5b66e4e184064249c45518d37e48ae09420f6b710a90
EXP-03,ESC-06,0.197063,0.40303,0.071624,0.328283,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e2efa53fcf291ba7fc0b2450d1e0ca5ce2f7c63ce2e3b4de6fcaeff158b5da28
EXP-03,ESC-07,0.532884,0.133588,0.0,0.333528,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c56f068d02e5e2b5c67a41e8c34a1eca73dcbc9eaf43f5463620a957092f8f69
EXP-03,ESC-08,0.411035,0.282898,0.0,0.306067,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ddf73db392e69e40d6209bbb68fa96efb409b916a182dce48e7785a3d638f77
EXP-03,ESC-09,0.296019,0.42391,0.0,0.280071,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9953496e33440f47d129880354df0bc7768e8e5765a81818ca98f24fd3cc2efb
EXP-03,ESC-10,0.300731,0.368992,0.0,0.330278,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8be300e9ea8d8f158ad811fd22a76f44d9dd8fff525c7c67c906c0186b6b36e
EXP-03,ESC-11,0.367175,0.391878,0.0,0.240947,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,07afe5b5d2956ad83d3042dd4c02566e88c4770ccb56a6e962c82e4c1905733e
EXP-03,ESC-12,0.384189,0.356988,0.0,0.258822,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ff1d89c59c9f0243f2204e93d477259ce5fff145df5778e051006b9814df84e9
EXP-03,ESC-13,0.0,0.359381,0.317349,0.32327,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fc86203432b817d8abc7654da3632382b12eb9d1b9cff8b71760e729dcb5ebe6
EXP-03,ESC-14,0.072419,0.440237,0.221072,0.266271,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1d1a5128eb74b7323a524a00f4d5c193595d8c9ea4f00a0a564afa7454b4b1d2
EXP-03,ESC-15,0.021339,0.441949,0.273294,0.263418,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,805bac6e45f87e4f2f9967a252595bf2170bd020fdbd3e99d46639fc5de158b3
EXP-03,ESC-16,0.202517,0.436083,0.088205,0.273196,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f090a19a50f8bcd6ff0c0da58b251f9e834f4e2e086af4ed2221e35cf782729c
EXP-03,ESC-17,0.018684,0.411278,0.255501,0.314537,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b151119b6e56a6e8a9e2e570a162978378c3b1441d792d51774bffde7be6ea3c
EXP-03,ESC-18,0.0,0.402963,0.364587,0.23245,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b0556c10c243c6e84b91a7a68e0153c02f2b8976e25bdbae3600cb307e5489e1
EXP-03,ESC-19,0.063091,0.410617,0.210654,0.315638,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fb244c81c4ee6542a75db0a9de880f6ae27a95fb6d5856aaf2d12d581e90a27e
EXP-03,ESC-20,0.0,0.42836,0.315204,0.256436,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,54023d629686b3c4331074a8862f06c96bdb51fc04145144967fd686547035d3
EXP-03,ESC-21,0.0,0.324837,0.382237,0.292926,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2575124ac4db9d2ec313dd13ceb9380b8aaa064bea28d12e2455b036c9574389
EXP-03,ESC-22,0.0,0.395026,0.301339,0.303635,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,184acc7e357dc856b64cc0518e99f06694758fdf520e7153583055c7c0bb874d
EXP-03,ESC-23,0.0,0.268396,0.48825,0.243355,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,004eb1a35f42db0d102dd5c601d67659c0ecd34fc4e716f06d2c158ab8d9ca7a
EXP-03,ESC-24,0.0,0.328122,0.330611,0.341267,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a08b0ff667bc828624914b4bac3a712c3bf1fbc49bbfae3c0425f20a69d6cb0a
EXP-04,ESC-01,0.729671,0.0,0.0,0.270329,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bca39cc2de47db648b79b02390c546220d88ebdc8e60c8462d7569372c6d25fc
EXP-04,ESC-02,0.611329,0.04153,0.0,0.347142,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4726e69b51ce1bc72beee1767af4c5491e16d46147c97759678ce93a528c6a7b
EXP-04,ESC-03,0.611942,0.096318,0.0,0.29174,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b5ae7a0d4bffff6f8776f696bc65af0b08487a6e8f2ffa19a4db0a234b43ac4
EXP-04,ESC-04,0.590621,0.139326,0.0,0.270053,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a4f52b75d05ab63e484b6506dddc2581eee3779b3116dc7d35bdc45c2d1bda6a
EXP-04,ESC-05,0.651399,0.011883,0.0,0.336718,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,76e3f968d8f9007a38f2e37938c06a2e7014496956f70e53a4f6557d3626dcab
EXP-04,ESC-06,0.296096,0.38209,0.0,0.321814,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c0fd81c774827d37d5e0c3bf39249545af1689d783b1ea8e9aa038e23edf7c57
EXP-04,ESC-07,0.108373,0.403616,0.160705,0.327306,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1d9c9e83c144c4da2e799522d25fcd1c33ac21584c5bff17f9cf8fcf410a66c7
EXP-04,ESC-08,0.516321,0.18517,0.0,0.298509,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dcd7134fe854c12cc4697d71f75c21b19af12738792589860df9687f5fa6428f
EXP-04,ESC-09,0.370807,0.358027,0.0,0.271166,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a8b7b66852da343e4195eb5b3dffd74496076340f48a9f8dddf66623cec799dd
EXP-04,ESC-10,0.504246,0.171851,0.0,0.323903,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ba7ed2451d096424f1d364c1b9df7687a8e5973684c40b01cf44f66f18f24ad
EXP-04,ESC-11,0.387923,0.382214,0.0,0.229863,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8102f16c7dc5ecdb76ba810431c69220b21071b07c90fd5607a22a0f706877af
EXP-04,ESC-12,0.199086,0.450746,0.101411,0.248757,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9965cc610bf8f990f0be69294da5f282a396293a07a144e685af29ef0d86b51f
EXP-04,ESC-13,0.214601,0.410064,0.058776,0.316559,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4ae9f1e7b41ea3f2fcd0756b53618ddf3a11aa36a4886d5f897d6ede614004bd
EXP-04,ESC-14,0.083481,0.446029,0.213872,0.256618,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,59e1cad09f5b87b6116ca671884d29a751cb92d75ca10a9cd976496382f694f9
EXP-04,ESC-15,0.066351,0.447835,0.232206,0.253608,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1665f3e80dba2bd7708e43fb88b92c72a08e8d2804ff8af3451067ba77df8b20
EXP-04,ESC-16,0.196769,0.441648,0.097663,0.263921,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,079d4df38088a8c01babe97150c3bfcde63b0cdf628006972e790ff3a5dcd0c5
EXP-04,ESC-17,0.0,0.240186,0.452413,0.307401,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,16221144db7e382ab9dc0d30b08ca3a2d48b3e5287ef72c40e849f6f4f32b3f8
EXP-04,ESC-18,0.148032,0.467478,0.16362,0.220869,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b18d76a18fc7677dad218161b3faf5bd1e32aa8aea11cb41a04142b8aa0168db
EXP-04,ESC-19,0.0,0.266829,0.424615,0.308556,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B2-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1c5cf343c57ae18d31fcc980d37b4e8b55b723c454c6a3d3d2866f12244b89c1
