expert_id,scenario_id,assessment_low,assessment_mode,assessment_high,reliability,reliability_source,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
EXP-01,ESC-14,0.335657,0.50735,0.679044,0.601705,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,42f13b96dce3a5e762029b20c49aa5b4fa17e0a4c8360456a650405b71b97d96
EXP-01,ESC-15,0.381342,0.552138,0.722934,0.60669,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,068ad63483cd46a0058efbecdc4bfe502dc74cea1e269b77f1ff8b2393b42aad
EXP-01,ESC-16,0.328868,0.502769,0.676669,0.589441,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d943411d8955191921abcbef93d09a8b955ec00c4fa2a251b2a26a72793427f
EXP-01,ESC-17,0.58441,0.772418,0.960425,0.511068,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f2f5a29b008f4e1ec0a16236f0df4aa250796d6171eeef4e5eb9aaad0d0c4caa
EXP-01,ESC-18,0.411717,0.573201,0.734685,0.658422,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7e0b0de5a2714c418afad90f5d28f0c615f2e8ef77643f6fb664cb5023a137b1
EXP-01,ESC-19,0.648901,0.837307,1.0,0.508852,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1535b8ab88feecb97cbb46b5c3a8e87ccf695ae5497f2bba4575c14e73413ddf
EXP-01,ESC-20,0.428823,0.597451,0.76608,0.618729,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,64b5289b9b05e7703b45dd00c73d1c3517d77b972161e6df43d095c51ed87da1
EXP-01,ESC-21,0.712035,0.892462,1.0,0.553181,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30e07f87570756f9264ea4547196bcac712f2f4176678c32a3d7b38f31877904
EXP-01,ESC-22,0.617726,0.801851,0.985976,0.532639,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,964f8900ee3982f93f6873015860bb835de9641bfd83f8beba6d8647dc754638
EXP-01,ESC-23,0.686914,0.85159,1.0,0.640689,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,69df6cf8dff236b6fd9b1360518b7ae0287f255dd21251d32ed884a0e50fab28
EXP-01,ESC-24,0.396102,0.594173,0.792245,0.45516,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17ff7a194bdae94ba6bc97b43a6e2c9b8001df2b9e7c5fdc7409915987067238
EXP-02,ESC-01,0.0,0.0,0.172812,0.595491,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,426a333b65f22dd87030e69ba37fc05b4edccb2aa2fbabe30d9d7132e996d515
EXP-02,ESC-02,0.0,0.0,0.200267,0.442962,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,66b5de910ddebd62adbd29861e3930e04ef6ea42e2cde205173d79a3099ab3c1
EXP-02,ESC-03,0.0,0.05109,0.230956,0.5563,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5b7288d9fef64175a0dcf59fd20ea832aa9b835304074e0ae10e6373cf79e81c
EXP-02,ESC-04,0.027247,0.199971,0.372694,0.595981,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ef0da60e3564a5a1dd6dab0cddb1b2adac638e3e9e900e32ac46c728ca24674d
EXP-02,ESC-05,0.0,0.154454,0.350622,0.465732,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0a42c44c7fa42792d447da85d6e77228b5535f164d36f83721f5a218ca10aab5
EXP-02,ESC-06,0.0,0.04118,0.231707,0.497075,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4a726202c855005451cd03c021c67f2476dff31bb73ea661ff5666f1fa88e03d
EXP-02,ESC-07,0.208633,0.401209,0.593786,0.485686,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c4aaeb74768c0233ae73e3bc338a1c310e782d73a74e531493b935608b8f7114
EXP-02,ESC-08,0.0,0.133781,0.315967,0.543413,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,46660c77827bc6261f616a3c624c19573ed199b4be66bacc6501b9b9b0514f24
EXP-02,ESC-09,0.019179,0.192258,0.365338,0.594002,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2de03a9b3e005f7c82235a1d18580ecd6293a7705c5bfef4c398ab70cf62665a
EXP-02,ESC-10,0.064044,0.255346,0.446649,0.492765,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d864983fd4288f4958b9c18d29dc346fad674ce138b290a92fa0b054ebdccc7
EXP-02,ESC-11,0.0,0.155992,0.316542,0.663609,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,03574ba15df0479006fbc3df9d7e46b2b126d34e5aff25a443a915adadfbec2c
EXP-02,ESC-12,0.328903,0.495014,0.661125,0.632718,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,78b82596131f8b4ad06bf2a28f8e0ccb9a7db7f95d8c00ff8498def5c8b24c3c
EXP-02,ESC-13,0.381535,0.570131,0.758728,0.507798,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9be03e74555a2e6c0c205fe941d6729c483442707f3b4bce5d2cc9099ec64fcf
EXP-02,ESC-14,0.384235,0.552742,0.72125,0.619402,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bdd31757b6ba54ccf9158044341219105ec2f67911a3c6b27675182828122515
EXP-02,ESC-15,0.32801,0.495594,0.663178,0.624534,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dc376c052e85a867e66bfeb1ab6a0860a631a298a1550f0a758e667728149574
EXP-02,ESC-16,0.252585,0.423365,0.594145,0.606777,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31156de3031710f07e7540ff82d3380452166a33ab39752bf13e6edad65d7c35
EXP-02,ESC-17,0.712931,0.898233,1.0,0.5261,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f30c69a2eae1def9487e1a4b15e31209891072fb21af4824492c959f78f283c0
EXP-02,ESC-18,0.625237,0.783235,0.941233,0.677788,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a2672152881dfeb229bf4ca9c0a3086d68232f254155ff8c4cd177f4ac39b4b2
EXP-02,ESC-19,0.487042,0.672755,0.858467,0.523818,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1b77f05efe51074802e1ad87e98b816fa396a6a4ff8fc2489a59440f9d9d3165
EXP-02,ESC-20,0.479512,0.644865,0.810218,0.636927,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4f41ffcba0250e347c77c38f725c7fd50801e806496431196be1380cfeee0bcc
EXP-02,ESC-21,0.670228,0.847727,1.0,0.569451,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b358db57f17d1c44f5c8041ba1c6466aae506a10e61e3f5c4ecd1ef66deaac9f
EXP-02,ESC-22,0.678029,0.859334,1.0,0.548305,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6a2e8bd3e60550f55fe4e9ed16107dde6af269dafdc51420d68a85d82bc85463
EXP-02,ESC-23,0.719533,0.880817,1.0,0.659533,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,995a55980b4f9a17876db71be5dce4bd2ab6b702e27f158f9f84011fe74ff5d7
EXP-02,ESC-24,0.793438,0.9891,1.0,0.468547,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15a865543a3d295f2f9880e785b882cacc154f763e6e89d3fc5d4c7c5e81ca16
EXP-03,ESC-01,0.0,0.027747,0.197496,0.612505,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,53c7b0b013bbb7d1f252dfaae07374df90c4ca9d4d44d92f42ca902798efc98d
EXP-03,ESC-02,0.0,0.0,0.197989,0.455618,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,672d8e3a35cfb53b7561931746e82b8ac54744a99660e0ba360b2c8caacd4421
EXP-03,ESC-03,0.015226,0.192231,0.369236,0.572195,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c7df98f1ad1888bc1cdab1909ac823683bbe5713fb3dbbb2912ec5355f1552e7
EXP-03,ESC-04,0.044529,0.214187,0.383845,0.613009,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c01c652ff8a013ae7515246fc08251111b7339ae56734c137bb1d106f739a77a
EXP-03,ESC-05,0.0,0.186565,0.380338,0.479039,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b594d4fa3dd3a2fdeccd7b4462d94fe31cbee8e57e07d641f1caa4584421abe6
EXP-03,ESC-06,0.283115,0.471085,0.659055,0.511277,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,18e76bf97c3c9c5eda2697abcf35f3192f1cfde1c63b6450bf408ff5bfa7fca5
EXP-03,ESC-07,0.0,0.133627,0.323706,0.499563,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8ecb26ac8da766c34e57bea12cefc9f8a4f96b9a3e4c605b999b87ee870304a5
EXP-03,ESC-08,0.092392,0.271783,0.451173,0.55894,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b1434373fc563ad3d717864fbade4bf40889273d5a65fa2cd384775cd5112da
EXP-03,ESC-09,0.222523,0.392548,0.562573,0.610974,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd0c1817850342726f72008464dae756133a1b332d1c0c8c52c9dc27001f8c35
EXP-03,ESC-10,0.17854,0.367308,0.556076,0.506844,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,86737a62fe913ed103eaad6d73a67bc867a8bfeb159cbcc491a4170e9278d855
EXP-03,ESC-11,0.187044,0.344181,0.501319,0.682569,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,97cf0298584966296c335859fc94fb792f79ce437c6657a60b1875d74eee455a
EXP-03,ESC-12,0.158243,0.3211,0.483957,0.650796,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f2d3df42825138f5751c9cdf95819b75169738538a01fb4e586a2f6e98c6459e
EXP-03,ESC-13,0.526645,0.71263,0.898615,0.522307,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22c96aa8fdcbaee0306e851223c2a39ccc29b84d6b4c6f7d80907820db03e914
EXP-03,ESC-14,0.435544,0.600866,0.766188,0.637099,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2212c9ac679e521a88dbfe439b9ecd1ca0d6cfe8a146909ab9225461bf00b168
EXP-03,ESC-15,0.482981,0.647353,0.811725,0.642378,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e42ced690e54d294d3c23cfbceb1f1846d056d62d01426fadafe3eb5cfa7fc3d
EXP-03,ESC-16,0.313247,0.480907,0.648566,0.624114,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,efd60f31a6beb7c49fbc60211f26e6c5ee3f5faa4f65c3f8ab84a9005cab014a
EXP-03,ESC-17,0.465899,0.648495,0.831091,0.541131,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87a875d8ac707964473f50cfb0dd6be14f9918c65f850cce2df2ba85d1cc8df8
EXP-03,ESC-18,0.562155,0.716667,0.87118,0.697153,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,321918fd38b56f4818c4fd4793ae238612d3fef63ddd43655faff7f8b530abdc
EXP-03,ESC-19,0.422188,0.605207,0.788226,0.538785,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a49340d07de2fdf7538b2e43b18d4defb9ab9e33d968919754399dca81008229
EXP-03,ESC-20,0.520529,0.682606,0.844684,0.655125,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87836505b2ecc51ac1d5a2ccc6aa7fd113b9ce24a3cf9a83e9251d08cb587071
EXP-03,ESC-21,0.585823,0.760393,0.934963,0.585721,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,932eef3211a4219af69285686eb010e0bb1c179824aabdecfc830d10a5959d61
EXP-03,ESC-22,0.510002,0.688487,0.866973,0.563971,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8eb940a0b4c5d13d2b9aafc0edbcfc799bd68fbac4b9650743c23f70b43702d4
EXP-03,ESC-23,0.672296,0.830188,0.98808,0.678377,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49666d0e19674d15ae82a0d98092f8c2a266e349d02bf6dedbd18d84a67c7c78
EXP-03,ESC-24,0.541341,0.734593,0.927845,0.481934,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,debab05873e3b6324e63f8e77468b9c3c4ee7573fb9a3c7392ebafc3d30111f7
EXP-04,ESC-01,0.0,0.0,0.166686,0.629519,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,47cdca4a522ff4b28221227d85fda542c766105803d393312ce5a0c6412858d9
EXP-04,ESC-02,0.0,0.042408,0.238119,0.468274,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a64040318cc34a780147be706d5072611292b2b8cee8d9cb45f544a1a91ffe98
EXP-04,ESC-03,0.0,0.090661,0.264805,0.588089,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15720e09187cac0bd589b9ead2aa4e457be42b460099721a3378c7e87caa546b
EXP-04,ESC-04,0.0,0.127247,0.29384,0.630037,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6afa887e7d230a6c319746794788b72822ba063e2e9d6a0d5c65962828221888
EXP-04,ESC-05,0.0,0.011944,0.203321,0.492346,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b37aa850bf5c45c204ad9eccd356536ca0a17c13f68777d00f3587e76645c13
EXP-04,ESC-06,0.190186,0.3756,0.561014,0.525479,EXPERT_BASE_X_EVIDENCE_COMPLETENESS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B2-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e3cbde79de53f0a620bab535eca3158e0c06d40895ae5f42eb6eb64f95ae3038
