path,sha256,git_object,tracked,moved_since_v32
research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,328b50133f1d2a8d710d3cca787c24c22e2cdad0b09fe92ae2c7b7a55b8d299e,05e1061f5c5723bbf94085694d4085925c104552,TRACKED,no
research/methodology/controlled_study_design_contract.json,e39902a6463990fadcb639166d955f894caf25576c91d64f4482fb57bebe3cec,10a6a9c1b996a720bc5bc3c0bb43aabd19ffb3ad,TRACKED,no
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_A_project_structures/projects.csv,f0704e415cc141abca807bd189be09b93d296c4d06323099f5c5a583bff2af02,d642127673aad2300d14d02ccd46331e46d8fb37,TRACKED,no
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_A_project_structures/reporting_periods.csv,c7876526b231a3dda15e02fa7616f2adc9d13e07a795d7e8c96a7f6bcb52f9fe,d23a7ed8a5d64c3fc3a8de02c2d6e1a95c881bdb,TRACKED,no
research_fixtures/synthetic/OG-SYNTH-0.6/CHECKSUMS.sha256,f227004569d609410a5e46d303f143f3b06b508b42223a85e1d3c4fb614b2ccc,d1d7500057f0e5504bcbd055fc1fbef4cab504ec,TRACKED,no
server/app/research_decision.py,728bd925b9fecea218819b0a8c48fc860353a8edcd30b9307014175a28c8654b,2f4dd2f8d502e2d8aa6494812b88fbb248b311de,TRACKED,no
server/app/research_models.py,4f1369afb53b3a7fabf22c4a2718f7abc38cf585f95a175908500b6f82e6fec7,bb4a2ab48c429c8601cbb1910e907157f1859366,TRACKED,no
server/app/simulation/models.py,1fdfe38006892679594138daa94da06c862f8d782292e3af61fb811bbb23da5c,824ff05dd8fafed55202014dffef91033dd712d0,TRACKED,YES
server/app/simulation/models_sim.py,01dbba40cd34dc1b24a8ec25dfcbbb8b5fa87d839e689fc4c81c61951762d929,2c98ba9ee257fff0fb23375ab492df76df6fcac6,TRACKED,no
server/app/simulation/parameters.py,25b66a45fb59183bee56a94b88575692c67a281939505af6120b802bcfcde804,666eb10e53450f48b7adf09bd1d514d81dcc90d2,TRACKED,no
server/app/simulation/qualification.py,2582019b9316cc43b1d8d038d926f3e7ca21225c423e84e9d88dc852a9eb849b,73491ac31172b8661899150524574bb503121198,TRACKED,no
server/app/simulation/qualification_boundary.py,dbf243666580bc9bf8003a3f25a6c1ea7ffbedd93782a8ccd73b417b01a1d24e,1dfb9c118e3a8acc6c09efbf708649557991cca0,TRACKED,no
server/app/simulation/qualification_contract.py,dc00d4b1912ddbac4b4509a0253ce6537f6b99086e0a00a79302ddb654191bf4,feeca626e9be32424994358d32eca9b74829c27d,TRACKED,no
server/app/simulation/qualification_gate.py,997e810cd3312b95e2bd7421201bf7790e7ed56aea816ab87e989b7fd4a7fff6,c03d2e6f3debf0de7132691060137f02808ea69c,TRACKED,no
server/app/simulation/qualified_evidence.py,348e0132433ace1c1597545d16f2f19116eb9b3f39fcc1ae09827ab5e1e568dc,dc69dc63b058a4fcaac6abcef5a4f6ea77b46247,TRACKED,no
server/app/simulation/registry.py,cedf3d7be735939765b426e95daa8f5fbb6102cc8bfa73ac5ca5b895167a6f73,d95b8677fe1166600b7344b735ea33b935223deb,TRACKED,no
server/tools/build_client_taxonomy.py,c873cbdcb0c6eb789156a957042dbaa7fe541aff31735a6e62eabeb3c81997cf,f17071e929a661ebef4573931a952ebe449944b9,TRACKED,no
server/tools/taxonomy_authority.json,78bbfefcee4e06a3522b20189afe54ae7a2a27c757e7d4a32dd835e4961203f5,90056b65e02cef1e36d27e91035443271a182bb8,TRACKED,no
server/alembic/versions/0026_final_lock_guard.py,c25901f20d790641c3ef848e502a224b5a14e5a5b9d00f341fbd092768c86883,a900e4f0feae9b9d9c5256f946e42568e10c56fe,TRACKED,no
code_audit/run41_production_tree.sha256,73bae5b483000b4d3607dce371640e28fff1435fff7690e016d30a465d6ed3d3,54d61791fe448a9b06f9ed33c7a2f8be0b540dc5,TRACKED,no
research/freeze/run41_freeze_candidate_identity.json,24ffc2fbb25ae306ad72697e0fb3e20aec368345a5e02e0a10b8592cf1c24090,f35ffce790844abea7e51637d4a8d12d054b235d,TRACKED,no
research/freeze/run41_successor_freeze_gate.csv,05d7454addc7c25dd36a3d96cc7cf89be1f9e1721ca2a1e81b7a22d5a9cdab4e,dce293adb4f5a5d5d8d66a4fcb35361e14bd56e4,TRACKED,no
code_audit/run42_production_tree.sha256,7055368a8419c8e591ade906b2a407544c1d2d3e583b27fb06966bc342d69c16,dff61cb034955789e10ac5f89373f5f4c86450da,TRACKED,no
research/freeze/run42_freeze_candidate_identity.json,ba18c97aa9eb98de059beb7b171d272e9e92580885869ca957215dea0b6c18be,93e8fc496961c7e51a892f08ce15da6923e2c8dc,TRACKED,no
research/freeze/run42_successor_freeze_gate.csv,108baffc4123c3c8201c7ee2a93bc13e0e0e926acbfaf22c979386cfc1a40fc2,9c1c817e1bbb8fc6c66dd1550312e81132f250d1,TRACKED,no
code_audit/run42_v26_v27_execution_proof.csv,5f6143ba024781843fbbcf640577eca6c18d89797acd91fd78872e33d36514fb,b8ea24c95998d6d0d79880efcce83a484eb6360e,TRACKED,no
server/tools/test_run42_period_binding_mechanism.py,c6f79800fa3fd8b5f8638b6d25318f47805fe561f2ef44041ba6e699436ab156,62c827fbc3dd71cdb9a2dac629e877cfc61e7c2c,TRACKED,no
code_audit/run43_production_tree.sha256,7a69d5f95c46e14406675a0414ffe94dd6200f8fa5590ae628e0efafcb3ca032,9d84b1d13a9f5a91a944b2007c71ab4242c9b589,TRACKED,no
code_audit/run43_participant_package_v14_checksums.sha256,f01d569d3eb0a9f0813ffcb798d29194900a9528d938678f6b1daaddf64e3203,7255f2417570bc30e92112395b0823f31885bebb,TRACKED,no
research/freeze/run43_freeze_candidate_identity.json,5ee46864ca3558f0e4b9993d902957c4b52ac9fbbd38e31dfa8f6466152f7ad2,8775b11782c2841f3bbfcfecf82f4b320a2b4c97,TRACKED,no
research/freeze/run43_successor_freeze_gate.csv,05928053c93e4f918fbb43a3196f4889acfb578a090780bfe9802f6cf069ac10,b4693776ff09385ef40e79369fa683c4b0a91ccf,TRACKED,no
server/tools/run43_production_changes.py,a8f954378f6a8f5dfe5279c3ccc3dcc6da7e748828d639ad0f9c3767155547b6,4256d9cfea5b3956ed64de6b5328ca7c9f9dfce5,TRACKED,no
code_audit/run44_participant_package_v15_checksums.sha256,2fe2bede6ba7559a7fe7f446163b4cfbc986d1f33d54dce4157c78c959a435b7,ef1f5d3ce96024a209eb7b2c673a312f2b4c5161,TRACKED,no
code_audit/run44_v28_v29_execution_proof.csv,24c9936e6138ccc859ceae1f6ec1234e2f84f72ec2fe422f0aeeeace19c2f187,df33518bfacbb2e9f5f8267679832bf80770cea7,TRACKED,no
research/freeze/run44_freeze_candidate_identity.json,2bfc900a464da81275b957f04220edc72b2ed4e0c3dc86a60d42b578e7a93160,9de7aeb0b3b3d6cf0cc78cd168c8ce8033c44f4e,TRACKED,no
research/freeze/run44_successor_freeze_gate.csv,f358115b227c644c742f9e7daa5d41c6347433446d9a04e74a505f554d2ef039,699d68ba1d79eba0ddbe92615ac365833e6e6a0d,TRACKED,no
server/tools/run44_production_changes.py,7694cb0503cce6e8c04383c2e1bf569a2ea54b82d5428fae77e065f961d7fceb,2a951d8d5a4171807b7b28d5f90d5600258ca847,TRACKED,no
code_audit/run45_production_tree.sha256,04f3b1983f61bfb7f20ece5d5e0619aa63bb440b0bb59c1e1138743467947d99,0e2bd4f3dafb8a30ebd4edf6e736d18595bcb6a9,TRACKED,no
code_audit/run45_field_classification_proposal.md,f6ab796361bbe912d466e7b1bc2b9827cbd357bc99ebaac99ec41baf86847ff8,8345e764171f143ad7321f40d451f959cff6c522,TRACKED,no
code_audit/run45_census_before.csv,13d6cc69c89b4af9088ab19419af4aff959d1babf2973826346578138cfa5271,691e671d8db0ceda7fa7effe3dc60bcd6a64c2d3,TRACKED,no
code_audit/run45_census_after.csv,6d691b6675218e7cda58f1937aa3b2cb6bdb1edb424d1cbfbf50945d87c8d306,ddfeb4d467c2bb3dcb115a875c49c3595db3389f,TRACKED,no
research/freeze/run45_freeze_candidate_identity.json,8fc855c9c4e2edc8fb6d0e4592a4ad6a28eedc218c3f50573b90e528649366fc,e322105afa81f30462c7a245229eb66808b3b1c7,TRACKED,no
research/freeze/run45_successor_freeze_gate.csv,89cc2428fbf70fdbb2863baa8136bee3520b183b4851511b12e5a9fd8869028b,ab6704c6381558c2d3229e36efa2c07565819827,TRACKED,no
server/tools/build_run45_census.py,1734209bce0662f17798e43a3e12f70f8ee29335c69733c9a406d47524a61b95,99eb41e8705df85f7b210bf42bf246ad797d3e49,TRACKED,no
server/tools/test_run45_period_scoping.py,f86717b440fc4e851fccf2ac3f1d93fc0cde5ec2f7a56b0ec090b4dfec3c672c,6ee8178640557253d0fff2c236c49ba28ad42069,TRACKED,no
research/freeze/run47_freeze_candidate_identity.json,a5b1252c29f90d100f7c32a54285c06056886c808a8a8676d2cd598778b83875,5e5add1cb8f54ae7d165ced81169ce84c34a3c3b,TRACKED,no
research/freeze/run47_successor_freeze_gate.csv,7d6e4d5ae7bea9c5d8a3aa2193392c4b1737cefe010ac4cb731742bda24298eb,3ad60da4d3cbf31b50cf1cf3d2ee4f1f53fa238b,TRACKED,no
server/app/evm_consistency.py,08bea766231d31e8bc5fb96387758de5fc54ca53b9717db2815a18abc64c6a8e,7f7de560f777023bca506a884f01f4bb081928fd,TRACKED,no
server/tools/test_run47_evm_consistency.py,73bed4f7ea030d28a1554c4f7d4ed8023e07bcea02491c39b6f123f39d82edbf,ae9db9758475834cca6a6976656d13a659d2a8df,TRACKED,no
server/tools/drive_run47_browser.py,893c73bcfe1695cbe8c4abf1b25cc14667d477338c3a315d5fcdb6c23065215c,7f6e394e92ebacc338d34627559fab5d0fef1eb4,TRACKED,no
research/freeze/run48_freeze_candidate_identity.json,0163c7c9987c781d9be72a45d05813b11c6a49ec3a9a8d73514c976bde10c044,5a37464f09978fadac94b008c2cccaedf79e34fb,TRACKED,no
research/freeze/run48_successor_freeze_gate.csv,94c505bb95269abfcbd25dc3ff2fb73ad68dfd79ae02e74985d832931a5f060e,7a7892619eab29fbf340c3c678ecb65474f7d195,TRACKED,no
server/tools/test_run48_current_period.py,dd503e408665afbbed7ed60ba3dbadbcdf35a96053dd87f84fe91a5e40d47846,04b3da06eb52f3fb12fa72a010963d53d73c7b29,TRACKED,no
server/tools/drive_run48_browser.py,da77b21ead9cef357109e44fdd198aa8cce5bdf2bd8882dd1d1e9a2662e6058f,d09e98975064ff09c413b5ec1d894af245f5a7a9,TRACKED,no
research/freeze/run49_freeze_candidate_identity.json,c5e5d5b0ded149bc3338fc9390ad120f9e1c83673f64ca5e6cd055089524afc3,fea2b8a81e01f413c4244c75d356e6bb52df4d2e,TRACKED,ADDED_BY_RUN49
research/freeze/run49_successor_freeze_gate.csv,87b188a7fd7b3aa1037df064bad619f4798cf4c6d7b539ff93c8da4ec10be824,40b90f97865b976385f3efdb868ec4ffedb0aefd,TRACKED,ADDED_BY_RUN49
server/tools/test_run49_naming_completion.py,26e88a20ed2009297dff04391a7c94965fadc41f01c58a86631344c1c2f222a0,ccae5879f951732a5f3d8f5c0e2e5bb3ddbb089b,TRACKED,ADDED_BY_RUN49
server/tools/drive_run49_browser.py,8d7c8418abefb160c75102ba71ec7cfc5c82003e9e392bbf16f17c93e73b1d35,cc86494c8aa11bf21ef7524ff15adfb7ed34cc74,TRACKED,ADDED_BY_RUN49
