path,sha256,git_object,tracked
code_audit/run36_production_tree.sha256,3e9f5fcef3b8069f8b01249c21e0bf37252ec2c5942f6925ad79dd3ad86d1358,738c403af7d1aa9d6a1b479fd432140ba6df01dc,TRACKED
code_audit/run37_browser_qualification.csv,e1ac3a68bd17b256ba0d7cf76f3cdbad35bb05068cbc60dbb5bdcfd84fc2481a,8d28d40a1a40ebe4e9471cab30b9142dcc3f3774,TRACKED
code_audit/run37_defensibility_reconciliation.csv,bef9d4e20e92f2a918f76db79ab5cdfe91cfcbf5613e8b8d2e582401c2e997f0,f1a56eb01e3f1c3f3b3c39b051c9dc46c10a6c68,TRACKED
code_audit/run37_execution_census.csv,2d7761808756cb01904318dd0b80455e0b728d766635ae49544d63fb6d3d82c0,acc408e4be697adab80b8a7036db2e18ada15739,TRACKED
code_audit/run37_parsimony_independent_reproduction.csv,4f115669ea2db063a6d0ea2b3d4035b69095c5fe3582c06dddebaca68473981d,dde171fc7bdf84f191a3af5445c5b9960a7f7824,TRACKED
p0-baseline/module_renumbering_map.csv,6222c1b1cc187d8f7704a74174176f36882dc4dd309a0b301a42fc097dae843e,c4fdac05ea080bd6f1b8648950524fbf495eb65e,TRACKED
research/freeze/INSTRUMENT_FREEZE_CANDIDATE_MANIFEST.json,da2366a0b9fb15e6196dc4bdc70ce487702d82acd1643b9301c84be4fffa85ae,cc9bc2a58f78ecd86dd84a78d179c7eb75840944,TRACKED
research/freeze/run37_candidate_behaviour_digest.json,99a4dbe16f8dfa7ee9d50a28238275ea60e61f259d69bbca015e98011102445b,304fd2ab1f54b34bab89106b915e5853c634c8a6,TRACKED
research/freeze/run37_final_freeze_gate.csv,b343fd5a9e8fa1be087ba7f7b9ce407b2002991c22d36e13e5c9ffe2aa993757,ea37f151e0962e9dc0a4103cf492eea79390d35f,TRACKED
research/freeze/run37_freeze_candidate_identity.json,264daf003e6f0f1dcd32290f824d857231ae6558c1c9a9be28feff2830f5fc29,63b33b636cee50c8b2bd114395799fe39a2d3692,TRACKED
research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,328b50133f1d2a8d710d3cca787c24c22e2cdad0b09fe92ae2c7b7a55b8d299e,05e1061f5c5723bbf94085694d4085925c104552,TRACKED
research/methodology/controlled_study_design_contract.json,e39902a6463990fadcb639166d955f894caf25576c91d64f4482fb57bebe3cec,10a6a9c1b996a720bc5bc3c0bb43aabd19ffb3ad,TRACKED
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_A_project_structures/projects.csv,f0704e415cc141abca807bd189be09b93d296c4d06323099f5c5a583bff2af02,d642127673aad2300d14d02ccd46331e46d8fb37,TRACKED
research_fixtures/synthetic/OG-SYNTH-0.2/Opus_Gubernatio_Synthetic_Programme_v0.2/package_A_project_structures/reporting_periods.csv,c7876526b231a3dda15e02fa7616f2adc9d13e07a795d7e8c96a7f6bcb52f9fe,d23a7ed8a5d64c3fc3a8de02c2d6e1a95c881bdb,TRACKED
research_fixtures/synthetic/OG-SYNTH-0.6/CHECKSUMS.sha256,f227004569d609410a5e46d303f143f3b06b508b42223a85e1d3c4fb614b2ccc,d1d7500057f0e5504bcbd055fc1fbef4cab504ec,TRACKED
server/app/research_decision.py,728bd925b9fecea218819b0a8c48fc860353a8edcd30b9307014175a28c8654b,2f4dd2f8d502e2d8aa6494812b88fbb248b311de,TRACKED
server/app/research_models.py,4f1369afb53b3a7fabf22c4a2718f7abc38cf585f95a175908500b6f82e6fec7,bb4a2ab48c429c8601cbb1910e907157f1859366,TRACKED
server/app/simulation/models.py,7361cb57b722eae0e92b880ea961114ef0cf062dd4de67ddab8546a7eb30c1f3,16a09d7a80594c1282e8591594545070bf6c37bf,TRACKED
server/app/simulation/models_sim.py,01dbba40cd34dc1b24a8ec25dfcbbb8b5fa87d839e689fc4c81c61951762d929,2c98ba9ee257fff0fb23375ab492df76df6fcac6,TRACKED
server/app/simulation/parameters.py,25b66a45fb59183bee56a94b88575692c67a281939505af6120b802bcfcde804,666eb10e53450f48b7adf09bd1d514d81dcc90d2,TRACKED
server/app/simulation/qualification.py,ab8d1b97b7689323cf9b31b986b147edd9dac255b15a5a983e3ca9b3f787a868,81b352f04982afc9ec0bad0fcbf987eef5c03756,TRACKED
server/app/simulation/qualification_boundary.py,dbf243666580bc9bf8003a3f25a6c1ea7ffbedd93782a8ccd73b417b01a1d24e,1dfb9c118e3a8acc6c09efbf708649557991cca0,TRACKED
server/app/simulation/qualification_contract.py,dc00d4b1912ddbac4b4509a0253ce6537f6b99086e0a00a79302ddb654191bf4,feeca626e9be32424994358d32eca9b74829c27d,TRACKED
server/app/simulation/qualification_gate.py,997e810cd3312b95e2bd7421201bf7790e7ed56aea816ab87e989b7fd4a7fff6,c03d2e6f3debf0de7132691060137f02808ea69c,TRACKED
server/app/simulation/qualified_evidence.py,348e0132433ace1c1597545d16f2f19116eb9b3f39fcc1ae09827ab5e1e568dc,dc69dc63b058a4fcaac6abcef5a4f6ea77b46247,TRACKED
server/app/simulation/registry.py,bcf87cfba1aaf5a457b1fbf5c7deb69b4d5f04c1a94b70e15b27cc0e43d9c600,36da513b9a9ea215bdf824720160f2dcc014e8f6,TRACKED
server/tools/build_client_taxonomy.py,951dd58d1a4bc0c79904501ac516ce4d78b0215c79763b6b9304acaac3adb7ad,895b3196a818b5e7b17d62f5a1771041ca350670,TRACKED
server/tools/taxonomy_authority.json,78bbfefcee4e06a3522b20189afe54ae7a2a27c757e7d4a32dd835e4961203f5,90056b65e02cef1e36d27e91035443271a182bb8,TRACKED
