project_id,weather_event_id,event_day,weather_type,threshold_exceedance_index,normal_allowance_days,lost_work_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-WTR,PRJ-WTR-WX-10,242,EXTREME_HEAT,0.47167,0.5,0.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ad68e4ebc1fa208d912cea4eab65ec59fccc12a3101880146681b83a93a3ac66
PRJ-WTR,PRJ-WTR-WX-11,250,SNOW_ICE,0.494087,0.5,0.99,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,206433c85c75cd67dd25b7d332efe3d2276c994d4114e5aa5335605e75a0e4e3
PRJ-WTR,PRJ-WTR-WX-12,90,HEAVY_RAIN,0.858642,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b9d7f377852ee5c0d1f8fcd59eaf18f172c5804f7f9f82b09a52d40296148a78
PRJ-RAL,PRJ-RAL-WX-01,140,HIGH_WIND,1.517747,0.5,2.43,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9708ee0050224b058eba0e549b081d9a9e870c5210fd643fd6dbc1d5c0368c99
PRJ-RAL,PRJ-RAL-WX-02,184,EXTREME_HEAT,0.361825,0.5,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c66415ebbde8d24993edd6934c470fff3c85852daa45dbfbccff18fc63818f31
PRJ-RAL,PRJ-RAL-WX-03,32,SNOW_ICE,0.641897,0.5,0.77,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e741c8365da413954f7eab4d52af49b26b7e31e0eb9fece5e7c9b880c6b573ee
PRJ-RAL,PRJ-RAL-WX-04,311,HEAVY_RAIN,1.270989,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7505cbceb4644d6fb82936c701a96d79cff3b7eb6ef41c504de59a900e95e53b
PRJ-RAL,PRJ-RAL-WX-05,256,HIGH_WIND,0.752253,0.5,1.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,129fcd87a3e9fc2814cf3712cd4759cf0b5754bb7e10fdb631d317e63369a69b
PRJ-RAL,PRJ-RAL-WX-06,267,EXTREME_HEAT,0.337705,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d39421f6621201f051bc7d9676eadcb131bff44748ae3a3f159375a3561cbf9f
PRJ-RAL,PRJ-RAL-WX-07,307,SNOW_ICE,0.991886,0.5,1.59,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02adeb91fb6832518375fad9f69bc02f646cec21cb0bfef6f91bb6fd6b3de61a
PRJ-RAL,PRJ-RAL-WX-08,288,HEAVY_RAIN,0.454637,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,133869c45e7f28169c7eee288eea8e7b562dacad1ef76ecb9c15fa23c8d666fb
PRJ-RAL,PRJ-RAL-WX-09,204,HIGH_WIND,1.04459,0.5,1.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dffb3bcd00a1245933f96768f3d29cdaa2336e7fedcf25f9104c4ce55fdf6568
PRJ-RAL,PRJ-RAL-WX-10,230,EXTREME_HEAT,1.266526,0.5,2.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c1f3603a52ff9a7bef4ab8db121fa1f6dcffcd08911e6ee9767e8cc23d1130d9
PRJ-RAL,PRJ-RAL-WX-11,69,SNOW_ICE,1.191573,0.5,2.38,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bf5df7922429bb7b933eab96852f0b33ef8bab319c8e03d9ad66e27077d14033
PRJ-RAL,PRJ-RAL-WX-12,36,HEAVY_RAIN,0.756175,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,02a0294626ee8c4fdad673f87975442f93d0eb17171cfd394032335b8627f983
PRJ-DCT,PRJ-DCT-WX-01,75,HIGH_WIND,0.571041,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31dcc615211f21267dfecb046a1a09bfc36330f05aa22f0806f3e6fcf84f261b
PRJ-DCT,PRJ-DCT-WX-02,244,EXTREME_HEAT,1.505705,0.5,3.01,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a96c4cd560ec4331ea73ff5beb69f4883ba46c848a1034be5bdce4b3d2869eab
PRJ-DCT,PRJ-DCT-WX-03,98,SNOW_ICE,1.174168,0.5,1.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,646fd8f20235bcb3192ff507345b67b70a8b8cec7e97d4dbf1e0f71a2036e6ca
PRJ-DCT,PRJ-DCT-WX-04,50,HEAVY_RAIN,1.110677,0.5,1.78,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d550568bbe16ee65c03a64b5ca08452a5dbc754d644853afb140fa667ffa621
PRJ-DCT,PRJ-DCT-WX-05,85,HIGH_WIND,0.983697,0.5,1.97,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91f1e1ee53fb74cd753b219a84844e005baeb28a0a3f8e9e9ff5497419765fd4
PRJ-DCT,PRJ-DCT-WX-06,266,EXTREME_HEAT,0.551103,0.5,0.66,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d9791c3804e27516fd502a7a5cdbedfbad378572ab693fc208d04bfa631f180a
PRJ-DCT,PRJ-DCT-WX-07,42,SNOW_ICE,0.835638,0.5,1.34,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,17b97afeccd44c61cdc1ac24a887be24512674354b598f7ea82cea9e18b4a296
PRJ-DCT,PRJ-DCT-WX-08,76,HEAVY_RAIN,0.819585,0.5,1.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b9e0aa26fafec5cd6a40318d9edd2d33b3dcd96b609e7a854a19889ee219b405
PRJ-DCT,PRJ-DCT-WX-09,202,HIGH_WIND,0.339512,0.5,0.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,782266d8e6a8c0120739de1351a7928a88a1339a342197e0e9b92941c4e9927c
PRJ-DCT,PRJ-DCT-WX-10,30,EXTREME_HEAT,0.645142,0.5,1.03,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1d5942e2abbf70844dabeb30ef5caccb8bd0ddd246b559243498abcddae4e80f
PRJ-DCT,PRJ-DCT-WX-11,174,SNOW_ICE,0.680004,0.5,1.36,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,aea85ef894d9eb4dc31a5e8ae44341f9d7cac44848dbf9edc2479b654de0aa79
PRJ-DCT,PRJ-DCT-WX-12,146,HEAVY_RAIN,1.496999,0.5,1.8,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6fa55a71ef5dc7787690cd500ba3637a6f684e0ad18dc99abfe7728ee4bfb102
