project_id,period_id,project_buffer_consumed_days,project_buffer_consumption_ratio,buffer_to_progress_ratio,buffer_exhausted,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HSP,P05,13.28821384,0.8751893,1.33559837,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae0973004a960d8e5926bbf857cb12cd752003e6427a200ea5cc9846edb0bc97
PRJ-HSP,P06,14.48550918,0.95404565,1.21856614,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5ce620756b19ff64c816dd6ed2a20b45dd441f6105a7c6f71c600948655597be
PRJ-HWY,P01,3.11835185,0.25593221,1.09167605,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9a35f4ab7156f45094e9518d98da48fcf633c9dff2ecb25f4fbf85972f3b5a4b
PRJ-HWY,P02,4.8539553,0.39837823,1.0019102,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5bbeba492b004a3c772caf042ab71a636e05f8fff2e226f1bd8ef07d3534c359
PRJ-HWY,P03,5.27322969,0.4327893,0.87231742,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f485054812b93ed22976a923cfadb75ba6685412b43957ff25be4eab69c6c6d9
PRJ-HWY,P04,6.09967788,0.5006183,0.85702927,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bd6b04cdd48065d7d3433b30d323122ed77da2ae5261df4b8789babf977b022
PRJ-HWY,P05,6.70556419,0.55034516,0.76771765,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,00b74b414ff37a4151d2e116685f60f9de1e8c74d9b622462fc7a410126be161
PRJ-HWY,P06,8.75585956,0.71861886,0.84956223,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e7fd2541badf8f9571f55b3db1d841229cc1cc877a5604312587288a425c0adb
PRJ-RAL,P01,4.90142834,0.36051525,1.51858621,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f69f8e3242edb051cad8cdc2cb98ed68a7ce2e6b31bebb08e69e8b805eeb5888
PRJ-RAL,P02,6.18361967,0.4548244,1.17320813,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3b5e83c2495b8f7f8a367c4769a283a8e2da2f05edd01f1cd310c7957ae158c8
PRJ-RAL,P03,6.53080626,0.48036105,0.99193984,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,171a445dced9429e1a54cdd0a99910240cf2e02f3a8d100d56bfcc9dd2558d94
PRJ-RAL,P04,7.77320839,0.57174358,1.00028671,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e42f777f33eafdbdcba979b9e66410e6a3cd28c2999e19223716aaf948926978
PRJ-RAL,P05,8.91117261,0.65544438,0.94485633,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,171a152f7625c60f47b730b33ac044d4e4f482cf8477e1bc63b6ac42a1a044be
PRJ-RAL,P06,11.10438338,0.81676183,0.99783824,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3c8786e68e6048174d5e14a0c378a511cba839d77a56ad0e64f9fc92847da078
PRJ-WTR,P01,1.8999089,0.17135721,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f178e02e40b05accb599fdeb9da50d3a2b36dab682bb586cefe2626f579ffdb1
PRJ-WTR,P02,2.85245974,0.25726999,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a26fa6330504daab5fe1d1464ef4eda7b619f5f7274f32d2ad0ecd0369f891c8
PRJ-WTR,P03,3.50488581,0.31611382,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,09fb1aff136bac0cd8f20a5eb5c9a40cc11da27f8903d11ddb93fddec041d7ea
PRJ-WTR,P04,4.20905603,0.37962457,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,18da59502b8cb3aeb5488a932ea9b1db974316ed0ceaa5b7719619b3af668387
PRJ-WTR,P05,5.36452224,0.48383876,0.66507943,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ca7ea6f673000dbb44076f2d49c03415e6715e45bea6d28c9858ce43c9145f13
PRJ-WTR,P06,6.11790689,0.55178828,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f4ee51337b1003188ab04433fd829c88537bb83bf67aebca020454028e712c7a
