project_id,weather_event_id,affected_activity_id,critical_at_event,productivity_loss_fraction,ground_truth_schedule_impact_days,excusable_flag,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,PRJ-HWY-WX-02,PRJ-HWY-A05,True,0.212183,2.83,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,394d02a8156aaddef5cb71e63f4716c269aa4c8b0ad8f7613b6339c102061e89
PRJ-HWY,PRJ-HWY-WX-03,PRJ-HWY-A06,True,0.239979,1.92,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e539b27be859158e305bf01d4e7030cd359fded08f141aa3fe080bfcbf0eb66c
PRJ-HWY,PRJ-HWY-WX-04,PRJ-HWY-A07,False,0.202149,0.648,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3a7130736ab40ffccb15efe89164d9be4db44b83453df183c29cb6171b399c65
PRJ-HWY,PRJ-HWY-WX-05,PRJ-HWY-A05,True,0.194125,2.59,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,649d2eaf8030eee9447411bc08d3c0bbfdec751568a48dc2104c3e0a4f9443fb
PRJ-HWY,PRJ-HWY-WX-06,PRJ-HWY-A09,True,0.211262,1.69,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,47eacf9d22781735116705704e71509740069f8ee6c58e6887cdd97cfe8ac04e
PRJ-HWY,PRJ-HWY-WX-07,PRJ-HWY-A06,True,0.228252,2.43,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,15a839d83ac19769578632b10fb429b4ef81ee50a0dc057b4e2df13dca096e8b
PRJ-HWY,PRJ-HWY-WX-08,PRJ-HWY-A05,True,0.190374,2.54,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,51a3a4ef199392d3f72f047ff03106f586633926dfc14ac7e95f06a6af3c1f19
PRJ-HWY,PRJ-HWY-WX-09,PRJ-HWY-A10,True,0.237148,1.9,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6dab6384a204e99f85616b2b33e4beaace82c6ad1da53b452b15a99fd9c2e2f7
PRJ-HWY,PRJ-HWY-WX-10,PRJ-HWY-A10,True,0.202181,2.16,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,58c8f96bffe9b45866586fbccf43cdf4777fa7ee33559266b4520595692b1776
PRJ-HWY,PRJ-HWY-WX-11,PRJ-HWY-A07,False,0.170254,0.681,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d30524c39357909a8280a50c4eab9e2c8ed11bc6690df388902dad3b83d7e231
PRJ-HWY,PRJ-HWY-WX-12,PRJ-HWY-A07,False,0.13842,0.333,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43f31e79f6f5e42a6c9a3451f4f96ef909f462a8b2f45fbf2bbf03504c539525
PRJ-HSP,PRJ-HSP-WX-01,PRJ-HSP-A09,True,0.163906,1.75,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b683814f1b5ca29873c57f3127d8a8e29e451505ea556f483c41e58b62667cb7
PRJ-HSP,PRJ-HSP-WX-02,PRJ-HSP-A06,True,0.06813,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9566241daf9354b85ef2b3470bb58bb01b6054471b1ead1e8cb9c568113dce8c
PRJ-HSP,PRJ-HSP-WX-03,PRJ-HSP-A09,True,0.195741,1.57,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b2a65f1c2f725bc110c203331613e070abd489c551725cd9fca3d012dee69995
PRJ-HSP,PRJ-HSP-WX-04,PRJ-HSP-A06,True,0.132234,1.41,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,83b0849ba394b50440fe66787cdb26d97c4a5a9882c033771008989221156294
PRJ-HSP,PRJ-HSP-WX-05,PRJ-HSP-A05,True,0.168386,2.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ba558d270347ab5f379056a8a2d45a235f3596d2a2af4ca32a1d45d6f833e881
PRJ-HSP,PRJ-HSP-WX-06,PRJ-HSP-A10,True,0.219023,1.75,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d2b8cc2a1ec944bb247f5567d4405c3156bc2dc89a18331e0db6fd2a16ba6742
PRJ-HSP,PRJ-HSP-WX-07,PRJ-HSP-A04,True,0.1236,1.32,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f5f52bafacc14c90a26f9d6a60bfc192abd3c6b7d3ccfdab8351d38f1479f9e0
PRJ-HSP,PRJ-HSP-WX-08,PRJ-HSP-A06,True,0.161592,2.15,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,294c4f14b552248f05b914d9b34356a08ff387587789f6937801f627bf4b54fa
PRJ-HSP,PRJ-HSP-WX-09,PRJ-HSP-A08,True,0.044732,0.36,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,87ade911234aab9dcd02485b204b6ced46ab080509e6186d881a296850949647
PRJ-HSP,PRJ-HSP-WX-10,PRJ-HSP-A04,True,0.157959,1.68,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7b8318cf23e92dd15b7dedbd63a0b64dd3a27e09bb418410a647c788b4398ec0
PRJ-HSP,PRJ-HSP-WX-11,PRJ-HSP-A07,False,0.052615,0.21,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5612997a085eca71feee38dd645fa8e7334a34d9fa416aa43b95c9b2f68dec8f
PRJ-HSP,PRJ-HSP-WX-12,PRJ-HSP-A07,False,0.186085,0.447,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e4e4d6b805bf32c02b1786259132a6d48dac366965226323e9128c0375a9db17
PRJ-WTR,PRJ-WTR-WX-01,PRJ-WTR-A09,True,0.083664,0.89,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,53d66e52bb0c89c2dda0464707458690aac077cd290838764bfdf9ae3ed2b219
PRJ-WTR,PRJ-WTR-WX-02,PRJ-WTR-A06,True,0.154791,2.06,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1363bb35484e8be007d333ebbc7c368f66b632b694490bc4f08f2c165332e264
PRJ-WTR,PRJ-WTR-WX-03,PRJ-WTR-A09,True,0.230628,1.85,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2f890788042ce0cb25321e9e806d3694bf9572c7f8c0edf288acede362a4a18a
PRJ-WTR,PRJ-WTR-WX-04,PRJ-WTR-A05,True,0.189821,2.02,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c0642ac7b10ba184cfb8deed48dbcdf25827230102236b75cfae7456eeda1463
PRJ-WTR,PRJ-WTR-WX-05,PRJ-WTR-A08,True,0.06315,0.84,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,06db9b348e155fb7e443dc82b82a2fee121dd4c56a299285554fc1155ce1bda7
PRJ-WTR,PRJ-WTR-WX-06,PRJ-WTR-A10,True,0.166048,1.33,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,73c4780e34a73e555a7ff78046d7c56808e2b9e9f54e3d57238440c55290804f
PRJ-WTR,PRJ-WTR-WX-07,PRJ-WTR-A09,True,0.109285,1.17,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce29ce7b4d71355a5cdebee9825d73d40b419e9dea7093443bcd538e5dab0326
PRJ-WTR,PRJ-WTR-WX-08,PRJ-WTR-A04,True,0.121607,1.62,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,408bf0f3beeb1bb68e0795617f778924e3185f6eb9e539ef35dca839c778c98d
PRJ-WTR,PRJ-WTR-WX-09,PRJ-WTR-A10,True,0.122514,0.98,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,68028f15f3d7a8f4604693da228dbcc6ae2c43b4b9835ccbf03bac73b9716665
PRJ-WTR,PRJ-WTR-WX-10,PRJ-WTR-A04,True,0.07075,0.75,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4b47f28b8333bedd342e9ec9300bbad39f28339fe78d05f4bebfb22257dd84ca
PRJ-WTR,PRJ-WTR-WX-11,PRJ-WTR-A07,False,0.074113,0.297,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,24675254c3c2f6e3415c53962d0cf1414c336bf7a69aa2eb8e18901b0174e954
PRJ-WTR,PRJ-WTR-WX-12,PRJ-WTR-A07,False,0.128796,0.309,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bf31701ae4bfe818cefc4766bb08b4cf26028e4aaf5b97e9e3e98192cb8695b
PRJ-RAL,PRJ-RAL-WX-01,PRJ-RAL-A05,True,0.227662,2.43,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7eb6b015c7696c9384cbec8a7597982f3361a098998aed696347ba9cd43d213d
PRJ-RAL,PRJ-RAL-WX-02,PRJ-RAL-A09,True,0.054274,0.72,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bef074b9bb9f92cd6232c958a29940b6b0bcc01432f1e31915458d285d7ff9c3
PRJ-RAL,PRJ-RAL-WX-03,PRJ-RAL-A09,True,0.096285,0.77,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91fc43e81dd41123ffc1bd7db8366c7ae6ae123972ea689b2f581c3342692665
PRJ-RAL,PRJ-RAL-WX-04,PRJ-RAL-A09,True,0.190648,2.03,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,509c0d9688f265637b3f0de6472b4c8a5002f710f853b8a09f4954b13bd87d4b
PRJ-RAL,PRJ-RAL-WX-05,PRJ-RAL-A05,True,0.112838,1.5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,19bb4a27917693b033cc04965e7ca3e686a6f6f5657cf7d07d6b076093d12d91
PRJ-RAL,PRJ-RAL-WX-06,PRJ-RAL-A05,True,0.050656,0.41,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f4b65f8ebbfe2b137e5ea2a462cc1e87835e0fbf726d3a6b8640fc4d3f9ec668
PRJ-RAL,PRJ-RAL-WX-07,PRJ-RAL-A08,True,0.148783,1.59,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40cc66030711894ac8c780f93b68586691971d36c7c1f22bdb4ed0f68ac05bdb
PRJ-RAL,PRJ-RAL-WX-08,PRJ-RAL-A06,True,0.068195,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,20f8f5ab2ec557d15d96af6d66f05b3efef0cb00583106ee802e232046cb4791
PRJ-RAL,PRJ-RAL-WX-09,PRJ-RAL-A08,True,0.156688,1.25,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c7e06c26c14bf9115b3612d790e3e54d0536200d2c14392474475556ac9652f3
PRJ-RAL,PRJ-RAL-WX-10,PRJ-RAL-A10,True,0.189979,2.03,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5a60522db59fd9734f4cfc22118122bc3ce6b84118cb7af72e4091b1f1360e49
PRJ-RAL,PRJ-RAL-WX-11,PRJ-RAL-A07,False,0.178736,0.714,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b192eb4585eb61eca7f6a58f6118f7271f99e1df3c2ee499a590c9ead2ff6ae
PRJ-RAL,PRJ-RAL-WX-12,PRJ-RAL-A10,True,0.113426,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1cfc863f880f70c0f8a2c659a1efa0350fb27a3d943e023d39a5b9c521f30b6c
PRJ-DCT,PRJ-DCT-WX-01,PRJ-DCT-A10,True,0.085656,0.91,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90085d4f1fc30f5d4d39f1f0cfedfc20d2cd3c64357be5d7dc7a4405f6eb1da2
PRJ-DCT,PRJ-DCT-WX-02,PRJ-DCT-A08,True,0.225856,3.01,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,48efb9002d06bb942308e06d89b2069394b2b31a9f6e6eae4881d83613f509e8
PRJ-DCT,PRJ-DCT-WX-03,PRJ-DCT-A08,True,0.176125,1.41,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bcd33739ee7593256421625730e8c5b4b128112226951da5dc23eecf3a806639
PRJ-DCT,PRJ-DCT-WX-04,PRJ-DCT-A06,True,0.166602,1.78,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,24469ecea3e3293df41ea269ce2f78d8dfd65e3216a43cb57367bb6a1f592651
PRJ-DCT,PRJ-DCT-WX-05,PRJ-DCT-A04,True,0.147554,1.97,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7acedf52e1475fb82b3c2d714da79a8f38037f86e9f346d1969c581022b44d42
PRJ-DCT,PRJ-DCT-WX-06,PRJ-DCT-A05,True,0.082665,0.66,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,99d91d312046388c7be225bb470a7f2888ffd23cf4b4519911283050a0a15482
PRJ-DCT,PRJ-DCT-WX-07,PRJ-DCT-A06,True,0.125346,1.34,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0b3de42bf5da1186fbd8bbaed1146d104d72bd1521992e7631b830b840de211f
PRJ-DCT,PRJ-DCT-WX-08,PRJ-DCT-A09,True,0.122938,1.64,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90d84086563dcd0155f7e4af8dc7656b9e308625bdf55f330ff53cbe2938813f
PRJ-DCT,PRJ-DCT-WX-09,PRJ-DCT-A07,False,0.050927,0.123,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7a6e2f9f9d54d04cb0b4fff4c3a18663eccd5e3d88a9e1b6d608cb57298eb3fc
PRJ-DCT,PRJ-DCT-WX-10,PRJ-DCT-A07,False,0.096771,0.309,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b4de092c1bbd88613859a5310e40f551b05e8911c4d4596d7d3ee6a6b191a7e4
PRJ-DCT,PRJ-DCT-WX-11,PRJ-DCT-A08,True,0.102001,1.36,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,92f28d797c231e1e0a5fac5f873223e1d8f7179e1256eef44b49f306609b5cba
PRJ-DCT,PRJ-DCT-WX-12,PRJ-DCT-A10,True,0.22455,1.8,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce0ff78b7190eb6637e0310bf16dbbb327365b48b035eab162100679fd5a37b3
